,county_name,date,total_doses
3975,Mariposa,1/7/2021,49
3976,Mendocino,1/7/2021,355
3977,Merced,1/7/2021,188
3978,Modoc,1/7/2021,72
3979,Mono,1/7/2021,55
3980,Monterey,1/7/2021,735
3981,Napa,1/7/2021,484
3982,Nevada,1/7/2021,216
3983,Orange,1/7/2021,9152
3984,Outside California,1/7/2021,4189
3985,Placer,1/7/2021,975
3986,Plumas,1/7/2021,55
3987,Riverside,1/7/2021,2735
3988,Sacramento,1/7/2021,2815
3989,San Benito,1/7/2021,77
3990,San Bernardino,1/7/2021,5353
3991,San Diego,1/7/2021,5572
3992,San Francisco,1/7/2021,2039
3993,San Joaquin,1/7/2021,1041
3994,San Luis Obispo,1/7/2021,1127
3995,San Mateo,1/7/2021,1385
3996,Santa Barbara,1/7/2021,1026
3997,Santa Clara,1/7/2021,4065
3998,Santa Cruz,1/7/2021,529
3999,Shasta,1/7/2021,116
4000,Sierra,1/7/2021,20
4001,Siskiyou,1/7/2021,174
4002,Solano,1/7/2021,1039
4003,Sonoma,1/7/2021,1009
4004,Stanislaus,1/7/2021,1037
4005,Sutter,1/7/2021,249
4006,Tehama,1/7/2021,57
4007,Tulare,1/7/2021,779
4008,Tuolumne,1/7/2021,118
4009,Unknown,1/7/2021,70
4010,Ventura,1/7/2021,2060
4011,Yolo,1/7/2021,705
4012,Yuba,1/7/2021,75
4013,Alameda,1/6/2021,3222
4014,Alpine,1/6/2021,31
4015,Amador,1/6/2021,38
4016,Butte,1/6/2021,622
4017,Calaveras,1/6/2021,107
4018,Colusa,1/6/2021,15
4019,Contra Costa,1/6/2021,3252
4020,Del Norte,1/6/2021,78
4021,El Dorado,1/6/2021,259
4022,Fresno,1/6/2021,958
4023,Glenn,1/6/2021,61
4024,Humboldt,1/6/2021,295
4025,Imperial,1/6/2021,190
4026,Inyo,1/6/2021,69
4027,Kern,1/6/2021,1163
4028,Kings,1/6/2021,274
4029,Lake,1/6/2021,77
4030,Lassen,1/6/2021,94
4031,Los Angeles,1/6/2021,22233
4032,Madera,1/6/2021,184
4033,Maricopa,1/6/2021,1
4034,Marin,1/6/2021,820
4035,Mariposa,1/6/2021,5
4036,Mendocino,1/6/2021,148
4037,Merced,1/6/2021,247
4038,Modoc,1/6/2021,3
4039,Mono,1/6/2021,44
4040,Monterey,1/6/2021,652
4041,Napa,1/6/2021,455
4042,Nevada,1/6/2021,93
4043,Orange,1/6/2021,4931
4044,Outside California,1/6/2021,2744
4045,Placer,1/6/2021,753
4046,Plumas,1/6/2021,125
4047,Riverside,1/6/2021,2458
4048,Sacramento,1/6/2021,2717
4049,San Benito,1/6/2021,94
4050,San Bernardino,1/6/2021,3410
4051,San Diego,1/6/2021,4917
4052,San Francisco,1/6/2021,1867
4053,San Joaquin,1/6/2021,1193
4054,San Luis Obispo,1/6/2021,725
4055,San Mateo,1/6/2021,1417
4056,Santa Barbara,1/6/2021,654
4057,Santa Clara,1/6/2021,3245
4058,Santa Cruz,1/6/2021,804
4059,Shasta,1/6/2021,438
4060,Sierra,1/6/2021,1
4061,Siskiyou,1/6/2021,59
4062,Solano,1/6/2021,814
4063,Sonoma,1/6/2021,944
4064,Stanislaus,1/6/2021,942
4065,Sutter,1/6/2021,206
4066,Tehama,1/6/2021,70
4067,Trinity,1/6/2021,23
4068,Tulare,1/6/2021,862
4069,Tuolumne,1/6/2021,108
4070,Unknown,1/6/2021,6
4071,Ventura,1/6/2021,2045
4072,Yolo,1/6/2021,474
4073,Yuba,1/6/2021,150
4074,Alameda,1/5/2021,2175
4075,Alpine,1/5/2021,9
4076,Amador,1/5/2021,33
4077,Butte,1/5/2021,194
4078,Calaveras,1/5/2021,39
4079,Colusa,1/5/2021,68
4080,Contra Costa,1/5/2021,2089
4081,Del Norte,1/5/2021,33
4082,El Dorado,1/5/2021,200
4083,Fresno,1/5/2021,769
4084,Glenn,1/5/2021,9
4085,Humboldt,1/5/2021,125
4086,Imperial,1/5/2021,172
4087,Inyo,1/5/2021,34
4088,Kern,1/5/2021,1123
4089,Kings,1/5/2021,197
4090,Lake,1/5/2021,62
4091,Lassen,1/5/2021,194
4092,Los Angeles,1/5/2021,15880
4093,Madera,1/5/2021,273
4094,Marin,1/5/2021,363
4095,Mariposa,1/5/2021,23
4096,Mendocino,1/5/2021,71
4097,Merced,1/5/2021,315
4098,Modoc,1/5/2021,3
4099,Mono,1/5/2021,45
4100,Monterey,1/5/2021,748
4101,Napa,1/5/2021,150
4102,Nevada,1/5/2021,271
4103,Orange,1/5/2021,3470
4104,Outside California,1/5/2021,1563
4105,Placer,1/5/2021,709
4106,Plumas,1/5/2021,23
4107,Riverside,1/5/2021,1976
4108,Sacramento,1/5/2021,2190
4109,San Benito,1/5/2021,118
4110,San Bernardino,1/5/2021,2327
4111,San Diego,1/5/2021,4292
4112,San Francisco,1/5/2021,2223
4113,San Joaquin,1/5/2021,938
4114,San Luis Obispo,1/5/2021,978
4115,San Mateo,1/5/2021,1172
4116,Santa Barbara,1/5/2021,748
4117,Santa Clara,1/5/2021,3017
4118,Santa Cruz,1/5/2021,565
4119,Shasta,1/5/2021,335
4120,Sierra,1/5/2021,67
4121,Siskiyou,1/5/2021,117
4122,Solano,1/5/2021,690
4123,Sonoma,1/5/2021,436
4124,Stanislaus,1/5/2021,820
4125,Sutter,1/5/2021,99
4126,Tehama,1/5/2021,71
4127,Trinity,1/5/2021,2
4128,Tulare,1/5/2021,462
4129,Tuolumne,1/5/2021,91
4130,Unknown,1/5/2021,6
4131,Ventura,1/5/2021,1365
4132,Yolo,1/5/2021,610
4133,Yuba,1/5/2021,67
4134,Alameda,1/4/2021,1630
4135,Alpine,1/4/2021,10
4136,Amador,1/4/2021,123
4137,Butte,1/4/2021,206
4138,Calaveras,1/4/2021,33
4139,Colusa,1/4/2021,4
4140,Contra Costa,1/4/2021,1900
4141,Del Norte,1/4/2021,102
4142,El Dorado,1/4/2021,190
4143,Fresno,1/4/2021,618
4144,Glenn,1/4/2021,7
4145,Humboldt,1/4/2021,214
4146,Imperial,1/4/2021,84
4147,Inyo,1/4/2021,1
4148,Kern,1/4/2021,554
4149,Kings,1/4/2021,112
4150,Lake,1/4/2021,15
4151,Lassen,1/4/2021,15
4152,Los Angeles,1/4/2021,12570
4153,Madera,1/4/2021,128
4154,Marin,1/4/2021,284
4155,Mariposa,1/4/2021,8
4156,Mendocino,1/4/2021,834
4157,Merced,1/4/2021,77
4158,Modoc,1/4/2021,8
4159,Mono,1/4/2021,1
4160,Monterey,1/4/2021,411
4161,Napa,1/4/2021,104
4162,Nevada,1/4/2021,71
4163,Orange,1/4/2021,2665
4164,Outside California,1/4/2021,1174
4165,Placer,1/4/2021,614
4166,Plumas,1/4/2021,9
4167,Riverside,1/4/2021,1249
4168,Sacramento,1/4/2021,1958
4169,San Benito,1/4/2021,62
4170,San Bernardino,1/4/2021,2107
4171,San Diego,1/4/2021,3720
4172,San Francisco,1/4/2021,1827
4173,San Joaquin,1/4/2021,464
4174,San Luis Obispo,1/4/2021,674
4175,San Mateo,1/4/2021,1040
4176,Santa Barbara,1/4/2021,303
4177,Santa Clara,1/4/2021,2453
4178,Santa Cruz,1/4/2021,279
4179,Shasta,1/4/2021,346
4180,Siskiyou,1/4/2021,130
4181,Solano,1/4/2021,449
4182,Sonoma,1/4/2021,335
4183,Stanislaus,1/4/2021,101
4184,Sutter,1/4/2021,248
4185,Tehama,1/4/2021,31
4186,Trinity,1/4/2021,27
4187,Tulare,1/4/2021,91
4188,Tuolumne,1/4/2021,67
4189,Unknown,1/4/2021,3
4190,Ventura,1/4/2021,1075
4191,Yolo,1/4/2021,195
4192,Yuba,1/4/2021,91
4193,Alameda,1/3/2021,330
4194,Amador,1/3/2021,64
4195,Butte,1/3/2021,4
4196,Calaveras,1/3/2021,8
4197,Contra Costa,1/3/2021,170
4198,El Dorado,1/3/2021,89
4199,Fresno,1/3/2021,152
4200,Imperial,1/3/2021,90
4201,Inyo,1/3/2021,1
4202,Kern,1/3/2021,22
4203,Los Angeles,1/3/2021,899
4204,Madera,1/3/2021,5
4205,Marin,1/3/2021,55
4206,Merced,1/3/2021,9
4207,Monterey,1/3/2021,30
4208,Napa,1/3/2021,12
4209,Nevada,1/3/2021,128
4210,Orange,1/3/2021,543
4211,Outside California,1/3/2021,179
4212,Placer,1/3/2021,153
4213,Riverside,1/3/2021,344
4214,Sacramento,1/3/2021,404
4215,San Benito,1/3/2021,3
4216,San Bernardino,1/3/2021,133
4217,San Diego,1/3/2021,857
4218,San Francisco,1/3/2021,288
4219,San Joaquin,1/3/2021,32
4220,San Luis Obispo,1/3/2021,16
4221,San Mateo,1/3/2021,275
4222,Santa Barbara,1/3/2021,23
4223,Santa Clara,1/3/2021,569
4224,Santa Cruz,1/3/2021,15
4225,Shasta,1/3/2021,1
4226,Siskiyou,1/3/2021,1
4227,Solano,1/3/2021,56
4228,Sonoma,1/3/2021,21
4229,Stanislaus,1/3/2021,87
4230,Sutter,1/3/2021,1
4231,Tulare,1/3/2021,22
4232,Tuolumne,1/3/2021,3
4233,Unknown,1/3/2021,1
4234,Ventura,1/3/2021,15
4235,Yolo,1/3/2021,43
4236,Yuba,1/3/2021,10
4237,Alameda,1/2/2021,704
4238,Alpine,1/2/2021,1
4239,Amador,1/2/2021,55
4240,Butte,1/2/2021,37
4241,Calaveras,1/2/2021,11
4242,Contra Costa,1/2/2021,331
4243,El Dorado,1/2/2021,148
4244,Fresno,1/2/2021,1024
4245,Glenn,1/2/2021,2
4246,Humboldt,1/2/2021,38
4247,Imperial,1/2/2021,4
4248,Kern,1/2/2021,75
4249,Kings,1/2/2021,10
4250,Lake,1/2/2021,2
4251,Lassen,1/2/2021,1
4252,Los Angeles,1/2/2021,4358
4253,Madera,1/2/2021,76
4254,Marin,1/2/2021,102
4255,Mendocino,1/2/2021,1
4256,Merced,1/2/2021,126
4257,Modoc,1/2/2021,2
4258,Monterey,1/2/2021,136
4259,Napa,1/2/2021,99
4260,Nevada,1/2/2021,1
4261,Orange,1/2/2021,1386
4262,Outside California,1/2/2021,272
4263,Placer,1/2/2021,184
4264,Riverside,1/2/2021,821
4265,Sacramento,1/2/2021,561
4266,San Benito,1/2/2021,25
4267,San Bernardino,1/2/2021,474
4268,San Diego,1/2/2021,3734
4269,San Francisco,1/2/2021,329
4270,San Joaquin,1/2/2021,247
4271,San Luis Obispo,1/2/2021,31
4272,San Mateo,1/2/2021,395
4273,Santa Barbara,1/2/2021,587
4274,Santa Clara,1/2/2021,1076
4275,Santa Cruz,1/2/2021,68
4276,Shasta,1/2/2021,2
4277,Siskiyou,1/2/2021,1
4278,Solano,1/2/2021,211
4279,Sonoma,1/2/2021,132
4280,Stanislaus,1/2/2021,30
4281,Sutter,1/2/2021,134
4282,Tulare,1/2/2021,27
4283,Tuolumne,1/2/2021,118
4284,Unknown,1/2/2021,2
4285,Ventura,1/2/2021,169
4286,Yolo,1/2/2021,67
4287,Yuba,1/2/2021,22
4288,Alameda,1/1/2021,166
4289,Amador,1/1/2021,1
4290,Butte,1/1/2021,7
4291,Contra Costa,1/1/2021,57
4292,El Dorado,1/1/2021,3
4293,Fresno,1/1/2021,7
4294,Imperial,1/1/2021,5
4295,Inyo,1/1/2021,1
4296,Kern,1/1/2021,9
4297,Kings,1/1/2021,1
4298,Lake,1/1/2021,1
4299,Los Angeles,1/1/2021,862
4300,Marin,1/1/2021,5
4301,Mendocino,1/1/2021,2
4302,Mono,1/1/2021,1
4303,Monterey,1/1/2021,8
4304,Napa,1/1/2021,1
4305,Nevada,1/1/2021,1
4306,Orange,1/1/2021,376
4307,Outside California,1/1/2021,104
4308,Placer,1/1/2021,14
4309,Riverside,1/1/2021,97
4310,Sacramento,1/1/2021,68
4311,San Bernardino,1/1/2021,271
4312,San Diego,1/1/2021,1098
4313,San Francisco,1/1/2021,62
4314,San Joaquin,1/1/2021,15
4315,San Luis Obispo,1/1/2021,11
4316,San Mateo,1/1/2021,34
4317,Santa Barbara,1/1/2021,107
4318,Santa Clara,1/1/2021,131
4319,Santa Cruz,1/1/2021,32
4320,Solano,1/1/2021,13
4321,Sonoma,1/1/2021,8
4322,Stanislaus,1/1/2021,5
4323,Sutter,1/1/2021,3
4324,Tehama,1/1/2021,2
4325,Tuolumne,1/1/2021,6
4326,Ventura,1/1/2021,11
4327,Yolo,1/1/2021,53
4328,Alameda,12/31/2020,1771
4329,Alpine,12/31/2020,1
4330,Amador,12/31/2020,192
4331,Butte,12/31/2020,210
4332,Calaveras,12/31/2020,34
4333,Colusa,12/31/2020,18
4334,Contra Costa,12/31/2020,910
4335,Del Norte,12/31/2020,16
4336,El Dorado,12/31/2020,108
4337,Fresno,12/31/2020,888
4338,Glenn,12/31/2020,38
4339,Humboldt,12/31/2020,242
4340,Imperial,12/31/2020,198
4341,Inyo,12/31/2020,29
4342,Kern,12/31/2020,277
4343,Kings,12/31/2020,44
4344,Lake,12/31/2020,67
4345,Lassen,12/31/2020,51
4346,Los Angeles,12/31/2020,7778
4347,Madera,12/31/2020,203
4348,Marin,12/31/2020,198
4349,Mariposa,12/31/2020,13
4350,Mendocino,12/31/2020,128
4351,Merced,12/31/2020,102
4352,Mono,12/31/2020,4
4353,Monterey,12/31/2020,34
4354,Napa,12/31/2020,466
4355,Nevada,12/31/2020,39
4356,Orange,12/31/2020,1433
4357,Outside California,12/31/2020,1148
4358,Placer,12/31/2020,530
4359,Plumas,12/31/2020,4
4360,Riverside,12/31/2020,1014
4361,Sacramento,12/31/2020,1211
4362,San Benito,12/31/2020,19
4363,San Bernardino,12/31/2020,1344
4364,San Diego,12/31/2020,2946
4365,San Francisco,12/31/2020,958
4366,San Joaquin,12/31/2020,445
4367,San Luis Obispo,12/31/2020,106
4368,San Mateo,12/31/2020,696
4369,Santa Barbara,12/31/2020,238
4370,Santa Clara,12/31/2020,1188
4371,Santa Cruz,12/31/2020,313
4372,Shasta,12/31/2020,81
4373,Sierra,12/31/2020,12
4374,Siskiyou,12/31/2020,12
4375,Solano,12/31/2020,530
4376,Sonoma,12/31/2020,514
4377,Stanislaus,12/31/2020,276
4378,Sutter,12/31/2020,70
4379,Tehama,12/31/2020,14
4380,Trinity,12/31/2020,2
4381,Tulare,12/31/2020,93
4382,Tuolumne,12/31/2020,27
4383,Unknown,12/31/2020,2
4384,Ventura,12/31/2020,470
4385,Yolo,12/31/2020,183
4386,Yuba,12/31/2020,36
4387,Alameda,12/30/2020,3092
4388,Alpine,12/30/2020,14
4389,Amador,12/30/2020,120
4390,Butte,12/30/2020,497
4391,Calaveras,12/30/2020,93
4392,Colusa,12/30/2020,50
4393,Contra Costa,12/30/2020,2384
4394,Del Norte,12/30/2020,67
4395,El Dorado,12/30/2020,501
4396,Fresno,12/30/2020,962
4397,Glenn,12/30/2020,129
4398,Humboldt,12/30/2020,219
4399,Imperial,12/30/2020,366
4400,Inyo,12/30/2020,56
4401,Kern,12/30/2020,1199
4402,Kings,12/30/2020,147
4403,Lake,12/30/2020,88
4404,Lassen,12/30/2020,37
4405,Los Angeles,12/30/2020,14779
4406,Madera,12/30/2020,216
4407,Marin,12/30/2020,623
4408,Mariposa,12/30/2020,21
4409,Mendocino,12/30/2020,120
4410,Merced,12/30/2020,219
4411,Modoc,12/30/2020,7
4412,Mono,12/30/2020,76
4413,Monterey,12/30/2020,565
4414,Napa,12/30/2020,634
4415,Nevada,12/30/2020,85
4416,Orange,12/30/2020,5077
4417,Outside California,12/30/2020,1990
4418,Placer,12/30/2020,726
4419,Plumas,12/30/2020,22
4420,Riverside,12/30/2020,2557
4421,Sacramento,12/30/2020,2550
4422,San Benito,12/30/2020,58
4423,San Bernardino,12/30/2020,2887
4424,San Diego,12/30/2020,5869
4425,San Francisco,12/30/2020,1468
4426,San Joaquin,12/30/2020,984
4427,San Luis Obispo,12/30/2020,1176
4428,San Mateo,12/30/2020,1252
4429,Santa Barbara,12/30/2020,579
4430,Santa Clara,12/30/2020,2941
4431,Santa Cruz,12/30/2020,356
4432,Shasta,12/30/2020,177
4433,Sierra,12/30/2020,2
4434,Siskiyou,12/30/2020,93
4435,Solano,12/30/2020,1194
4436,Sonoma,12/30/2020,1092
4437,Stanislaus,12/30/2020,532
4438,Sutter,12/30/2020,136
4439,Tehama,12/30/2020,54
4440,Trinity,12/30/2020,10
4441,Tulare,12/30/2020,472
4442,Tuolumne,12/30/2020,74
4443,Unknown,12/30/2020,55
4444,Ventura,12/30/2020,1983
4445,Yolo,12/30/2020,625
4446,Yuba,12/30/2020,64
4447,Alameda,12/29/2020,2406
4448,Amador,12/29/2020,26
4449,Butte,12/29/2020,203
4450,Calaveras,12/29/2020,167
4451,Clark,12/29/2020,1
4452,Colusa,12/29/2020,11
4453,Contra Costa,12/29/2020,1825
4454,Del Norte,12/29/2020,4
4455,El Dorado,12/29/2020,450
4456,Fresno,12/29/2020,1769
4457,Glenn,12/29/2020,82
4458,Humboldt,12/29/2020,162
4459,Imperial,12/29/2020,190
4460,Inyo,12/29/2020,20
4461,Kern,12/29/2020,746
4462,Kings,12/29/2020,78
4463,Lake,12/29/2020,14
4464,Lassen,12/29/2020,35
4465,Los Angeles,12/29/2020,11471
4466,Madera,12/29/2020,171
4467,Marin,12/29/2020,397
4468,Mariposa,12/29/2020,26
4469,Mendocino,12/29/2020,120
4470,Merced,12/29/2020,178
4471,Modoc,12/29/2020,10
4472,Mono,12/29/2020,29
4473,Monterey,12/29/2020,901
4474,Napa,12/29/2020,271
4475,Nevada,12/29/2020,100
4476,Orange,12/29/2020,3525
4477,Outside California,12/29/2020,1605
4478,Placer,12/29/2020,762
4479,Plumas,12/29/2020,32
4480,Riverside,12/29/2020,1735
4481,Sacramento,12/29/2020,1938
4482,San Benito,12/29/2020,48
4483,San Bernardino,12/29/2020,2199
4484,San Diego,12/29/2020,5845
4485,San Francisco,12/29/2020,1244
4486,San Joaquin,12/29/2020,789
4487,San Luis Obispo,12/29/2020,903
4488,San Mateo,12/29/2020,1116
4489,Santa Barbara,12/29/2020,550
4490,Santa Clara,12/29/2020,2314
4491,Santa Cruz,12/29/2020,790
4492,Shasta,12/29/2020,186
4493,Sierra,12/29/2020,49
4494,Siskiyou,12/29/2020,4
4495,Solano,12/29/2020,881
4496,Sonoma,12/29/2020,1131
4497,Stanislaus,12/29/2020,490
4498,Sutter,12/29/2020,101
4499,Tehama,12/29/2020,31
4500,Trinity,12/29/2020,8
4501,Tulare,12/29/2020,544
4502,Tuolumne,12/29/2020,105
4503,Unknown,12/29/2020,3
4504,Ventura,12/29/2020,1163
4505,Yolo,12/29/2020,483
4506,Yuba,12/29/2020,77
4507,Alameda,12/28/2020,1844
4508,Amador,12/28/2020,31
4509,Butte,12/28/2020,280
4510,Calaveras,12/28/2020,22
4511,Colusa,12/28/2020,7
4512,Contra Costa,12/28/2020,1812
4513,Del Norte,12/28/2020,34
4514,El Dorado,12/28/2020,215
4515,Fresno,12/28/2020,1058
4516,Glenn,12/28/2020,20
4517,Humboldt,12/28/2020,149
4518,Imperial,12/28/2020,214
4519,Inyo,12/28/2020,48
4520,Kern,12/28/2020,826
4521,Kings,12/28/2020,130
4522,Lake,12/28/2020,52
4523,Lassen,12/28/2020,3
4524,Los Angeles,12/28/2020,10181
4525,Madera,12/28/2020,104
4526,Marin,12/28/2020,406
4527,Mariposa,12/28/2020,4
4528,Mendocino,12/28/2020,73
4529,Merced,12/28/2020,124
4530,Modoc,12/28/2020,2
4531,Mono,12/28/2020,94
4532,Monterey,12/28/2020,478
4533,Napa,12/28/2020,248
4534,Nevada,12/28/2020,170
4535,Orange,12/28/2020,3502
4536,Outside California,12/28/2020,1468
4537,Placer,12/28/2020,666
4538,Plumas,12/28/2020,8
4539,Riverside,12/28/2020,1618
4540,Sacramento,12/28/2020,1895
4541,San Benito,12/28/2020,63
4542,San Bernardino,12/28/2020,1549
4543,San Diego,12/28/2020,5879
4544,San Francisco,12/28/2020,1261
4545,San Joaquin,12/28/2020,609
4546,San Luis Obispo,12/28/2020,878
4547,San Mateo,12/28/2020,1033
4548,Santa Barbara,12/28/2020,352
4549,Santa Clara,12/28/2020,2312
4550,Santa Cruz,12/28/2020,483
4551,Shasta,12/28/2020,40
4552,Sierra,12/28/2020,1
4553,Siskiyou,12/28/2020,2
4554,Solano,12/28/2020,855
4555,Sonoma,12/28/2020,990
4556,Stanislaus,12/28/2020,480
4557,Sutter,12/28/2020,82
4558,Tehama,12/28/2020,56
4559,Trinity,12/28/2020,30
4560,Tulare,12/28/2020,484
4561,Tuolumne,12/28/2020,78
4562,Unknown,12/28/2020,3
4563,Ventura,12/28/2020,1062
4564,Yolo,12/28/2020,342
4565,Yuba,12/28/2020,51
4566,Alameda,12/27/2020,491
4567,Amador,12/27/2020,1
4568,Butte,12/27/2020,35
4569,Colusa,12/27/2020,1
4570,Contra Costa,12/27/2020,235
4571,El Dorado,12/27/2020,37
4572,Fresno,12/27/2020,296
4573,Glenn,12/27/2020,4
4574,Humboldt,12/27/2020,1
4575,Imperial,12/27/2020,62
4576,Kern,12/27/2020,35
4577,Kings,12/27/2020,4
4578,Lake,12/27/2020,2
4579,Los Angeles,12/27/2020,1737
4580,Madera,12/27/2020,31
4581,Marin,12/27/2020,93
4582,Mariposa,12/27/2020,1
4583,Mendocino,12/27/2020,1
4584,Merced,12/27/2020,12
4585,Monterey,12/27/2020,6
4586,Napa,12/27/2020,32
4587,Nevada,12/27/2020,88
4588,Orange,12/27/2020,579
4589,Outside California,12/27/2020,180
4590,Placer,12/27/2020,187
4591,Riverside,12/27/2020,362
4592,Sacramento,12/27/2020,348
4593,San Benito,12/27/2020,8
4594,San Bernardino,12/27/2020,343
4595,San Diego,12/27/2020,2494
4596,San Francisco,12/27/2020,269
4597,San Joaquin,12/27/2020,39
4598,San Luis Obispo,12/27/2020,75
4599,San Mateo,12/27/2020,280
4600,Santa Barbara,12/27/2020,62
4601,Santa Clara,12/27/2020,593
4602,Santa Cruz,12/27/2020,32
4603,Shasta,12/27/2020,1
4604,Siskiyou,12/27/2020,2
4605,Solano,12/27/2020,101
4606,Sonoma,12/27/2020,92
4607,Stanislaus,12/27/2020,10
4608,Sutter,12/27/2020,24
4609,Tehama,12/27/2020,2
4610,Tulare,12/27/2020,15
4611,Ventura,12/27/2020,58
4612,Yolo,12/27/2020,46
4613,Yuba,12/27/2020,15
4614,Alameda,12/26/2020,847
4615,Amador,12/26/2020,6
4616,Butte,12/26/2020,93
4617,Calaveras,12/26/2020,3
4618,Contra Costa,12/26/2020,641
4619,El Dorado,12/26/2020,43
4620,Fresno,12/26/2020,720
4621,Glenn,12/26/2020,2
4622,Humboldt,12/26/2020,7
4623,Imperial,12/26/2020,1
4624,Inyo,12/26/2020,74
4625,Kern,12/26/2020,33
4626,Kings,12/26/2020,7
4627,Lake,12/26/2020,2
4628,Los Angeles,12/26/2020,2515
4629,Madera,12/26/2020,28
4630,Marin,12/26/2020,139
4631,Mariposa,12/26/2020,1
4632,Mendocino,12/26/2020,2
4633,Merced,12/26/2020,6
4634,Mono,12/26/2020,3
4635,Monterey,12/26/2020,89
4636,Napa,12/26/2020,39
4637,Nevada,12/26/2020,5
4638,Orange,12/26/2020,1048
4639,Outside California,12/26/2020,313
4640,Placer,12/26/2020,159
4641,Riverside,12/26/2020,401
4642,Sacramento,12/26/2020,507
4643,San Benito,12/26/2020,13
4644,San Bernardino,12/26/2020,461
4645,San Diego,12/26/2020,3288
4646,San Francisco,12/26/2020,237
4647,San Joaquin,12/26/2020,100
4648,San Luis Obispo,12/26/2020,90
4649,San Mateo,12/26/2020,532
4650,Santa Barbara,12/26/2020,328
4651,Santa Clara,12/26/2020,1199
4652,Santa Cruz,12/26/2020,64
4653,Shasta,12/26/2020,4
4654,Siskiyou,12/26/2020,2
4655,Solano,12/26/2020,174
4656,Sonoma,12/26/2020,264
4657,Stanislaus,12/26/2020,47
4658,Sutter,12/26/2020,38
4659,Tehama,12/26/2020,3
4660,Tulare,12/26/2020,9
4661,Tuolumne,12/26/2020,3
4662,Ventura,12/26/2020,106
4663,Yolo,12/26/2020,76
4664,Yuba,12/26/2020,15
4665,Alameda,12/25/2020,157
4666,Contra Costa,12/25/2020,38
4667,El Dorado,12/25/2020,8
4668,Fresno,12/25/2020,2
4669,Humboldt,12/25/2020,1
4670,Inyo,12/25/2020,1
4671,Kern,12/25/2020,1
4672,Los Angeles,12/25/2020,520
4673,Marin,12/25/2020,27
4674,Mendocino,12/25/2020,1
4675,Merced,12/25/2020,4
4676,Monterey,12/25/2020,6
4677,Napa,12/25/2020,1
4678,Nevada,12/25/2020,2
4679,Orange,12/25/2020,14
4680,Outside California,12/25/2020,34
4681,Riverside,12/25/2020,28
4682,Sacramento,12/25/2020,1
4683,San Benito,12/25/2020,3
4684,San Bernardino,12/25/2020,75
4685,San Diego,12/25/2020,880
4686,San Francisco,12/25/2020,30
4687,San Joaquin,12/25/2020,13
4688,San Luis Obispo,12/25/2020,2
4689,San Mateo,12/25/2020,107
4690,Santa Clara,12/25/2020,327
4691,Santa Cruz,12/25/2020,11
4692,Solano,12/25/2020,10
4693,Sonoma,12/25/2020,8
4694,Ventura,12/25/2020,11
4695,Yolo,12/25/2020,1
4696,Alameda,12/24/2020,1206
4697,Amador,12/24/2020,5
4698,Butte,12/24/2020,160
4699,Calaveras,12/24/2020,2
4700,Colusa,12/24/2020,2
4701,Contra Costa,12/24/2020,645
4702,El Dorado,12/24/2020,86
4703,Fresno,12/24/2020,574
4704,Glenn,12/24/2020,9
4705,Humboldt,12/24/2020,24
4706,Imperial,12/24/2020,5
4707,Inyo,12/24/2020,17
4708,Kern,12/24/2020,122
4709,Kings,12/24/2020,11
4710,Lake,12/24/2020,2
4711,Lassen,12/24/2020,11
4712,Los Angeles,12/24/2020,6913
4713,Madera,12/24/2020,43
4714,Marin,12/24/2020,355
4715,Mendocino,12/24/2020,49
4716,Merced,12/24/2020,70
4717,Modoc,12/24/2020,1
4718,Mono,12/24/2020,3
4719,Monterey,12/24/2020,82
4720,Napa,12/24/2020,138
4721,Nevada,12/24/2020,15
4722,Orange,12/24/2020,1311
4723,Outside California,12/24/2020,823
4724,Placer,12/24/2020,395
4725,Plumas,12/24/2020,6
4726,Riverside,12/24/2020,817
4727,Sacramento,12/24/2020,1040
4728,San Benito,12/24/2020,12
4729,San Bernardino,12/24/2020,1157
4730,San Diego,12/24/2020,2730
4731,San Francisco,12/24/2020,829
4732,San Joaquin,12/24/2020,210
4733,San Luis Obispo,12/24/2020,195
4734,San Mateo,12/24/2020,849
4735,Santa Barbara,12/24/2020,87
4736,Santa Clara,12/24/2020,1864
4737,Santa Cruz,12/24/2020,125
4738,Shasta,12/24/2020,18
4739,Siskiyou,12/24/2020,5
4740,Solano,12/24/2020,420
4741,Sonoma,12/24/2020,304
4742,Stanislaus,12/24/2020,97
4743,Sutter,12/24/2020,17
4744,Tehama,12/24/2020,5
4745,Tulare,12/24/2020,18
4746,Unknown,12/24/2020,2
4747,Ventura,12/24/2020,475
4748,Yolo,12/24/2020,151
4749,Yuba,12/24/2020,20
4750,Alameda,12/23/2020,1877
4751,Amador,12/23/2020,39
4752,Butte,12/23/2020,870
4753,Calaveras,12/23/2020,77
4754,Colusa,12/23/2020,10
4755,Contra Costa,12/23/2020,1550
4756,Del Norte,12/23/2020,58
4757,El Dorado,12/23/2020,189
4758,Fresno,12/23/2020,1079
4759,Glenn,12/23/2020,26
4760,Humboldt,12/23/2020,301
4761,Imperial,12/23/2020,212
4762,Inyo,12/23/2020,71
4763,Kern,12/23/2020,557
4764,Kings,12/23/2020,134
4765,Lake,12/23/2020,91
4766,Lassen,12/23/2020,6
4767,Los Angeles,12/23/2020,11836
4768,Madera,12/23/2020,65
4769,Marin,12/23/2020,731
