,county_name,date,total_doses
1619,Amador,2/16/2021,400
1620,Butte,2/16/2021,725
1621,Calaveras,2/16/2021,289
1622,Colusa,2/16/2021,67
1623,Contra Costa,2/16/2021,10072
1624,Del Norte,2/16/2021,131
1625,El Dorado,2/16/2021,1138
1626,Fresno,2/16/2021,6238
1627,Glenn,2/16/2021,36
1628,Humboldt,2/16/2021,507
1629,Imperial,2/16/2021,513
1630,Inyo,2/16/2021,180
1631,Kern,2/16/2021,2839
1632,Kings,2/16/2021,473
1633,Lake,2/16/2021,378
1634,Lassen,2/16/2021,193
1635,Los Angeles,2/16/2021,61356
1636,Madera,2/16/2021,754
1637,Marin,2/16/2021,2410
1638,Mariposa,2/16/2021,19
1639,Mendocino,2/16/2021,185
1640,Merced,2/16/2021,1190
1641,Modoc,2/16/2021,140
1642,Mono,2/16/2021,530
1643,Monterey,2/16/2021,1047
1644,Napa,2/16/2021,1204
1645,Nevada,2/16/2021,608
1646,Orange,2/16/2021,19482
1647,Outside California,2/16/2021,7005
1648,Placer,2/16/2021,3472
1649,Plumas,2/16/2021,73
1650,Riverside,2/16/2021,15827
1651,Sacramento,2/16/2021,8546
1652,San Benito,2/16/2021,200
1653,San Bernardino,2/16/2021,12250
1654,San Diego,2/16/2021,18038
1655,San Francisco,2/16/2021,4857
1656,San Joaquin,2/16/2021,2858
1657,San Luis Obispo,2/16/2021,2934
1658,San Mateo,2/16/2021,6980
1659,Santa Barbara,2/16/2021,2082
1660,Santa Clara,2/16/2021,13185
1661,Santa Cruz,2/16/2021,1669
1662,Shasta,2/16/2021,692
1663,Sierra,2/16/2021,44
1664,Siskiyou,2/16/2021,107
1665,Solano,2/16/2021,2179
1666,Sonoma,2/16/2021,4461
1667,Stanislaus,2/16/2021,1290
1668,Sutter,2/16/2021,274
1669,Tehama,2/16/2021,239
1670,Trinity,2/16/2021,6
1671,Tulare,2/16/2021,2779
1672,Tuolumne,2/16/2021,517
1673,Unknown,2/16/2021,112
1674,Ventura,2/16/2021,5397
1675,Yolo,2/16/2021,1098
1676,Yuba,2/16/2021,186
1677,Alameda,2/15/2021,5639
1678,Amador,2/15/2021,181
1679,Butte,2/15/2021,256
1680,Calaveras,2/15/2021,369
1681,Colusa,2/15/2021,46
1682,Contra Costa,2/15/2021,4381
1683,Del Norte,2/15/2021,4
1684,El Dorado,2/15/2021,1122
1685,Fresno,2/15/2021,2829
1686,Glenn,2/15/2021,8
1687,Humboldt,2/15/2021,285
1688,Imperial,2/15/2021,36
1689,Inyo,2/15/2021,29
1690,Kern,2/15/2021,2712
1691,Kings,2/15/2021,224
1692,Lake,2/15/2021,164
1693,Lassen,2/15/2021,21
1694,Los Angeles,2/15/2021,31572
1695,Madera,2/15/2021,225
1696,Marin,2/15/2021,1200
1697,Mariposa,2/15/2021,8
1698,Mendocino,2/15/2021,202
1699,Merced,2/15/2021,270
1700,Mono,2/15/2021,171
1701,Monterey,2/15/2021,1330
1702,Napa,2/15/2021,838
1703,Nevada,2/15/2021,706
1704,Orange,2/15/2021,16964
1705,Outside California,2/15/2021,2932
1706,Placer,2/15/2021,2108
1707,Plumas,2/15/2021,26
1708,Riverside,2/15/2021,9777
1709,Sacramento,2/15/2021,5577
1710,San Benito,2/15/2021,105
1711,San Bernardino,2/15/2021,5437
1712,San Diego,2/15/2021,14447
1713,San Francisco,2/15/2021,2721
1714,San Joaquin,2/15/2021,1898
1715,San Luis Obispo,2/15/2021,704
1716,San Mateo,2/15/2021,3124
1717,Santa Barbara,2/15/2021,944
1718,Santa Clara,2/15/2021,6177
1719,Santa Cruz,2/15/2021,1571
1720,Shasta,2/15/2021,382
1721,Sierra,2/15/2021,1
1722,Siskiyou,2/15/2021,103
1723,Solano,2/15/2021,1186
1724,Sonoma,2/15/2021,2044
1725,Stanislaus,2/15/2021,1762
1726,Sutter,2/15/2021,190
1727,Tehama,2/15/2021,51
1728,Trinity,2/15/2021,47
1729,Tulare,2/15/2021,899
1730,Tuolumne,2/15/2021,182
1731,Unknown,2/15/2021,50
1732,Ventura,2/15/2021,3946
1733,Yolo,2/15/2021,521
1734,Yuba,2/15/2021,90
1735,Alameda,2/14/2021,4007
1736,Amador,2/14/2021,123
1737,Butte,2/14/2021,158
1738,Calaveras,2/14/2021,214
1739,Colusa,2/14/2021,19
1740,Contra Costa,2/14/2021,2052
1741,Del Norte,2/14/2021,3
1742,El Dorado,2/14/2021,467
1743,Fresno,2/14/2021,1544
1744,Glenn,2/14/2021,1
1745,Humboldt,2/14/2021,112
1746,Imperial,2/14/2021,26
1747,Inyo,2/14/2021,1
1748,Kern,2/14/2021,352
1749,Kings,2/14/2021,99
1750,Lake,2/14/2021,17
1751,Lassen,2/14/2021,13
1752,Los Angeles,2/14/2021,21725
1753,Madera,2/14/2021,385
1754,Marin,2/14/2021,805
1755,Mariposa,2/14/2021,6
1756,Mendocino,2/14/2021,694
1757,Merced,2/14/2021,113
1758,Monterey,2/14/2021,584
1759,Napa,2/14/2021,321
1760,Nevada,2/14/2021,223
1761,Orange,2/14/2021,16079
1762,Outside California,2/14/2021,1750
1763,Placer,2/14/2021,1061
1764,Plumas,2/14/2021,7
1765,Riverside,2/14/2021,4939
1766,Sacramento,2/14/2021,2877
1767,San Benito,2/14/2021,40
1768,San Bernardino,2/14/2021,1532
1769,San Diego,2/14/2021,10276
1770,San Francisco,2/14/2021,3406
1771,San Joaquin,2/14/2021,1853
1772,San Luis Obispo,2/14/2021,305
1773,San Mateo,2/14/2021,4608
1774,Santa Barbara,2/14/2021,327
1775,Santa Clara,2/14/2021,4613
1776,Santa Cruz,2/14/2021,1381
1777,Shasta,2/14/2021,147
1778,Sierra,2/14/2021,1
1779,Siskiyou,2/14/2021,5
1780,Solano,2/14/2021,672
1781,Sonoma,2/14/2021,2267
1782,Stanislaus,2/14/2021,423
1783,Sutter,2/14/2021,81
1784,Tehama,2/14/2021,33
1785,Trinity,2/14/2021,2
1786,Tulare,2/14/2021,328
1787,Tuolumne,2/14/2021,141
1788,Unknown,2/14/2021,12
1789,Ventura,2/14/2021,1210
1790,Yolo,2/14/2021,439
1791,Yuba,2/14/2021,53
1792,Alameda,2/13/2021,7670
1793,Amador,2/13/2021,160
1794,Butte,2/13/2021,246
1795,Calaveras,2/13/2021,192
1796,Colusa,2/13/2021,60
1797,Contra Costa,2/13/2021,4757
1798,Del Norte,2/13/2021,2
1799,El Dorado,2/13/2021,949
1800,Fresno,2/13/2021,3677
1801,Glenn,2/13/2021,32
1802,Humboldt,2/13/2021,1293
1803,Imperial,2/13/2021,46
1804,Inyo,2/13/2021,60
1805,Kern,2/13/2021,1964
1806,Kings,2/13/2021,99
1807,Lake,2/13/2021,249
1808,Lassen,2/13/2021,13
1809,Los Angeles,2/13/2021,33423
1810,Madera,2/13/2021,478
1811,Marin,2/13/2021,2306
1812,Mariposa,2/13/2021,5
1813,Mendocino,2/13/2021,489
1814,Merced,2/13/2021,357
1815,Modoc,2/13/2021,1
1816,Mono,2/13/2021,592
1817,Monterey,2/13/2021,1047
1818,Napa,2/13/2021,484
1819,Nevada,2/13/2021,573
1820,Orange,2/13/2021,21535
1821,Outside California,2/13/2021,2615
1822,Placer,2/13/2021,2474
1823,Plumas,2/13/2021,72
1824,Riverside,2/13/2021,6292
1825,Sacramento,2/13/2021,6871
1826,San Benito,2/13/2021,60
1827,San Bernardino,2/13/2021,5968
1828,San Diego,2/13/2021,19186
1829,San Francisco,2/13/2021,3911
1830,San Joaquin,2/13/2021,2078
1831,San Luis Obispo,2/13/2021,372
1832,San Mateo,2/13/2021,5937
1833,Santa Barbara,2/13/2021,1220
1834,Santa Clara,2/13/2021,6018
1835,Santa Cruz,2/13/2021,1695
1836,Shasta,2/13/2021,1379
1837,Siskiyou,2/13/2021,36
1838,Solano,2/13/2021,2740
1839,Sonoma,2/13/2021,1948
1840,Stanislaus,2/13/2021,1335
1841,Sutter,2/13/2021,898
1842,Tehama,2/13/2021,390
1843,Trinity,2/13/2021,11
1844,Tulare,2/13/2021,2432
1845,Tuolumne,2/13/2021,144
1846,Unknown,2/13/2021,12
1847,Ventura,2/13/2021,3251
1848,Yolo,2/13/2021,2013
1849,Yuba,2/13/2021,438
1850,Alameda,2/12/2021,12212
1851,Alpine,2/12/2021,2
1852,Amador,2/12/2021,322
1853,Butte,2/12/2021,858
1854,Calaveras,2/12/2021,558
1855,Colusa,2/12/2021,118
1856,Contra Costa,2/12/2021,9511
1857,Del Norte,2/12/2021,115
1858,El Dorado,2/12/2021,1454
1859,Fresno,2/12/2021,4913
1860,Glenn,2/12/2021,421
1861,Humboldt,2/12/2021,1120
1862,Imperial,2/12/2021,2116
1863,Inyo,2/12/2021,301
1864,Kern,2/12/2021,4904
1865,Kings,2/12/2021,589
1866,Lake,2/12/2021,340
1867,Lassen,2/12/2021,45
1868,Los Angeles,2/12/2021,58804
1869,Madera,2/12/2021,822
1870,Marin,2/12/2021,2975
1871,Mariposa,2/12/2021,171
1872,Mendocino,2/12/2021,978
1873,Merced,2/12/2021,1715
1874,Modoc,2/12/2021,5
1875,Mono,2/12/2021,82
1876,Monterey,2/12/2021,2542
1877,Napa,2/12/2021,2144
1878,Nevada,2/12/2021,916
1879,Orange,2/12/2021,24473
1880,Outside California,2/12/2021,5386
1881,Placer,2/12/2021,2706
1882,Plumas,2/12/2021,121
1883,Riverside,2/12/2021,17231
1884,Sacramento,2/12/2021,10150
1885,San Benito,2/12/2021,401
1886,San Bernardino,2/12/2021,10214
1887,San Diego,2/12/2021,23007
1888,San Francisco,2/12/2021,5003
1889,San Joaquin,2/12/2021,2594
1890,San Luis Obispo,2/12/2021,764
1891,San Mateo,2/12/2021,6454
1892,Santa Barbara,2/12/2021,3262
1893,Santa Clara,2/12/2021,13971
1894,Santa Cruz,2/12/2021,3163
1895,Shasta,2/12/2021,1633
1896,Sierra,2/12/2021,20
1897,Siskiyou,2/12/2021,1681
1898,Solano,2/12/2021,3897
1899,Sonoma,2/12/2021,5493
1900,Stanislaus,2/12/2021,3236
1901,Sutter,2/12/2021,615
1902,Tehama,2/12/2021,350
1903,Trinity,2/12/2021,9
1904,Tulare,2/12/2021,2756
1905,Tuolumne,2/12/2021,638
1906,Unknown,2/12/2021,51
1907,Ventura,2/12/2021,6225
1908,Yolo,2/12/2021,1877
1909,Yuba,2/12/2021,260
1910,Alameda,2/11/2021,12688
1911,Alpine,2/11/2021,8
1912,Amador,2/11/2021,302
1913,Butte,2/11/2021,2189
1914,Calaveras,2/11/2021,573
1915,Colusa,2/11/2021,98
1916,Contra Costa,2/11/2021,8313
1917,Del Norte,2/11/2021,174
1918,El Dorado,2/11/2021,2001
1919,Fresno,2/11/2021,6207
1920,Glenn,2/11/2021,233
1921,Humboldt,2/11/2021,1268
1922,Imperial,2/11/2021,463
1923,Inyo,2/11/2021,214
1924,Kern,2/11/2021,4240
1925,Kings,2/11/2021,412
1926,La Paz,2/11/2021,1
1927,Lake,2/11/2021,136
1928,Lassen,2/11/2021,174
1929,Los Angeles,2/11/2021,56424
1930,Madera,2/11/2021,916
1931,Marin,2/11/2021,2604
1932,Mariposa,2/11/2021,364
1933,Mendocino,2/11/2021,1059
1934,Merced,2/11/2021,2478
1935,Modoc,2/11/2021,201
1936,Mono,2/11/2021,7
1937,Monterey,2/11/2021,2437
1938,Napa,2/11/2021,1477
1939,Nevada,2/11/2021,854
1940,Orange,2/11/2021,21641
1941,Outside California,2/11/2021,5611
1942,Placer,2/11/2021,3494
1943,Plumas,2/11/2021,320
1944,Riverside,2/11/2021,16260
1945,Sacramento,2/11/2021,7846
1946,San Benito,2/11/2021,281
1947,San Bernardino,2/11/2021,11722
1948,San Diego,2/11/2021,22505
1949,San Francisco,2/11/2021,6205
1950,San Joaquin,2/11/2021,2713
1951,San Luis Obispo,2/11/2021,1323
1952,San Mateo,2/11/2021,6732
1953,Santa Barbara,2/11/2021,4164
1954,Santa Clara,2/11/2021,12168
1955,Santa Cruz,2/11/2021,1807
1956,Shasta,2/11/2021,776
1957,Sierra,2/11/2021,198
1958,Siskiyou,2/11/2021,184
1959,Solano,2/11/2021,2255
1960,Sonoma,2/11/2021,5242
1961,Stanislaus,2/11/2021,5269
1962,Sutter,2/11/2021,592
1963,Tehama,2/11/2021,219
1964,Trinity,2/11/2021,260
1965,Tulare,2/11/2021,1277
1966,Tuolumne,2/11/2021,138
1967,Unknown,2/11/2021,100
1968,Ventura,2/11/2021,4590
1969,Yavapai,2/11/2021,1
1970,Yolo,2/11/2021,1453
1971,Yuba,2/11/2021,399
1972,Alameda,2/10/2021,11366
1973,Alpine,2/10/2021,32
1974,Amador,2/10/2021,708
1975,Bennington,2/10/2021,1
1976,Butte,2/10/2021,1695
1977,Calaveras,2/10/2021,500
1978,Colusa,2/10/2021,115
1979,Contra Costa,2/10/2021,8503
1980,Del Norte,2/10/2021,138
1981,El Dorado,2/10/2021,1167
1982,Fresno,2/10/2021,3647
1983,Glenn,2/10/2021,137
1984,Humboldt,2/10/2021,484
1985,Imperial,2/10/2021,397
1986,Inyo,2/10/2021,147
1987,Kern,2/10/2021,3713
1988,Kings,2/10/2021,284
1989,Lake,2/10/2021,329
1990,Lassen,2/10/2021,184
1991,Los Angeles,2/10/2021,66098
1992,Madera,2/10/2021,419
1993,Marin,2/10/2021,2316
1994,Mariposa,2/10/2021,17
1995,Mendocino,2/10/2021,1467
1996,Merced,2/10/2021,1844
1997,Modoc,2/10/2021,5
1998,Mono,2/10/2021,441
1999,Monterey,2/10/2021,2004
2000,Napa,2/10/2021,1651
2001,Nevada,2/10/2021,635
2002,Orange,2/10/2021,20649
2003,Outside California,2/10/2021,6417
2004,Placer,2/10/2021,3699
2005,Plumas,2/10/2021,87
2006,Riverside,2/10/2021,11688
2007,Sacramento,2/10/2021,7438
2008,San Benito,2/10/2021,320
2009,San Bernardino,2/10/2021,11872
2010,San Diego,2/10/2021,21817
2011,San Francisco,2/10/2021,6765
2012,San Joaquin,2/10/2021,2434
2013,San Luis Obispo,2/10/2021,1420
2014,San Mateo,2/10/2021,6475
2015,Santa Barbara,2/10/2021,2749
2016,Santa Clara,2/10/2021,12536
2017,Santa Cruz,2/10/2021,2179
2018,Shasta,2/10/2021,630
2019,Sierra,2/10/2021,5
2020,Siskiyou,2/10/2021,367
2021,Solano,2/10/2021,2202
2022,Sonoma,2/10/2021,4358
2023,Stanislaus,2/10/2021,1911
2024,Sutter,2/10/2021,649
2025,Tehama,2/10/2021,229
2026,Trinity,2/10/2021,113
2027,Tulare,2/10/2021,2441
2028,Tuolumne,2/10/2021,89
2029,Unknown,2/10/2021,38
2030,Ventura,2/10/2021,4582
2031,Yolo,2/10/2021,1405
2032,Yuba,2/10/2021,292
2033,Alameda,2/9/2021,9585
2034,Amador,2/9/2021,168
2035,Butte,2/9/2021,949
2036,Calaveras,2/9/2021,200
2037,Colusa,2/9/2021,232
2038,Contra Costa,2/9/2021,8381
2039,Del Norte,2/9/2021,7
2040,El Dorado,2/9/2021,875
2041,Fresno,2/9/2021,5318
2042,Glenn,2/9/2021,48
2043,Humboldt,2/9/2021,376
2044,Imperial,2/9/2021,471
2045,Inyo,2/9/2021,193
2046,Kern,2/9/2021,3008
2047,Kings,2/9/2021,250
2048,Lake,2/9/2021,323
2049,Lassen,2/9/2021,127
2050,Los Angeles,2/9/2021,54510
2051,Madera,2/9/2021,472
2052,Marin,2/9/2021,1759
2053,Mariposa,2/9/2021,9
2054,Mendocino,2/9/2021,101
2055,Merced,2/9/2021,1179
2056,Modoc,2/9/2021,197
2057,Mono,2/9/2021,227
2058,Monterey,2/9/2021,859
2059,Napa,2/9/2021,1069
2060,Nevada,2/9/2021,602
2061,Orange,2/9/2021,17342
2062,Outside California,2/9/2021,5336
2063,Placer,2/9/2021,3494
2064,Plumas,2/9/2021,170
2065,Riverside,2/9/2021,9568
2066,Sacramento,2/9/2021,6627
2067,San Benito,2/9/2021,323
2068,San Bernardino,2/9/2021,9766
2069,San Diego,2/9/2021,19177
2070,San Francisco,2/9/2021,5866
2071,San Joaquin,2/9/2021,1987
2072,San Luis Obispo,2/9/2021,1120
2073,San Mateo,2/9/2021,6112
2074,Santa Barbara,2/9/2021,2423
2075,Santa Clara,2/9/2021,10439
2076,Santa Cruz,2/9/2021,2360
2077,Shasta,2/9/2021,727
2078,Sierra,2/9/2021,54
2079,Siskiyou,2/9/2021,188
2080,Snohomish,2/9/2021,1
2081,Solano,2/9/2021,1849
2082,Sonoma,2/9/2021,3506
2083,Stanislaus,2/9/2021,1815
2084,Sutter,2/9/2021,235
2085,Tehama,2/9/2021,74
2086,Trinity,2/9/2021,19
2087,Tulare,2/9/2021,1398
2088,Tuolumne,2/9/2021,863
2089,Unknown,2/9/2021,23
2090,Ventura,2/9/2021,4690
2091,Yolo,2/9/2021,844
2092,Yuba,2/9/2021,144
2093,Alameda,2/8/2021,7919
2094,Alpine,2/8/2021,32
2095,Amador,2/8/2021,90
2096,Butte,2/8/2021,687
2097,Calaveras,2/8/2021,33
2098,Colusa,2/8/2021,40
2099,Contra Costa,2/8/2021,5704
2100,Del Norte,2/8/2021,36
2101,El Dorado,2/8/2021,847
2102,Fresno,2/8/2021,4233
2103,Glenn,2/8/2021,21
2104,Humboldt,2/8/2021,275
2105,Imperial,2/8/2021,252
2106,Inyo,2/8/2021,116
2107,Kern,2/8/2021,2552
2108,Kings,2/8/2021,167
2109,Lake,2/8/2021,251
2110,Lassen,2/8/2021,45
2111,Los Angeles,2/8/2021,46083
2112,Madera,2/8/2021,374
2113,Marin,2/8/2021,1498
2114,Mariposa,2/8/2021,39
2115,Mendocino,2/8/2021,739
2116,Merced,2/8/2021,278
2117,Modoc,2/8/2021,9
2118,Mono,2/8/2021,172
2119,Monterey,2/8/2021,497
2120,Napa,2/8/2021,828
2121,Nevada,2/8/2021,642
2122,Orange,2/8/2021,14555
2123,Outside California,2/8/2021,6108
2124,Placer,2/8/2021,3257
2125,Plumas,2/8/2021,16
2126,Riverside,2/8/2021,12240
2127,Sacramento,2/8/2021,6025
2128,San Benito,2/8/2021,130
2129,San Bernardino,2/8/2021,6993
2130,San Diego,2/8/2021,19071
2131,San Francisco,2/8/2021,6579
2132,San Joaquin,2/8/2021,1678
2133,San Luis Obispo,2/8/2021,848
2134,San Mateo,2/8/2021,5211
2135,Santa Barbara,2/8/2021,948
2136,Santa Clara,2/8/2021,9444
2137,Santa Cruz,2/8/2021,704
2138,Shasta,2/8/2021,526
2139,Siskiyou,2/8/2021,220
2140,Solano,2/8/2021,1650
2141,Sonoma,2/8/2021,3159
2142,Stanislaus,2/8/2021,1991
2143,Sutter,2/8/2021,131
2144,Tehama,2/8/2021,34
2145,Trinity,2/8/2021,23
2146,Tulare,2/8/2021,945
2147,Tuolumne,2/8/2021,90
2148,Unknown,2/8/2021,62
2149,Ventura,2/8/2021,3461
2150,Yolo,2/8/2021,948
2151,Yuba,2/8/2021,95
2152,Alameda,2/7/2021,3548
2153,Alpine,2/7/2021,1
2154,Amador,2/7/2021,37
2155,Butte,2/7/2021,38
2156,Calaveras,2/7/2021,4
2157,Colusa,2/7/2021,2
2158,Contra Costa,2/7/2021,974
2159,Del Norte,2/7/2021,4
2160,El Dorado,2/7/2021,241
2161,Fresno,2/7/2021,452
2162,Glenn,2/7/2021,1
2163,Humboldt,2/7/2021,378
2164,Imperial,2/7/2021,36
2165,Inyo,2/7/2021,3
2166,Kern,2/7/2021,279
2167,Kings,2/7/2021,5
2168,Lake,2/7/2021,2
2169,Lassen,2/7/2021,1
2170,Los Angeles,2/7/2021,10715
2171,Madera,2/7/2021,36
2172,Marin,2/7/2021,1287
2173,Mendocino,2/7/2021,29
2174,Merced,2/7/2021,19
2175,Mono,2/7/2021,2
2176,Monterey,2/7/2021,311
2177,Napa,2/7/2021,178
2178,Nevada,2/7/2021,243
2179,Orange,2/7/2021,11511
2180,Outside California,2/7/2021,2971
2181,Placer,2/7/2021,1205
2182,Riverside,2/7/2021,2214
2183,Sacramento,2/7/2021,3860
2184,San Benito,2/7/2021,14
2185,San Bernardino,2/7/2021,840
2186,San Diego,2/7/2021,10989
2187,San Francisco,2/7/2021,4285
2188,San Joaquin,2/7/2021,601
2189,San Luis Obispo,2/7/2021,143
2190,San Mateo,2/7/2021,1888
2191,Santa Barbara,2/7/2021,299
2192,Santa Clara,2/7/2021,3460
2193,Santa Cruz,2/7/2021,905
2194,Shasta,2/7/2021,26
2195,Siskiyou,2/7/2021,3
2196,Solano,2/7/2021,846
2197,Sonoma,2/7/2021,1508
2198,Stanislaus,2/7/2021,208
2199,Sutter,2/7/2021,22
2200,Tehama,2/7/2021,5
2201,Tulare,2/7/2021,76
2202,Tuolumne,2/7/2021,7
2203,Unknown,2/7/2021,13
2204,Ventura,2/7/2021,711
2205,Yolo,2/7/2021,512
2206,Yuba,2/7/2021,18
2207,Alameda,2/6/2021,6842
2208,Alpine,2/6/2021,1
2209,Amador,2/6/2021,100
2210,Butte,2/6/2021,142
2211,Calaveras,2/6/2021,20
2212,Colusa,2/6/2021,287
2213,Contra Costa,2/6/2021,3427
2214,Del Norte,2/6/2021,265
2215,El Dorado,2/6/2021,638
2216,Fresno,2/6/2021,2910
2217,Glenn,2/6/2021,14
2218,Humboldt,2/6/2021,901
2219,Imperial,2/6/2021,875
2220,Inyo,2/6/2021,3
2221,Kern,2/6/2021,1722
2222,Kings,2/6/2021,58
2223,Lake,2/6/2021,281
2224,Lassen,2/6/2021,70
2225,Los Angeles,2/6/2021,35093
2226,Madera,2/6/2021,358
2227,Marin,2/6/2021,1419
2228,Mariposa,2/6/2021,1
2229,Mendocino,2/6/2021,556
2230,Merced,2/6/2021,390
2231,Mono,2/6/2021,140
2232,Monterey,2/6/2021,1088
2233,Napa,2/6/2021,427
2234,Nevada,2/6/2021,273
2235,Orange,2/6/2021,16257
2236,Outside California,2/6/2021,4807
2237,Placer,2/6/2021,1892
2238,Plumas,2/6/2021,8
2239,Riverside,2/6/2021,7287
2240,Sacramento,2/6/2021,8324
2241,San Benito,2/6/2021,50
2242,San Bernardino,2/6/2021,5223
2243,San Diego,2/6/2021,19853
2244,San Francisco,2/6/2021,5421
2245,San Joaquin,2/6/2021,1109
2246,San Luis Obispo,2/6/2021,159
2247,San Mateo,2/6/2021,3268
2248,Santa Barbara,2/6/2021,1190
2249,Santa Clara,2/6/2021,5082
2250,Santa Cruz,2/6/2021,2575
2251,Shasta,2/6/2021,1721
2252,Siskiyou,2/6/2021,15
2253,Solano,2/6/2021,2920
2254,Sonoma,2/6/2021,2617
2255,Stanislaus,2/6/2021,869
2256,Sutter,2/6/2021,730
2257,Tehama,2/6/2021,29
2258,Trinity,2/6/2021,208
2259,Tulare,2/6/2021,834
2260,Tuolumne,2/6/2021,847
2261,Unknown,2/6/2021,18
2262,Ventura,2/6/2021,2815
2263,Yolo,2/6/2021,1922
2264,Yuba,2/6/2021,446
2265,Alameda,2/5/2021,10240
2266,Alpine,2/5/2021,30
2267,Amador,2/5/2021,315
2268,Butte,2/5/2021,1164
2269,Calaveras,2/5/2021,61
2270,Colusa,2/5/2021,33
2271,Contra Costa,2/5/2021,8372
2272,Del Norte,2/5/2021,133
2273,El Dorado,2/5/2021,1428
2274,Fresno,2/5/2021,5098
2275,Glenn,2/5/2021,320
2276,Humboldt,2/5/2021,809
2277,Imperial,2/5/2021,397
2278,Inyo,2/5/2021,118
2279,Kern,2/5/2021,4817
2280,Kings,2/5/2021,251
2281,Lake,2/5/2021,352
2282,Lassen,2/5/2021,64
2283,Los Angeles,2/5/2021,60141
2284,Madera,2/5/2021,965
2285,Marin,2/5/2021,2151
2286,Mariposa,2/5/2021,177
2287,Mendocino,2/5/2021,1306
2288,Merced,2/5/2021,529
2289,Modoc,2/5/2021,4
2290,Mono,2/5/2021,623
2291,Monterey,2/5/2021,3630
2292,Napa,2/5/2021,704
2293,Nevada,2/5/2021,635
2294,Orange,2/5/2021,20551
2295,Outside California,2/5/2021,7134
2296,Placer,2/5/2021,2690
2297,Plumas,2/5/2021,24
2298,Riverside,2/5/2021,14275
2299,Sacramento,2/5/2021,7452
2300,San Benito,2/5/2021,290
2301,San Bernardino,2/5/2021,10877
2302,San Diego,2/5/2021,24394
2303,San Francisco,2/5/2021,5896
2304,San Joaquin,2/5/2021,3162
2305,San Luis Obispo,2/5/2021,1592
2306,San Mateo,2/5/2021,6747
2307,Santa Barbara,2/5/2021,2900
2308,Santa Clara,2/5/2021,11759
2309,Santa Cruz,2/5/2021,3154
2310,Shasta,2/5/2021,1203
2311,Sierra,2/5/2021,5
2312,Siskiyou,2/5/2021,504
2313,Solano,2/5/2021,3018
2314,Sonoma,2/5/2021,4773
2315,Stanislaus,2/5/2021,2800
2316,Sutter,2/5/2021,278
2317,Tehama,2/5/2021,158
2318,Trinity,2/5/2021,348
2319,Tulare,2/5/2021,1225
2320,Tuolumne,2/5/2021,97
2321,Unknown,2/5/2021,15
2322,Ventura,2/5/2021,4795
2323,Yolo,2/5/2021,1187
2324,Yuba,2/5/2021,144
2325,Alameda,2/4/2021,9398
2326,Alpine,2/4/2021,8
2327,Amador,2/4/2021,245
2328,Butte,2/4/2021,2947
2329,Calaveras,2/4/2021,349
2330,Colusa,2/4/2021,142
2331,Contra Costa,2/4/2021,7391
2332,Del Norte,2/4/2021,70
2333,El Dorado,2/4/2021,1230
2334,Fresno,2/4/2021,4181
2335,Glenn,2/4/2021,146
2336,Hamilton,2/4/2021,1
2337,Humboldt,2/4/2021,631
2338,Imperial,2/4/2021,1755
2339,Inyo,2/4/2021,148
2340,Kern,2/4/2021,3775
2341,Kings,2/4/2021,390
2342,Lake,2/4/2021,80
2343,Lassen,2/4/2021,111
2344,Los Angeles,2/4/2021,56570
2345,Madera,2/4/2021,386
2346,Marin,2/4/2021,1517
2347,Mariposa,2/4/2021,86
2348,Mendocino,2/4/2021,581
2349,Merced,2/4/2021,372
2350,Modoc,2/4/2021,154
2351,Mono,2/4/2021,213
2352,Monterey,2/4/2021,2691
2353,Napa,2/4/2021,783
2354,Nevada,2/4/2021,749
2355,Orange,2/4/2021,19600
2356,Outside California,2/4/2021,7889
2357,Placer,2/4/2021,2733
2358,Plumas,2/4/2021,102
2359,Riverside,2/4/2021,13567
2360,Sacramento,2/4/2021,7533
2361,San Benito,2/4/2021,160
2362,San Bernardino,2/4/2021,10517
2363,San Diego,2/4/2021,22938
2364,San Francisco,2/4/2021,5003
2365,San Joaquin,2/4/2021,3405
2366,San Luis Obispo,2/4/2021,1652
2367,San Mateo,2/4/2021,6250
2368,Santa Barbara,2/4/2021,2776
2369,Santa Clara,2/4/2021,10436
2370,Santa Cruz,2/4/2021,1799
2371,Shasta,2/4/2021,604
2372,Sierra,2/4/2021,106
2373,Siskiyou,2/4/2021,315
2374,Solano,2/4/2021,1729
2375,Sonoma,2/4/2021,4102
2376,Stanislaus,2/4/2021,2059
2377,Sutter,2/4/2021,666
2378,Tehama,2/4/2021,439
2379,Trinity,2/4/2021,33
2380,Tulare,2/4/2021,551
2381,Tuolumne,2/4/2021,129
2382,Unknown,2/4/2021,75
2383,Ventura,2/4/2021,4726
2384,Yolo,2/4/2021,1783
2385,Yuba,2/4/2021,295
2386,Alameda,2/3/2021,7019
2387,Alpine,2/3/2021,33
2388,Amador,2/3/2021,140
2389,Butte,2/3/2021,2728
2390,Calaveras,2/3/2021,417
2391,Colusa,2/3/2021,70
2392,Contra Costa,2/3/2021,8214
2393,Del Norte,2/3/2021,126
2394,El Dorado,2/3/2021,860
2395,Fresno,2/3/2021,3471
2396,Glenn,2/3/2021,206
2397,Humboldt,2/3/2021,626
2398,Imperial,2/3/2021,482
2399,Inyo,2/3/2021,117
2400,Kern,2/3/2021,3648
2401,Kings,2/3/2021,349
2402,Lake,2/3/2021,354
