,county,date,icu_covid_confirmed,icu_covid_suspected
10531,San Mateo,2020-10-03,10,2
10532,Stanislaus,2020-10-03,18,0
10533,San Joaquin,2020-10-03,12,3
10534,Nevada,2020-10-03,1,0
10535,Napa,2020-10-03,2,0
10536,Sutter,2020-10-03,0,0
10537,Mendocino,2020-10-03,2,0
10538,Colusa,2020-10-03,0,0
10539,Imperial,2020-10-03,7,1
10540,Sonoma,2020-10-03,7,1
10541,Madera,2020-10-03,1,0
10542,Orange,2020-10-03,47,9
10543,San Francisco,2020-10-03,17,1
10544,Kern,2020-10-03,17,1
10545,Fresno,2020-10-03,24,0
10546,Tuolumne,2020-10-03,0,0
10547,Yolo,2020-10-03,1,0
10548,Amador,2020-10-03,0,0
10549,San Benito,2020-10-03,1,0
10550,Siskiyou,2020-10-03,0,0
10551,Sacramento,2020-10-03,28,4
10552,Santa Cruz,2020-10-03,6,0
10553,Trinity,2020-10-03,0,0
10554,Mariposa,2020-10-03,0,0
10555,Monterey,2020-10-03,5,0
10556,Lake,2020-10-03,0,1
10557,El Dorado,2020-10-03,0,0
10558,Del Norte,2020-10-03,0,0
10559,Lassen,2020-10-03,0,0
10560,Kings,2020-10-03,1,0
10561,Tulare,2020-10-03,9,2
10562,Santa Clara,2020-10-03,30,2
10563,San Luis Obispo,2020-10-03,0,0
10564,Modoc,2020-10-03,0,0
10565,Placer,2020-10-03,4,0
10566,Yuba,2020-10-03,2,0
10567,Merced,2020-10-03,3,0
10568,San Bernardino,2020-10-03,43,7
10569,Inyo,2020-10-03,0,0
10570,Marin,2020-10-03,3,1
10571,Humboldt,2020-10-03,1,0
10572,Contra Costa,2020-10-03,9,1
10573,San Diego,2020-10-03,68,13
10574,Alameda,2020-10-03,27,6
10575,Ventura,2020-10-03,15,3
10576,Tehama,2020-10-03,0,0
10577,Mono,2020-10-03,0,0
10578,Los Angeles,2020-10-03,188,51
10579,Riverside,2020-10-03,43,13
10580,Calaveras,2020-10-03,0,0
10581,Modoc,2020-10-04,0,0
10582,Tuolumne,2020-10-04,1,0
10583,Kern,2020-10-04,19,0
10584,Humboldt,2020-10-04,1,0
10585,Orange,2020-10-04,53,7
10586,Napa,2020-10-04,2,0
10587,Madera,2020-10-04,1,0
10588,Butte,2020-10-04,4,0
10589,Alameda,2020-10-04,23,6
10590,Monterey,2020-10-04,6,1
10591,Solano,2020-10-04,2,2
10592,San Benito,2020-10-04,1,0
10593,San Joaquin,2020-10-04,12,3
10594,San Diego,2020-10-04,70,12
10595,San Luis Obispo,2020-10-04,0,0
10596,Contra Costa,2020-10-04,7,2
10597,Siskiyou,2020-10-04,0,0
10598,Glenn,2020-10-04,0,0
10599,Fresno,2020-10-04,23,2
10600,Del Norte,2020-10-04,0,0
10601,Santa Cruz,2020-10-04,5,0
10602,Merced,2020-10-04,3,0
10603,San Mateo,2020-10-04,9,1
10604,Kings,2020-10-04,1,0
10605,Imperial,2020-10-04,10,0
10606,Sonoma,2020-10-04,7,0
10607,San Francisco,2020-10-04,16,1
10608,Santa Clara,2020-10-04,30,4
10609,Trinity,2020-10-04,0,0
10610,Tulare,2020-10-04,7,1
10611,Tehama,2020-10-04,1,0
10612,Shasta,2020-10-04,0,0
10613,Lake,2020-10-04,0,0
10614,Nevada,2020-10-04,2,0
10615,Placer,2020-10-04,4,2
10616,El Dorado,2020-10-04,0,0
10617,Ventura,2020-10-04,14,3
10618,Inyo,2020-10-04,0,0
10619,Lassen,2020-10-04,0,0
10620,Riverside,2020-10-04,40,13
10621,Mariposa,2020-10-04,0,0
10622,Santa Barbara,2020-10-04,6,0
10623,Yolo,2020-10-04,0,0
10624,San Bernardino,2020-10-04,49,8
10625,Calaveras,2020-10-04,0,0
10626,Sutter,2020-10-04,0,0
10627,Marin,2020-10-04,1,0
10628,Plumas,2020-10-04,0,0
10629,Mendocino,2020-10-04,1,1
10630,Colusa,2020-10-04,0,0
10631,Amador,2020-10-04,0,0
10632,Yuba,2020-10-04,2,0
10633,Los Angeles,2020-10-04,201,51
10634,Stanislaus,2020-10-04,20,1
10635,Sacramento,2020-10-04,27,3
10636,Mono,2020-10-04,0,0
10637,El Dorado,2020-10-05,1,0
10638,Plumas,2020-10-05,0,0
10639,Santa Clara,2020-10-05,28,4
10640,Mendocino,2020-10-05,3,0
10641,Trinity,2020-10-05,0,0
10642,Yuba,2020-10-05,2,0
10643,Kings,2020-10-05,1,0
10644,Sacramento,2020-10-05,29,5
10645,Fresno,2020-10-05,19,4
10646,Marin,2020-10-05,1,0
10647,Lake,2020-10-05,0,2
10648,Tuolumne,2020-10-05,0,0
10649,Amador,2020-10-05,0,0
10650,Lassen,2020-10-05,0,0
10651,Kern,2020-10-05,16,0
10652,Sutter,2020-10-05,0,0
10653,Butte,2020-10-05,4,0
10654,Shasta,2020-10-05,0,0
10655,San Joaquin,2020-10-05,11,3
10656,Solano,2020-10-05,4,1
10657,Riverside,2020-10-05,42,16
10658,Calaveras,2020-10-05,0,0
10659,Mariposa,2020-10-05,0,0
10660,San Luis Obispo,2020-10-05,0,0
10661,Merced,2020-10-05,2,0
10662,Santa Cruz,2020-10-05,4,0
10663,San Mateo,2020-10-05,8,2
10664,San Francisco,2020-10-05,16,0
10665,Alameda,2020-10-05,23,6
10666,Santa Barbara,2020-10-05,6,0
10667,Placer,2020-10-05,4,1
10668,San Diego,2020-10-05,66,10
10669,Del Norte,2020-10-05,0,0
10670,Humboldt,2020-10-05,1,0
10671,Orange,2020-10-05,63,10
10672,Glenn,2020-10-05,0,0
10673,San Benito,2020-10-05,0,0
10674,Mono,2020-10-05,0,0
10675,Modoc,2020-10-05,0,0
10676,Stanislaus,2020-10-05,21,2
10677,Ventura,2020-10-05,14,4
10678,San Bernardino,2020-10-05,50,6
10679,Los Angeles,2020-10-05,195,47
10680,Sonoma,2020-10-05,11,0
10681,Imperial,2020-10-05,10,0
10682,Contra Costa,2020-10-05,7,3
10683,Siskiyou,2020-10-05,0,0
10684,Tulare,2020-10-05,9,1
10685,Inyo,2020-10-05,0,0
10686,Tehama,2020-10-05,0,0
10687,Colusa,2020-10-05,0,0
10688,Monterey,2020-10-05,5,1
10689,Yolo,2020-10-05,0,0
10690,Madera,2020-10-05,1,0
10691,Napa,2020-10-05,2,0
10692,Nevada,2020-10-05,2,0
10693,Inyo,2020-10-06,1,0
10694,Siskiyou,2020-10-06,0,0
10695,Del Norte,2020-10-06,0,0
10696,Calaveras,2020-10-06,0,0
10697,Plumas,2020-10-06,0,0
10698,Placer,2020-10-06,4,2
10699,Los Angeles,2020-10-06,197,58
10700,Santa Cruz,2020-10-06,4,0
10701,Monterey,2020-10-06,6,1
10702,Colusa,2020-10-06,0,0
10703,San Bernardino,2020-10-06,52,5
10704,Mendocino,2020-10-06,3,0
10705,Humboldt,2020-10-06,1,0
10706,Mariposa,2020-10-06,0,0
10707,Tuolumne,2020-10-06,0,0
10708,Yolo,2020-10-06,0,0
10709,Shasta,2020-10-06,0,0
10710,Orange,2020-10-06,64,7
10711,Mono,2020-10-06,0,0
10712,Lake,2020-10-06,0,2
10713,Madera,2020-10-06,1,1
10714,Sonoma,2020-10-06,11,0
10715,Solano,2020-10-06,4,0
10716,Lassen,2020-10-06,0,0
10717,Sacramento,2020-10-06,29,2
10718,Riverside,2020-10-06,38,16
10719,San Diego,2020-10-06,63,7
10720,Amador,2020-10-06,0,0
10721,Tulare,2020-10-06,9,0
10722,San Benito,2020-10-06,0,0
10723,Modoc,2020-10-06,0,0
10724,San Joaquin,2020-10-06,11,1
10725,Contra Costa,2020-10-06,6,4
10726,Imperial,2020-10-06,11,0
10727,Alameda,2020-10-06,24,5
10728,San Luis Obispo,2020-10-06,0,0
10729,Santa Barbara,2020-10-06,7,0
10730,Stanislaus,2020-10-06,17,1
10731,Kern,2020-10-06,10,0
10732,Santa Clara,2020-10-06,30,4
10733,Merced,2020-10-06,1,0
10734,Nevada,2020-10-06,1,0
10735,Sutter,2020-10-06,0,0
10736,Marin,2020-10-06,0,0
10737,El Dorado,2020-10-06,0,0
10738,Kings,2020-10-06,2,0
10739,Glenn,2020-10-06,0,0
10740,Trinity,2020-10-06,0,0
10741,Fresno,2020-10-06,18,3
10742,San Francisco,2020-10-06,14,1
10743,Butte,2020-10-06,5,0
10744,Ventura,2020-10-06,16,4
10745,Tehama,2020-10-06,1,0
10746,Yuba,2020-10-06,2,0
10747,Napa,2020-10-06,2,0
10748,San Mateo,2020-10-06,8,0
10749,Contra Costa,2020-10-07,6,6
10750,San Luis Obispo,2020-10-07,1,0
10751,Amador,2020-10-07,0,0
10752,Santa Cruz,2020-10-07,5,0
10753,Santa Clara,2020-10-07,24,0
10754,San Benito,2020-10-07,0,0
10755,San Joaquin,2020-10-07,10,2
10756,Napa,2020-10-07,2,0
10757,Nevada,2020-10-07,1,1
10758,Shasta,2020-10-07,0,0
10759,San Bernardino,2020-10-07,45,5
10760,Humboldt,2020-10-07,1,0
10761,Butte,2020-10-07,4,0
10762,Colusa,2020-10-07,0,0
10763,Lake,2020-10-07,0,0
10764,Calaveras,2020-10-07,0,0
10765,Solano,2020-10-07,5,4
10766,Plumas,2020-10-07,0,0
10767,Kings,2020-10-07,3,0
10768,Sutter,2020-10-07,0,0
10769,Trinity,2020-10-07,0,0
10770,Mono,2020-10-07,0,0
10771,Mendocino,2020-10-07,3,0
10772,Mariposa,2020-10-07,0,0
10773,San Francisco,2020-10-07,16,1
10774,Tuolumne,2020-10-07,0,0
10775,Glenn,2020-10-07,0,0
10776,Fresno,2020-10-07,12,2
10777,Orange,2020-10-07,62,3
10778,Modoc,2020-10-07,0,0
10779,Merced,2020-10-07,1,0
10780,San Mateo,2020-10-07,9,0
10781,Kern,2020-10-07,12,0
10782,Imperial,2020-10-07,9,0
10783,Yolo,2020-10-07,0,0
10784,Inyo,2020-10-07,0,0
10785,Tulare,2020-10-07,8,0
10786,Riverside,2020-10-07,40,13
10787,Sonoma,2020-10-07,7,0
10788,San Diego,2020-10-07,63,9
10789,Marin,2020-10-07,0,0
10790,Monterey,2020-10-07,8,0
10791,Del Norte,2020-10-07,0,0
10792,Siskiyou,2020-10-07,0,0
10793,Ventura,2020-10-07,20,1
10794,El Dorado,2020-10-07,0,0
10795,Los Angeles,2020-10-07,185,43
10796,Lassen,2020-10-07,0,0
10797,Santa Barbara,2020-10-07,7,0
10798,Madera,2020-10-07,1,0
10799,Placer,2020-10-07,4,4
10800,Tehama,2020-10-07,2,0
10801,Stanislaus,2020-10-07,19,1
10802,Yuba,2020-10-07,2,0
10803,Alameda,2020-10-07,25,3
10804,Sacramento,2020-10-07,30,4
10805,Mendocino,2020-10-08,3,0
10806,San Francisco,2020-10-08,17,1
10807,Sonoma,2020-10-08,5,1
10808,Tehama,2020-10-08,0,0
10809,San Joaquin,2020-10-08,8,1
10810,Imperial,2020-10-08,9,0
10811,Fresno,2020-10-08,18,1
10812,Kern,2020-10-08,11,0
10813,Contra Costa,2020-10-08,5,4
10814,Sutter,2020-10-08,0,0
10815,Sacramento,2020-10-08,29,6
10816,Siskiyou,2020-10-08,0,0
10817,Mariposa,2020-10-08,0,0
10818,Plumas,2020-10-08,0,0
10819,Ventura,2020-10-08,20,0
10820,Alameda,2020-10-08,21,4
10821,El Dorado,2020-10-08,1,0
10822,Calaveras,2020-10-08,0,0
10823,Colusa,2020-10-08,0,0
10824,Tuolumne,2020-10-08,0,0
10825,Riverside,2020-10-08,39,14
10826,Humboldt,2020-10-08,0,1
10827,Yolo,2020-10-08,0,0
10828,Shasta,2020-10-08,0,0
10829,Solano,2020-10-08,5,1
10830,Lake,2020-10-08,0,0
10831,San Bernardino,2020-10-08,35,10
10832,Modoc,2020-10-08,0,0
10833,Los Angeles,2020-10-08,184,38
10834,Placer,2020-10-08,4,1
10835,Marin,2020-10-08,0,0
10836,San Luis Obispo,2020-10-08,1,0
10837,Glenn,2020-10-08,0,0
10838,Napa,2020-10-08,2,0
10839,Santa Cruz,2020-10-08,4,0
10840,Del Norte,2020-10-08,0,0
10841,San Benito,2020-10-08,0,0
10842,Kings,2020-10-08,4,0
10843,Yuba,2020-10-08,3,0
10844,Nevada,2020-10-08,0,1
10845,Mono,2020-10-08,0,0
10846,San Diego,2020-10-08,64,10
10847,Tulare,2020-10-08,6,0
10848,Trinity,2020-10-08,0,0
10849,Lassen,2020-10-08,0,0
10850,Inyo,2020-10-08,1,0
10851,Amador,2020-10-08,0,0
10852,Monterey,2020-10-08,6,0
10853,Merced,2020-10-08,2,0
10854,Santa Barbara,2020-10-08,8,0
10855,Santa Clara,2020-10-08,24,3
10856,Orange,2020-10-08,64,7
10857,Stanislaus,2020-10-08,20,1
10858,Butte,2020-10-08,3,0
10859,San Mateo,2020-10-08,8,0
10860,Madera,2020-10-08,1,2
10861,Mono,2020-10-09,0,0
10862,Los Angeles,2020-10-09,187,40
10863,San Bernardino,2020-10-09,33,8
10864,Mariposa,2020-10-09,0,0
10865,Lassen,2020-10-09,0,0
10866,Placer,2020-10-09,2,2
10867,Fresno,2020-10-09,14,3
10868,Sutter,2020-10-09,0,0
10869,Merced,2020-10-09,2,0
10870,Amador,2020-10-09,0,0
10871,Sacramento,2020-10-09,27,5
10872,Solano,2020-10-09,5,0
10873,Monterey,2020-10-09,6,0
10874,Glenn,2020-10-09,0,0
10875,Santa Clara,2020-10-09,20,2
10876,Alameda,2020-10-09,21,4
10877,Santa Cruz,2020-10-09,4,0
10878,San Luis Obispo,2020-10-09,1,0
10879,Santa Barbara,2020-10-09,6,0
10880,Kern,2020-10-09,11,0
10881,San Joaquin,2020-10-09,6,5
10882,Madera,2020-10-09,1,1
10883,Yuba,2020-10-09,1,0
10884,San Francisco,2020-10-09,14,2
10885,Humboldt,2020-10-09,0,0
10886,Riverside,2020-10-09,40,10
10887,Ventura,2020-10-09,19,7
10888,Colusa,2020-10-09,0,0
10889,El Dorado,2020-10-09,1,0
10890,Trinity,2020-10-09,0,0
10891,Inyo,2020-10-09,1,0
10892,Plumas,2020-10-09,0,0
10893,San Diego,2020-10-09,59,10
10894,Siskiyou,2020-10-09,0,0
10895,Kings,2020-10-09,3,0
10896,Imperial,2020-10-09,11,0
10897,Marin,2020-10-09,0,0
10898,Butte,2020-10-09,3,0
10899,Mendocino,2020-10-09,4,0
10900,Shasta,2020-10-09,0,0
10901,Modoc,2020-10-09,0,0
10902,Sonoma,2020-10-09,5,2
10903,San Benito,2020-10-09,0,0
10904,Tulare,2020-10-09,7,0
10905,Yolo,2020-10-09,0,0
10906,Orange,2020-10-09,61,10
10907,San Mateo,2020-10-09,9,3
10908,Del Norte,2020-10-09,0,0
10909,Napa,2020-10-09,2,0
10910,Nevada,2020-10-09,0,0
10911,Stanislaus,2020-10-09,19,2
10912,Calaveras,2020-10-09,0,0
10913,Contra Costa,2020-10-09,7,4
10914,Tehama,2020-10-09,0,0
10915,Tuolumne,2020-10-09,0,0
10916,Lake,2020-10-09,0,0
10917,Trinity,2020-10-10,0,0
10918,Riverside,2020-10-10,38,9
10919,Stanislaus,2020-10-10,21,2
10920,Nevada,2020-10-10,0,0
10921,Tehama,2020-10-10,0,0
10922,Napa,2020-10-10,0,0
10923,Calaveras,2020-10-10,0,0
10924,Humboldt,2020-10-10,0,0
10925,Madera,2020-10-10,1,0
10926,Contra Costa,2020-10-10,7,2
10927,San Francisco,2020-10-10,12,1
10928,Shasta,2020-10-10,0,0
10929,Orange,2020-10-10,57,5
10930,San Diego,2020-10-10,51,8
10931,Imperial,2020-10-10,11,0
10932,Kern,2020-10-10,13,0
10933,Colusa,2020-10-10,0,0
10934,Mendocino,2020-10-10,3,0
10935,San Bernardino,2020-10-10,35,9
10936,Santa Clara,2020-10-10,20,2
10937,Solano,2020-10-10,4,0
10938,Merced,2020-10-10,2,0
10939,Monterey,2020-10-10,8,0
10940,Santa Cruz,2020-10-10,4,0
10941,Placer,2020-10-10,4,5
10942,Marin,2020-10-10,0,0
10943,Lake,2020-10-10,0,1
10944,Los Angeles,2020-10-10,202,57
10945,Sacramento,2020-10-10,27,7
10946,San Luis Obispo,2020-10-10,1,0
10947,Fresno,2020-10-10,13,2
10948,Mariposa,2020-10-10,0,0
10949,San Benito,2020-10-10,0,0
10950,El Dorado,2020-10-10,1,0
10951,Amador,2020-10-10,0,0
10952,Modoc,2020-10-10,0,0
10953,Del Norte,2020-10-10,0,0
10954,Tulare,2020-10-10,5,1
10955,Tuolumne,2020-10-10,0,0
10956,Inyo,2020-10-10,0,0
10957,Mono,2020-10-10,0,0
10958,Sutter,2020-10-10,0,0
10959,Siskiyou,2020-10-10,0,0
10960,Santa Barbara,2020-10-10,6,0
10961,Kings,2020-10-10,2,0
10962,Lassen,2020-10-10,0,0
10963,Alameda,2020-10-10,24,5
10964,Sonoma,2020-10-10,6,1
10965,Glenn,2020-10-10,0,0
10966,Butte,2020-10-10,3,0
10967,Plumas,2020-10-10,0,0
10968,Ventura,2020-10-10,18,3
10969,San Joaquin,2020-10-10,5,0
10970,San Mateo,2020-10-10,7,3
10971,Yolo,2020-10-10,0,0
10972,Yuba,2020-10-10,1,0
10973,Sacramento,2020-10-11,25,9
10974,Del Norte,2020-10-11,0,0
10975,Siskiyou,2020-10-11,0,0
10976,San Diego,2020-10-11,51,16
10977,Santa Barbara,2020-10-11,5,0
10978,Ventura,2020-10-11,18,1
10979,San Bernardino,2020-10-11,42,15
10980,San Francisco,2020-10-11,11,1
10981,Santa Clara,2020-10-11,23,4
10982,San Luis Obispo,2020-10-11,1,0
10983,Modoc,2020-10-11,0,0
10984,Nevada,2020-10-11,0,0
10985,Merced,2020-10-11,2,1
10986,Mendocino,2020-10-11,3,0
10987,Lake,2020-10-11,0,0
10988,Lassen,2020-10-11,0,0
10989,Calaveras,2020-10-11,0,0
10990,Solano,2020-10-11,4,0
10991,Imperial,2020-10-11,11,0
10992,Madera,2020-10-11,1,0
10993,San Mateo,2020-10-11,6,2
10994,Plumas,2020-10-11,0,0
10995,Placer,2020-10-11,3,3
10996,Kern,2020-10-11,13,0
10997,El Dorado,2020-10-11,2,0
10998,Fresno,2020-10-11,13,1
10999,Mariposa,2020-10-11,0,0
11000,Napa,2020-10-11,2,0
11001,Los Angeles,2020-10-11,190,50
11002,Sutter,2020-10-11,0,0
11003,Tulare,2020-10-11,4,0
11004,Yuba,2020-10-11,2,0
11005,Glenn,2020-10-11,0,0
11006,Marin,2020-10-11,0,0
11007,Orange,2020-10-11,56,7
11008,Santa Cruz,2020-10-11,5,0
11009,San Benito,2020-10-11,0,0
11010,Sonoma,2020-10-11,6,0
11011,Riverside,2020-10-11,36,9
11012,Tehama,2020-10-11,0,0
11013,Shasta,2020-10-11,0,0
11014,San Joaquin,2020-10-11,6,1
11015,Contra Costa,2020-10-11,7,3
11016,Monterey,2020-10-11,9,0
11017,Yolo,2020-10-11,2,0
11018,Inyo,2020-10-11,0,0
11019,Mono,2020-10-11,0,0
11020,Kings,2020-10-11,2,0
11021,Amador,2020-10-11,0,0
11022,Colusa,2020-10-11,0,0
11023,Stanislaus,2020-10-11,19,1
11024,Alameda,2020-10-11,20,7
11025,Butte,2020-10-11,4,0
11026,Trinity,2020-10-11,0,0
11027,Tuolumne,2020-10-11,0,0
11028,Humboldt,2020-10-11,0,1
11029,Inyo,2020-10-12,0,0
11030,San Diego,2020-10-12,57,14
11031,Colusa,2020-10-12,0,0
11032,Ventura,2020-10-12,18,2
11033,El Dorado,2020-10-12,1,0
11034,Mono,2020-10-12,0,0
11035,San Luis Obispo,2020-10-12,0,0
11036,Tehama,2020-10-12,1,0
11037,Sutter,2020-10-12,0,0
11038,Mariposa,2020-10-12,0,0
11039,San Benito,2020-10-12,0,0
11040,Siskiyou,2020-10-12,0,0
11041,Butte,2020-10-12,4,0
11042,Merced,2020-10-12,3,0
11043,Lassen,2020-10-12,0,0
11044,Tuolumne,2020-10-12,0,0
11045,Humboldt,2020-10-12,1,1
11046,Tulare,2020-10-12,4,0
11047,Monterey,2020-10-12,9,0
11048,San Joaquin,2020-10-12,6,1
11049,San Bernardino,2020-10-12,42,8
11050,Nevada,2020-10-12,0,0
11051,San Mateo,2020-10-12,5,3
11052,Madera,2020-10-12,1,0
11053,Stanislaus,2020-10-12,18,1
11054,Sonoma,2020-10-12,6,1
11055,Alameda,2020-10-12,19,9
11056,Yolo,2020-10-12,2,0
11057,Riverside,2020-10-12,42,9
11058,Marin,2020-10-12,0,0
11059,Modoc,2020-10-12,0,0
11060,Contra Costa,2020-10-12,7,1
11061,Santa Cruz,2020-10-12,5,0
11062,Los Angeles,2020-10-12,197,48
11063,Napa,2020-10-12,0,0
11064,San Francisco,2020-10-12,11,2
11065,Solano,2020-10-12,6,0
11066,Mendocino,2020-10-12,3,0
11067,Plumas,2020-10-12,0,0
11068,Sacramento,2020-10-12,19,8
11069,Lake,2020-10-12,1,0
11070,Imperial,2020-10-12,12,0
11071,Del Norte,2020-10-12,0,0
11072,Kings,2020-10-12,2,0
11073,Placer,2020-10-12,3,3
11074,Kern,2020-10-12,13,0
11075,Yuba,2020-10-12,1,0
11076,Shasta,2020-10-12,0,0
11077,Santa Barbara,2020-10-12,7,2
11078,Santa Clara,2020-10-12,25,2
11079,Calaveras,2020-10-12,0,0
11080,Orange,2020-10-12,57,7
11081,Trinity,2020-10-12,0,0
11082,Fresno,2020-10-12,18,0
11083,Amador,2020-10-12,0,0
11084,Glenn,2020-10-12,0,0
11085,Ventura,2020-10-13,18,2
11086,Solano,2020-10-13,7,2
11087,Lake,2020-10-13,1,0
11088,San Bernardino,2020-10-13,40,5
11089,Siskiyou,2020-10-13,0,0
11090,San Diego,2020-10-13,61,14
11091,Tuolumne,2020-10-13,0,0
11092,Humboldt,2020-10-13,1,0
11093,Mendocino,2020-10-13,1,0
11094,Modoc,2020-10-13,0,0
11095,Fresno,2020-10-13,17,3
11096,Inyo,2020-10-13,0,0
11097,Mariposa,2020-10-13,0,0
11098,San Luis Obispo,2020-10-13,0,0
11099,Kern,2020-10-13,17,0
11100,Merced,2020-10-13,3,0
11101,Sonoma,2020-10-13,6,0
11102,Marin,2020-10-13,0,1
11103,Santa Barbara,2020-10-13,7,2
11104,Calaveras,2020-10-13,0,0
11105,Kings,2020-10-13,2,0
11106,Mono,2020-10-13,0,0
11107,Contra Costa,2020-10-13,7,1
11108,Del Norte,2020-10-13,0,0
11109,Santa Cruz,2020-10-13,5,0
11110,Napa,2020-10-13,0,0
11111,El Dorado,2020-10-13,1,0
11112,Riverside,2020-10-13,45,14
11113,Glenn,2020-10-13,0,0
11114,Stanislaus,2020-10-13,17,0
11115,Los Angeles,2020-10-13,196,49
11116,Butte,2020-10-13,2,0
11117,Sutter,2020-10-13,0,0
11118,Santa Clara,2020-10-13,23,4
11119,San Joaquin,2020-10-13,5,1
11120,San Francisco,2020-10-13,8,1
11121,Orange,2020-10-13,60,12
11122,Shasta,2020-10-13,0,0
11123,Monterey,2020-10-13,9,1
11124,Plumas,2020-10-13,0,0
11125,Nevada,2020-10-13,0,0
11126,San Benito,2020-10-13,0,0
11127,Colusa,2020-10-13,0,0
11128,Placer,2020-10-13,4,2
11129,Tulare,2020-10-13,5,0
11130,Sacramento,2020-10-13,14,10
11131,Alameda,2020-10-13,19,5
11132,Lassen,2020-10-13,0,0
11133,Trinity,2020-10-13,0,0
11134,Imperial,2020-10-13,13,0
11135,Madera,2020-10-13,0,0
11136,Amador,2020-10-13,0,0
11137,Tehama,2020-10-13,1,0
11138,San Mateo,2020-10-13,4,2
11139,Yolo,2020-10-13,2,0
11140,Yuba,2020-10-13,1,0
11141,Marin,2020-10-14,0,1
11142,Sacramento,2020-10-14,15,9
11143,San Mateo,2020-10-14,6,0
11144,Lassen,2020-10-14,0,0
11145,Riverside,2020-10-14,42,8
11146,Tehama,2020-10-14,0,0
11147,San Bernardino,2020-10-14,41,2
11148,Plumas,2020-10-14,0,0
11149,Placer,2020-10-14,2,1
11150,Kings,2020-10-14,0,0
11151,Los Angeles,2020-10-14,188,51
11152,Monterey,2020-10-14,8,0
11153,Siskiyou,2020-10-14,0,0
11154,Contra Costa,2020-10-14,5,2
11155,Santa Barbara,2020-10-14,6,1
11156,Kern,2020-10-14,18,0
11157,Mendocino,2020-10-14,0,0
11158,Del Norte,2020-10-14,0,0
11159,Imperial,2020-10-14,14,0
11160,Sutter,2020-10-14,0,0
11161,Yuba,2020-10-14,0,0
11162,Nevada,2020-10-14,0,0
11163,Lake,2020-10-14,1,0
11164,Ventura,2020-10-14,13,3
11165,Tulare,2020-10-14,5,1
11166,Yolo,2020-10-14,1,0
11167,San Francisco,2020-10-14,7,1
11168,Solano,2020-10-14,6,0
11169,Modoc,2020-10-14,0,0
11170,Madera,2020-10-14,0,0
11171,Mariposa,2020-10-14,0,0
11172,San Joaquin,2020-10-14,4,0
11173,Colusa,2020-10-14,0,0
11174,Alameda,2020-10-14,15,5
11175,San Diego,2020-10-14,61,6
11176,Merced,2020-10-14,2,0
11177,Santa Clara,2020-10-14,25,3
11178,Humboldt,2020-10-14,1,0
11179,Santa Cruz,2020-10-14,5,0
11180,Inyo,2020-10-14,0,0
11181,El Dorado,2020-10-14,0,1
11182,Napa,2020-10-14,1,0
11183,Fresno,2020-10-14,18,3
11184,Trinity,2020-10-14,0,0
11185,Sonoma,2020-10-14,6,0
11186,San Luis Obispo,2020-10-14,0,0
11187,Stanislaus,2020-10-14,15,2
11188,Mono,2020-10-14,0,0
11189,Tuolumne,2020-10-14,0,0
11190,Shasta,2020-10-14,1,0
11191,Butte,2020-10-14,2,0
11192,Glenn,2020-10-14,0,0
11193,Orange,2020-10-14,66,6
11194,Calaveras,2020-10-14,0,0
11195,San Benito,2020-10-14,0,0
11196,Amador,2020-10-14,0,0
11197,Tulare,2020-10-15,4,1
11198,Sutter,2020-10-15,0,0
11199,Shasta,2020-10-15,2,0
11200,Orange,2020-10-15,66,3
11201,Calaveras,2020-10-15,0,0
11202,Sacramento,2020-10-15,18,8
11203,Tuolumne,2020-10-15,0,0
11204,Modoc,2020-10-15,0,0
11205,San Luis Obispo,2020-10-15,0,0
11206,San Francisco,2020-10-15,7,2
11207,Merced,2020-10-15,1,0
11208,Napa,2020-10-15,0,1
11209,Contra Costa,2020-10-15,6,3
11210,Siskiyou,2020-10-15,0,0
11211,Riverside,2020-10-15,44,9
11212,Monterey,2020-10-15,8,0
11213,Kern,2020-10-15,17,0
11214,Amador,2020-10-15,0,0
11215,Butte,2020-10-15,1,0
11216,Sonoma,2020-10-15,7,1
11217,Mono,2020-10-15,0,0
11218,Santa Barbara,2020-10-15,5,1
11219,Imperial,2020-10-15,14,0
11220,Glenn,2020-10-15,0,0
11221,Inyo,2020-10-15,0,0
11222,Solano,2020-10-15,6,0
11223,San Benito,2020-10-15,0,0
11224,San Joaquin,2020-10-15,3,2
11225,Lassen,2020-10-15,0,0
11226,Tehama,2020-10-15,1,0
11227,Mendocino,2020-10-15,0,0
11228,Placer,2020-10-15,2,0
11229,Yolo,2020-10-15,3,0
11230,San Bernardino,2020-10-15,45,5
11231,Fresno,2020-10-15,17,0
11232,Del Norte,2020-10-15,0,0
11233,Santa Clara,2020-10-15,27,6
11234,Lake,2020-10-15,1,1
11235,Trinity,2020-10-15,0,0
11236,San Mateo,2020-10-15,7,0
11237,Humboldt,2020-10-15,1,1
11238,Los Angeles,2020-10-15,180,40
11239,Plumas,2020-10-15,0,0
11240,Alameda,2020-10-15,16,1
11241,Colusa,2020-10-15,0,0
11242,Mariposa,2020-10-15,0,0
11243,El Dorado,2020-10-15,0,0
11244,Nevada,2020-10-15,0,0
11245,Kings,2020-10-15,2,0
11246,Marin,2020-10-15,1,1
11247,Madera,2020-10-15,0,0
11248,Ventura,2020-10-15,18,1
11249,Yuba,2020-10-15,1,0
