,county,date,icu_covid_confirmed,icu_covid_suspected
17749,San Diego,2021-02-09,314,9
17750,Merced,2021-02-09,20,0
17751,San Mateo,2021-02-09,25,3
17752,Contra Costa,2021-02-09,37,0
17753,Los Angeles,2021-02-09,1105,41
17754,Colusa,2021-02-09,0,0
17755,Lassen,2021-02-09,0,0
17756,Marin,2021-02-09,6,0
17757,Del Norte,2021-02-09,1,0
17758,Santa Cruz,2021-02-09,10,0
17759,Nevada,2021-02-09,1,0
17760,Placer,2021-02-09,16,2
17761,Plumas,2021-02-09,0,0
17762,San Bernardino,2021-02-09,187,13
17763,Humboldt,2021-02-09,4,0
17764,Glenn,2021-02-09,0,0
17765,Santa Barbara,2021-02-09,35,0
17766,San Francisco,2021-02-09,44,1
17767,Sacramento,2021-02-09,73,4
17768,Siskiyou,2021-02-09,1,0
17769,Imperial,2021-02-09,23,0
17770,Riverside,2021-02-09,193,6
17771,Lake,2021-02-09,0,0
17772,Trinity,2021-02-09,0,0
17773,Solano,2021-02-09,25,1
17774,Sonoma,2021-02-09,20,0
17775,San Luis Obispo,2021-02-09,5,1
17776,San Benito,2021-02-09,3,0
17777,Butte,2021-02-09,6,0
17778,Fresno,2021-02-09,90,1
17779,El Dorado,2021-02-09,0,0
17780,Modoc,2021-02-09,0,0
17781,Orange,2021-02-09,310,1
17782,Shasta,2021-02-09,4,0
17783,Kings,2021-02-09,11,0
17784,Madera,2021-02-09,11,0
17785,Tulare,2021-02-09,14,0
17786,Santa Clara,2021-02-09,97,2
17787,Calaveras,2021-02-09,1,0
17788,Tuolumne,2021-02-09,1,0
17789,Kern,2021-02-09,51,0
17790,Mono,2021-02-09,0,0
17791,Mendocino,2021-02-09,3,0
17792,Ventura,2021-02-09,62,4
17793,Monterey,2021-02-09,12,0
17794,Tehama,2021-02-09,3,0
17795,Mariposa,2021-02-09,0,0
17796,Amador,2021-02-09,3,0
17797,Yolo,2021-02-09,6,0
17798,Stanislaus,2021-02-09,46,2
17799,Alameda,2021-02-09,79,5
17800,Napa,2021-02-09,2,0
17801,Inyo,2021-02-09,1,0
17802,San Joaquin,2021-02-09,61,0
17803,Sutter,2021-02-09,0,0
17804,Yuba,2021-02-09,9,0
17805,Butte,2021-02-10,5,0
17806,Trinity,2021-02-10,0,0
17807,San Joaquin,2021-02-10,58,1
17808,Humboldt,2021-02-10,4,1
17809,Glenn,2021-02-10,0,0
17810,Tehama,2021-02-10,2,0
17811,Sutter,2021-02-10,0,0
17812,Calaveras,2021-02-10,1,0
17813,Alameda,2021-02-10,78,5
17814,Placer,2021-02-10,18,0
17815,San Francisco,2021-02-10,40,1
17816,Napa,2021-02-10,2,0
17817,San Mateo,2021-02-10,24,2
17818,San Luis Obispo,2021-02-10,5,0
17819,Del Norte,2021-02-10,0,0
17820,Mendocino,2021-02-10,4,0
17821,San Bernardino,2021-02-10,189,9
17822,San Diego,2021-02-10,301,10
17823,Kern,2021-02-10,46,0
17824,Yolo,2021-02-10,5,0
17825,Mono,2021-02-10,0,0
17826,Contra Costa,2021-02-10,34,0
17827,Merced,2021-02-10,19,0
17828,Los Angeles,2021-02-10,1067,27
17829,Shasta,2021-02-10,4,0
17830,Colusa,2021-02-10,0,0
17831,Imperial,2021-02-10,22,0
17832,Inyo,2021-02-10,1,0
17833,Yuba,2021-02-10,10,0
17834,Siskiyou,2021-02-10,1,0
17835,Madera,2021-02-10,13,0
17836,Marin,2021-02-10,7,0
17837,Santa Barbara,2021-02-10,38,0
17838,Riverside,2021-02-10,194,8
17839,Plumas,2021-02-10,0,0
17840,Modoc,2021-02-10,0,0
17841,Amador,2021-02-10,2,0
17842,Lassen,2021-02-10,0,0
17843,Fresno,2021-02-10,87,1
17844,Lake,2021-02-10,1,0
17845,El Dorado,2021-02-10,0,0
17846,Tuolumne,2021-02-10,1,0
17847,Tulare,2021-02-10,16,0
17848,Mariposa,2021-02-10,0,0
17849,Stanislaus,2021-02-10,41,2
17850,Sacramento,2021-02-10,66,4
17851,San Benito,2021-02-10,3,0
17852,Orange,2021-02-10,298,3
17853,Santa Clara,2021-02-10,95,2
17854,Solano,2021-02-10,25,1
17855,Monterey,2021-02-10,11,0
17856,Kings,2021-02-10,10,0
17857,Sonoma,2021-02-10,17,0
17858,Santa Cruz,2021-02-10,9,0
17859,Ventura,2021-02-10,58,4
17860,Nevada,2021-02-10,1,0
17861,Marin,2021-02-11,6,0
17862,Tulare,2021-02-11,16,0
17863,Sacramento,2021-02-11,65,5
17864,Tehama,2021-02-11,2,0
17865,Lassen,2021-02-11,0,0
17866,Del Norte,2021-02-11,1,0
17867,Los Angeles,2021-02-11,1032,22
17868,Alameda,2021-02-11,75,6
17869,Nevada,2021-02-11,1,0
17870,Orange,2021-02-11,290,4
17871,Sonoma,2021-02-11,16,0
17872,Glenn,2021-02-11,0,0
17873,Yolo,2021-02-11,4,0
17874,Siskiyou,2021-02-11,1,0
17875,Mono,2021-02-11,0,0
17876,Modoc,2021-02-11,0,0
17877,Fresno,2021-02-11,87,1
17878,San Francisco,2021-02-11,33,1
17879,Imperial,2021-02-11,20,1
17880,Lake,2021-02-11,0,0
17881,Colusa,2021-02-11,0,0
17882,Tuolumne,2021-02-11,1,0
17883,Plumas,2021-02-11,0,0
17884,Stanislaus,2021-02-11,41,3
17885,Contra Costa,2021-02-11,34,1
17886,Humboldt,2021-02-11,4,1
17887,Sutter,2021-02-11,0,0
17888,Ventura,2021-02-11,56,2
17889,San Joaquin,2021-02-11,60,1
17890,San Mateo,2021-02-11,24,5
17891,San Diego,2021-02-11,282,6
17892,San Bernardino,2021-02-11,185,6
17893,Madera,2021-02-11,12,1
17894,Merced,2021-02-11,19,0
17895,San Benito,2021-02-11,4,0
17896,Butte,2021-02-11,7,0
17897,Trinity,2021-02-11,0,0
17898,Santa Clara,2021-02-11,93,2
17899,Napa,2021-02-11,1,0
17900,Santa Barbara,2021-02-11,28,1
17901,Riverside,2021-02-11,185,9
17902,El Dorado,2021-02-11,0,0
17903,Monterey,2021-02-11,11,0
17904,Yuba,2021-02-11,11,0
17905,Solano,2021-02-11,28,2
17906,Kings,2021-02-11,10,0
17907,San Luis Obispo,2021-02-11,6,0
17908,Calaveras,2021-02-11,1,0
17909,Amador,2021-02-11,3,0
17910,Shasta,2021-02-11,3,0
17911,Mariposa,2021-02-11,0,0
17912,Placer,2021-02-11,18,1
17913,Mendocino,2021-02-11,5,0
17914,Kern,2021-02-11,55,0
17915,Inyo,2021-02-11,1,0
17916,Santa Cruz,2021-02-11,12,0
17917,Lassen,2021-02-12,0,0
17918,Santa Barbara,2021-02-12,28,0
17919,Mono,2021-02-12,0,0
17920,San Bernardino,2021-02-12,167,5
17921,Colusa,2021-02-12,0,0
17922,San Mateo,2021-02-12,20,4
17923,Sonoma,2021-02-12,18,0
17924,Trinity,2021-02-12,0,0
17925,San Diego,2021-02-12,281,11
17926,Ventura,2021-02-12,52,1
17927,Butte,2021-02-12,4,0
17928,Madera,2021-02-12,12,0
17929,Mariposa,2021-02-12,0,0
17930,Nevada,2021-02-12,1,0
17931,Tuolumne,2021-02-12,0,0
17932,Modoc,2021-02-12,0,0
17933,Santa Clara,2021-02-12,87,6
17934,Monterey,2021-02-12,10,0
17935,Napa,2021-02-12,2,0
17936,San Benito,2021-02-12,4,0
17937,Plumas,2021-02-12,0,0
17938,Merced,2021-02-12,17,0
17939,Humboldt,2021-02-12,4,0
17940,Orange,2021-02-12,270,4
17941,Del Norte,2021-02-12,1,0
17942,Santa Cruz,2021-02-12,10,0
17943,Shasta,2021-02-12,3,0
17944,Solano,2021-02-12,25,1
17945,Kings,2021-02-12,7,0
17946,Siskiyou,2021-02-12,1,0
17947,Glenn,2021-02-12,0,0
17948,Amador,2021-02-12,4,0
17949,Kern,2021-02-12,57,0
17950,Yolo,2021-02-12,5,0
17951,Yuba,2021-02-12,10,0
17952,Sacramento,2021-02-12,69,3
17953,Imperial,2021-02-12,20,1
17954,Sutter,2021-02-12,0,0
17955,Riverside,2021-02-12,184,5
17956,Fresno,2021-02-12,84,0
17957,Contra Costa,2021-02-12,33,0
17958,Stanislaus,2021-02-12,41,2
17959,Marin,2021-02-12,7,0
17960,Mendocino,2021-02-12,4,0
17961,El Dorado,2021-02-12,1,0
17962,San Luis Obispo,2021-02-12,6,0
17963,San Joaquin,2021-02-12,52,1
17964,Tulare,2021-02-12,13,1
17965,Los Angeles,2021-02-12,990,25
17966,Alameda,2021-02-12,72,6
17967,Calaveras,2021-02-12,1,0
17968,San Francisco,2021-02-12,34,0
17969,Tehama,2021-02-12,2,0
17970,Lake,2021-02-12,1,0
17971,Placer,2021-02-12,16,1
17972,Inyo,2021-02-12,1,0
17973,Glenn,2021-02-13,0,0
17974,Los Angeles,2021-02-13,930,33
17975,San Francisco,2021-02-13,35,1
17976,Tuolumne,2021-02-13,0,0
17977,Stanislaus,2021-02-13,38,1
17978,San Benito,2021-02-13,4,0
17979,Calaveras,2021-02-13,1,0
17980,Santa Cruz,2021-02-13,8,0
17981,San Joaquin,2021-02-13,55,1
17982,Monterey,2021-02-13,10,0
17983,Kern,2021-02-13,51,0
17984,Del Norte,2021-02-13,0,0
17985,Placer,2021-02-13,17,3
17986,Riverside,2021-02-13,186,6
17987,San Mateo,2021-02-13,22,3
17988,Sacramento,2021-02-13,67,3
17989,Nevada,2021-02-13,0,0
17990,Tehama,2021-02-13,1,0
17991,El Dorado,2021-02-13,1,0
17992,Sutter,2021-02-13,0,0
17993,Lake,2021-02-13,1,0
17994,Colusa,2021-02-13,0,0
17995,Siskiyou,2021-02-13,1,0
17996,Butte,2021-02-13,0,1
17997,San Luis Obispo,2021-02-13,6,0
17998,Inyo,2021-02-13,0,0
17999,Shasta,2021-02-13,2,0
18000,Yolo,2021-02-13,6,0
18001,Sonoma,2021-02-13,17,1
18002,Contra Costa,2021-02-13,35,2
18003,Mono,2021-02-13,0,0
18004,Fresno,2021-02-13,87,4
18005,Mariposa,2021-02-13,0,0
18006,Humboldt,2021-02-13,4,1
18007,San Diego,2021-02-13,288,10
18008,Orange,2021-02-13,257,7
18009,San Bernardino,2021-02-13,153,5
18010,Santa Clara,2021-02-13,81,4
18011,Madera,2021-02-13,14,0
18012,Trinity,2021-02-13,0,0
18013,Mendocino,2021-02-13,6,0
18014,Plumas,2021-02-13,0,0
18015,Santa Barbara,2021-02-13,25,2
18016,Napa,2021-02-13,2,1
18017,Alameda,2021-02-13,70,4
18018,Solano,2021-02-13,24,0
18019,Tulare,2021-02-13,13,2
18020,Marin,2021-02-13,6,3
18021,Lassen,2021-02-13,0,0
18022,Imperial,2021-02-13,18,1
18023,Merced,2021-02-13,15,0
18024,Ventura,2021-02-13,52,2
18025,Yuba,2021-02-13,10,0
18026,Modoc,2021-02-13,0,0
18027,Amador,2021-02-13,3,0
18028,Kings,2021-02-13,10,0
18029,Inyo,2021-02-14,0,0
18030,Los Angeles,2021-02-14,908,40
18031,San Francisco,2021-02-14,38,0
18032,Riverside,2021-02-14,181,6
18033,Placer,2021-02-14,19,2
18034,Santa Cruz,2021-02-14,7,0
18035,Plumas,2021-02-14,0,0
18036,Del Norte,2021-02-14,0,0
18037,Calaveras,2021-02-14,1,0
18038,Mariposa,2021-02-14,0,0
18039,Imperial,2021-02-14,17,0
18040,Solano,2021-02-14,22,1
18041,Humboldt,2021-02-14,4,1
18042,San Diego,2021-02-14,277,6
18043,Stanislaus,2021-02-14,36,1
18044,Kern,2021-02-14,52,0
18045,Orange,2021-02-14,242,4
18046,Mono,2021-02-14,0,0
18047,El Dorado,2021-02-14,2,0
18048,Merced,2021-02-14,13,0
18049,Mendocino,2021-02-14,5,0
18050,Lassen,2021-02-14,0,0
18051,Modoc,2021-02-14,0,0
18052,San Mateo,2021-02-14,25,4
18053,Shasta,2021-02-14,2,0
18054,Colusa,2021-02-14,0,0
18055,Monterey,2021-02-14,10,0
18056,Santa Clara,2021-02-14,89,4
18057,Santa Barbara,2021-02-14,25,0
18058,Sutter,2021-02-14,0,0
18059,Tulare,2021-02-14,10,2
18060,Alameda,2021-02-14,67,5
18061,San Benito,2021-02-14,4,0
18062,Amador,2021-02-14,1,0
18063,Tuolumne,2021-02-14,1,0
18064,Fresno,2021-02-14,84,3
18065,Marin,2021-02-14,7,0
18066,Nevada,2021-02-14,0,0
18067,Glenn,2021-02-14,0,0
18068,Madera,2021-02-14,13,0
18069,Kings,2021-02-14,10,0
18070,Contra Costa,2021-02-14,34,3
18071,San Joaquin,2021-02-14,56,1
18072,Butte,2021-02-14,0,1
18073,Lake,2021-02-14,1,0
18074,San Bernardino,2021-02-14,145,6
18075,Yolo,2021-02-14,5,0
18076,Yuba,2021-02-14,9,0
18077,Trinity,2021-02-14,0,0
18078,San Luis Obispo,2021-02-14,8,0
18079,Napa,2021-02-14,1,0
18080,Siskiyou,2021-02-14,1,0
18081,Sonoma,2021-02-14,20,0
18082,Sacramento,2021-02-14,59,4
18083,Tehama,2021-02-14,1,0
18084,Ventura,2021-02-14,50,4
18085,Stanislaus,2021-02-15,35,2
18086,Santa Clara,2021-02-15,93,6
18087,Santa Barbara,2021-02-15,21,1
18088,San Benito,2021-02-15,4,0
18089,San Joaquin,2021-02-15,56,2
18090,San Mateo,2021-02-15,24,1
18091,Lake,2021-02-15,1,0
18092,Sonoma,2021-02-15,20,0
18093,Modoc,2021-02-15,0,0
18094,Mariposa,2021-02-15,0,0
18095,Plumas,2021-02-15,0,0
18096,Orange,2021-02-15,235,9
18097,Solano,2021-02-15,21,2
18098,Butte,2021-02-15,1,1
18099,Sacramento,2021-02-15,62,5
18100,Mendocino,2021-02-15,4,0
18101,Tuolumne,2021-02-15,0,0
18102,Santa Cruz,2021-02-15,8,0
18103,Kern,2021-02-15,53,0
18104,Alameda,2021-02-15,64,3
18105,Calaveras,2021-02-15,1,0
18106,Humboldt,2021-02-15,4,1
18107,Yolo,2021-02-15,4,0
18108,Madera,2021-02-15,13,0
18109,Contra Costa,2021-02-15,31,3
18110,Los Angeles,2021-02-15,876,43
18111,San Francisco,2021-02-15,36,0
18112,Amador,2021-02-15,1,0
18113,Nevada,2021-02-15,0,0
18114,Fresno,2021-02-15,85,2
18115,Inyo,2021-02-15,0,0
18116,Napa,2021-02-15,2,0
18117,Glenn,2021-02-15,0,0
18118,Kings,2021-02-15,11,0
18119,Placer,2021-02-15,21,0
18120,Marin,2021-02-15,5,0
18121,Del Norte,2021-02-15,0,0
18122,Lassen,2021-02-15,0,0
18123,Riverside,2021-02-15,178,5
18124,San Luis Obispo,2021-02-15,7,0
18125,Tehama,2021-02-15,0,0
18126,Mono,2021-02-15,0,0
18127,Siskiyou,2021-02-15,1,0
18128,Shasta,2021-02-15,2,0
18129,Trinity,2021-02-15,0,0
18130,Imperial,2021-02-15,16,0
18131,Monterey,2021-02-15,9,0
18132,El Dorado,2021-02-15,3,0
18133,Merced,2021-02-15,12,0
18134,Tulare,2021-02-15,11,1
18135,Sutter,2021-02-15,0,0
18136,Colusa,2021-02-15,0,0
18137,Ventura,2021-02-15,48,4
18138,Yuba,2021-02-15,9,0
18139,San Diego,2021-02-15,259,10
18140,San Bernardino,2021-02-15,140,16
18141,Marin,2021-02-16,5,0
18142,Nevada,2021-02-16,0,0
18143,Butte,2021-02-16,2,0
18144,Modoc,2021-02-16,0,0
18145,Contra Costa,2021-02-16,32,2
18146,Kern,2021-02-16,48,0
18147,Riverside,2021-02-16,177,11
18148,Santa Cruz,2021-02-16,6,0
18149,Napa,2021-02-16,1,0
18150,Tulare,2021-02-16,13,1
18151,Colusa,2021-02-16,0,0
18152,San Bernardino,2021-02-16,147,8
18153,Mono,2021-02-16,0,0
18154,Yolo,2021-02-16,6,0
18155,Mendocino,2021-02-16,4,0
18156,Kings,2021-02-16,11,0
18157,Sacramento,2021-02-16,61,4
18158,Glenn,2021-02-16,0,0
18159,San Francisco,2021-02-16,37,1
18160,Ventura,2021-02-16,48,1
18161,Placer,2021-02-16,17,1
18162,Humboldt,2021-02-16,2,0
18163,Lake,2021-02-16,0,0
18164,Merced,2021-02-16,12,0
18165,Amador,2021-02-16,1,0
18166,Los Angeles,2021-02-16,859,37
18167,Sonoma,2021-02-16,18,0
18168,Shasta,2021-02-16,2,0
18169,Imperial,2021-02-16,16,0
18170,Madera,2021-02-16,13,0
18171,San Mateo,2021-02-16,22,1
18172,El Dorado,2021-02-16,3,0
18173,Calaveras,2021-02-16,1,0
18174,Fresno,2021-02-16,81,1
18175,Alameda,2021-02-16,57,2
18176,Orange,2021-02-16,235,5
18177,Sutter,2021-02-16,0,0
18178,Inyo,2021-02-16,0,0
18179,San Joaquin,2021-02-16,58,4
18180,Stanislaus,2021-02-16,34,2
18181,San Diego,2021-02-16,249,6
18182,Solano,2021-02-16,22,2
18183,San Benito,2021-02-16,4,0
18184,Siskiyou,2021-02-16,1,0
18185,Plumas,2021-02-16,0,0
18186,Mariposa,2021-02-16,0,0
18187,Santa Barbara,2021-02-16,22,1
18188,Del Norte,2021-02-16,0,0
18189,San Luis Obispo,2021-02-16,6,0
18190,Yuba,2021-02-16,9,0
18191,Santa Clara,2021-02-16,88,4
18192,Trinity,2021-02-16,0,0
18193,Tuolumne,2021-02-16,0,0
18194,Tehama,2021-02-16,0,0
18195,Lassen,2021-02-16,0,0
18196,Monterey,2021-02-16,9,0
18197,San Benito,2021-02-17,3,0
18198,Solano,2021-02-17,23,1
18199,Sutter,2021-02-17,0,0
18200,Colusa,2021-02-17,0,0
18201,Santa Cruz,2021-02-17,6,0
18202,Shasta,2021-02-17,2,0
18203,Monterey,2021-02-17,9,0
18204,Modoc,2021-02-17,0,0
18205,Plumas,2021-02-17,0,0
18206,Trinity,2021-02-17,0,0
18207,Siskiyou,2021-02-17,1,0
18208,Marin,2021-02-17,4,0
18209,Amador,2021-02-17,1,0
18210,Mono,2021-02-17,0,0
18211,San Bernardino,2021-02-17,143,4
18212,Madera,2021-02-17,10,0
18213,Humboldt,2021-02-17,3,2
18214,Contra Costa,2021-02-17,33,1
18215,Riverside,2021-02-17,172,7
18216,Orange,2021-02-17,230,7
18217,Tuolumne,2021-02-17,1,0
18218,Tulare,2021-02-17,12,1
18219,Mariposa,2021-02-17,0,0
18220,Calaveras,2021-02-17,1,0
18221,San Diego,2021-02-17,236,11
18222,Tehama,2021-02-17,0,0
18223,Lake,2021-02-17,1,0
18224,Stanislaus,2021-02-17,37,1
18225,Los Angeles,2021-02-17,808,26
18226,Sacramento,2021-02-17,60,6
18227,Sonoma,2021-02-17,15,0
18228,Placer,2021-02-17,19,2
18229,San Mateo,2021-02-17,20,1
18230,Nevada,2021-02-17,0,0
18231,San Francisco,2021-02-17,34,2
18232,Napa,2021-02-17,0,0
18233,Mendocino,2021-02-17,2,0
18234,Butte,2021-02-17,2,0
18235,Yolo,2021-02-17,6,0
18236,Ventura,2021-02-17,46,1
18237,Kern,2021-02-17,53,0
18238,Del Norte,2021-02-17,0,0
18239,Inyo,2021-02-17,0,0
18240,Kings,2021-02-17,9,0
18241,San Joaquin,2021-02-17,51,5
18242,El Dorado,2021-02-17,3,0
18243,Alameda,2021-02-17,58,1
18244,Yuba,2021-02-17,9,0
18245,Santa Barbara,2021-02-17,20,1
18246,Fresno,2021-02-17,75,0
18247,Merced,2021-02-17,15,0
18248,Santa Clara,2021-02-17,87,5
18249,San Luis Obispo,2021-02-17,5,0
18250,Imperial,2021-02-17,16,1
18251,Glenn,2021-02-17,0,0
18252,Lassen,2021-02-17,0,0
18253,Madera,2021-02-18,10,0
18254,Del Norte,2021-02-18,0,0
18255,San Benito,2021-02-18,3,0
18256,Sacramento,2021-02-18,56,2
18257,Mendocino,2021-02-18,2,0
18258,Plumas,2021-02-18,0,0
18259,Santa Barbara,2021-02-18,21,3
18260,Kern,2021-02-18,53,0
18261,San Francisco,2021-02-18,31,1
18262,Fresno,2021-02-18,66,2
18263,Riverside,2021-02-18,152,7
18264,Stanislaus,2021-02-18,31,1
18265,Orange,2021-02-18,215,2
18266,Amador,2021-02-18,1,0
18267,San Luis Obispo,2021-02-18,5,0
18268,Santa Clara,2021-02-18,82,4
18269,Lassen,2021-02-18,0,0
18270,Mono,2021-02-18,0,0
18271,Solano,2021-02-18,20,0
18272,Shasta,2021-02-18,2,0
18273,San Bernardino,2021-02-18,136,2
18274,Los Angeles,2021-02-18,760,40
18275,San Diego,2021-02-18,224,8
18276,San Joaquin,2021-02-18,54,4
18277,Contra Costa,2021-02-18,37,1
18278,Nevada,2021-02-18,0,0
18279,Tuolumne,2021-02-18,0,0
18280,Lake,2021-02-18,1,0
18281,Siskiyou,2021-02-18,1,0
18282,Merced,2021-02-18,15,0
18283,Modoc,2021-02-18,0,0
18284,Humboldt,2021-02-18,1,0
18285,Santa Cruz,2021-02-18,5,0
18286,Placer,2021-02-18,18,2
18287,Sonoma,2021-02-18,14,0
18288,Kings,2021-02-18,10,0
18289,Butte,2021-02-18,2,0
18290,Mariposa,2021-02-18,0,0
18291,Inyo,2021-02-18,0,0
18292,Yuba,2021-02-18,8,0
18293,San Mateo,2021-02-18,20,0
18294,Tulare,2021-02-18,12,0
18295,Calaveras,2021-02-18,1,0
18296,Imperial,2021-02-18,14,1
18297,Trinity,2021-02-18,0,0
18298,El Dorado,2021-02-18,1,0
18299,Colusa,2021-02-18,0,0
18300,Glenn,2021-02-18,0,0
18301,Ventura,2021-02-18,46,0
18302,Alameda,2021-02-18,58,4
18303,Monterey,2021-02-18,9,0
18304,Marin,2021-02-18,4,0
18305,Sutter,2021-02-18,0,0
18306,Napa,2021-02-18,0,0
18307,Yolo,2021-02-18,6,0
18308,Tehama,2021-02-18,0,0
18309,Tulare,2021-02-19,12,0
18310,Napa,2021-02-19,2,0
18311,Siskiyou,2021-02-19,1,0
18312,Shasta,2021-02-19,2,0
18313,Imperial,2021-02-19,14,1
18314,Los Angeles,2021-02-19,712,32
18315,Mariposa,2021-02-19,0,0
18316,Kings,2021-02-19,10,0
18317,San Diego,2021-02-19,218,8
18318,Lassen,2021-02-19,0,0
18319,Humboldt,2021-02-19,0,2
18320,Trinity,2021-02-19,0,0
18321,Inyo,2021-02-19,0,0
18322,Merced,2021-02-19,11,0
18323,Santa Barbara,2021-02-19,20,2
18324,Colusa,2021-02-19,0,0
18325,Solano,2021-02-19,23,2
18326,Contra Costa,2021-02-19,35,2
18327,Yuba,2021-02-19,5,0
18328,Kern,2021-02-19,49,0
18329,Sutter,2021-02-19,0,0
18330,Orange,2021-02-19,196,3
18331,Del Norte,2021-02-19,0,0
18332,Yolo,2021-02-19,6,0
18333,Riverside,2021-02-19,137,4
18334,Butte,2021-02-19,2,0
18335,Santa Cruz,2021-02-19,5,0
18336,San Francisco,2021-02-19,32,0
18337,Modoc,2021-02-19,0,0
18338,San Bernardino,2021-02-19,133,6
18339,Glenn,2021-02-19,0,0
18340,San Mateo,2021-02-19,19,0
18341,Tuolumne,2021-02-19,0,0
18342,Nevada,2021-02-19,1,0
18343,El Dorado,2021-02-19,1,0
18344,San Joaquin,2021-02-19,52,4
18345,Fresno,2021-02-19,63,2
18346,Madera,2021-02-19,12,0
18347,Sonoma,2021-02-19,14,0
18348,San Benito,2021-02-19,2,0
18349,Mono,2021-02-19,0,0
18350,San Luis Obispo,2021-02-19,4,0
18351,Alameda,2021-02-19,60,3
18352,Amador,2021-02-19,1,1
18353,Tehama,2021-02-19,1,0
18354,Santa Clara,2021-02-19,73,2
18355,Sacramento,2021-02-19,49,1
18356,Ventura,2021-02-19,44,3
18357,Plumas,2021-02-19,0,0
18358,Monterey,2021-02-19,8,0
18359,Lake,2021-02-19,1,0
18360,Stanislaus,2021-02-19,30,1
18361,Marin,2021-02-19,6,0
18362,Mendocino,2021-02-19,2,0
18363,Placer,2021-02-19,20,0
18364,Calaveras,2021-02-19,1,0
18365,Napa,2021-02-20,2,0
18366,Inyo,2021-02-20,0,0
18367,Lake,2021-02-20,0,0
18368,Sacramento,2021-02-20,50,2
18369,Mendocino,2021-02-20,2,0
18370,Tuolumne,2021-02-20,0,0
18371,Marin,2021-02-20,6,0
18372,Trinity,2021-02-20,0,0
18373,Plumas,2021-02-20,0,0
18374,Santa Clara,2021-02-20,71,1
18375,Stanislaus,2021-02-20,34,1
18376,Riverside,2021-02-20,138,5
18377,Mono,2021-02-20,0,0
18378,San Bernardino,2021-02-20,127,2
18379,Lassen,2021-02-20,0,0
18380,Nevada,2021-02-20,1,0
18381,Santa Barbara,2021-02-20,19,0
18382,Los Angeles,2021-02-20,679,34
18383,Calaveras,2021-02-20,1,0
18384,Ventura,2021-02-20,43,0
18385,Alameda,2021-02-20,58,1
18386,Imperial,2021-02-20,11,0
18387,Yuba,2021-02-20,4,0
18388,Siskiyou,2021-02-20,1,0
18389,Placer,2021-02-20,21,0
18390,San Joaquin,2021-02-20,45,5
18391,Mariposa,2021-02-20,0,0
18392,Sonoma,2021-02-20,13,0
18393,Contra Costa,2021-02-20,30,0
18394,Orange,2021-02-20,190,1
18395,San Benito,2021-02-20,3,0
18396,Santa Cruz,2021-02-20,5,0
18397,Tehama,2021-02-20,0,0
18398,Kern,2021-02-20,51,0
18399,Merced,2021-02-20,12,0
18400,Solano,2021-02-20,17,1
18401,Monterey,2021-02-20,8,0
18402,San Francisco,2021-02-20,28,0
18403,Modoc,2021-02-20,0,0
18404,Amador,2021-02-20,1,1
18405,Humboldt,2021-02-20,0,1
18406,Glenn,2021-02-20,0,0
18407,Kings,2021-02-20,9,0
18408,Tulare,2021-02-20,11,0
18409,Del Norte,2021-02-20,0,0
18410,Madera,2021-02-20,10,0
18411,El Dorado,2021-02-20,2,0
18412,San Mateo,2021-02-20,19,2
18413,Butte,2021-02-20,2,0
18414,Colusa,2021-02-20,0,0
18415,Shasta,2021-02-20,1,0
18416,San Luis Obispo,2021-02-20,4,0
18417,Fresno,2021-02-20,63,4
18418,Sutter,2021-02-20,0,0
18419,Yolo,2021-02-20,6,0
18420,San Diego,2021-02-20,205,9
18421,Tulare,2021-02-21,13,1
18422,Sonoma,2021-02-21,13,0
18423,San Bernardino,2021-02-21,122,6
18424,San Joaquin,2021-02-21,41,5
18425,Tehama,2021-02-21,0,0
18426,Del Norte,2021-02-21,0,0
18427,San Benito,2021-02-21,3,0
18428,Ventura,2021-02-21,38,0
18429,Lassen,2021-02-21,0,0
18430,Orange,2021-02-21,179,1
18431,Calaveras,2021-02-21,0,0
18432,Butte,2021-02-21,3,0
18433,Imperial,2021-02-21,11,0
18434,Los Angeles,2021-02-21,660,31
18435,Modoc,2021-02-21,0,0
18436,Madera,2021-02-21,11,1
18437,Nevada,2021-02-21,1,0
18438,Yolo,2021-02-21,6,0
18439,Santa Cruz,2021-02-21,2,1
18440,San Francisco,2021-02-21,27,1
18441,Alameda,2021-02-21,55,1
18442,Santa Clara,2021-02-21,67,4
18443,Sacramento,2021-02-21,53,4
18444,Shasta,2021-02-21,1,0
18445,Kern,2021-02-21,50,0
18446,El Dorado,2021-02-21,3,0
18447,Tuolumne,2021-02-21,0,0
18448,Fresno,2021-02-21,58,1
18449,Stanislaus,2021-02-21,31,2
18450,Marin,2021-02-21,5,2
18451,San Luis Obispo,2021-02-21,4,0
18452,Riverside,2021-02-21,132,5
18453,Merced,2021-02-21,10,0
18454,Mono,2021-02-21,0,0
18455,Napa,2021-02-21,3,0
18456,Kings,2021-02-21,6,0
18457,Solano,2021-02-21,16,1
18458,Mariposa,2021-02-21,0,0
18459,Siskiyou,2021-02-21,1,0
18460,Plumas,2021-02-21,0,0
18461,San Mateo,2021-02-21,18,1
18462,Santa Barbara,2021-02-21,17,0
18463,Glenn,2021-02-21,0,0
18464,Amador,2021-02-21,1,1
18465,Trinity,2021-02-21,0,0
18466,Sutter,2021-02-21,0,0
18467,Colusa,2021-02-21,0,0
