,county,date,cases,reported_cases
6282,Yuba,2020-12-04,68,43
6283,Alameda,2020-12-03,630,487
6284,Alpine,2020-12-03,1,1
6285,Amador,2020-12-03,72,68
6286,Butte,2020-12-03,118,62
6287,Calaveras,2020-12-03,17,19
6289,Colusa,2020-12-03,16,18
6290,Contra Costa,2020-12-03,451,317
6291,Del Norte,2020-12-03,14,4
6292,El Dorado,2020-12-03,102,102
6293,Fresno,2020-12-03,729,356
6294,Glenn,2020-12-03,15,2
6295,Humboldt,2020-12-03,29,24
6296,Imperial,2020-12-03,427,76
6297,Inyo,2020-12-03,8,7
6298,Kern,2020-12-03,880,402
6299,Kings,2020-12-03,353,127
6300,Lake,2020-12-03,29,20
6301,Lassen,2020-12-03,68,13
6302,Los Angeles,2020-12-03,9964,7516
6303,Madera,2020-12-03,121,28
6304,Marin,2020-12-03,44,42
6305,Mariposa,2020-12-03,3,1
6306,Mendocino,2020-12-03,33,23
6307,Merced,2020-12-03,240,142
6308,Modoc,2020-12-03,3,1
6309,Mono,2020-12-03,10,7
6310,Monterey,2020-12-03,469,154
6311,Napa,2020-12-03,96,62
6312,Nevada,2020-12-03,63,42
6313,Orange,2020-12-03,2241,1141
6315,Placer,2020-12-03,215,329
6316,Plumas,2020-12-03,12,5
6317,Riverside,2020-12-03,2643,2400
6318,Sacramento,2020-12-03,1034,946
6319,San Benito,2020-12-03,63,46
6320,San Bernardino,2020-12-03,3462,2220
6321,San Diego,2020-12-03,1906,1504
6322,San Francisco,2020-12-03,240,178
6323,San Joaquin,2020-12-03,622,499
6324,San Luis Obispo,2020-12-03,99,64
6325,San Mateo,2020-12-03,348,152
6326,Santa Barbara,2020-12-03,151,124
6327,Santa Clara,2020-12-03,1128,743
6328,Santa Cruz,2020-12-03,120,84
6329,Shasta,2020-12-03,124,142
6330,Sierra,2020-12-03,0,0
6331,Siskiyou,2020-12-03,14,5
6332,Solano,2020-12-03,241,156
6333,Sonoma,2020-12-03,227,137
6334,Stanislaus,2020-12-03,500,206
6335,Sutter,2020-12-03,155,123
6336,Tehama,2020-12-03,49,32
6337,Trinity,2020-12-03,6,1
6338,Tulare,2020-12-03,376,204
6339,Tuolumne,2020-12-03,40,29
6341,Ventura,2020-12-03,409,347
6342,Yolo,2020-12-03,111,16
6343,Yuba,2020-12-03,77,63
6344,Alameda,2020-12-02,688,445
6345,Alpine,2020-12-02,0,11
6346,Amador,2020-12-02,147,10
6347,Butte,2020-12-02,100,66
6348,Calaveras,2020-12-02,18,9
6350,Colusa,2020-12-02,19,9
6351,Contra Costa,2020-12-02,567,359
6352,Del Norte,2020-12-02,28,27
6353,El Dorado,2020-12-02,144,96
6354,Fresno,2020-12-02,872,320
6355,Glenn,2020-12-02,19,6
6356,Humboldt,2020-12-02,34,13
6357,Imperial,2020-12-02,308,82
6358,Inyo,2020-12-02,6,10
6359,Kern,2020-12-02,782,315
6360,Kings,2020-12-02,311,116
6361,Lake,2020-12-02,18,2
6362,Lassen,2020-12-02,176,68
6363,Los Angeles,2020-12-02,10311,5023
6364,Madera,2020-12-02,116,100
6365,Marin,2020-12-02,70,32
6366,Mariposa,2020-12-02,5,3
6367,Mendocino,2020-12-02,34,27
6368,Merced,2020-12-02,245,136
6369,Modoc,2020-12-02,5,0
6370,Mono,2020-12-02,2,0
6371,Monterey,2020-12-02,501,229
6372,Napa,2020-12-02,82,174
6373,Nevada,2020-12-02,62,19
6374,Orange,2020-12-02,2106,1578
6376,Placer,2020-12-02,312,147
6377,Plumas,2020-12-02,12,17
6378,Riverside,2020-12-02,2699,1559
6379,Sacramento,2020-12-02,1041,368
6380,San Benito,2020-12-02,55,33
6381,San Bernardino,2020-12-02,3418,2713
6382,San Diego,2020-12-02,2258,1217
6383,San Francisco,2020-12-02,280,261
6384,San Joaquin,2020-12-02,793,308
6385,San Luis Obispo,2020-12-02,137,60
6386,San Mateo,2020-12-02,291,262
6387,Santa Barbara,2020-12-02,140,94
6388,Santa Clara,2020-12-02,1254,481
6389,Santa Cruz,2020-12-02,153,128
6390,Shasta,2020-12-02,129,111
6391,Sierra,2020-12-02,0,0
6392,Siskiyou,2020-12-02,11,16
6393,Solano,2020-12-02,249,97
6394,Sonoma,2020-12-02,196,144
6395,Stanislaus,2020-12-02,456,264
6396,Sutter,2020-12-02,141,66
6397,Tehama,2020-12-02,60,27
6398,Trinity,2020-12-02,5,0
6399,Tulare,2020-12-02,456,144
6400,Tuolumne,2020-12-02,37,24
6402,Ventura,2020-12-02,620,604
6403,Yolo,2020-12-02,133,125
6404,Yuba,2020-12-02,66,31
6405,Alameda,2020-12-01,808,280
6406,Alpine,2020-12-01,2,0
6407,Amador,2020-12-01,41,16
6408,Butte,2020-12-01,96,29
6409,Calaveras,2020-12-01,22,66
6411,Colusa,2020-12-01,27,10
6412,Contra Costa,2020-12-01,574,423
6413,Del Norte,2020-12-01,23,18
6414,El Dorado,2020-12-01,174,54
6415,Fresno,2020-12-01,1069,292
6416,Glenn,2020-12-01,31,35
6417,Humboldt,2020-12-01,50,16
6418,Imperial,2020-12-01,245,66
6419,Inyo,2020-12-01,5,0
6420,Kern,2020-12-01,747,404
6421,Kings,2020-12-01,147,69
6422,Lake,2020-12-01,31,30
6423,Lassen,2020-12-01,96,254
6424,Los Angeles,2020-12-01,10622,7064
6425,Madera,2020-12-01,172,60
6426,Marin,2020-12-01,43,23
6427,Mariposa,2020-12-01,7,5
6428,Mendocino,2020-12-01,26,15
6429,Merced,2020-12-01,285,119
6430,Modoc,2020-12-01,10,0
6431,Mono,2020-12-01,17,1
6432,Monterey,2020-12-01,426,-2
6433,Napa,2020-12-01,88,33
6434,Nevada,2020-12-01,87,64
6435,Orange,2020-12-01,2044,757
6437,Placer,2020-12-01,283,219
6438,Plumas,2020-12-01,10,9
6439,Riverside,2020-12-01,2886,808
6440,Sacramento,2020-12-01,1050,1132
6441,San Benito,2020-12-01,50,13
6442,San Bernardino,2020-12-01,3441,3150
6443,San Diego,2020-12-01,2352,1378
6444,San Francisco,2020-12-01,297,159
6445,San Joaquin,2020-12-01,701,690
6446,San Luis Obispo,2020-12-01,134,40
6447,San Mateo,2020-12-01,315,219
6448,Santa Barbara,2020-12-01,180,39
6449,Santa Clara,2020-12-01,1200,378
6450,Santa Cruz,2020-12-01,132,80
6451,Shasta,2020-12-01,145,144
6452,Sierra,2020-12-01,0,1
6453,Siskiyou,2020-12-01,9,3
6454,Solano,2020-12-01,250,212
6455,Sonoma,2020-12-01,234,259
6456,Stanislaus,2020-12-01,450,241
6457,Sutter,2020-12-01,155,108
6458,Tehama,2020-12-01,51,49
6459,Trinity,2020-12-01,5,3
6460,Tulare,2020-12-01,378,812
6461,Tuolumne,2020-12-01,45,25
6463,Ventura,2020-12-01,763,296
6464,Yolo,2020-12-01,108,34
6465,Yuba,2020-12-01,60,60
6466,Alameda,2020-11-30,792,54
6467,Alpine,2020-11-30,3,0
6468,Amador,2020-11-30,151,11
6469,Butte,2020-11-30,98,140
6470,Calaveras,2020-11-30,32,0
6472,Colusa,2020-11-30,27,14
6473,Contra Costa,2020-11-30,503,200
6474,Del Norte,2020-11-30,6,0
6475,El Dorado,2020-11-30,130,41
6476,Fresno,2020-11-30,926,144
6477,Glenn,2020-11-30,21,3
6478,Humboldt,2020-11-30,36,14
6479,Imperial,2020-11-30,219,74
6480,Inyo,2020-11-30,15,15
6481,Kern,2020-11-30,753,345
6482,Kings,2020-11-30,151,99
6483,Lake,2020-11-30,24,12
6484,Lassen,2020-11-30,122,0
6485,Los Angeles,2020-11-30,10397,5040
6486,Madera,2020-11-30,142,26
6487,Marin,2020-11-30,66,25
6488,Mariposa,2020-11-30,4,0
6489,Mendocino,2020-11-30,34,9
6490,Merced,2020-11-30,238,140
6491,Modoc,2020-11-30,4,8
6492,Mono,2020-11-30,25,4
6493,Monterey,2020-11-30,306,216
6494,Napa,2020-11-30,101,1
6495,Nevada,2020-11-30,81,36
6496,Orange,2020-11-30,2052,654
6498,Placer,2020-11-30,284,40
6499,Plumas,2020-11-30,5,1
6500,Riverside,2020-11-30,2309,339
6501,Sacramento,2020-11-30,1063,419
6502,San Benito,2020-11-30,43,15
6503,San Bernardino,2020-11-30,3233,652
6504,San Diego,2020-11-30,2399,959
6505,San Francisco,2020-11-30,280,67
6506,San Joaquin,2020-11-30,731,2
6507,San Luis Obispo,2020-11-30,120,79
6508,San Mateo,2020-11-30,284,99
6509,Santa Barbara,2020-11-30,154,52
6510,Santa Clara,2020-11-30,1195,785
6511,Santa Cruz,2020-11-30,150,68
6512,Shasta,2020-11-30,173,-2
6513,Sierra,2020-11-30,0,0
6514,Siskiyou,2020-11-30,21,15
6515,Solano,2020-11-30,222,-1
6516,Sonoma,2020-11-30,249,180
6517,Stanislaus,2020-11-30,496,409
6518,Sutter,2020-11-30,117,133
6519,Tehama,2020-11-30,45,14
6520,Trinity,2020-11-30,3,3
6521,Tulare,2020-11-30,360,40
6522,Tuolumne,2020-11-30,36,39
6524,Ventura,2020-11-30,690,356
6525,Yolo,2020-11-30,141,64
6526,Yuba,2020-11-30,55,69
6527,Alameda,2020-11-29,302,550
6528,Alpine,2020-11-29,0,0
6529,Amador,2020-11-29,77,12
6530,Butte,2020-11-29,55,114
6531,Calaveras,2020-11-29,4,0
6533,Colusa,2020-11-29,9,12
6534,Contra Costa,2020-11-29,333,367
6535,Del Norte,2020-11-29,10,11
6536,El Dorado,2020-11-29,68,32
6537,Fresno,2020-11-29,338,280
6538,Glenn,2020-11-29,10,26
6539,Humboldt,2020-11-29,30,12
6540,Imperial,2020-11-29,65,119
6541,Inyo,2020-11-29,8,0
6542,Kern,2020-11-29,358,341
6543,Kings,2020-11-29,63,177
6544,Lake,2020-11-29,15,7
6545,Lassen,2020-11-29,59,79
6546,Los Angeles,2020-11-29,4850,4968
6547,Madera,2020-11-29,99,65
6548,Marin,2020-11-29,28,43
6549,Mariposa,2020-11-29,3,3
6550,Mendocino,2020-11-29,31,15
6551,Merced,2020-11-29,100,85
6552,Modoc,2020-11-29,3,2
6553,Mono,2020-11-29,5,10
6554,Monterey,2020-11-29,163,293
6555,Napa,2020-11-29,47,57
6556,Nevada,2020-11-29,28,39
6557,Orange,2020-11-29,1068,1175
6559,Placer,2020-11-29,151,38
6560,Plumas,2020-11-29,7,3
6561,Riverside,2020-11-29,1319,529
6562,Sacramento,2020-11-29,576,510
6563,San Benito,2020-11-29,44,25
6564,San Bernardino,2020-11-29,1247,869
6565,San Diego,2020-11-29,1253,1066
6566,San Francisco,2020-11-29,177,121
6567,San Joaquin,2020-11-29,185,-2
6568,San Luis Obispo,2020-11-29,71,39
6569,San Mateo,2020-11-29,113,137
6570,Santa Barbara,2020-11-29,101,39
6571,Santa Clara,2020-11-29,741,533
6572,Santa Cruz,2020-11-29,75,64
6573,Shasta,2020-11-29,79,53
6574,Sierra,2020-11-29,0,0
6575,Siskiyou,2020-11-29,9,32
6576,Solano,2020-11-29,116,141
6577,Sonoma,2020-11-29,103,44
6578,Stanislaus,2020-11-29,231,127
6579,Sutter,2020-11-29,84,53
6580,Tehama,2020-11-29,15,32
6581,Trinity,2020-11-29,2,2
6582,Tulare,2020-11-29,187,92
6583,Tuolumne,2020-11-29,21,12
6585,Ventura,2020-11-29,296,442
6586,Yolo,2020-11-29,73,91
6587,Yuba,2020-11-29,51,47
6588,Alameda,2020-11-28,433,304
6589,Alpine,2020-11-28,0,0
6590,Amador,2020-11-28,47,38
6591,Butte,2020-11-28,39,0
6592,Calaveras,2020-11-28,8,0
6594,Colusa,2020-11-28,17,17
6595,Contra Costa,2020-11-28,254,335
6596,Del Norte,2020-11-28,6,21
6597,El Dorado,2020-11-28,72,177
6598,Fresno,2020-11-28,399,294
6599,Glenn,2020-11-28,11,34
6600,Humboldt,2020-11-28,15,49
6601,Imperial,2020-11-28,64,59
6602,Inyo,2020-11-28,6,0
6603,Kern,2020-11-28,421,548
6604,Kings,2020-11-28,88,403
6605,Lake,2020-11-28,37,11
6606,Lassen,2020-11-28,2,0
6607,Los Angeles,2020-11-28,6449,3454
6608,Madera,2020-11-28,73,69
6609,Marin,2020-11-28,44,36
6610,Mariposa,2020-11-28,2,2
6611,Mendocino,2020-11-28,15,71
6612,Merced,2020-11-28,107,138
6613,Modoc,2020-11-28,1,3
6614,Mono,2020-11-28,3,7
6615,Monterey,2020-11-28,167,575
6616,Napa,2020-11-28,38,45
6617,Nevada,2020-11-28,29,88
6618,Orange,2020-11-28,1246,1731
6620,Placer,2020-11-28,158,214
6621,Plumas,2020-11-28,3,0
6622,Riverside,2020-11-28,1558,1085
6623,Sacramento,2020-11-28,611,326
6624,San Benito,2020-11-28,34,30
6625,San Bernardino,2020-11-28,1383,929
6626,San Diego,2020-11-28,1193,1859
6627,San Francisco,2020-11-28,154,73
6628,San Joaquin,2020-11-28,214,1
6629,San Luis Obispo,2020-11-28,85,67
6630,San Mateo,2020-11-28,202,168
6631,Santa Barbara,2020-11-28,93,141
6632,Santa Clara,2020-11-28,674,766
6633,Santa Cruz,2020-11-28,69,68
6634,Shasta,2020-11-28,78,172
6635,Sierra,2020-11-28,1,0
6636,Siskiyou,2020-11-28,11,4
6637,Solano,2020-11-28,114,208
6638,Sonoma,2020-11-28,131,84
6639,Stanislaus,2020-11-28,228,389
6640,Sutter,2020-11-28,66,143
6641,Tehama,2020-11-28,28,29
6642,Trinity,2020-11-28,4,6
6643,Tulare,2020-11-28,185,67
6644,Tuolumne,2020-11-28,32,95
6646,Ventura,2020-11-28,315,131
6647,Yolo,2020-11-28,52,2
6648,Yuba,2020-11-28,29,48
6649,Alameda,2020-11-27,409,267
6650,Alpine,2020-11-27,0,0
6651,Amador,2020-11-27,8,10
6652,Butte,2020-11-27,62,0
6653,Calaveras,2020-11-27,28,0
6655,Colusa,2020-11-27,14,0
6656,Contra Costa,2020-11-27,330,-5
6657,Del Norte,2020-11-27,11,0
6658,El Dorado,2020-11-27,81,21
6659,Fresno,2020-11-27,398,270
6660,Glenn,2020-11-27,16,-1
6661,Humboldt,2020-11-27,24,0
6662,Imperial,2020-11-27,107,238
6663,Inyo,2020-11-27,1,0
6664,Kern,2020-11-27,437,584
6665,Kings,2020-11-27,51,192
6666,Lake,2020-11-27,13,19
6667,Lassen,2020-11-27,5,0
6668,Los Angeles,2020-11-27,5080,4400
6669,Madera,2020-11-27,74,47
6670,Marin,2020-11-27,37,50
6671,Mariposa,2020-11-27,5,2
6672,Mendocino,2020-11-27,14,0
6673,Merced,2020-11-27,141,110
6674,Modoc,2020-11-27,2,0
6675,Mono,2020-11-27,6,13
6676,Monterey,2020-11-27,235,3
6677,Napa,2020-11-27,65,0
6678,Nevada,2020-11-27,45,0
6679,Orange,2020-11-27,1291,887
6681,Placer,2020-11-27,154,5
6682,Plumas,2020-11-27,8,0
6683,Riverside,2020-11-27,1545,-5
6684,Sacramento,2020-11-27,633,725
6685,San Benito,2020-11-27,27,36
6686,San Bernardino,2020-11-27,1488,527
6687,San Diego,2020-11-27,1613,1802
6688,San Francisco,2020-11-27,137,221
6689,San Joaquin,2020-11-27,246,3
6690,San Luis Obispo,2020-11-27,92,75
6691,San Mateo,2020-11-27,160,157
6692,Santa Barbara,2020-11-27,81,63
6693,Santa Clara,2020-11-27,632,524
6694,Santa Cruz,2020-11-27,124,89
6695,Shasta,2020-11-27,84,-2
6696,Sierra,2020-11-27,0,1
6697,Siskiyou,2020-11-27,11,28
6698,Solano,2020-11-27,141,103
6699,Sonoma,2020-11-27,147,2
6700,Stanislaus,2020-11-27,226,-1
6701,Sutter,2020-11-27,94,0
6702,Tehama,2020-11-27,45,37
6703,Trinity,2020-11-27,4,12
6704,Tulare,2020-11-27,233,-15
6705,Tuolumne,2020-11-27,28,10
6707,Ventura,2020-11-27,490,321
6708,Yolo,2020-11-27,84,171
6709,Yuba,2020-11-27,58,-1
6710,Alameda,2020-11-26,214,419
6711,Alpine,2020-11-26,0,0
6712,Amador,2020-11-26,10,4
6713,Butte,2020-11-26,25,46
6714,Calaveras,2020-11-26,3,3
6716,Colusa,2020-11-26,17,1
6717,Contra Costa,2020-11-26,154,161
6718,Del Norte,2020-11-26,1,3
6719,El Dorado,2020-11-26,35,63
6720,Fresno,2020-11-26,230,375
6721,Glenn,2020-11-26,14,1
6722,Humboldt,2020-11-26,7,18
6723,Imperial,2020-11-26,69,82
6724,Inyo,2020-11-26,2,0
6725,Kern,2020-11-26,152,245
6726,Kings,2020-11-26,36,58
6727,Lake,2020-11-26,17,12
6728,Lassen,2020-11-26,27,13
6729,Los Angeles,2020-11-26,2914,4421
6730,Madera,2020-11-26,22,14
6731,Marin,2020-11-26,27,9
6732,Mariposa,2020-11-26,1,2
6733,Mendocino,2020-11-26,19,14
6734,Merced,2020-11-26,58,94
6735,Modoc,2020-11-26,0,4
6736,Mono,2020-11-26,2,-2
6737,Monterey,2020-11-26,115,55
6738,Napa,2020-11-26,33,43
6739,Nevada,2020-11-26,18,14
6740,Orange,2020-11-26,647,1250
6742,Placer,2020-11-26,62,57
6743,Plumas,2020-11-26,5,5
6744,Riverside,2020-11-26,500,697
6745,Sacramento,2020-11-26,333,167
6746,San Benito,2020-11-26,22,5
6747,San Bernardino,2020-11-26,698,1258
6748,San Diego,2020-11-26,654,1052
6749,San Francisco,2020-11-26,105,103
6750,San Joaquin,2020-11-26,119,182
6751,San Luis Obispo,2020-11-26,41,51
6752,San Mateo,2020-11-26,51,101
6753,Santa Barbara,2020-11-26,50,94
6754,Santa Clara,2020-11-26,435,379
6755,Santa Cruz,2020-11-26,50,67
6756,Shasta,2020-11-26,45,124
6757,Sierra,2020-11-26,0,0
6758,Siskiyou,2020-11-26,8,27
6759,Solano,2020-11-26,104,109
6760,Sonoma,2020-11-26,56,147
6761,Stanislaus,2020-11-26,126,164
6762,Sutter,2020-11-26,44,37
6763,Tehama,2020-11-26,9,25
6764,Trinity,2020-11-26,2,4
6765,Tulare,2020-11-26,90,121
6766,Tuolumne,2020-11-26,17,29
6768,Ventura,2020-11-26,90,144
6769,Yolo,2020-11-26,34,39
6770,Yuba,2020-11-26,25,25
6771,Alameda,2020-11-25,477,348
6772,Alpine,2020-11-25,0,0
6773,Amador,2020-11-25,25,14
6774,Butte,2020-11-25,84,50
6775,Calaveras,2020-11-25,7,9
6777,Colusa,2020-11-25,17,11
6778,Contra Costa,2020-11-25,351,235
6779,Del Norte,2020-11-25,10,6
6780,El Dorado,2020-11-25,105,149
6781,Fresno,2020-11-25,396,328
6782,Glenn,2020-11-25,16,8
6783,Humboldt,2020-11-25,23,3
6784,Imperial,2020-11-25,90,40
6785,Inyo,2020-11-25,1,7
6786,Kern,2020-11-25,471,327
6787,Kings,2020-11-25,268,79
6788,Lake,2020-11-25,15,6
6789,Lassen,2020-11-25,22,44
6790,Los Angeles,2020-11-25,6287,3911
6791,Madera,2020-11-25,83,108
6792,Marin,2020-11-25,48,10
6793,Mariposa,2020-11-25,9,0
6794,Mendocino,2020-11-25,22,27
6795,Merced,2020-11-25,191,78
6796,Modoc,2020-11-25,4,5
6797,Mono,2020-11-25,2,4
6798,Monterey,2020-11-25,258,341
6799,Napa,2020-11-25,65,41
6800,Nevada,2020-11-25,63,14
6801,Orange,2020-11-25,1421,1039
6803,Placer,2020-11-25,164,74
6804,Plumas,2020-11-25,3,3
6805,Riverside,2020-11-25,1701,1392
6806,Sacramento,2020-11-25,681,590
6807,San Benito,2020-11-25,32,24
6808,San Bernardino,2020-11-25,2309,1824
6809,San Diego,2020-11-25,1417,944
6810,San Francisco,2020-11-25,198,179
6811,San Joaquin,2020-11-25,310,238
6812,San Luis Obispo,2020-11-25,65,108
6813,San Mateo,2020-11-25,153,56
6814,Santa Barbara,2020-11-25,106,29
6815,Santa Clara,2020-11-25,789,468
6816,Santa Cruz,2020-11-25,111,70
6817,Shasta,2020-11-25,103,178
6818,Sierra,2020-11-25,0,0
6819,Siskiyou,2020-11-25,14,26
6820,Solano,2020-11-25,171,116
6821,Sonoma,2020-11-25,182,131
6822,Stanislaus,2020-11-25,242,192
6823,Sutter,2020-11-25,107,90
6824,Tehama,2020-11-25,51,22
6825,Trinity,2020-11-25,5,6
6826,Tulare,2020-11-25,243,209
6827,Tuolumne,2020-11-25,29,10
6829,Ventura,2020-11-25,375,277
6830,Yolo,2020-11-25,83,107
6831,Yuba,2020-11-25,52,36
6832,Alameda,2020-11-24,414,312
6833,Alpine,2020-11-24,2,0
6834,Amador,2020-11-24,41,13
6835,Butte,2020-11-24,61,33
6836,Calaveras,2020-11-24,16,32
6838,Colusa,2020-11-24,14,20
6839,Contra Costa,2020-11-24,272,398
6840,Del Norte,2020-11-24,22,2
6841,El Dorado,2020-11-24,120,0
6842,Fresno,2020-11-24,459,333
6843,Glenn,2020-11-24,26,30
6844,Humboldt,2020-11-24,12,28
6845,Imperial,2020-11-24,176,496
6846,Inyo,2020-11-24,7,3
6847,Kern,2020-11-24,507,306
6848,Kings,2020-11-24,416,134
6849,Lake,2020-11-24,24,32
6850,Lassen,2020-11-24,92,386
6851,Los Angeles,2020-11-24,6028,3634
6852,Madera,2020-11-24,125,94
6853,Marin,2020-11-24,41,48
6854,Mariposa,2020-11-24,1,17
6855,Mendocino,2020-11-24,29,16
6856,Merced,2020-11-24,186,120
6857,Modoc,2020-11-24,14,0
6858,Mono,2020-11-24,17,3
6859,Monterey,2020-11-24,276,89
6860,Napa,2020-11-24,66,93
6861,Nevada,2020-11-24,89,69
6862,Orange,2020-11-24,1358,901
6864,Placer,2020-11-24,141,148
6865,Plumas,2020-11-24,2,8
6866,Riverside,2020-11-24,1749,1510
6867,Sacramento,2020-11-24,556,956
6868,San Benito,2020-11-24,28,11
6869,San Bernardino,2020-11-24,2101,2258
6870,San Diego,2020-11-24,1463,1546
6871,San Francisco,2020-11-24,161,228
6872,San Joaquin,2020-11-24,338,696
6873,San Luis Obispo,2020-11-24,82,33
6874,San Mateo,2020-11-24,195,194
6875,Santa Barbara,2020-11-24,107,210
6876,Santa Clara,2020-11-24,653,500
6877,Santa Cruz,2020-11-24,112,129
6878,Shasta,2020-11-24,117,310
6879,Sierra,2020-11-24,1,0
6880,Siskiyou,2020-11-24,27,13
6881,Solano,2020-11-24,156,322
6882,Sonoma,2020-11-24,165,137
6883,Stanislaus,2020-11-24,292,343
6884,Sutter,2020-11-24,138,134
6885,Tehama,2020-11-24,49,39
6886,Trinity,2020-11-24,6,9
6887,Tulare,2020-11-24,283,501
6888,Tuolumne,2020-11-24,40,58
6890,Ventura,2020-11-24,367,157
6891,Yolo,2020-11-24,77,155
6892,Yuba,2020-11-24,67,102
6893,Alameda,2020-11-23,437,246
6894,Alpine,2020-11-23,3,0
6895,Amador,2020-11-23,12,7
6896,Butte,2020-11-23,51,53
6897,Calaveras,2020-11-23,12,0
6899,Colusa,2020-11-23,18,20
6900,Contra Costa,2020-11-23,305,267
6901,Del Norte,2020-11-23,24,25
6902,El Dorado,2020-11-23,109,88
6903,Fresno,2020-11-23,478,373
6904,Glenn,2020-11-23,20,21
6905,Humboldt,2020-11-23,27,17
6906,Imperial,2020-11-23,195,-5
6907,Inyo,2020-11-23,7,0
6908,Kern,2020-11-23,568,341
6909,Kings,2020-11-23,101,169
6910,Lake,2020-11-23,22,6
6911,Lassen,2020-11-23,177,60
6912,Los Angeles,2020-11-23,6238,6033
6913,Madera,2020-11-23,80,42
6914,Marin,2020-11-23,34,37
6915,Mariposa,2020-11-23,1,2
6916,Mendocino,2020-11-23,24,45
6917,Merced,2020-11-23,149,209
6918,Modoc,2020-11-23,1,4
6919,Mono,2020-11-23,18,-1
6920,Monterey,2020-11-23,239,378
6921,Napa,2020-11-23,81,33
6922,Nevada,2020-11-23,57,35
6923,Orange,2020-11-23,1354,1161
6925,Placer,2020-11-23,201,119
6926,Plumas,2020-11-23,11,0
6927,Riverside,2020-11-23,1574,610
6928,Sacramento,2020-11-23,726,720
6929,San Benito,2020-11-23,30,25
6930,San Bernardino,2020-11-23,2264,882
6931,San Diego,2020-11-23,1735,1168
6932,San Francisco,2020-11-23,172,131
6933,San Joaquin,2020-11-23,292,3
6934,San Luis Obispo,2020-11-23,102,108
6935,San Mateo,2020-11-23,187,136
6936,Santa Barbara,2020-11-23,134,-2
6937,Santa Clara,2020-11-23,679,431
6938,Santa Cruz,2020-11-23,82,107
6939,Shasta,2020-11-23,156,0
6940,Sierra,2020-11-23,0,2
6941,Siskiyou,2020-11-23,29,49
6942,Solano,2020-11-23,169,31
6943,Sonoma,2020-11-23,162,92
6944,Stanislaus,2020-11-23,324,264
6945,Sutter,2020-11-23,117,163
6946,Tehama,2020-11-23,32,69
6947,Trinity,2020-11-23,4,6
6948,Tulare,2020-11-23,249,0
6949,Tuolumne,2020-11-23,29,85
6951,Ventura,2020-11-23,359,375
6952,Yolo,2020-11-23,101,59
6953,Yuba,2020-11-23,53,30
6954,Alameda,2020-11-22,186,48
6955,Alpine,2020-11-22,0,0
6956,Amador,2020-11-22,14,0
6957,Butte,2020-11-22,48,48
6958,Calaveras,2020-11-22,6,0
6960,Colusa,2020-11-22,9,0
6961,Contra Costa,2020-11-22,153,69
6962,Del Norte,2020-11-22,5,0
6963,El Dorado,2020-11-22,49,17
6964,Fresno,2020-11-22,257,342
6965,Glenn,2020-11-22,4,3
6966,Humboldt,2020-11-22,12,1
6967,Imperial,2020-11-22,77,56
6968,Inyo,2020-11-22,2,-4
6969,Kern,2020-11-22,251,501
6970,Kings,2020-11-22,46,16
6971,Lake,2020-11-22,13,2
6972,Lassen,2020-11-22,59,0
6973,Los Angeles,2020-11-22,3108,2587
6974,Madera,2020-11-22,37,39
6975,Marin,2020-11-22,23,18
6976,Mariposa,2020-11-22,0,3
6977,Mendocino,2020-11-22,30,3
6978,Merced,2020-11-22,64,90
6979,Modoc,2020-11-22,4,0
6980,Mono,2020-11-22,3,12
6981,Monterey,2020-11-22,98,1
6982,Napa,2020-11-22,33,21
6983,Nevada,2020-11-22,12,34
6984,Orange,2020-11-22,767,892
6986,Placer,2020-11-22,103,102
6987,Plumas,2020-11-22,5,0
6988,Riverside,2020-11-22,761,889
6989,Sacramento,2020-11-22,398,288
6990,San Benito,2020-11-22,19,13
6991,San Bernardino,2020-11-22,801,299
6992,San Diego,2020-11-22,777,938
6993,San Francisco,2020-11-22,102,70
6994,San Joaquin,2020-11-22,129,-1
6995,San Luis Obispo,2020-11-22,53,46
6996,San Mateo,2020-11-22,58,90
6997,Santa Barbara,2020-11-22,51,24
6998,Santa Clara,2020-11-22,381,256
6999,Santa Cruz,2020-11-22,56,-2
7000,Shasta,2020-11-22,71,5
7001,Sierra,2020-11-22,0,0
7002,Siskiyou,2020-11-22,16,8
7003,Solano,2020-11-22,90,73
7004,Sonoma,2020-11-22,71,21
7005,Stanislaus,2020-11-22,144,112
7006,Sutter,2020-11-22,60,62
7007,Tehama,2020-11-22,21,22
7008,Trinity,2020-11-22,3,4
7009,Tulare,2020-11-22,124,66
7010,Tuolumne,2020-11-22,20,-1
7012,Ventura,2020-11-22,162,65
7013,Yolo,2020-11-22,74,59
7014,Yuba,2020-11-22,32,29
7015,Alameda,2020-11-21,216,203
7016,Alpine,2020-11-21,0,21
7017,Amador,2020-11-21,4,4
7018,Butte,2020-11-21,33,46
7019,Calaveras,2020-11-21,12,10
7021,Colusa,2020-11-21,8,11
7022,Contra Costa,2020-11-21,183,222
7023,Del Norte,2020-11-21,4,7
7024,El Dorado,2020-11-21,97,32
7025,Fresno,2020-11-21,294,338
7026,Glenn,2020-11-21,12,3
7027,Humboldt,2020-11-21,8,14
7028,Imperial,2020-11-21,62,189
7029,Inyo,2020-11-21,2,21
7030,Kern,2020-11-21,290,260
7031,Kings,2020-11-21,46,116
7032,Lake,2020-11-21,9,12
7033,Lassen,2020-11-21,75,-1
