,county,date,cases,reported_cases
13002,El Dorado,2020-08-15,8,11
13003,Fresno,2020-08-15,130,703
13004,Glenn,2020-08-15,2,3
13005,Humboldt,2020-08-15,4,7
13006,Imperial,2020-08-15,23,38
13007,Inyo,2020-08-15,2,8
13008,Kern,2020-08-15,101,445
13009,Kings,2020-08-15,14,86
13010,Lake,2020-08-15,9,1
13011,Lassen,2020-08-15,0,1
13012,Los Angeles,2020-08-15,1139,1960
13013,Madera,2020-08-15,30,74
13014,Marin,2020-08-15,11,27
13015,Mariposa,2020-08-15,1,0
13016,Mendocino,2020-08-15,9,12
13017,Merced,2020-08-15,30,190
13018,Modoc,2020-08-15,0,0
13019,Mono,2020-08-15,0,0
13020,Monterey,2020-08-15,52,41
13021,Napa,2020-08-15,10,2
13022,Nevada,2020-08-15,4,-1
13023,Orange,2020-08-15,150,412
13025,Placer,2020-08-15,19,5
13026,Plumas,2020-08-15,1,0
13027,Riverside,2020-08-15,229,264
13028,Sacramento,2020-08-15,151,373
13029,San Benito,2020-08-15,17,22
13030,San Bernardino,2020-08-15,184,789
13031,San Diego,2020-08-15,193,279
13032,San Francisco,2020-08-15,59,134
13033,San Joaquin,2020-08-15,98,188
13034,San Luis Obispo,2020-08-15,14,39
13035,San Mateo,2020-08-15,55,205
13036,Santa Barbara,2020-08-15,50,36
13037,Santa Clara,2020-08-15,163,320
13038,Santa Cruz,2020-08-15,23,31
13039,Shasta,2020-08-15,5,12
13040,Sierra,2020-08-15,0,1
13041,Siskiyou,2020-08-15,0,2
13042,Solano,2020-08-15,20,56
13043,Sonoma,2020-08-15,61,47
13044,Stanislaus,2020-08-15,79,162
13045,Sutter,2020-08-15,8,7
13046,Tehama,2020-08-15,4,7
13047,Trinity,2020-08-15,0,0
13048,Tulare,2020-08-15,76,253
13049,Tuolumne,2020-08-15,1,0
13051,Ventura,2020-08-15,75,66
13052,Yolo,2020-08-15,13,40
13053,Yuba,2020-08-15,16,17
13054,Alameda,2020-08-14,280,524
13055,Alpine,2020-08-14,0,0
13056,Amador,2020-08-14,0,11
13057,Butte,2020-08-14,23,39
13058,Calaveras,2020-08-14,2,3
13060,Colusa,2020-08-14,0,4
13061,Contra Costa,2020-08-14,153,348
13062,Del Norte,2020-08-14,1,2
13063,El Dorado,2020-08-14,5,24
13064,Fresno,2020-08-14,212,743
13065,Glenn,2020-08-14,4,3
13066,Humboldt,2020-08-14,8,13
13067,Imperial,2020-08-14,32,116
13068,Inyo,2020-08-14,4,18
13069,Kern,2020-08-14,163,421
13070,Kings,2020-08-14,35,129
13071,Lake,2020-08-14,5,4
13072,Lassen,2020-08-14,0,13
13073,Los Angeles,2020-08-14,1486,2586
13074,Madera,2020-08-14,44,201
13075,Marin,2020-08-14,16,98
13076,Mariposa,2020-08-14,1,0
13077,Mendocino,2020-08-14,5,31
13078,Merced,2020-08-14,120,521
13079,Modoc,2020-08-14,0,0
13080,Mono,2020-08-14,0,2
13081,Monterey,2020-08-14,83,196
13082,Napa,2020-08-14,9,51
13083,Nevada,2020-08-14,4,15
13084,Orange,2020-08-14,238,380
13086,Placer,2020-08-14,20,86
13087,Plumas,2020-08-14,0,1
13088,Riverside,2020-08-14,294,1129
13089,Sacramento,2020-08-14,200,408
13090,San Benito,2020-08-14,29,26
13091,San Bernardino,2020-08-14,401,1047
13092,San Diego,2020-08-14,236,406
13093,San Francisco,2020-08-14,94,190
13094,San Joaquin,2020-08-14,156,388
13095,San Luis Obispo,2020-08-14,22,139
13096,San Mateo,2020-08-14,79,152
13097,Santa Barbara,2020-08-14,45,173
13098,Santa Clara,2020-08-14,222,528
13099,Santa Cruz,2020-08-14,24,35
13100,Shasta,2020-08-14,4,18
13101,Sierra,2020-08-14,0,0
13102,Siskiyou,2020-08-14,0,3
13103,Solano,2020-08-14,37,116
13104,Sonoma,2020-08-14,74,185
13105,Stanislaus,2020-08-14,132,426
13106,Sutter,2020-08-14,21,47
13107,Tehama,2020-08-14,10,3
13108,Trinity,2020-08-14,0,0
13109,Tulare,2020-08-14,143,317
13110,Tuolumne,2020-08-14,1,3
13112,Ventura,2020-08-14,89,199
13113,Yolo,2020-08-14,27,53
13114,Yuba,2020-08-14,16,38
13115,Alameda,2020-08-13,207,171
13116,Alpine,2020-08-13,0,0
13117,Amador,2020-08-13,3,1
13118,Butte,2020-08-13,28,28
13119,Calaveras,2020-08-13,3,5
13121,Colusa,2020-08-13,5,1
13122,Contra Costa,2020-08-13,146,241
13123,Del Norte,2020-08-13,1,0
13124,El Dorado,2020-08-13,18,9
13125,Fresno,2020-08-13,218,467
13126,Glenn,2020-08-13,3,4
13127,Humboldt,2020-08-13,6,0
13128,Imperial,2020-08-13,23,74
13129,Inyo,2020-08-13,17,0
13130,Kern,2020-08-13,190,281
13131,Kings,2020-08-13,39,88
13132,Lake,2020-08-13,2,10
13133,Lassen,2020-08-13,1,1
13134,Los Angeles,2020-08-13,1559,1955
13135,Madera,2020-08-13,34,-6
13136,Marin,2020-08-13,22,80
13137,Mariposa,2020-08-13,0,0
13138,Mendocino,2020-08-13,17,15
13139,Merced,2020-08-13,62,168
13140,Modoc,2020-08-13,0,0
13141,Mono,2020-08-13,1,0
13142,Monterey,2020-08-13,104,6
13143,Napa,2020-08-13,9,18
13144,Nevada,2020-08-13,6,5
13145,Orange,2020-08-13,250,443
13147,Placer,2020-08-13,34,43
13148,Plumas,2020-08-13,0,1
13149,Riverside,2020-08-13,352,580
13150,Sacramento,2020-08-13,216,709
13151,San Benito,2020-08-13,14,6
13152,San Bernardino,2020-08-13,340,584
13153,San Diego,2020-08-13,209,266
13154,San Francisco,2020-08-13,84,83
13155,San Joaquin,2020-08-13,140,383
13156,San Luis Obispo,2020-08-13,25,20
13157,San Mateo,2020-08-13,90,76
13158,Santa Barbara,2020-08-13,60,80
13159,Santa Clara,2020-08-13,174,255
13160,Santa Cruz,2020-08-13,30,1
13161,Shasta,2020-08-13,5,11
13162,Sierra,2020-08-13,1,1
13163,Siskiyou,2020-08-13,1,5
13164,Solano,2020-08-13,46,47
13165,Sonoma,2020-08-13,78,55
13166,Stanislaus,2020-08-13,139,271
13167,Sutter,2020-08-13,24,5
13168,Tehama,2020-08-13,9,13
13169,Trinity,2020-08-13,0,0
13170,Tulare,2020-08-13,128,232
13171,Tuolumne,2020-08-13,1,2
13173,Ventura,2020-08-13,87,109
13174,Yolo,2020-08-13,23,17
13175,Yuba,2020-08-13,22,19
13176,Alameda,2020-08-12,253,254
13177,Alpine,2020-08-12,0,0
13178,Amador,2020-08-12,6,10
13179,Butte,2020-08-12,27,21
13180,Calaveras,2020-08-12,2,-4
13182,Colusa,2020-08-12,5,4
13183,Contra Costa,2020-08-12,189,292
13184,Del Norte,2020-08-12,1,1
13185,El Dorado,2020-08-12,7,8
13186,Fresno,2020-08-12,306,346
13187,Glenn,2020-08-12,2,8
13188,Humboldt,2020-08-12,5,-2
13189,Imperial,2020-08-12,54,48
13190,Inyo,2020-08-12,5,0
13191,Kern,2020-08-12,325,149
13192,Kings,2020-08-12,185,40
13193,Lake,2020-08-12,3,10
13194,Lassen,2020-08-12,6,46
13195,Los Angeles,2020-08-12,1699,2121
13196,Madera,2020-08-12,54,8
13197,Marin,2020-08-12,31,136
13198,Mariposa,2020-08-12,1,1
13199,Mendocino,2020-08-12,9,1
13200,Merced,2020-08-12,94,455
13201,Modoc,2020-08-12,0,0
13202,Mono,2020-08-12,0,0
13203,Monterey,2020-08-12,108,295
13204,Napa,2020-08-12,12,18
13205,Nevada,2020-08-12,3,-1
13206,Orange,2020-08-12,217,371
13208,Placer,2020-08-12,31,24
13209,Plumas,2020-08-12,0,0
13210,Riverside,2020-08-12,360,510
13211,Sacramento,2020-08-12,287,230
13212,San Benito,2020-08-12,12,1
13213,San Bernardino,2020-08-12,344,344
13214,San Diego,2020-08-12,267,236
13215,San Francisco,2020-08-12,97,206
13216,San Joaquin,2020-08-12,176,157
13217,San Luis Obispo,2020-08-12,57,29
13218,San Mateo,2020-08-12,100,88
13219,Santa Barbara,2020-08-12,50,107
13220,Santa Clara,2020-08-12,221,82
13221,Santa Cruz,2020-08-12,22,30
13222,Shasta,2020-08-12,4,1
13223,Sierra,2020-08-12,0,0
13224,Siskiyou,2020-08-12,0,0
13225,Solano,2020-08-12,48,52
13226,Sonoma,2020-08-12,93,95
13227,Stanislaus,2020-08-12,104,90
13228,Sutter,2020-08-12,22,23
13229,Tehama,2020-08-12,3,0
13230,Trinity,2020-08-12,0,1
13231,Tulare,2020-08-12,125,68
13232,Tuolumne,2020-08-12,4,4
13234,Ventura,2020-08-12,66,52
13235,Yolo,2020-08-12,22,9
13236,Yuba,2020-08-12,11,9
13237,Alameda,2020-08-11,226,540
13238,Alpine,2020-08-11,0,0
13239,Amador,2020-08-11,1,15
13240,Butte,2020-08-11,24,122
13241,Calaveras,2020-08-11,12,40
13243,Colusa,2020-08-11,2,3
13244,Contra Costa,2020-08-11,153,558
13245,Del Norte,2020-08-11,2,4
13246,El Dorado,2020-08-11,12,15
13247,Fresno,2020-08-11,263,366
13248,Glenn,2020-08-11,3,-1
13249,Humboldt,2020-08-11,5,6
13250,Imperial,2020-08-11,44,53
13251,Inyo,2020-08-11,0,0
13252,Kern,2020-08-11,222,543
13253,Kings,2020-08-11,106,108
13254,Lake,2020-08-11,7,4
13255,Lassen,2020-08-11,0,17
13256,Los Angeles,2020-08-11,1716,1386
13257,Madera,2020-08-11,33,308
13258,Marin,2020-08-11,40,45
13259,Mariposa,2020-08-11,0,3
13260,Mendocino,2020-08-11,20,21
13261,Merced,2020-08-11,79,409
13262,Modoc,2020-08-11,0,0
13263,Mono,2020-08-11,0,1
13264,Monterey,2020-08-11,110,266
13265,Napa,2020-08-11,17,59
13266,Nevada,2020-08-11,8,2
13267,Orange,2020-08-11,271,760
13269,Placer,2020-08-11,38,95
13270,Plumas,2020-08-11,0,4
13271,Riverside,2020-08-11,386,941
13272,Sacramento,2020-08-11,312,239
13273,San Benito,2020-08-11,13,7
13274,San Bernardino,2020-08-11,377,1100
13275,San Diego,2020-08-11,266,182
13276,San Francisco,2020-08-11,92,172
13277,San Joaquin,2020-08-11,179,689
13278,San Luis Obispo,2020-08-11,99,26
13279,San Mateo,2020-08-11,98,117
13280,Santa Barbara,2020-08-11,55,73
13281,Santa Clara,2020-08-11,259,305
13282,Santa Cruz,2020-08-11,19,113
13283,Shasta,2020-08-11,4,32
13284,Sierra,2020-08-11,0,1
13285,Siskiyou,2020-08-11,3,2
13286,Solano,2020-08-11,62,105
13287,Sonoma,2020-08-11,169,112
13288,Stanislaus,2020-08-11,182,737
13289,Sutter,2020-08-11,25,99
13290,Tehama,2020-08-11,7,7
13291,Trinity,2020-08-11,2,0
13292,Tulare,2020-08-11,173,642
13293,Tuolumne,2020-08-11,0,3
13295,Ventura,2020-08-11,84,102
13296,Yolo,2020-08-11,22,72
13297,Yuba,2020-08-11,17,13
13298,Alameda,2020-08-10,280,179
13299,Alpine,2020-08-10,0,0
13300,Amador,2020-08-10,5,19
13301,Butte,2020-08-10,44,19
13302,Calaveras,2020-08-10,5,-1
13304,Colusa,2020-08-10,4,16
13305,Contra Costa,2020-08-10,226,240
13306,Del Norte,2020-08-10,0,0
13307,El Dorado,2020-08-10,8,23
13308,Fresno,2020-08-10,289,132
13309,Glenn,2020-08-10,2,27
13310,Humboldt,2020-08-10,6,-2
13311,Imperial,2020-08-10,40,155
13312,Inyo,2020-08-10,5,11
13313,Kern,2020-08-10,247,819
13314,Kings,2020-08-10,43,142
13315,Lake,2020-08-10,7,14
13316,Lassen,2020-08-10,6,-1
13317,Los Angeles,2020-08-10,2121,2225
13318,Madera,2020-08-10,59,43
13319,Marin,2020-08-10,43,38
13320,Mariposa,2020-08-10,2,1
13321,Mendocino,2020-08-10,10,81
13322,Merced,2020-08-10,103,178
13323,Modoc,2020-08-10,0,1
13324,Mono,2020-08-10,1,10
13325,Monterey,2020-08-10,124,159
13326,Napa,2020-08-10,19,22
13327,Nevada,2020-08-10,8,24
13328,Orange,2020-08-10,295,1201
13330,Placer,2020-08-10,28,87
13331,Plumas,2020-08-10,0,0
13332,Riverside,2020-08-10,346,1402
13333,Sacramento,2020-08-10,280,758
13334,San Benito,2020-08-10,19,56
13335,San Bernardino,2020-08-10,476,1275
13336,San Diego,2020-08-10,288,228
13337,San Francisco,2020-08-10,115,-4
13338,San Joaquin,2020-08-10,201,375
13339,San Luis Obispo,2020-08-10,36,84
13340,San Mateo,2020-08-10,109,128
13341,Santa Barbara,2020-08-10,87,200
13342,Santa Clara,2020-08-10,273,737
13343,Santa Cruz,2020-08-10,24,-7
13344,Shasta,2020-08-10,4,23
13345,Sierra,2020-08-10,0,0
13346,Siskiyou,2020-08-10,1,14
13347,Solano,2020-08-10,55,147
13348,Sonoma,2020-08-10,141,109
13349,Stanislaus,2020-08-10,209,591
13350,Sutter,2020-08-10,34,8
13351,Tehama,2020-08-10,10,17
13352,Trinity,2020-08-10,0,0
13353,Tulare,2020-08-10,192,120
13354,Tuolumne,2020-08-10,2,0
13356,Ventura,2020-08-10,146,218
13357,Yolo,2020-08-10,32,75
13358,Yuba,2020-08-10,20,85
13359,Alameda,2020-08-09,109,154
13360,Alpine,2020-08-09,0,0
13361,Amador,2020-08-09,0,14
13362,Butte,2020-08-09,17,15
13363,Calaveras,2020-08-09,1,0
13365,Colusa,2020-08-09,1,3
13366,Contra Costa,2020-08-09,109,110
13367,Del Norte,2020-08-09,1,0
13368,El Dorado,2020-08-09,7,14
13369,Fresno,2020-08-09,131,308
13370,Glenn,2020-08-09,0,10
13371,Humboldt,2020-08-09,4,2
13372,Imperial,2020-08-09,15,97
13373,Inyo,2020-08-09,4,0
13374,Kern,2020-08-09,114,877
13375,Kings,2020-08-09,14,79
13376,Lake,2020-08-09,2,4
13377,Lassen,2020-08-09,0,0
13378,Los Angeles,2020-08-09,679,1839
13379,Madera,2020-08-09,31,47
13380,Marin,2020-08-09,19,86
13381,Mariposa,2020-08-09,1,1
13382,Mendocino,2020-08-09,2,19
13383,Merced,2020-08-09,40,165
13384,Modoc,2020-08-09,0,0
13385,Mono,2020-08-09,0,0
13386,Monterey,2020-08-09,57,98
13387,Napa,2020-08-09,8,0
13388,Nevada,2020-08-09,2,7
13389,Orange,2020-08-09,123,556
13391,Placer,2020-08-09,18,58
13392,Plumas,2020-08-09,0,0
13393,Riverside,2020-08-09,206,482
13394,Sacramento,2020-08-09,132,157
13395,San Benito,2020-08-09,8,3
13396,San Bernardino,2020-08-09,196,401
13397,San Diego,2020-08-09,190,417
13398,San Francisco,2020-08-09,65,0
13399,San Joaquin,2020-08-09,80,374
13400,San Luis Obispo,2020-08-09,23,43
13401,San Mateo,2020-08-09,50,73
13402,Santa Barbara,2020-08-09,38,71
13403,Santa Clara,2020-08-09,153,263
13404,Santa Cruz,2020-08-09,14,-1
13405,Shasta,2020-08-09,2,18
13406,Sierra,2020-08-09,0,0
13407,Siskiyou,2020-08-09,0,1
13408,Solano,2020-08-09,20,65
13409,Sonoma,2020-08-09,31,132
13410,Stanislaus,2020-08-09,75,301
13411,Sutter,2020-08-09,10,27
13412,Tehama,2020-08-09,2,14
13413,Trinity,2020-08-09,0,0
13414,Tulare,2020-08-09,75,125
13415,Tuolumne,2020-08-09,0,0
13417,Ventura,2020-08-09,51,171
13418,Yolo,2020-08-09,12,40
13419,Yuba,2020-08-09,9,12
13420,Alameda,2020-08-08,108,282
13421,Alpine,2020-08-08,0,0
13422,Amador,2020-08-08,2,14
13423,Butte,2020-08-08,18,48
13424,Calaveras,2020-08-08,0,3
13426,Colusa,2020-08-08,1,10
13427,Contra Costa,2020-08-08,149,294
13428,Del Norte,2020-08-08,0,0
13429,El Dorado,2020-08-08,5,10
13430,Fresno,2020-08-08,155,248
13431,Glenn,2020-08-08,1,5
13432,Humboldt,2020-08-08,3,3
13433,Imperial,2020-08-08,26,128
13434,Inyo,2020-08-08,1,5
13435,Kern,2020-08-08,123,660
13436,Kings,2020-08-08,17,52
13437,Lake,2020-08-08,2,6
13438,Lassen,2020-08-08,1,1
13439,Los Angeles,2020-08-08,1341,2565
13440,Madera,2020-08-08,32,30
13441,Marin,2020-08-08,29,24
13442,Mariposa,2020-08-08,0,2
13443,Mendocino,2020-08-08,14,2
13444,Merced,2020-08-08,42,212
13445,Modoc,2020-08-08,0,0
13446,Mono,2020-08-08,0,1
13447,Monterey,2020-08-08,75,60
13448,Napa,2020-08-08,5,7
13449,Nevada,2020-08-08,3,1
13450,Orange,2020-08-08,212,229
13452,Placer,2020-08-08,17,75
13453,Plumas,2020-08-08,0,2
13454,Riverside,2020-08-08,266,510
13455,Sacramento,2020-08-08,145,346
13456,San Benito,2020-08-08,6,37
13457,San Bernardino,2020-08-08,239,491
13458,San Diego,2020-08-08,185,551
13459,San Francisco,2020-08-08,78,55
13460,San Joaquin,2020-08-08,79,167
13461,San Luis Obispo,2020-08-08,31,31
13462,San Mateo,2020-08-08,48,73
13463,Santa Barbara,2020-08-08,51,89
13464,Santa Clara,2020-08-08,201,206
13465,Santa Cruz,2020-08-08,18,13
13466,Shasta,2020-08-08,5,1
13467,Sierra,2020-08-08,0,0
13468,Siskiyou,2020-08-08,3,0
13469,Solano,2020-08-08,33,45
13470,Sonoma,2020-08-08,65,70
13471,Stanislaus,2020-08-08,120,298
13472,Sutter,2020-08-08,4,23
13473,Tehama,2020-08-08,4,5
13474,Trinity,2020-08-08,1,0
13475,Tulare,2020-08-08,77,213
13476,Tuolumne,2020-08-08,1,7
13478,Ventura,2020-08-08,64,106
13479,Yolo,2020-08-08,25,36
13480,Yuba,2020-08-08,5,17
13481,Alameda,2020-08-07,228,331
13482,Alpine,2020-08-07,0,0
13483,Amador,2020-08-07,14,0
13484,Butte,2020-08-07,16,32
13485,Calaveras,2020-08-07,2,2
13487,Colusa,2020-08-07,3,0
13488,Contra Costa,2020-08-07,194,227
13489,Del Norte,2020-08-07,0,0
13490,El Dorado,2020-08-07,11,21
13491,Fresno,2020-08-07,288,259
13492,Glenn,2020-08-07,5,7
13493,Humboldt,2020-08-07,4,8
13494,Imperial,2020-08-07,43,21
13495,Inyo,2020-08-07,8,-2
13496,Kern,2020-08-07,234,300
13497,Kings,2020-08-07,60,51
13498,Lake,2020-08-07,3,6
13499,Lassen,2020-08-07,2,0
13500,Los Angeles,2020-08-07,1953,3034
13501,Madera,2020-08-07,48,5
13502,Marin,2020-08-07,32,36
13503,Mariposa,2020-08-07,1,1
13504,Mendocino,2020-08-07,13,2
13505,Merced,2020-08-07,102,123
13506,Modoc,2020-08-07,0,0
13507,Mono,2020-08-07,1,1
13508,Monterey,2020-08-07,109,40
13509,Napa,2020-08-07,14,23
13510,Nevada,2020-08-07,5,3
13511,Orange,2020-08-07,292,60
13513,Placer,2020-08-07,26,33
13514,Plumas,2020-08-07,1,0
13515,Riverside,2020-08-07,395,633
13516,Sacramento,2020-08-07,231,250
13517,San Benito,2020-08-07,8,21
13518,San Bernardino,2020-08-07,410,381
13519,San Diego,2020-08-07,266,652
13520,San Francisco,2020-08-07,93,28
13521,San Joaquin,2020-08-07,157,123
13522,San Luis Obispo,2020-08-07,24,50
13523,San Mateo,2020-08-07,109,63
13524,Santa Barbara,2020-08-07,60,-111
13525,Santa Clara,2020-08-07,230,129
13526,Santa Cruz,2020-08-07,21,19
13527,Shasta,2020-08-07,8,-1
13528,Sierra,2020-08-07,0,0
13529,Siskiyou,2020-08-07,0,0
13530,Solano,2020-08-07,43,60
13531,Sonoma,2020-08-07,63,70
13532,Stanislaus,2020-08-07,149,99
13533,Sutter,2020-08-07,31,10
13534,Tehama,2020-08-07,2,4
13535,Trinity,2020-08-07,0,0
13536,Tulare,2020-08-07,159,123
13537,Tuolumne,2020-08-07,1,0
13539,Ventura,2020-08-07,110,111
13540,Yolo,2020-08-07,24,27
13541,Yuba,2020-08-07,9,6
13542,Alameda,2020-08-06,234,334
13543,Alpine,2020-08-06,0,0
13544,Amador,2020-08-06,10,2
13545,Butte,2020-08-06,32,22
13546,Calaveras,2020-08-06,3,1
13548,Colusa,2020-08-06,4,4
13549,Contra Costa,2020-08-06,163,221
13550,Del Norte,2020-08-06,1,0
13551,El Dorado,2020-08-06,8,11
13552,Fresno,2020-08-06,230,406
13553,Glenn,2020-08-06,3,2
13554,Humboldt,2020-08-06,2,17
13555,Imperial,2020-08-06,32,28
13556,Inyo,2020-08-06,2,21
13557,Kern,2020-08-06,185,303
13558,Kings,2020-08-06,45,72
13559,Lake,2020-08-06,7,0
13560,Lassen,2020-08-06,47,31
13561,Los Angeles,2020-08-06,1903,3017
13562,Madera,2020-08-06,42,68
13563,Marin,2020-08-06,32,22
13564,Mariposa,2020-08-06,0,0
13565,Mendocino,2020-08-06,11,12
13566,Merced,2020-08-06,137,116
13567,Modoc,2020-08-06,0,1
13568,Mono,2020-08-06,0,7
13569,Monterey,2020-08-06,115,65
13570,Napa,2020-08-06,12,12
13571,Nevada,2020-08-06,9,-6
13572,Orange,2020-08-06,310,492
13574,Placer,2020-08-06,42,56
13575,Plumas,2020-08-06,1,0
13576,Riverside,2020-08-06,393,815
13577,Sacramento,2020-08-06,223,287
13578,San Benito,2020-08-06,9,13
13579,San Bernardino,2020-08-06,463,377
13580,San Diego,2020-08-06,224,263
13581,San Francisco,2020-08-06,93,36
13582,San Joaquin,2020-08-06,160,121
13583,San Luis Obispo,2020-08-06,23,72
13584,San Mateo,2020-08-06,102,190
13585,Santa Barbara,2020-08-06,61,23
13586,Santa Clara,2020-08-06,234,206
13587,Santa Cruz,2020-08-06,22,23
13588,Shasta,2020-08-06,6,5
13589,Sierra,2020-08-06,0,0
13590,Siskiyou,2020-08-06,4,1
13591,Solano,2020-08-06,51,34
13592,Sonoma,2020-08-06,81,86
13593,Stanislaus,2020-08-06,158,158
13594,Sutter,2020-08-06,11,17
13595,Tehama,2020-08-06,3,11
13596,Trinity,2020-08-06,0,0
13597,Tulare,2020-08-06,139,245
13598,Tuolumne,2020-08-06,0,-1
13600,Ventura,2020-08-06,104,83
13601,Yolo,2020-08-06,28,28
13602,Yuba,2020-08-06,17,7
13603,Alameda,2020-08-05,242,157
13604,Alpine,2020-08-05,0,0
13605,Amador,2020-08-05,15,0
13606,Butte,2020-08-05,24,27
13607,Calaveras,2020-08-05,4,0
13609,Colusa,2020-08-05,5,0
13610,Contra Costa,2020-08-05,166,152
13611,Del Norte,2020-08-05,2,0
13612,El Dorado,2020-08-05,10,24
13613,Fresno,2020-08-05,271,353
13614,Glenn,2020-08-05,1,5
13615,Humboldt,2020-08-05,9,8
13616,Imperial,2020-08-05,36,62
13617,Inyo,2020-08-05,14,3
13618,Kern,2020-08-05,276,137
13619,Kings,2020-08-05,59,29
13620,Lake,2020-08-05,0,3
13621,Lassen,2020-08-05,3,1
13622,Los Angeles,2020-08-05,2070,2341
13623,Madera,2020-08-05,43,11
13624,Marin,2020-08-05,31,16
13625,Mariposa,2020-08-05,0,1
13626,Mendocino,2020-08-05,25,0
13627,Merced,2020-08-05,118,34
13628,Modoc,2020-08-05,0,0
13629,Mono,2020-08-05,1,0
13630,Monterey,2020-08-05,114,44
13631,Napa,2020-08-05,14,26
13632,Nevada,2020-08-05,1,5
13633,Orange,2020-08-05,369,63
13635,Placer,2020-08-05,38,25
13636,Plumas,2020-08-05,0,0
13637,Riverside,2020-08-05,389,463
13638,Sacramento,2020-08-05,220,56
13639,San Benito,2020-08-05,15,5
13640,San Bernardino,2020-08-05,545,227
13641,San Diego,2020-08-05,293,348
13642,San Francisco,2020-08-05,87,133
13643,San Joaquin,2020-08-05,128,61
13644,San Luis Obispo,2020-08-05,30,42
13645,San Mateo,2020-08-05,93,5
13646,Santa Barbara,2020-08-05,60,6
13647,Santa Clara,2020-08-05,300,88
13648,Santa Cruz,2020-08-05,19,-10
13649,Shasta,2020-08-05,6,3
13650,Sierra,2020-08-05,0,2
13651,Siskiyou,2020-08-05,2,1
13652,Solano,2020-08-05,70,60
13653,Sonoma,2020-08-05,66,65
13654,Stanislaus,2020-08-05,168,49
13655,Sutter,2020-08-05,14,19
13656,Tehama,2020-08-05,7,5
13657,Trinity,2020-08-05,0,0
13658,Tulare,2020-08-05,178,58
13659,Tuolumne,2020-08-05,1,10
13661,Ventura,2020-08-05,106,28
13662,Yolo,2020-08-05,27,8
13663,Yuba,2020-08-05,14,2
13664,Alameda,2020-08-04,198,166
13665,Alpine,2020-08-04,0,0
13666,Amador,2020-08-04,4,4
13667,Butte,2020-08-04,45,22
13668,Calaveras,2020-08-04,3,-1
13670,Colusa,2020-08-04,4,18
13671,Contra Costa,2020-08-04,196,141
13672,Del Norte,2020-08-04,4,1
13673,El Dorado,2020-08-04,11,23
13674,Fresno,2020-08-04,282,327
13675,Glenn,2020-08-04,7,9
13676,Humboldt,2020-08-04,7,7
13677,Imperial,2020-08-04,54,21
13678,Inyo,2020-08-04,3,2
13679,Kern,2020-08-04,362,118
13680,Kings,2020-08-04,112,56
13681,Lake,2020-08-04,7,5
13682,Lassen,2020-08-04,0,1
13683,Los Angeles,2020-08-04,2264,1911
13684,Madera,2020-08-04,49,18
13685,Marin,2020-08-04,47,19
13686,Mariposa,2020-08-04,1,-1
13687,Mendocino,2020-08-04,23,0
13688,Merced,2020-08-04,127,57
13689,Modoc,2020-08-04,0,1
13690,Mono,2020-08-04,0,0
13691,Monterey,2020-08-04,151,86
13692,Napa,2020-08-04,15,21
13693,Nevada,2020-08-04,5,7
13694,Orange,2020-08-04,401,139
13696,Placer,2020-08-04,53,17
13697,Plumas,2020-08-04,0,0
13698,Riverside,2020-08-04,470,349
13699,Sacramento,2020-08-04,203,62
13700,San Benito,2020-08-04,12,5
13701,San Bernardino,2020-08-04,528,236
13702,San Diego,2020-08-04,312,290
13703,San Francisco,2020-08-04,95,249
13704,San Joaquin,2020-08-04,196,80
13705,San Luis Obispo,2020-08-04,42,23
13706,San Mateo,2020-08-04,89,29
13707,Santa Barbara,2020-08-04,44,11
13708,Santa Clara,2020-08-04,278,239
13709,Santa Cruz,2020-08-04,21,48
13710,Shasta,2020-08-04,8,13
13711,Sierra,2020-08-04,0,0
13712,Siskiyou,2020-08-04,4,4
13713,Solano,2020-08-04,69,80
13714,Sonoma,2020-08-04,98,29
13715,Stanislaus,2020-08-04,209,51
13716,Sutter,2020-08-04,23,48
13717,Tehama,2020-08-04,8,1
13718,Trinity,2020-08-04,0,0
13719,Tulare,2020-08-04,185,163
13720,Tuolumne,2020-08-04,0,4
13722,Ventura,2020-08-04,83,50
13723,Yolo,2020-08-04,33,28
13724,Yuba,2020-08-04,24,5
13725,Alameda,2020-08-03,245,121
13726,Alpine,2020-08-03,0,0
13727,Amador,2020-08-03,5,2
13728,Butte,2020-08-03,35,2
13729,Calaveras,2020-08-03,3,1
13731,Colusa,2020-08-03,5,1
13732,Contra Costa,2020-08-03,238,74
13733,Del Norte,2020-08-03,1,0
13734,El Dorado,2020-08-03,10,2
13735,Fresno,2020-08-03,266,186
13736,Glenn,2020-08-03,1,1
13737,Humboldt,2020-08-03,5,2
13738,Imperial,2020-08-03,63,34
13739,Inyo,2020-08-03,1,12
13740,Kern,2020-08-03,292,123
13741,Kings,2020-08-03,62,143
13742,Lake,2020-08-03,5,0
13743,Lassen,2020-08-03,1,0
13744,Los Angeles,2020-08-03,2262,1623
13745,Madera,2020-08-03,66,20
13746,Marin,2020-08-03,34,16
13747,Mariposa,2020-08-03,2,0
13748,Mendocino,2020-08-03,10,1
13749,Merced,2020-08-03,143,17
13750,Modoc,2020-08-03,0,0
13751,Mono,2020-08-03,7,0
13752,Monterey,2020-08-03,125,108
13753,Napa,2020-08-03,15,17
13754,Nevada,2020-08-03,3,1
13755,Orange,2020-08-03,382,439
13757,Placer,2020-08-03,41,27
