,date,county,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests
5148,2020-12-22,Merced,287420,245,4,2115,261,302,3,1226
5149,2020-12-22,Modoc,9475,14,0,28,1,1,0,17
5150,2020-12-22,Mono,13961,11,0,51,10,5,0,65
5151,2020-12-22,Monterey,448732,520,4,3638,578,479,2,1453
5152,2020-12-22,Napa,139652,93,2,1753,104,107,0,758
5153,2020-12-22,Nevada,98710,33,0,498,47,30,1,226
5154,2020-12-22,Orange,3228519,3462,53,28910,4432,4406,2,15637
5156,2020-12-22,Placer,400434,221,4,2176,249,228,0,1519
5157,2020-12-22,Plumas,18997,4,0,152,6,7,0,44
5158,2020-12-22,Riverside,2468145,4153,57,23616,5164,3346,34,11896
5159,2020-12-22,Sacramento,1567975,1013,8,12188,1161,902,13,6342
5160,2020-12-22,San Benito,64022,77,0,585,91,77,2,162
5161,2020-12-22,San Bernardino,2217398,4898,52,27967,5806,4180,24,12832
5162,2020-12-22,San Diego,3370418,3472,42,31024,3942,2381,27,18496
5163,2020-12-22,San Francisco,892280,285,6,11765,379,146,0,3427
5164,2020-12-22,San Joaquin,782545,787,7,6313,932,612,6,3689
5165,2020-12-22,San Luis Obispo,278862,188,2,2315,209,168,5,864
5166,2020-12-22,San Mateo,778001,433,2,10064,516,347,1,3806
5167,2020-12-22,Santa Barbara,456373,270,6,3459,311,201,1,1323
5168,2020-12-22,Santa Clara,1967585,1294,16,23978,1681,1493,-1,10346
5169,2020-12-22,Santa Cruz,273999,203,3,2672,231,156,3,975
5170,2020-12-22,Shasta,177925,60,1,659,71,72,0,276
5171,2020-12-22,Sierra,3115,3,0,25,1,0,0,4
5172,2020-12-22,Siskiyou,43956,10,0,89,8,2,0,102
5173,2020-12-22,Solano,444255,489,8,6277,547,351,0,1754
5174,2020-12-22,Sonoma,496668,302,1,5041,355,141,4,1965
5175,2020-12-22,Stanislaus,562303,468,12,4155,579,477,0,2683
5176,2020-12-22,Sutter,105747,94,2,676,133,83,0,314
5177,2020-12-22,Tehama,65885,66,0,423,81,32,0,158
5178,2020-12-22,Trinity,13354,2,0,25,2,5,0,120
5179,2020-12-22,Tulare,484423,483,10,3066,582,543,4,1210
5180,2020-12-22,Tuolumne,52351,26,0,991,28,103,0,403
5182,2020-12-22,Ventura,852747,1125,20,9215,1289,729,1,3026
5183,2020-12-22,Yolo,223612,146,0,1062,136,122,4,709
5184,2020-12-22,Yuba,79290,59,0,405,75,50,0,278
5185,2020-12-21,Alameda,1685886,912,10,17005,1143,752,2,9035
5186,2020-12-21,Alpine,1117,0,0,26,0,0,0,2
5187,2020-12-21,Amador,38531,58,1,738,65,44,0,257
5188,2020-12-21,Butte,217769,136,3,1562,169,107,0,852
5189,2020-12-21,Calaveras,44289,23,0,237,27,37,0,148
5191,2020-12-21,Colusa,22593,25,0,71,24,14,0,103
5192,2020-12-21,Contra Costa,1160099,574,11,9930,699,409,-1,5714
5193,2020-12-21,Del Norte,27558,22,0,652,27,8,0,129
5194,2020-12-21,El Dorado,193098,134,8,1106,125,108,0,724
5195,2020-12-21,Fresno,1032227,984,18,7519,1135,952,0,5164
5196,2020-12-21,Glenn,29348,13,0,70,15,28,0,54
5197,2020-12-21,Humboldt,134098,38,0,771,34,33,1,285
5198,2020-12-21,Imperial,191649,246,5,1768,327,112,0,558
5199,2020-12-21,Inyo,18453,14,1,162,12,6,0,82
5200,2020-12-21,Kern,927251,1108,12,6970,1254,853,1,4681
5201,2020-12-21,Kings,156444,220,1,2060,263,131,0,576
5202,2020-12-21,Lake,64871,50,0,626,63,75,0,280
5203,2020-12-21,Lassen,30065,77,0,1283,82,129,0,278
5204,2020-12-21,Los Angeles,10257557,17973,371,143861,21449,11154,56,158517
5205,2020-12-21,Madera,160089,216,2,1825,220,198,0,427
5206,2020-12-21,Marin,260800,98,7,3651,125,87,0,1166
5207,2020-12-21,Mariposa,17795,1,0,33,8,7,0,22
5208,2020-12-21,Mendocino,88439,25,0,699,24,33,0,170
5209,2020-12-21,Merced,287420,319,1,3284,387,275,0,1234
5210,2020-12-21,Modoc,9475,0,0,32,0,0,0,19
5211,2020-12-21,Mono,13961,29,0,214,37,7,0,76
5212,2020-12-21,Monterey,448732,475,1,4073,524,423,1,1920
5213,2020-12-21,Napa,139652,130,0,2230,162,87,0,789
5214,2020-12-21,Nevada,98710,47,4,638,40,48,0,233
5215,2020-12-21,Orange,3228519,3566,84,28577,4282,1664,9,20729
5217,2020-12-21,Placer,400434,217,5,2793,238,219,0,1680
5218,2020-12-21,Plumas,18997,8,0,155,14,6,0,64
5219,2020-12-21,Riverside,2468145,4116,65,23392,4945,2999,1,13480
5220,2020-12-21,Sacramento,1567975,1000,20,13262,1211,1047,4,7050
5221,2020-12-21,San Benito,64022,80,2,746,95,36,1,227
5222,2020-12-21,San Bernardino,2217398,5157,67,29974,6181,2276,18,16822
5223,2020-12-21,San Diego,3370418,3709,42,35326,3951,3251,4,23277
5224,2020-12-21,San Francisco,892280,314,1,12688,386,149,0,4694
5225,2020-12-21,San Joaquin,782545,821,9,7663,1006,543,-1,4537
5226,2020-12-21,San Luis Obispo,278862,297,7,3086,328,125,1,894
5227,2020-12-21,San Mateo,778001,454,2,10648,545,271,0,4619
5228,2020-12-21,Santa Barbara,456373,316,10,4013,384,171,1,1505
5229,2020-12-21,Santa Clara,1967585,1433,34,25297,1748,839,4,13897
5230,2020-12-21,Santa Cruz,273999,186,4,3026,213,137,0,1241
5231,2020-12-21,Shasta,177925,112,4,1455,85,43,0,313
5232,2020-12-21,Sierra,3115,0,0,17,0,1,0,3
5233,2020-12-21,Siskiyou,43956,12,0,118,14,8,0,119
5234,2020-12-21,Solano,444255,378,2,5233,439,345,0,1953
5235,2020-12-21,Sonoma,496668,278,10,4957,354,273,1,2237
5236,2020-12-21,Stanislaus,562303,519,9,4695,620,442,1,2905
5237,2020-12-21,Sutter,105747,86,4,673,93,107,3,378
5238,2020-12-21,Tehama,65885,48,1,309,40,54,0,170
5239,2020-12-21,Trinity,13354,3,0,63,3,5,0,81
5240,2020-12-21,Tulare,484423,502,8,4054,577,404,0,1556
5241,2020-12-21,Tuolumne,52351,112,1,652,122,271,0,272
5243,2020-12-21,Ventura,852747,690,19,6984,706,424,2,4558
5244,2020-12-21,Yolo,223612,165,1,1549,147,145,0,762
5245,2020-12-21,Yuba,79290,48,1,398,61,75,2,317
5246,2020-12-20,Alameda,1685886,436,8,5453,412,895,0,10137
5247,2020-12-20,Alpine,1117,0,0,16,0,0,0,2
5248,2020-12-20,Amador,38531,24,0,255,14,17,0,370
5249,2020-12-20,Butte,217769,86,0,657,72,110,0,1104
5250,2020-12-20,Calaveras,44289,18,1,172,19,26,0,180
5252,2020-12-20,Colusa,22593,5,0,24,3,25,0,110
5253,2020-12-20,Contra Costa,1160099,293,7,3653,309,477,0,6875
5254,2020-12-20,Del Norte,27558,3,0,344,2,11,0,140
5255,2020-12-20,El Dorado,193098,66,5,570,61,109,0,831
5256,2020-12-20,Fresno,1032227,295,17,2313,320,2188,0,6284
5257,2020-12-20,Glenn,29348,33,3,156,27,9,0,76
5258,2020-12-20,Humboldt,134098,17,2,356,19,29,0,341
5259,2020-12-20,Imperial,191649,83,5,878,63,171,0,820
5260,2020-12-20,Inyo,18453,7,0,76,7,1,0,119
5261,2020-12-20,Kern,927251,479,4,3189,530,865,0,5647
5262,2020-12-20,Kings,156444,75,1,1019,77,155,0,689
5263,2020-12-20,Lake,64871,32,0,253,40,25,0,387
5264,2020-12-20,Lassen,30065,21,0,684,32,74,0,372
5265,2020-12-20,Los Angeles,10257557,6898,216,39749,7035,13087,58,185904
5266,2020-12-20,Madera,160089,84,2,1178,84,154,0,618
5267,2020-12-20,Marin,260800,38,1,840,24,84,0,1446
5268,2020-12-20,Mariposa,17795,2,0,18,1,2,0,26
5269,2020-12-20,Mendocino,88439,25,0,334,32,25,0,256
5270,2020-12-20,Merced,287420,130,0,785,136,205,0,1696
5271,2020-12-20,Modoc,9475,3,0,8,0,0,0,30
5272,2020-12-20,Mono,13961,4,0,13,3,8,0,203
5273,2020-12-20,Monterey,448732,101,0,1488,124,451,1,2505
5274,2020-12-20,Napa,139652,55,2,655,52,93,0,1067
5275,2020-12-20,Nevada,98710,23,1,119,10,29,0,277
5276,2020-12-20,Orange,3228519,1759,35,8484,1592,3206,30,25669
5278,2020-12-20,Placer,400434,154,2,1333,162,250,0,1939
5279,2020-12-20,Plumas,18997,3,0,32,1,4,0,91
5280,2020-12-20,Riverside,2468145,1821,41,9352,1910,2011,5,18461
5281,2020-12-20,Sacramento,1567975,519,5,5219,584,848,9,8484
5282,2020-12-20,San Benito,64022,43,1,319,59,65,0,267
5283,2020-12-20,San Bernardino,2217398,1363,36,5996,1251,2927,25,23033
5284,2020-12-20,San Diego,3370418,1730,28,14989,1767,3493,0,27737
5285,2020-12-20,San Francisco,892280,150,2,4745,123,294,0,5695
5286,2020-12-20,San Joaquin,782545,377,8,2787,409,928,1,4825
5287,2020-12-20,San Luis Obispo,278862,75,0,1001,56,93,0,1251
5288,2020-12-20,San Mateo,778001,158,0,3905,203,371,3,4939
5289,2020-12-20,Santa Barbara,456373,155,3,1239,104,150,0,1967
5290,2020-12-20,Santa Clara,1967585,778,17,9140,722,1320,8,15175
5291,2020-12-20,Santa Cruz,273999,84,3,704,69,124,1,1622
5292,2020-12-20,Shasta,177925,50,1,366,31,35,1,488
5293,2020-12-20,Sierra,3115,0,0,3,0,-1,0,4
5294,2020-12-20,Siskiyou,43956,3,0,26,1,17,0,169
5295,2020-12-20,Solano,444255,156,0,1025,133,329,0,2196
5296,2020-12-20,Sonoma,496668,85,0,895,63,249,0,2511
5297,2020-12-20,Stanislaus,562303,324,2,1857,299,440,0,3308
5298,2020-12-20,Sutter,105747,58,0,170,38,95,2,503
5299,2020-12-20,Tehama,65885,55,1,167,47,28,0,192
5300,2020-12-20,Trinity,13354,2,0,3,3,2,0,96
5301,2020-12-20,Tulare,484423,209,6,2020,260,344,-2,2320
5302,2020-12-20,Tuolumne,52351,13,3,315,17,45,0,279
5304,2020-12-20,Ventura,852747,260,11,2327,242,492,1,5823
5305,2020-12-20,Yolo,223612,64,1,907,57,96,0,851
5306,2020-12-20,Yuba,79290,31,0,156,36,86,1,372
5307,2020-12-19,Alameda,1685886,528,14,7733,604,913,1,9286
5308,2020-12-19,Alpine,1117,0,0,0,0,0,0,2
5309,2020-12-19,Amador,38531,17,0,45,6,27,3,337
5310,2020-12-19,Butte,217769,96,0,603,98,227,0,1026
5311,2020-12-19,Calaveras,44289,9,0,77,11,30,0,144
5313,2020-12-19,Colusa,22593,8,0,20,5,28,0,102
5314,2020-12-19,Contra Costa,1160099,271,5,3687,312,711,1,5932
5315,2020-12-19,Del Norte,27558,4,0,65,5,14,0,134
5316,2020-12-19,El Dorado,193098,59,1,479,64,94,0,717
5317,2020-12-19,Fresno,1032227,837,13,5178,1005,2785,21,5205
5318,2020-12-19,Glenn,29348,18,0,72,14,22,0,75
5319,2020-12-19,Humboldt,134098,12,1,348,15,26,0,317
5320,2020-12-19,Imperial,191649,75,0,295,58,281,2,865
5321,2020-12-19,Inyo,18453,19,1,26,11,21,0,104
5322,2020-12-19,Kern,927251,663,8,2900,755,898,7,4719
5323,2020-12-19,Kings,156444,120,2,945,158,190,2,639
5324,2020-12-19,Lake,64871,10,1,72,11,41,0,319
5325,2020-12-19,Lassen,30065,1,0,101,3,109,0,383
5326,2020-12-19,Los Angeles,10257557,11995,225,79444,15211,13475,60,169592
5327,2020-12-19,Madera,160089,101,0,1162,133,108,0,595
5328,2020-12-19,Marin,260800,83,0,1580,100,65,0,1218
5329,2020-12-19,Mariposa,17795,3,0,94,6,1,0,23
5330,2020-12-19,Mendocino,88439,18,0,233,9,31,-1,216
5331,2020-12-19,Merced,287420,73,0,475,88,274,3,1587
5332,2020-12-19,Modoc,9475,0,0,1,0,2,0,17
5333,2020-12-19,Mono,13961,4,0,15,6,35,0,166
5334,2020-12-19,Monterey,448732,303,2,1497,339,463,7,2237
5335,2020-12-19,Napa,139652,39,0,334,39,84,0,888
5336,2020-12-19,Nevada,98710,17,0,137,18,40,0,257
5337,2020-12-19,Orange,3228519,2393,47,16040,2720,3893,8,23492
5339,2020-12-19,Placer,400434,165,3,1090,168,251,1,1643
5340,2020-12-19,Plumas,18997,6,0,13,1,7,0,77
5341,2020-12-19,Riverside,2468145,2753,25,13650,3190,4328,4,16086
5342,2020-12-19,Sacramento,1567975,626,5,4583,635,1189,10,7063
5343,2020-12-19,San Benito,64022,46,3,223,50,76,0,245
5344,2020-12-19,San Bernardino,2217398,2287,44,10372,2486,5611,3,19622
5345,2020-12-19,San Diego,3370418,2157,37,18366,2602,2509,27,23032
5346,2020-12-19,San Francisco,892280,167,0,5911,165,328,1,5179
5347,2020-12-19,San Joaquin,782545,342,17,1944,386,856,27,3978
5348,2020-12-19,San Luis Obispo,278862,98,5,760,82,190,1,1018
5349,2020-12-19,San Mateo,778001,273,1,5518,331,422,0,4356
5350,2020-12-19,Santa Barbara,456373,140,2,1114,135,306,0,1759
5351,2020-12-19,Santa Clara,1967585,856,15,9737,929,1548,19,14100
5352,2020-12-19,Santa Cruz,273999,110,1,981,99,216,0,1430
5353,2020-12-19,Shasta,177925,35,1,220,24,107,1,446
5354,2020-12-19,Sierra,3115,0,0,2,0,0,0,4
5355,2020-12-19,Siskiyou,43956,2,0,18,2,13,0,133
5356,2020-12-19,Solano,444255,148,0,1188,187,537,0,1820
5357,2020-12-19,Sonoma,496668,122,4,1304,131,292,2,2042
5358,2020-12-19,Stanislaus,562303,251,4,1306,236,588,8,2911
5359,2020-12-19,Sutter,105747,84,1,236,72,107,2,474
5360,2020-12-19,Tehama,65885,17,0,90,19,51,0,184
5361,2020-12-19,Trinity,13354,0,0,1,0,4,0,89
5362,2020-12-19,Tulare,484423,255,5,1249,272,412,5,2313
5363,2020-12-19,Tuolumne,52351,10,0,184,9,40,0,236
5365,2020-12-19,Ventura,852747,492,8,4402,565,936,0,5244
5366,2020-12-19,Yolo,223612,67,3,485,67,124,0,765
5367,2020-12-19,Yuba,79290,56,1,239,58,71,0,342
5368,2020-12-18,Alameda,1685886,793,9,14081,940,648,7,9749
5369,2020-12-18,Alpine,1117,0,0,21,0,0,0,3
5370,2020-12-18,Amador,38531,49,0,1106,67,24,1,296
5371,2020-12-18,Butte,217769,123,1,1164,147,145,3,868
5372,2020-12-18,Calaveras,44289,23,0,187,26,22,0,156
5374,2020-12-18,Colusa,22593,7,0,43,8,15,0,85
5375,2020-12-18,Contra Costa,1160099,505,7,7838,616,604,7,6143
5376,2020-12-18,Del Norte,27558,5,0,92,5,44,1,97
5377,2020-12-18,El Dorado,193098,143,6,1018,129,167,1,707
5378,2020-12-18,Fresno,1032227,859,20,6373,1034,2725,16,4404
5379,2020-12-18,Glenn,29348,30,0,103,30,20,0,61
5380,2020-12-18,Humboldt,134098,33,0,804,42,9,1,347
5381,2020-12-18,Imperial,191649,158,2,1232,202,222,2,888
5382,2020-12-18,Inyo,18453,17,0,80,10,4,1,75
5383,2020-12-18,Kern,927251,948,5,4550,1067,537,7,4948
5384,2020-12-18,Kings,156444,102,1,995,130,227,0,526
5385,2020-12-18,Lake,64871,27,0,334,25,23,0,310
5386,2020-12-18,Lassen,30065,24,0,701,24,69,0,321
5387,2020-12-18,Los Angeles,10257557,15496,293,125922,20131,15320,87,185356
5388,2020-12-18,Madera,160089,117,1,1047,136,144,1,560
5389,2020-12-18,Marin,260800,59,0,2258,60,78,0,1222
5390,2020-12-18,Mariposa,17795,4,0,88,2,4,0,24
5391,2020-12-18,Mendocino,88439,34,2,680,34,35,1,223
5392,2020-12-18,Merced,287420,257,1,2272,274,308,3,1370
5393,2020-12-18,Modoc,9475,3,0,6,0,0,0,10
5394,2020-12-18,Mono,13961,7,0,46,4,13,0,151
5395,2020-12-18,Monterey,448732,529,6,3185,613,385,2,2230
5396,2020-12-18,Napa,139652,117,0,1650,140,76,0,881
5397,2020-12-18,Nevada,98710,41,0,570,45,47,0,221
5398,2020-12-18,Orange,3228519,3335,68,25184,4030,3314,0,22461
5400,2020-12-18,Placer,400434,263,2,2194,295,239,5,1657
5401,2020-12-18,Plumas,18997,9,0,135,8,12,0,64
5402,2020-12-18,Riverside,2468145,3793,55,20694,4567,3050,37,19202
5403,2020-12-18,Sacramento,1567975,895,13,8571,994,791,15,7668
5404,2020-12-18,San Benito,64022,65,1,375,74,99,1,254
5405,2020-12-18,San Bernardino,2217398,4069,40,22550,4926,4434,5,19867
5406,2020-12-18,San Diego,3370418,2808,41,24762,3197,3611,14,22279
5407,2020-12-18,San Francisco,892280,289,4,10508,355,376,3,5417
5408,2020-12-18,San Joaquin,782545,713,13,5064,839,590,5,4170
5409,2020-12-18,San Luis Obispo,278862,117,6,2292,149,233,3,964
5410,2020-12-18,San Mateo,778001,352,1,8664,434,324,1,5841
5411,2020-12-18,Santa Barbara,456373,229,1,2869,260,154,1,1838
5412,2020-12-18,Santa Clara,1967585,1186,33,20381,1413,1433,12,14218
5413,2020-12-18,Santa Cruz,273999,149,3,2622,172,151,4,1330
5414,2020-12-18,Shasta,177925,70,0,564,47,114,0,439
5415,2020-12-18,Sierra,3115,1,0,4,0,0,0,3
5416,2020-12-18,Siskiyou,43956,5,0,107,8,13,0,160
5417,2020-12-18,Solano,444255,304,0,3650,346,306,-1,1969
5418,2020-12-18,Sonoma,496668,259,2,3902,288,268,2,2192
5419,2020-12-18,Stanislaus,562303,415,4,3303,497,385,1,2732
5420,2020-12-18,Sutter,105747,97,1,535,119,90,0,428
5421,2020-12-18,Tehama,65885,50,0,291,49,43,0,173
5422,2020-12-18,Trinity,13354,1,0,47,3,2,0,72
5423,2020-12-18,Tulare,484423,384,9,2734,477,470,12,2013
5424,2020-12-18,Tuolumne,52351,313,0,789,354,75,1,188
5426,2020-12-18,Ventura,852747,604,4,6410,658,503,1,4788
5427,2020-12-18,Yolo,223612,128,0,737,125,101,4,792
5428,2020-12-18,Yuba,79290,54,2,403,69,62,-1,307
5429,2020-12-17,Alameda,1685886,851,13,14788,1064,797,11,7842
5430,2020-12-17,Alpine,1117,0,0,16,0,0,0,2
5431,2020-12-17,Amador,38531,46,0,844,66,10,0,254
5432,2020-12-17,Butte,217769,188,6,1316,212,87,2,718
5433,2020-12-17,Calaveras,44289,35,0,267,39,27,0,101
5435,2020-12-17,Colusa,22593,12,0,56,12,15,0,72
5436,2020-12-17,Contra Costa,1160099,544,9,8873,663,577,0,5075
5437,2020-12-17,Del Norte,27558,2,0,894,3,8,0,89
5438,2020-12-17,El Dorado,193098,123,0,954,119,90,0,645
5439,2020-12-17,Fresno,1032227,959,23,8421,1238,745,13,3578
5440,2020-12-17,Glenn,29348,14,0,85,17,8,0,49
5441,2020-12-17,Humboldt,134098,33,0,720,37,14,2,331
5442,2020-12-17,Imperial,191649,181,8,1595,200,228,3,845
5443,2020-12-17,Inyo,18453,14,0,114,18,6,0,60
5444,2020-12-17,Kern,927251,879,10,6404,1076,787,4,4022
5445,2020-12-17,Kings,156444,185,1,2253,244,323,-1,472
5446,2020-12-17,Lake,64871,40,1,399,51,11,0,269
5447,2020-12-17,Lassen,30065,31,0,393,50,21,0,260
5448,2020-12-17,Los Angeles,10257557,16398,286,130818,20813,13186,96,143413
5449,2020-12-17,Madera,160089,130,1,749,155,187,0,466
5450,2020-12-17,Marin,260800,72,0,2787,73,80,0,1051
5451,2020-12-17,Mariposa,17795,3,0,93,4,-3,0,18
5452,2020-12-17,Mendocino,88439,36,0,591,50,13,0,196
5453,2020-12-17,Merced,287420,282,3,3013,304,205,2,1130
5454,2020-12-17,Modoc,9475,3,0,28,0,1,0,8
5455,2020-12-17,Mono,13961,33,0,152,36,16,0,178
5456,2020-12-17,Monterey,448732,544,6,3855,629,844,0,1881
5457,2020-12-17,Napa,139652,100,2,1794,142,68,0,813
5458,2020-12-17,Nevada,98710,36,1,553,36,24,0,184
5459,2020-12-17,Orange,3228519,3491,59,28459,4619,3107,13,16619
5461,2020-12-17,Placer,400434,220,3,2227,236,202,3,1576
5462,2020-12-17,Plumas,18997,9,0,151,12,5,0,41
5463,2020-12-17,Riverside,2468145,4043,47,22316,4878,3574,32,13732
5464,2020-12-17,Sacramento,1567975,971,9,10271,1107,1023,6,7028
5465,2020-12-17,San Benito,64022,90,1,537,84,63,0,212
5466,2020-12-17,San Bernardino,2217398,4733,65,25044,5756,6273,22,13611
5467,2020-12-17,San Diego,3370418,3107,23,26182,3519,2604,22,14463
5468,2020-12-17,San Francisco,892280,260,5,11756,357,315,0,4793
5469,2020-12-17,San Joaquin,782545,798,7,6592,987,884,7,3168
5470,2020-12-17,San Luis Obispo,278862,195,9,2370,256,113,1,685
5471,2020-12-17,San Mateo,778001,376,1,8860,467,355,2,4496
5472,2020-12-17,Santa Barbara,456373,239,3,2928,293,241,3,1181
5473,2020-12-17,Santa Clara,1967585,1273,23,23119,1743,1057,4,11545
5474,2020-12-17,Santa Cruz,273999,182,0,2747,214,151,1,1076
5475,2020-12-17,Shasta,177925,74,1,783,57,86,0,312
5476,2020-12-17,Sierra,3115,0,0,10,0,0,0,3
5477,2020-12-17,Siskiyou,43956,9,0,116,6,9,0,107
5478,2020-12-17,Solano,444255,461,2,4765,521,204,0,1908
5479,2020-12-17,Sonoma,496668,273,0,3795,322,225,1,1979
5480,2020-12-17,Stanislaus,562303,505,7,4509,619,303,0,2364
5481,2020-12-17,Sutter,105747,80,2,535,88,86,0,391
5482,2020-12-17,Tehama,65885,32,1,287,30,39,0,126
5483,2020-12-17,Trinity,13354,4,0,54,6,1,0,55
5484,2020-12-17,Tulare,484423,411,11,2976,456,352,6,1628
5485,2020-12-17,Tuolumne,52351,47,1,408,49,51,0,172
5487,2020-12-17,Ventura,852747,776,19,8123,909,838,5,3233
5488,2020-12-17,Yolo,223612,133,2,1295,122,151,2,776
5489,2020-12-17,Yuba,79290,84,0,438,91,55,1,278
5490,2020-12-16,Alameda,1685886,871,13,14473,1059,725,5,8165
5491,2020-12-16,Alpine,1117,0,0,5,0,0,0,4
5492,2020-12-16,Amador,38531,113,0,1272,127,24,0,397
5493,2020-12-16,Butte,217769,128,4,1267,133,94,1,1037
5494,2020-12-16,Calaveras,44289,32,0,223,35,22,0,139
5496,2020-12-16,Colusa,22593,13,0,96,21,12,0,103
5497,2020-12-16,Contra Costa,1160099,645,12,8649,712,1006,12,5033
5498,2020-12-16,Del Norte,27558,11,0,849,9,11,0,113
5499,2020-12-16,El Dorado,193098,108,0,1150,131,124,0,672
5500,2020-12-16,Fresno,1032227,1397,21,9018,1705,1857,10,4681
5501,2020-12-16,Glenn,29348,13,0,166,16,29,0,71
5502,2020-12-16,Humboldt,134098,22,0,785,28,32,0,394
5503,2020-12-16,Imperial,191649,221,5,2282,227,224,8,1149
5504,2020-12-16,Inyo,18453,13,0,104,9,50,0,78
5505,2020-12-16,Kern,927251,1007,21,6893,1280,894,11,6819
5506,2020-12-16,Kings,156444,167,3,2115,228,82,2,813
5507,2020-12-16,Lake,64871,24,0,448,55,22,-1,349
5508,2020-12-16,Lassen,30065,180,0,1071,196,18,0,466
5509,2020-12-16,Los Angeles,10257557,16280,281,128621,20627,21649,132,142441
5510,2020-12-16,Madera,160089,149,1,1436,172,160,2,654
5511,2020-12-16,Marin,260800,107,2,3083,118,113,1,1123
5512,2020-12-16,Mariposa,17795,4,0,148,5,4,0,27
5513,2020-12-16,Mendocino,88439,27,0,452,37,46,-1,262
5514,2020-12-16,Merced,287420,308,6,2062,302,323,0,1693
5515,2020-12-16,Modoc,9475,2,0,33,0,-1,0,13
5516,2020-12-16,Mono,13961,22,0,162,26,0,0,154
5517,2020-12-16,Monterey,448732,595,4,4547,689,1202,2,3168
5518,2020-12-16,Napa,139652,105,0,1761,118,104,0,1084
5519,2020-12-16,Nevada,98710,33,0,548,42,32,2,238
5520,2020-12-16,Orange,3228519,3716,63,27108,4548,2367,23,19616
5522,2020-12-16,Placer,400434,226,0,2337,268,253,1,1474
5523,2020-12-16,Plumas,18997,7,0,167,9,6,0,65
5524,2020-12-16,Riverside,2468145,3898,49,21821,4667,3929,40,15500
5525,2020-12-16,Sacramento,1567975,1005,10,9474,1114,1090,12,7222
5526,2020-12-16,San Benito,64022,82,0,585,114,62,1,197
5527,2020-12-16,San Bernardino,2217398,4540,48,24897,5473,6017,52,15789
5528,2020-12-16,San Diego,3370418,3573,34,27316,3709,2807,23,18543
5529,2020-12-16,San Francisco,892280,314,3,11443,423,341,-1,5157
5530,2020-12-16,San Joaquin,782545,911,18,5952,1053,1161,10,3853
5531,2020-12-16,San Luis Obispo,278862,105,0,2761,163,178,3,1010
5532,2020-12-16,San Mateo,778001,469,1,10132,556,385,1,4237
5533,2020-12-16,Santa Barbara,456373,217,6,2732,252,184,0,1691
5534,2020-12-16,Santa Clara,1967585,1479,22,23849,1885,1191,18,10954
5535,2020-12-16,Santa Cruz,273999,170,2,2515,185,175,4,1324
5536,2020-12-16,Shasta,177925,60,3,1478,61,120,8,471
5537,2020-12-16,Sierra,3115,0,0,13,1,0,0,5
5538,2020-12-16,Siskiyou,43956,8,0,114,16,6,0,137
5539,2020-12-16,Solano,444255,341,2,5255,420,361,1,1874
5540,2020-12-16,Sonoma,496668,219,1,4133,279,362,3,1815
5541,2020-12-16,Stanislaus,562303,510,7,3683,626,456,4,3192
5542,2020-12-16,Sutter,105747,98,3,517,122,143,3,447
5543,2020-12-16,Tehama,65885,40,0,261,41,49,0,184
5544,2020-12-16,Trinity,13354,3,0,61,4,-1,1,104
5545,2020-12-16,Tulare,484423,496,14,3446,633,474,10,2400
5546,2020-12-16,Tuolumne,52351,30,0,427,52,67,3,316
5548,2020-12-16,Ventura,852747,605,8,6759,693,630,2,3677
5549,2020-12-16,Yolo,223612,116,1,953,135,118,-1,918
5550,2020-12-16,Yuba,79290,95,1,417,117,89,0,305
5551,2020-12-15,Alameda,1685886,919,12,15384,1106,774,5,9508
5552,2020-12-15,Alpine,1117,0,0,4,0,1,0,3
5553,2020-12-15,Amador,38531,72,1,1420,77,60,0,388
5554,2020-12-15,Butte,217769,148,3,1585,173,363,0,891
5555,2020-12-15,Calaveras,44289,38,0,284,42,81,0,133
5557,2020-12-15,Colusa,22593,24,0,234,30,77,0,93
5558,2020-12-15,Contra Costa,1160099,682,13,9423,794,829,0,5342
5559,2020-12-15,Del Norte,27558,7,0,298,7,4,0,142
5560,2020-12-15,El Dorado,193098,156,2,1220,145,95,0,783
5561,2020-12-15,Fresno,1032227,1029,11,8103,1227,2590,14,4216
5562,2020-12-15,Glenn,29348,24,0,129,26,21,0,90
5563,2020-12-15,Humboldt,134098,13,0,691,21,20,3,445
5564,2020-12-15,Imperial,191649,236,12,2250,273,148,1,1456
5565,2020-12-15,Inyo,18453,15,0,179,4,12,0,99
5566,2020-12-15,Kern,927251,1008,16,6547,1182,1464,1,5581
5567,2020-12-15,Kings,156444,177,2,3747,199,161,0,728
5568,2020-12-15,Lake,64871,48,0,582,65,40,0,310
5569,2020-12-15,Lassen,30065,98,0,852,110,473,0,335
5570,2020-12-15,Los Angeles,10257557,17563,325,128501,21849,11590,89,140716
5571,2020-12-15,Madera,160089,273,5,2017,282,107,0,603
5572,2020-12-15,Marin,260800,83,0,2917,96,53,0,1188
5573,2020-12-15,Mariposa,17795,1,0,200,7,0,0,27
5574,2020-12-15,Mendocino,88439,21,0,659,31,38,0,161
5575,2020-12-15,Merced,287420,395,7,2761,390,548,1,1419
5576,2020-12-15,Modoc,9475,6,0,50,1,-1,0,20
5577,2020-12-15,Mono,13961,7,0,50,14,17,0,79
5578,2020-12-15,Monterey,448732,529,4,3955,631,751,6,1559
