,county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
8683,Marin,2020-10-25,0,148,0,102
8684,Mariposa,2020-10-25,0,2,0,2
8685,Mendocino,2020-10-25,0,20,0,20
8686,Merced,2020-10-25,1,162,0,150
8687,Modoc,2020-10-25,0,0,0,0
8688,Mono,2020-10-25,0,2,0,1
8689,Monterey,2020-10-25,0,108,0,87
8690,Napa,2020-10-25,0,15,0,14
8691,Nevada,2020-10-25,0,10,0,8
8692,Orange,2020-10-25,2,1642,2,1443
8694,Placer,2020-10-25,0,61,0,57
8695,Plumas,2020-10-25,0,0,0,0
8696,Riverside,2020-10-25,6,1440,1,1289
8697,Sacramento,2020-10-25,1,577,0,496
8698,San Benito,2020-10-25,0,15,0,15
8699,San Bernardino,2020-10-25,6,1344,0,1153
8700,San Diego,2020-10-25,3,974,2,870
8701,San Francisco,2020-10-25,0,165,0,137
8702,San Joaquin,2020-10-25,0,530,0,495
8703,San Luis Obispo,2020-10-25,0,38,0,31
8704,San Mateo,2020-10-25,0,173,1,156
8705,Santa Barbara,2020-10-25,0,152,0,122
8706,Santa Clara,2020-10-25,1,503,0,365
8707,Santa Cruz,2020-10-25,0,27,0,24
8708,Shasta,2020-10-25,1,40,0,29
8709,Sierra,2020-10-25,0,0,0,0
8710,Siskiyou,2020-10-25,0,0,0,0
8711,Solano,2020-10-25,0,86,0,60
8712,Sonoma,2020-10-25,1,141,0,140
8713,Stanislaus,2020-10-25,0,327,0,400
8714,Sutter,2020-10-25,0,13,0,12
8715,Tehama,2020-10-25,0,8,0,5
8716,Trinity,2020-10-25,0,0,0,0
8717,Tulare,2020-10-25,1,310,1,296
8718,Tuolumne,2020-10-25,1,7,0,4
8720,Ventura,2020-10-25,0,199,0,154
8721,Yolo,2020-10-25,0,76,1,58
8722,Yuba,2020-10-25,0,10,0,10
8723,Alameda,2020-10-24,0,461,5,398
8724,Alpine,2020-10-24,0,0,0,0
8725,Amador,2020-10-24,0,16,0,16
8726,Butte,2020-10-24,0,61,1,56
8727,Calaveras,2020-10-24,0,24,0,13
8729,Colusa,2020-10-24,0,6,0,6
8730,Contra Costa,2020-10-24,0,275,0,244
8731,Del Norte,2020-10-24,0,1,0,2
8732,El Dorado,2020-10-24,0,5,0,4
8733,Fresno,2020-10-24,2,545,0,441
8734,Glenn,2020-10-24,0,4,0,3
8735,Humboldt,2020-10-24,0,9,0,7
8736,Imperial,2020-10-24,1,362,0,333
8737,Inyo,2020-10-24,0,15,0,14
8738,Kern,2020-10-24,1,461,1,432
8739,Kings,2020-10-24,0,86,0,82
8740,Lake,2020-10-24,0,17,0,15
8741,Lassen,2020-10-24,0,0,0,0
8742,Los Angeles,2020-10-24,24,7590,13,6969
8743,Madera,2020-10-24,0,114,0,53
8744,Marin,2020-10-24,0,148,0,102
8745,Mariposa,2020-10-24,0,2,0,2
8746,Mendocino,2020-10-24,0,20,0,20
8747,Merced,2020-10-24,0,161,1,150
8748,Modoc,2020-10-24,0,0,0,0
8749,Mono,2020-10-24,0,2,0,1
8750,Monterey,2020-10-24,0,108,1,87
8751,Napa,2020-10-24,0,15,0,14
8752,Nevada,2020-10-24,0,10,0,8
8753,Orange,2020-10-24,4,1640,11,1441
8755,Placer,2020-10-24,0,61,0,57
8756,Plumas,2020-10-24,0,0,0,0
8757,Riverside,2020-10-24,6,1434,9,1288
8758,Sacramento,2020-10-24,1,576,0,496
8759,San Benito,2020-10-24,0,15,0,15
8760,San Bernardino,2020-10-24,6,1338,3,1153
8761,San Diego,2020-10-24,3,971,1,868
8762,San Francisco,2020-10-24,0,165,0,137
8763,San Joaquin,2020-10-24,1,530,0,495
8764,San Luis Obispo,2020-10-24,1,38,0,31
8765,San Mateo,2020-10-24,0,173,0,155
8766,Santa Barbara,2020-10-24,0,152,1,122
8767,Santa Clara,2020-10-24,2,502,1,365
8768,Santa Cruz,2020-10-24,0,27,0,24
8769,Shasta,2020-10-24,0,39,0,29
8770,Sierra,2020-10-24,0,0,0,0
8771,Siskiyou,2020-10-24,0,0,0,0
8772,Solano,2020-10-24,0,86,1,60
8773,Sonoma,2020-10-24,0,140,1,140
8774,Stanislaus,2020-10-24,0,327,5,400
8775,Sutter,2020-10-24,0,13,0,12
8776,Tehama,2020-10-24,0,8,0,5
8777,Trinity,2020-10-24,0,0,0,0
8778,Tulare,2020-10-24,1,309,0,295
8779,Tuolumne,2020-10-24,0,6,0,4
8781,Ventura,2020-10-24,0,199,-1,154
8782,Yolo,2020-10-24,1,76,0,57
8783,Yuba,2020-10-24,0,10,0,10
8784,Alameda,2020-10-23,3,461,0,393
8785,Alpine,2020-10-23,0,0,0,0
8786,Amador,2020-10-23,0,16,0,16
8787,Butte,2020-10-23,0,61,0,55
8788,Calaveras,2020-10-23,0,24,0,13
8790,Colusa,2020-10-23,0,6,0,6
8791,Contra Costa,2020-10-23,0,275,1,244
8792,Del Norte,2020-10-23,0,1,0,2
8793,El Dorado,2020-10-23,0,5,0,4
8794,Fresno,2020-10-23,2,543,3,441
8795,Glenn,2020-10-23,0,4,0,3
8796,Humboldt,2020-10-23,0,9,0,7
8797,Imperial,2020-10-23,1,361,0,333
8798,Inyo,2020-10-23,0,15,0,14
8799,Kern,2020-10-23,0,460,0,431
8800,Kings,2020-10-23,0,86,0,82
8801,Lake,2020-10-23,0,17,0,15
8802,Lassen,2020-10-23,0,0,0,0
8803,Los Angeles,2020-10-23,18,7566,21,6956
8804,Madera,2020-10-23,0,114,1,53
8805,Marin,2020-10-23,0,148,0,102
8806,Mariposa,2020-10-23,0,2,0,2
8807,Mendocino,2020-10-23,0,20,0,20
8808,Merced,2020-10-23,0,161,0,149
8809,Modoc,2020-10-23,0,0,0,0
8810,Mono,2020-10-23,0,2,0,1
8811,Monterey,2020-10-23,0,108,2,86
8812,Napa,2020-10-23,0,15,0,14
8813,Nevada,2020-10-23,0,10,0,8
8814,Orange,2020-10-23,3,1636,8,1430
8816,Placer,2020-10-23,0,61,0,57
8817,Plumas,2020-10-23,0,0,0,0
8818,Riverside,2020-10-23,6,1428,0,1279
8819,Sacramento,2020-10-23,1,575,4,496
8820,San Benito,2020-10-23,0,15,0,15
8821,San Bernardino,2020-10-23,14,1332,1,1150
8822,San Diego,2020-10-23,5,968,1,867
8823,San Francisco,2020-10-23,0,165,0,137
8824,San Joaquin,2020-10-23,0,529,0,495
8825,San Luis Obispo,2020-10-23,0,37,0,31
8826,San Mateo,2020-10-23,0,173,0,155
8827,Santa Barbara,2020-10-23,0,152,1,121
8828,Santa Clara,2020-10-23,2,500,1,364
8829,Santa Cruz,2020-10-23,0,27,0,24
8830,Shasta,2020-10-23,1,39,0,29
8831,Sierra,2020-10-23,0,0,0,0
8832,Siskiyou,2020-10-23,0,0,0,0
8833,Solano,2020-10-23,0,86,0,59
8834,Sonoma,2020-10-23,0,140,0,139
8835,Stanislaus,2020-10-23,0,327,0,395
8836,Sutter,2020-10-23,1,13,0,12
8837,Tehama,2020-10-23,0,8,0,5
8838,Trinity,2020-10-23,0,0,0,0
8839,Tulare,2020-10-23,1,308,2,295
8840,Tuolumne,2020-10-23,0,6,0,4
8842,Ventura,2020-10-23,0,199,1,155
8843,Yolo,2020-10-23,0,75,-1,57
8844,Yuba,2020-10-23,0,10,0,10
8845,Alameda,2020-10-22,0,458,1,393
8846,Alpine,2020-10-22,0,0,0,0
8847,Amador,2020-10-22,0,16,0,16
8848,Butte,2020-10-22,1,61,0,55
8849,Calaveras,2020-10-22,0,24,0,13
8851,Colusa,2020-10-22,0,6,0,6
8852,Contra Costa,2020-10-22,0,275,0,243
8853,Del Norte,2020-10-22,0,1,0,2
8854,El Dorado,2020-10-22,0,5,0,4
8855,Fresno,2020-10-22,0,541,5,438
8856,Glenn,2020-10-22,0,4,0,3
8857,Humboldt,2020-10-22,0,9,0,7
8858,Imperial,2020-10-22,1,360,2,333
8859,Inyo,2020-10-22,0,15,0,14
8860,Kern,2020-10-22,0,460,1,431
8861,Kings,2020-10-22,0,86,2,82
8862,Lake,2020-10-22,0,17,0,15
8863,Lassen,2020-10-22,0,0,0,0
8864,Los Angeles,2020-10-22,19,7548,12,6935
8865,Madera,2020-10-22,0,114,0,52
8866,Marin,2020-10-22,0,148,0,102
8867,Mariposa,2020-10-22,0,2,0,2
8868,Mendocino,2020-10-22,0,20,-1,20
8869,Merced,2020-10-22,1,161,0,149
8870,Modoc,2020-10-22,0,0,0,0
8871,Mono,2020-10-22,0,2,0,1
8872,Monterey,2020-10-22,0,108,1,84
8873,Napa,2020-10-22,0,15,1,14
8874,Nevada,2020-10-22,0,10,0,8
8875,Orange,2020-10-22,3,1633,13,1422
8877,Placer,2020-10-22,1,61,1,57
8878,Plumas,2020-10-22,0,0,0,0
8879,Riverside,2020-10-22,3,1422,1,1279
8880,Sacramento,2020-10-22,2,574,2,492
8881,San Benito,2020-10-22,0,15,1,15
8882,San Bernardino,2020-10-22,10,1318,8,1149
8883,San Diego,2020-10-22,3,963,3,866
8884,San Francisco,2020-10-22,1,165,0,137
8885,San Joaquin,2020-10-22,0,529,0,495
8886,San Luis Obispo,2020-10-22,0,37,0,31
8887,San Mateo,2020-10-22,0,173,0,155
8888,Santa Barbara,2020-10-22,0,152,-1,120
8889,Santa Clara,2020-10-22,0,498,2,363
8890,Santa Cruz,2020-10-22,0,27,0,24
8891,Shasta,2020-10-22,0,38,2,29
8892,Sierra,2020-10-22,0,0,0,0
8893,Siskiyou,2020-10-22,0,0,0,0
8894,Solano,2020-10-22,0,86,0,59
8895,Sonoma,2020-10-22,0,140,1,139
8896,Stanislaus,2020-10-22,0,327,3,395
8897,Sutter,2020-10-22,0,12,0,12
8898,Tehama,2020-10-22,0,8,0,5
8899,Trinity,2020-10-22,0,0,0,0
8900,Tulare,2020-10-22,0,307,1,293
8901,Tuolumne,2020-10-22,0,6,0,4
8903,Ventura,2020-10-22,0,199,1,154
8904,Yolo,2020-10-22,1,75,0,58
8905,Yuba,2020-10-22,0,10,0,10
8906,Alameda,2020-10-21,1,458,1,392
8907,Alpine,2020-10-21,0,0,0,0
8908,Amador,2020-10-21,0,16,0,16
8909,Butte,2020-10-21,0,60,-1,55
8910,Calaveras,2020-10-21,0,24,0,13
8912,Colusa,2020-10-21,0,6,0,6
8913,Contra Costa,2020-10-21,1,275,2,243
8914,Del Norte,2020-10-21,0,1,0,2
8915,El Dorado,2020-10-21,0,5,0,4
8916,Fresno,2020-10-21,1,541,2,433
8917,Glenn,2020-10-21,0,4,0,3
8918,Humboldt,2020-10-21,0,9,0,7
8919,Imperial,2020-10-21,3,359,1,331
8920,Inyo,2020-10-21,0,15,0,14
8921,Kern,2020-10-21,2,460,1,430
8922,Kings,2020-10-21,0,86,0,80
8923,Lake,2020-10-21,0,17,0,15
8924,Lassen,2020-10-21,0,0,0,0
8925,Los Angeles,2020-10-21,18,7529,32,6923
8926,Madera,2020-10-21,0,114,0,52
8927,Marin,2020-10-21,0,148,1,102
8928,Mariposa,2020-10-21,0,2,0,2
8929,Mendocino,2020-10-21,0,20,0,21
8930,Merced,2020-10-21,1,160,0,149
8931,Modoc,2020-10-21,0,0,0,0
8932,Mono,2020-10-21,0,2,0,1
8933,Monterey,2020-10-21,0,108,2,83
8934,Napa,2020-10-21,0,15,0,13
8935,Nevada,2020-10-21,0,10,0,8
8936,Orange,2020-10-21,6,1630,12,1409
8938,Placer,2020-10-21,1,60,0,56
8939,Plumas,2020-10-21,0,0,0,0
8940,Riverside,2020-10-21,7,1419,3,1278
8941,Sacramento,2020-10-21,2,572,5,490
8942,San Benito,2020-10-21,0,15,0,14
8943,San Bernardino,2020-10-21,2,1308,32,1141
8944,San Diego,2020-10-21,1,960,6,863
8945,San Francisco,2020-10-21,0,164,11,137
8946,San Joaquin,2020-10-21,0,529,5,495
8947,San Luis Obispo,2020-10-21,0,37,0,31
8948,San Mateo,2020-10-21,0,173,0,155
8949,Santa Barbara,2020-10-21,0,152,0,121
8950,Santa Clara,2020-10-21,3,498,3,361
8951,Santa Cruz,2020-10-21,0,27,1,24
8952,Shasta,2020-10-21,0,38,7,27
8953,Sierra,2020-10-21,0,0,0,0
8954,Siskiyou,2020-10-21,0,0,0,0
8955,Solano,2020-10-21,0,86,2,59
8956,Sonoma,2020-10-21,0,140,3,138
8957,Stanislaus,2020-10-21,0,327,-1,392
8958,Sutter,2020-10-21,0,12,0,12
8959,Tehama,2020-10-21,0,8,0,5
8960,Trinity,2020-10-21,0,0,0,0
8961,Tulare,2020-10-21,0,307,3,292
8962,Tuolumne,2020-10-21,0,6,0,4
8964,Ventura,2020-10-21,0,199,1,153
8965,Yolo,2020-10-21,0,74,2,58
8966,Yuba,2020-10-21,0,10,0,10
8967,Alameda,2020-10-20,2,457,-1,391
8968,Alpine,2020-10-20,0,0,0,0
8969,Amador,2020-10-20,0,16,0,16
8970,Butte,2020-10-20,0,60,1,56
8971,Calaveras,2020-10-20,0,24,0,13
8973,Colusa,2020-10-20,0,6,0,6
8974,Contra Costa,2020-10-20,1,274,2,241
8975,Del Norte,2020-10-20,0,1,0,2
8976,El Dorado,2020-10-20,0,5,0,4
8977,Fresno,2020-10-20,1,540,0,431
8978,Glenn,2020-10-20,0,4,0,3
8979,Humboldt,2020-10-20,0,9,0,7
8980,Imperial,2020-10-20,0,356,0,330
8981,Inyo,2020-10-20,0,15,0,14
8982,Kern,2020-10-20,0,458,1,429
8983,Kings,2020-10-20,0,86,0,80
8984,Lake,2020-10-20,0,17,0,15
8985,Lassen,2020-10-20,0,0,0,0
8986,Los Angeles,2020-10-20,27,7511,33,6891
8987,Madera,2020-10-20,0,114,0,52
8988,Marin,2020-10-20,0,148,1,101
8989,Mariposa,2020-10-20,0,2,0,2
8990,Mendocino,2020-10-20,0,20,0,21
8991,Merced,2020-10-20,0,159,1,149
8992,Modoc,2020-10-20,0,0,0,0
8993,Mono,2020-10-20,0,2,0,1
8994,Monterey,2020-10-20,1,108,1,81
8995,Napa,2020-10-20,0,15,1,13
8996,Nevada,2020-10-20,0,10,0,8
8997,Orange,2020-10-20,7,1624,1,1397
8999,Placer,2020-10-20,0,59,7,56
9000,Plumas,2020-10-20,0,0,0,0
9001,Riverside,2020-10-20,9,1412,3,1275
9002,Sacramento,2020-10-20,2,570,2,485
9003,San Benito,2020-10-20,0,15,0,14
9004,San Bernardino,2020-10-20,7,1306,9,1109
9005,San Diego,2020-10-20,5,959,4,857
9006,San Francisco,2020-10-20,1,164,0,126
9007,San Joaquin,2020-10-20,0,529,1,490
9008,San Luis Obispo,2020-10-20,0,37,0,31
9009,San Mateo,2020-10-20,0,173,1,155
9010,Santa Barbara,2020-10-20,0,152,0,121
9011,Santa Clara,2020-10-20,4,495,6,358
9012,Santa Cruz,2020-10-20,0,27,4,23
9013,Shasta,2020-10-20,0,38,0,20
9014,Sierra,2020-10-20,0,0,0,0
9015,Siskiyou,2020-10-20,0,0,0,0
9016,Solano,2020-10-20,0,86,0,57
9017,Sonoma,2020-10-20,0,140,0,135
9018,Stanislaus,2020-10-20,1,327,3,393
9019,Sutter,2020-10-20,0,12,0,12
9020,Tehama,2020-10-20,0,8,0,5
9021,Trinity,2020-10-20,0,0,0,0
9022,Tulare,2020-10-20,1,307,-2,289
9023,Tuolumne,2020-10-20,0,6,0,4
9025,Ventura,2020-10-20,2,199,0,152
9026,Yolo,2020-10-20,0,74,0,56
9027,Yuba,2020-10-20,0,10,0,10
9028,Alameda,2020-10-19,0,455,0,392
9029,Alpine,2020-10-19,0,0,0,0
9030,Amador,2020-10-19,0,16,0,16
9031,Butte,2020-10-19,0,60,0,55
9032,Calaveras,2020-10-19,0,24,0,13
9034,Colusa,2020-10-19,0,6,0,6
9035,Contra Costa,2020-10-19,3,273,2,239
9036,Del Norte,2020-10-19,0,1,0,2
9037,El Dorado,2020-10-19,0,5,0,4
9038,Fresno,2020-10-19,2,539,1,431
9039,Glenn,2020-10-19,1,4,0,3
9040,Humboldt,2020-10-19,0,9,0,7
9041,Imperial,2020-10-19,1,356,0,330
9042,Inyo,2020-10-19,0,15,0,14
9043,Kern,2020-10-19,1,458,0,428
9044,Kings,2020-10-19,0,86,0,80
9045,Lake,2020-10-19,0,17,0,15
9046,Lassen,2020-10-19,0,0,0,0
9047,Los Angeles,2020-10-19,21,7484,1,6858
9048,Madera,2020-10-19,0,114,0,52
9049,Marin,2020-10-19,0,148,1,100
9050,Mariposa,2020-10-19,0,2,0,2
9051,Mendocino,2020-10-19,0,20,0,21
9052,Merced,2020-10-19,0,159,0,148
9053,Modoc,2020-10-19,0,0,0,0
9054,Mono,2020-10-19,0,2,0,1
9055,Monterey,2020-10-19,2,107,0,80
9056,Napa,2020-10-19,0,15,0,12
9057,Nevada,2020-10-19,0,10,0,8
9058,Orange,2020-10-19,5,1617,0,1396
9060,Placer,2020-10-19,0,59,0,49
9061,Plumas,2020-10-19,0,0,0,0
9062,Riverside,2020-10-19,3,1403,2,1272
9063,Sacramento,2020-10-19,3,568,1,483
9064,San Benito,2020-10-19,0,15,0,14
9065,San Bernardino,2020-10-19,8,1299,2,1100
9066,San Diego,2020-10-19,5,954,0,853
9067,San Francisco,2020-10-19,0,163,0,126
9068,San Joaquin,2020-10-19,1,529,0,489
9069,San Luis Obispo,2020-10-19,0,37,0,31
9070,San Mateo,2020-10-19,0,173,0,154
9071,Santa Barbara,2020-10-19,0,152,0,121
9072,Santa Clara,2020-10-19,7,491,0,352
9073,Santa Cruz,2020-10-19,0,27,0,19
9074,Shasta,2020-10-19,0,38,0,20
9075,Sierra,2020-10-19,0,0,0,0
9076,Siskiyou,2020-10-19,0,0,0,0
9077,Solano,2020-10-19,0,86,0,57
9078,Sonoma,2020-10-19,1,140,1,135
9079,Stanislaus,2020-10-19,1,326,0,390
9080,Sutter,2020-10-19,0,12,0,12
9081,Tehama,2020-10-19,0,8,0,5
9082,Trinity,2020-10-19,0,0,0,0
9083,Tulare,2020-10-19,2,306,1,291
9084,Tuolumne,2020-10-19,0,6,0,4
9086,Ventura,2020-10-19,1,197,1,152
9087,Yolo,2020-10-19,3,74,1,56
9088,Yuba,2020-10-19,0,10,0,10
9089,Alameda,2020-10-18,0,455,-6,392
9090,Alpine,2020-10-18,0,0,0,0
9091,Amador,2020-10-18,0,16,0,16
9092,Butte,2020-10-18,0,60,0,55
9093,Calaveras,2020-10-18,0,24,0,13
9095,Colusa,2020-10-18,0,6,0,6
9096,Contra Costa,2020-10-18,0,270,0,237
9097,Del Norte,2020-10-18,0,1,0,2
9098,El Dorado,2020-10-18,0,5,0,4
9099,Fresno,2020-10-18,1,537,0,430
9100,Glenn,2020-10-18,0,3,0,3
9101,Humboldt,2020-10-18,0,9,0,7
9102,Imperial,2020-10-18,0,355,0,330
9103,Inyo,2020-10-18,0,15,0,14
9104,Kern,2020-10-18,2,457,0,428
9105,Kings,2020-10-18,0,86,0,80
9106,Lake,2020-10-18,0,17,0,15
9107,Lassen,2020-10-18,0,0,0,0
9108,Los Angeles,2020-10-18,14,7463,13,6857
9109,Madera,2020-10-18,0,114,-1,52
9110,Marin,2020-10-18,0,148,0,99
9111,Mariposa,2020-10-18,0,2,0,2
9112,Mendocino,2020-10-18,0,20,0,21
9113,Merced,2020-10-18,0,159,0,148
9114,Modoc,2020-10-18,0,0,0,0
9115,Mono,2020-10-18,0,2,0,1
9116,Monterey,2020-10-18,1,105,0,80
9117,Napa,2020-10-18,0,15,0,12
9118,Nevada,2020-10-18,0,10,0,8
9119,Orange,2020-10-18,2,1612,0,1396
9121,Placer,2020-10-18,0,59,0,49
9122,Plumas,2020-10-18,0,0,0,0
9123,Riverside,2020-10-18,3,1400,0,1270
9124,Sacramento,2020-10-18,2,565,0,482
9125,San Benito,2020-10-18,0,15,0,14
9126,San Bernardino,2020-10-18,7,1291,1,1098
9127,San Diego,2020-10-18,2,949,0,853
9128,San Francisco,2020-10-18,0,163,0,126
9129,San Joaquin,2020-10-18,0,528,0,489
9130,San Luis Obispo,2020-10-18,0,37,0,31
9131,San Mateo,2020-10-18,0,173,1,154
9132,Santa Barbara,2020-10-18,0,152,0,121
9133,Santa Clara,2020-10-18,3,484,3,352
9134,Santa Cruz,2020-10-18,0,27,0,19
9135,Shasta,2020-10-18,0,38,0,20
9136,Sierra,2020-10-18,0,0,0,0
9137,Siskiyou,2020-10-18,0,0,0,0
9138,Solano,2020-10-18,0,86,0,57
9139,Sonoma,2020-10-18,1,139,0,134
9140,Stanislaus,2020-10-18,1,325,0,390
9141,Sutter,2020-10-18,0,12,0,12
9142,Tehama,2020-10-18,0,8,0,5
9143,Trinity,2020-10-18,0,0,0,0
9144,Tulare,2020-10-18,1,304,0,290
9145,Tuolumne,2020-10-18,0,6,0,4
9147,Ventura,2020-10-18,0,196,0,151
9148,Yolo,2020-10-18,0,71,0,55
9149,Yuba,2020-10-18,0,10,0,10
9150,Alameda,2020-10-17,1,455,1,398
9151,Alpine,2020-10-17,0,0,0,0
9152,Amador,2020-10-17,0,16,0,16
9153,Butte,2020-10-17,0,60,1,55
9154,Calaveras,2020-10-17,0,24,0,13
9156,Colusa,2020-10-17,0,6,0,6
9157,Contra Costa,2020-10-17,0,270,0,237
9158,Del Norte,2020-10-17,0,1,0,2
9159,El Dorado,2020-10-17,0,5,0,4
9160,Fresno,2020-10-17,0,536,3,430
9161,Glenn,2020-10-17,0,3,0,3
9162,Humboldt,2020-10-17,0,9,0,7
9163,Imperial,2020-10-17,0,355,0,330
9164,Inyo,2020-10-17,0,15,0,14
9165,Kern,2020-10-17,1,455,0,428
9166,Kings,2020-10-17,0,86,0,80
9167,Lake,2020-10-17,0,17,1,15
9168,Lassen,2020-10-17,0,0,0,0
9169,Los Angeles,2020-10-17,13,7449,9,6844
9170,Madera,2020-10-17,1,114,0,53
9171,Marin,2020-10-17,0,148,0,99
9172,Mariposa,2020-10-17,0,2,0,2
9173,Mendocino,2020-10-17,0,20,0,21
9174,Merced,2020-10-17,0,159,0,148
9175,Modoc,2020-10-17,0,0,0,0
9176,Mono,2020-10-17,0,2,0,1
9177,Monterey,2020-10-17,1,104,1,80
9178,Napa,2020-10-17,0,15,0,12
9179,Nevada,2020-10-17,0,10,0,8
9180,Orange,2020-10-17,1,1610,8,1396
9182,Placer,2020-10-17,0,59,0,49
9183,Plumas,2020-10-17,0,0,0,0
9184,Riverside,2020-10-17,2,1397,3,1270
9185,Sacramento,2020-10-17,2,563,3,482
9186,San Benito,2020-10-17,0,15,0,14
9187,San Bernardino,2020-10-17,1,1284,28,1097
9188,San Diego,2020-10-17,2,947,3,853
9189,San Francisco,2020-10-17,1,163,0,126
9190,San Joaquin,2020-10-17,1,528,0,489
9191,San Luis Obispo,2020-10-17,0,37,-1,31
9192,San Mateo,2020-10-17,0,173,0,153
9193,Santa Barbara,2020-10-17,0,152,2,121
9194,Santa Clara,2020-10-17,1,481,4,349
9195,Santa Cruz,2020-10-17,0,27,-1,19
9196,Shasta,2020-10-17,0,38,0,20
9197,Sierra,2020-10-17,0,0,0,0
9198,Siskiyou,2020-10-17,0,0,0,0
9199,Solano,2020-10-17,0,86,2,57
9200,Sonoma,2020-10-17,6,138,1,134
9201,Stanislaus,2020-10-17,0,324,24,390
9202,Sutter,2020-10-17,0,12,0,12
9203,Tehama,2020-10-17,0,8,2,5
9204,Trinity,2020-10-17,0,0,0,0
9205,Tulare,2020-10-17,0,303,0,290
9206,Tuolumne,2020-10-17,1,6,0,4
9208,Ventura,2020-10-17,0,196,-1,151
9209,Yolo,2020-10-17,1,71,0,55
9210,Yuba,2020-10-17,0,10,0,10
9211,Alameda,2020-10-16,1,454,7,397
9212,Alpine,2020-10-16,0,0,0,0
9213,Amador,2020-10-16,0,16,0,16
9214,Butte,2020-10-16,0,60,0,54
9215,Calaveras,2020-10-16,0,24,0,13
9217,Colusa,2020-10-16,0,6,0,6
9218,Contra Costa,2020-10-16,0,270,0,237
9219,Del Norte,2020-10-16,0,1,0,2
9220,El Dorado,2020-10-16,0,5,0,4
9221,Fresno,2020-10-16,1,536,2,427
9222,Glenn,2020-10-16,0,3,0,3
9223,Humboldt,2020-10-16,0,9,0,7
9224,Imperial,2020-10-16,2,355,0,330
9225,Inyo,2020-10-16,0,15,0,14
9226,Kern,2020-10-16,0,454,1,428
9227,Kings,2020-10-16,1,86,0,80
9228,Lake,2020-10-16,0,17,0,14
9229,Lassen,2020-10-16,0,0,0,0
9230,Los Angeles,2020-10-16,11,7436,28,6835
9231,Madera,2020-10-16,0,113,3,53
9232,Marin,2020-10-16,0,148,0,99
9233,Mariposa,2020-10-16,0,2,0,2
9234,Mendocino,2020-10-16,0,20,0,21
9235,Merced,2020-10-16,0,159,1,148
9236,Modoc,2020-10-16,0,0,0,0
9237,Mono,2020-10-16,0,2,0,1
9238,Monterey,2020-10-16,1,103,0,79
9239,Napa,2020-10-16,0,15,0,12
9240,Nevada,2020-10-16,0,10,0,8
9241,Orange,2020-10-16,5,1609,9,1388
9243,Placer,2020-10-16,0,59,1,49
9244,Plumas,2020-10-16,0,0,0,0
9245,Riverside,2020-10-16,3,1395,1,1267
9246,Sacramento,2020-10-16,1,561,5,479
9247,San Benito,2020-10-16,0,15,0,14
9248,San Bernardino,2020-10-16,1,1283,2,1069
9249,San Diego,2020-10-16,3,945,3,850
9250,San Francisco,2020-10-16,0,162,0,126
9251,San Joaquin,2020-10-16,2,527,2,489
9252,San Luis Obispo,2020-10-16,1,37,0,32
9253,San Mateo,2020-10-16,0,173,1,153
9254,Santa Barbara,2020-10-16,0,152,2,119
9255,Santa Clara,2020-10-16,2,480,2,345
9256,Santa Cruz,2020-10-16,0,27,7,20
9257,Shasta,2020-10-16,0,38,0,20
9258,Sierra,2020-10-16,0,0,0,0
9259,Siskiyou,2020-10-16,0,0,0,0
9260,Solano,2020-10-16,0,86,0,55
9261,Sonoma,2020-10-16,1,132,0,133
9262,Stanislaus,2020-10-16,0,324,0,366
9263,Sutter,2020-10-16,0,12,0,12
9264,Tehama,2020-10-16,0,8,0,3
9265,Trinity,2020-10-16,0,0,0,0
9266,Tulare,2020-10-16,1,303,1,290
9267,Tuolumne,2020-10-16,0,5,0,4
9269,Ventura,2020-10-16,0,196,0,152
9270,Yolo,2020-10-16,0,70,0,55
9271,Yuba,2020-10-16,0,10,0,10
9272,Alameda,2020-10-15,7,453,-8,390
9273,Alpine,2020-10-15,0,0,0,0
9274,Amador,2020-10-15,0,16,0,16
9275,Butte,2020-10-15,0,60,0,54
9276,Calaveras,2020-10-15,0,24,1,13
9278,Colusa,2020-10-15,0,6,0,6
9279,Contra Costa,2020-10-15,1,270,1,237
9280,Del Norte,2020-10-15,0,1,0,2
9281,El Dorado,2020-10-15,0,5,0,4
9282,Fresno,2020-10-15,2,535,1,425
9283,Glenn,2020-10-15,0,3,0,3
9284,Humboldt,2020-10-15,0,9,0,7
9285,Imperial,2020-10-15,0,353,0,330
9286,Inyo,2020-10-15,0,15,0,14
9287,Kern,2020-10-15,2,454,2,427
9288,Kings,2020-10-15,0,85,0,80
9289,Lake,2020-10-15,0,17,0,14
9290,Lassen,2020-10-15,0,0,0,0
9291,Los Angeles,2020-10-15,19,7425,21,6807
9292,Madera,2020-10-15,0,113,0,50
9293,Marin,2020-10-15,0,148,0,99
9294,Mariposa,2020-10-15,0,2,0,2
9295,Mendocino,2020-10-15,0,20,0,21
9296,Merced,2020-10-15,0,159,0,147
9297,Modoc,2020-10-15,0,0,0,0
9298,Mono,2020-10-15,0,2,0,1
9299,Monterey,2020-10-15,2,102,1,79
9300,Napa,2020-10-15,0,15,0,12
9301,Nevada,2020-10-15,0,10,1,8
9302,Orange,2020-10-15,2,1604,31,1379
9304,Placer,2020-10-15,0,59,0,48
9305,Plumas,2020-10-15,0,0,0,0
9306,Riverside,2020-10-15,3,1392,5,1266
