,county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
8061,El Dorado,2020-11-04,0,5,0,4
8062,Fresno,2020-11-04,2,564,0,457
8063,Glenn,2020-11-04,0,4,0,3
8064,Humboldt,2020-11-04,0,10,1,9
8065,Imperial,2020-11-04,2,373,0,335
8066,Inyo,2020-11-04,0,15,0,14
8067,Kern,2020-11-04,1,474,0,439
8068,Kings,2020-11-04,1,89,0,83
8069,Lake,2020-11-04,0,18,0,16
8070,Lassen,2020-11-04,1,1,0,0
8071,Los Angeles,2020-11-04,26,7786,20,7124
8072,Madera,2020-11-04,1,117,0,54
8073,Marin,2020-11-04,0,148,0,131
8074,Mariposa,2020-11-04,0,2,0,2
8075,Mendocino,2020-11-04,0,22,0,22
8076,Merced,2020-11-04,0,169,0,153
8077,Modoc,2020-11-04,0,0,0,0
8078,Mono,2020-11-04,0,2,0,1
8079,Monterey,2020-11-04,1,116,2,96
8080,Napa,2020-11-04,0,19,0,15
8081,Nevada,2020-11-04,0,10,0,9
8082,Orange,2020-11-04,7,1682,6,1483
8084,Placer,2020-11-04,0,63,0,60
8085,Plumas,2020-11-04,0,0,0,0
8086,Riverside,2020-11-04,8,1507,10,1335
8087,Sacramento,2020-11-04,6,620,0,510
8088,San Benito,2020-11-04,0,16,0,15
8089,San Bernardino,2020-11-04,5,1400,10,1169
8090,San Diego,2020-11-04,9,1030,3,904
8091,San Francisco,2020-11-04,2,172,0,146
8092,San Joaquin,2020-11-04,1,541,0,500
8093,San Luis Obispo,2020-11-04,0,39,0,32
8094,San Mateo,2020-11-04,1,175,6,168
8095,Santa Barbara,2020-11-04,0,154,0,132
8096,Santa Clara,2020-11-04,4,541,0,393
8097,Santa Cruz,2020-11-04,1,30,0,25
8098,Shasta,2020-11-04,1,43,1,34
8099,Sierra,2020-11-04,0,0,0,0
8100,Siskiyou,2020-11-04,0,0,0,0
8101,Solano,2020-11-04,0,87,0,85
8102,Sonoma,2020-11-04,0,147,0,142
8103,Stanislaus,2020-11-04,1,337,0,416
8104,Sutter,2020-11-04,0,13,0,12
8105,Tehama,2020-11-04,0,9,0,6
8106,Trinity,2020-11-04,0,0,0,0
8107,Tulare,2020-11-04,3,323,1,298
8108,Tuolumne,2020-11-04,0,9,0,5
8110,Ventura,2020-11-04,0,205,0,155
8111,Yolo,2020-11-04,0,84,1,62
8112,Yuba,2020-11-04,0,10,0,10
8113,Alameda,2020-11-03,1,471,-1,418
8114,Alpine,2020-11-03,0,0,0,0
8115,Amador,2020-11-03,1,17,0,16
8116,Butte,2020-11-03,0,62,0,57
8117,Calaveras,2020-11-03,0,24,1,19
8119,Colusa,2020-11-03,0,7,0,6
8120,Contra Costa,2020-11-03,1,279,0,250
8121,Del Norte,2020-11-03,0,1,0,2
8122,El Dorado,2020-11-03,0,5,0,4
8123,Fresno,2020-11-03,8,562,6,457
8124,Glenn,2020-11-03,0,4,0,3
8125,Humboldt,2020-11-03,0,10,0,8
8126,Imperial,2020-11-03,1,371,1,335
8127,Inyo,2020-11-03,0,15,0,14
8128,Kern,2020-11-03,1,473,2,439
8129,Kings,2020-11-03,0,88,1,83
8130,Lake,2020-11-03,0,18,-1,16
8131,Lassen,2020-11-03,0,0,0,0
8132,Los Angeles,2020-11-03,22,7760,25,7104
8133,Madera,2020-11-03,1,116,0,54
8134,Marin,2020-11-03,0,148,6,131
8135,Mariposa,2020-11-03,0,2,0,2
8136,Mendocino,2020-11-03,0,22,1,22
8137,Merced,2020-11-03,0,169,1,153
8138,Modoc,2020-11-03,0,0,0,0
8139,Mono,2020-11-03,0,2,0,1
8140,Monterey,2020-11-03,1,115,1,94
8141,Napa,2020-11-03,0,19,0,15
8142,Nevada,2020-11-03,0,10,0,9
8143,Orange,2020-11-03,3,1675,3,1477
8145,Placer,2020-11-03,0,63,0,60
8146,Plumas,2020-11-03,0,0,0,0
8147,Riverside,2020-11-03,6,1499,4,1325
8148,Sacramento,2020-11-03,4,614,2,510
8149,San Benito,2020-11-03,0,16,0,15
8150,San Bernardino,2020-11-03,9,1395,2,1159
8151,San Diego,2020-11-03,3,1021,10,901
8152,San Francisco,2020-11-03,1,170,1,146
8153,San Joaquin,2020-11-03,1,540,0,500
8154,San Luis Obispo,2020-11-03,0,39,1,32
8155,San Mateo,2020-11-03,1,174,1,162
8156,Santa Barbara,2020-11-03,0,154,2,132
8157,Santa Clara,2020-11-03,2,537,6,393
8158,Santa Cruz,2020-11-03,0,29,0,25
8159,Shasta,2020-11-03,1,42,0,33
8160,Sierra,2020-11-03,0,0,0,0
8161,Siskiyou,2020-11-03,0,0,0,0
8162,Solano,2020-11-03,0,87,1,85
8163,Sonoma,2020-11-03,0,147,2,142
8164,Stanislaus,2020-11-03,1,336,4,416
8165,Sutter,2020-11-03,0,13,0,12
8166,Tehama,2020-11-03,0,9,0,6
8167,Trinity,2020-11-03,0,0,0,0
8168,Tulare,2020-11-03,2,320,-2,297
8169,Tuolumne,2020-11-03,0,9,0,5
8171,Ventura,2020-11-03,1,205,-1,155
8172,Yolo,2020-11-03,2,84,0,61
8173,Yuba,2020-11-03,0,10,0,10
8174,Alameda,2020-11-02,1,470,0,419
8175,Alpine,2020-11-02,0,0,0,0
8176,Amador,2020-11-02,0,16,0,16
8177,Butte,2020-11-02,0,62,0,57
8178,Calaveras,2020-11-02,0,24,0,18
8180,Colusa,2020-11-02,0,7,0,6
8181,Contra Costa,2020-11-02,0,278,0,250
8182,Del Norte,2020-11-02,0,1,0,2
8183,El Dorado,2020-11-02,0,5,0,4
8184,Fresno,2020-11-02,2,554,0,451
8185,Glenn,2020-11-02,0,4,0,3
8186,Humboldt,2020-11-02,1,10,0,8
8187,Imperial,2020-11-02,1,370,0,334
8188,Inyo,2020-11-02,0,15,0,14
8189,Kern,2020-11-02,3,472,0,437
8190,Kings,2020-11-02,1,88,0,82
8191,Lake,2020-11-02,0,18,0,17
8192,Lassen,2020-11-02,0,0,0,0
8193,Los Angeles,2020-11-02,27,7738,2,7079
8194,Madera,2020-11-02,0,115,0,54
8195,Marin,2020-11-02,0,148,0,125
8196,Mariposa,2020-11-02,0,2,0,2
8197,Mendocino,2020-11-02,1,22,0,21
8198,Merced,2020-11-02,0,169,0,152
8199,Modoc,2020-11-02,0,0,0,0
8200,Mono,2020-11-02,0,2,0,1
8201,Monterey,2020-11-02,0,114,0,93
8202,Napa,2020-11-02,0,19,0,15
8203,Nevada,2020-11-02,0,10,0,9
8204,Orange,2020-11-02,5,1672,-1,1474
8206,Placer,2020-11-02,0,63,2,60
8207,Plumas,2020-11-02,0,0,0,0
8208,Riverside,2020-11-02,10,1493,2,1321
8209,Sacramento,2020-11-02,8,610,0,508
8210,San Benito,2020-11-02,0,16,0,15
8211,San Bernardino,2020-11-02,12,1386,0,1157
8212,San Diego,2020-11-02,4,1018,0,891
8213,San Francisco,2020-11-02,0,169,0,145
8214,San Joaquin,2020-11-02,2,539,0,500
8215,San Luis Obispo,2020-11-02,0,39,0,31
8216,San Mateo,2020-11-02,0,173,1,161
8217,Santa Barbara,2020-11-02,0,154,0,130
8218,Santa Clara,2020-11-02,14,535,1,387
8219,Santa Cruz,2020-11-02,1,29,0,25
8220,Shasta,2020-11-02,0,41,0,33
8221,Sierra,2020-11-02,0,0,0,0
8222,Siskiyou,2020-11-02,0,0,0,0
8223,Solano,2020-11-02,0,87,0,84
8224,Sonoma,2020-11-02,1,147,0,140
8225,Stanislaus,2020-11-02,2,335,0,412
8226,Sutter,2020-11-02,0,13,0,12
8227,Tehama,2020-11-02,0,9,1,6
8228,Trinity,2020-11-02,0,0,0,0
8229,Tulare,2020-11-02,0,318,0,299
8230,Tuolumne,2020-11-02,0,9,0,5
8232,Ventura,2020-11-02,2,204,0,156
8233,Yolo,2020-11-02,2,82,1,61
8234,Yuba,2020-11-02,0,10,0,10
8235,Alameda,2020-11-01,0,469,3,419
8236,Alpine,2020-11-01,0,0,0,0
8237,Amador,2020-11-01,0,16,0,16
8238,Butte,2020-11-01,1,62,0,57
8239,Calaveras,2020-11-01,0,24,0,18
8241,Colusa,2020-11-01,0,7,0,6
8242,Contra Costa,2020-11-01,1,278,1,250
8243,Del Norte,2020-11-01,0,1,0,2
8244,El Dorado,2020-11-01,0,5,0,4
8245,Fresno,2020-11-01,0,552,0,451
8246,Glenn,2020-11-01,0,4,0,3
8247,Humboldt,2020-11-01,0,9,0,8
8248,Imperial,2020-11-01,1,369,0,334
8249,Inyo,2020-11-01,0,15,0,14
8250,Kern,2020-11-01,0,469,0,437
8251,Kings,2020-11-01,0,87,0,82
8252,Lake,2020-11-01,0,18,1,17
8253,Lassen,2020-11-01,0,0,0,0
8254,Los Angeles,2020-11-01,23,7711,4,7077
8255,Madera,2020-11-01,1,115,0,54
8256,Marin,2020-11-01,0,148,0,125
8257,Mariposa,2020-11-01,0,2,0,2
8258,Mendocino,2020-11-01,0,21,0,21
8259,Merced,2020-11-01,1,169,1,152
8260,Modoc,2020-11-01,0,0,0,0
8261,Mono,2020-11-01,0,2,0,1
8262,Monterey,2020-11-01,3,114,0,93
8263,Napa,2020-11-01,0,19,0,15
8264,Nevada,2020-11-01,0,10,0,9
8265,Orange,2020-11-01,5,1667,2,1475
8267,Placer,2020-11-01,0,63,0,58
8268,Plumas,2020-11-01,0,0,0,0
8269,Riverside,2020-11-01,8,1483,0,1319
8270,Sacramento,2020-11-01,7,602,1,508
8271,San Benito,2020-11-01,1,16,0,15
8272,San Bernardino,2020-11-01,3,1374,0,1157
8273,San Diego,2020-11-01,7,1014,0,891
8274,San Francisco,2020-11-01,2,169,0,145
8275,San Joaquin,2020-11-01,1,537,0,500
8276,San Luis Obispo,2020-11-01,0,39,0,31
8277,San Mateo,2020-11-01,0,173,0,160
8278,Santa Barbara,2020-11-01,0,154,0,130
8279,Santa Clara,2020-11-01,1,521,7,386
8280,Santa Cruz,2020-11-01,0,28,0,25
8281,Shasta,2020-11-01,0,41,0,33
8282,Sierra,2020-11-01,0,0,0,0
8283,Siskiyou,2020-11-01,0,0,0,0
8284,Solano,2020-11-01,0,87,0,84
8285,Sonoma,2020-11-01,0,146,0,140
8286,Stanislaus,2020-11-01,0,333,0,412
8287,Sutter,2020-11-01,0,13,0,12
8288,Tehama,2020-11-01,0,9,0,5
8289,Trinity,2020-11-01,0,0,0,0
8290,Tulare,2020-11-01,1,318,0,299
8291,Tuolumne,2020-11-01,1,9,0,5
8293,Ventura,2020-11-01,0,202,1,156
8294,Yolo,2020-11-01,0,80,0,60
8295,Yuba,2020-11-01,0,10,0,10
8296,Alameda,2020-10-31,0,469,15,416
8297,Alpine,2020-10-31,0,0,0,0
8298,Amador,2020-10-31,0,16,0,16
8299,Butte,2020-10-31,0,61,0,57
8300,Calaveras,2020-10-31,0,24,0,18
8302,Colusa,2020-10-31,0,7,0,6
8303,Contra Costa,2020-10-31,0,277,0,249
8304,Del Norte,2020-10-31,0,1,0,2
8305,El Dorado,2020-10-31,0,5,0,4
8306,Fresno,2020-10-31,2,552,5,451
8307,Glenn,2020-10-31,0,4,0,3
8308,Humboldt,2020-10-31,0,9,1,8
8309,Imperial,2020-10-31,1,368,0,334
8310,Inyo,2020-10-31,0,15,0,14
8311,Kern,2020-10-31,1,469,0,437
8312,Kings,2020-10-31,0,87,0,82
8313,Lake,2020-10-31,0,18,0,16
8314,Lassen,2020-10-31,0,0,0,0
8315,Los Angeles,2020-10-31,12,7688,13,7073
8316,Madera,2020-10-31,0,114,0,54
8317,Marin,2020-10-31,0,148,0,125
8318,Mariposa,2020-10-31,0,2,0,2
8319,Mendocino,2020-10-31,0,21,0,21
8320,Merced,2020-10-31,1,168,1,151
8321,Modoc,2020-10-31,0,0,0,0
8322,Mono,2020-10-31,0,2,0,1
8323,Monterey,2020-10-31,1,111,1,93
8324,Napa,2020-10-31,1,19,0,15
8325,Nevada,2020-10-31,0,10,0,9
8326,Orange,2020-10-31,6,1662,4,1473
8328,Placer,2020-10-31,1,63,0,58
8329,Plumas,2020-10-31,0,0,0,0
8330,Riverside,2020-10-31,4,1475,2,1319
8331,Sacramento,2020-10-31,4,595,2,507
8332,San Benito,2020-10-31,0,15,0,15
8333,San Bernardino,2020-10-31,4,1371,1,1157
8334,San Diego,2020-10-31,9,1007,3,891
8335,San Francisco,2020-10-31,0,167,0,145
8336,San Joaquin,2020-10-31,1,536,0,500
8337,San Luis Obispo,2020-10-31,0,39,0,31
8338,San Mateo,2020-10-31,0,173,1,160
8339,Santa Barbara,2020-10-31,0,154,2,130
8340,Santa Clara,2020-10-31,2,520,1,379
8341,Santa Cruz,2020-10-31,0,28,0,25
8342,Shasta,2020-10-31,0,41,1,33
8343,Sierra,2020-10-31,0,0,0,0
8344,Siskiyou,2020-10-31,0,0,0,0
8345,Solano,2020-10-31,0,87,0,84
8346,Sonoma,2020-10-31,1,146,0,140
8347,Stanislaus,2020-10-31,1,333,2,412
8348,Sutter,2020-10-31,0,13,0,12
8349,Tehama,2020-10-31,1,9,0,5
8350,Trinity,2020-10-31,0,0,0,0
8351,Tulare,2020-10-31,0,317,0,299
8352,Tuolumne,2020-10-31,0,8,1,5
8354,Ventura,2020-10-31,0,202,1,155
8355,Yolo,2020-10-31,0,80,0,60
8356,Yuba,2020-10-31,0,10,0,10
8357,Alameda,2020-10-30,1,469,0,401
8358,Alpine,2020-10-30,0,0,0,0
8359,Amador,2020-10-30,0,16,0,16
8360,Butte,2020-10-30,0,61,0,57
8361,Calaveras,2020-10-30,0,24,5,18
8363,Colusa,2020-10-30,0,7,0,6
8364,Contra Costa,2020-10-30,0,277,0,249
8365,Del Norte,2020-10-30,0,1,0,2
8366,El Dorado,2020-10-30,0,5,0,4
8367,Fresno,2020-10-30,2,550,1,446
8368,Glenn,2020-10-30,0,4,0,3
8369,Humboldt,2020-10-30,0,9,0,7
8370,Imperial,2020-10-30,2,367,0,334
8371,Inyo,2020-10-30,0,15,0,14
8372,Kern,2020-10-30,1,468,0,437
8373,Kings,2020-10-30,0,87,0,82
8374,Lake,2020-10-30,0,18,0,16
8375,Lassen,2020-10-30,0,0,0,0
8376,Los Angeles,2020-10-30,11,7676,14,7060
8377,Madera,2020-10-30,0,114,1,54
8378,Marin,2020-10-30,0,148,0,125
8379,Mariposa,2020-10-30,0,2,0,2
8380,Mendocino,2020-10-30,0,21,0,21
8381,Merced,2020-10-30,1,167,0,150
8382,Modoc,2020-10-30,0,0,0,0
8383,Mono,2020-10-30,0,2,0,1
8384,Monterey,2020-10-30,1,110,0,92
8385,Napa,2020-10-30,0,18,0,15
8386,Nevada,2020-10-30,0,10,0,9
8387,Orange,2020-10-30,6,1656,5,1469
8389,Placer,2020-10-30,0,62,0,58
8390,Plumas,2020-10-30,0,0,0,0
8391,Riverside,2020-10-30,7,1471,13,1317
8392,Sacramento,2020-10-30,3,591,-2,505
8393,San Benito,2020-10-30,0,15,0,15
8394,San Bernardino,2020-10-30,4,1367,6,1156
8395,San Diego,2020-10-30,10,998,3,888
8396,San Francisco,2020-10-30,0,167,0,145
8397,San Joaquin,2020-10-30,2,535,2,500
8398,San Luis Obispo,2020-10-30,0,39,0,31
8399,San Mateo,2020-10-30,0,173,2,159
8400,Santa Barbara,2020-10-30,1,154,0,128
8401,Santa Clara,2020-10-30,3,518,1,378
8402,Santa Cruz,2020-10-30,0,28,1,25
8403,Shasta,2020-10-30,0,41,0,32
8404,Sierra,2020-10-30,0,0,0,0
8405,Siskiyou,2020-10-30,0,0,0,0
8406,Solano,2020-10-30,0,87,6,84
8407,Sonoma,2020-10-30,1,145,0,140
8408,Stanislaus,2020-10-30,0,332,0,410
8409,Sutter,2020-10-30,0,13,0,12
8410,Tehama,2020-10-30,0,8,0,5
8411,Trinity,2020-10-30,0,0,0,0
8412,Tulare,2020-10-30,6,317,0,299
8413,Tuolumne,2020-10-30,0,8,0,4
8415,Ventura,2020-10-30,0,202,0,154
8416,Yolo,2020-10-30,2,80,0,60
8417,Yuba,2020-10-30,0,10,0,10
8418,Alameda,2020-10-29,4,468,1,401
8419,Alpine,2020-10-29,0,0,0,0
8420,Amador,2020-10-29,0,16,0,16
8421,Butte,2020-10-29,0,61,1,57
8422,Calaveras,2020-10-29,0,24,0,13
8424,Colusa,2020-10-29,0,7,0,6
8425,Contra Costa,2020-10-29,0,277,3,249
8426,Del Norte,2020-10-29,0,1,0,2
8427,El Dorado,2020-10-29,0,5,0,4
8428,Fresno,2020-10-29,0,548,1,445
8429,Glenn,2020-10-29,0,4,0,3
8430,Humboldt,2020-10-29,0,9,0,7
8431,Imperial,2020-10-29,1,365,1,334
8432,Inyo,2020-10-29,0,15,0,14
8433,Kern,2020-10-29,2,467,1,437
8434,Kings,2020-10-29,0,87,0,82
8435,Lake,2020-10-29,0,18,1,16
8436,Lassen,2020-10-29,0,0,0,0
8437,Los Angeles,2020-10-29,10,7665,15,7046
8438,Madera,2020-10-29,0,114,0,53
8439,Marin,2020-10-29,0,148,-1,125
8440,Mariposa,2020-10-29,0,2,0,2
8441,Mendocino,2020-10-29,0,21,1,21
8442,Merced,2020-10-29,1,166,0,150
8443,Modoc,2020-10-29,0,0,0,0
8444,Mono,2020-10-29,0,2,0,1
8445,Monterey,2020-10-29,1,109,3,92
8446,Napa,2020-10-29,0,18,0,15
8447,Nevada,2020-10-29,0,10,0,9
8448,Orange,2020-10-29,2,1650,5,1464
8450,Placer,2020-10-29,0,62,1,58
8451,Plumas,2020-10-29,0,0,0,0
8452,Riverside,2020-10-29,8,1464,2,1304
8453,Sacramento,2020-10-29,5,588,1,507
8454,San Benito,2020-10-29,0,15,0,15
8455,San Bernardino,2020-10-29,4,1363,-4,1150
8456,San Diego,2020-10-29,4,988,4,885
8457,San Francisco,2020-10-29,0,167,0,145
8458,San Joaquin,2020-10-29,0,533,0,498
8459,San Luis Obispo,2020-10-29,0,39,0,31
8460,San Mateo,2020-10-29,0,173,0,157
8461,Santa Barbara,2020-10-29,1,153,1,128
8462,Santa Clara,2020-10-29,3,515,2,377
8463,Santa Cruz,2020-10-29,1,28,0,24
8464,Shasta,2020-10-29,1,41,1,32
8465,Sierra,2020-10-29,0,0,0,0
8466,Siskiyou,2020-10-29,0,0,0,0
8467,Solano,2020-10-29,0,87,1,78
8468,Sonoma,2020-10-29,2,144,0,140
8469,Stanislaus,2020-10-29,0,332,1,410
8470,Sutter,2020-10-29,0,13,0,12
8471,Tehama,2020-10-29,0,8,0,5
8472,Trinity,2020-10-29,0,0,0,0
8473,Tulare,2020-10-29,0,311,2,299
8474,Tuolumne,2020-10-29,0,8,0,4
8476,Ventura,2020-10-29,0,202,1,154
8477,Yolo,2020-10-29,1,78,0,60
8478,Yuba,2020-10-29,0,10,0,10
8479,Alameda,2020-10-28,0,464,0,400
8480,Alpine,2020-10-28,0,0,0,0
8481,Amador,2020-10-28,0,16,0,16
8482,Butte,2020-10-28,0,61,0,56
8483,Calaveras,2020-10-28,0,24,0,13
8485,Colusa,2020-10-28,1,7,0,6
8486,Contra Costa,2020-10-28,0,277,0,246
8487,Del Norte,2020-10-28,0,1,0,2
8488,El Dorado,2020-10-28,0,5,0,4
8489,Fresno,2020-10-28,0,548,2,444
8490,Glenn,2020-10-28,0,4,0,3
8491,Humboldt,2020-10-28,0,9,0,7
8492,Imperial,2020-10-28,0,364,0,333
8493,Inyo,2020-10-28,0,15,0,14
8494,Kern,2020-10-28,0,465,0,436
8495,Kings,2020-10-28,0,87,-1,82
8496,Lake,2020-10-28,0,18,0,15
8497,Lassen,2020-10-28,0,0,0,0
8498,Los Angeles,2020-10-28,18,7655,23,7031
8499,Madera,2020-10-28,0,114,0,53
8500,Marin,2020-10-28,0,148,0,126
8501,Mariposa,2020-10-28,0,2,0,2
8502,Mendocino,2020-10-28,0,21,0,20
8503,Merced,2020-10-28,1,165,0,150
8504,Modoc,2020-10-28,0,0,0,0
8505,Mono,2020-10-28,0,2,0,1
8506,Monterey,2020-10-28,0,108,1,89
8507,Napa,2020-10-28,0,18,0,15
8508,Nevada,2020-10-28,0,10,1,9
8509,Orange,2020-10-28,2,1648,11,1459
8511,Placer,2020-10-28,1,62,0,57
8512,Plumas,2020-10-28,0,0,0,0
8513,Riverside,2020-10-28,5,1456,3,1302
8514,Sacramento,2020-10-28,0,583,5,506
8515,San Benito,2020-10-28,0,15,0,15
8516,San Bernardino,2020-10-28,1,1359,0,1154
8517,San Diego,2020-10-28,1,984,4,881
8518,San Francisco,2020-10-28,1,167,5,145
8519,San Joaquin,2020-10-28,0,533,2,498
8520,San Luis Obispo,2020-10-28,0,39,0,31
8521,San Mateo,2020-10-28,0,173,1,157
8522,Santa Barbara,2020-10-28,0,152,2,127
8523,Santa Clara,2020-10-28,3,512,8,375
8524,Santa Cruz,2020-10-28,0,27,0,24
8525,Shasta,2020-10-28,0,40,2,31
8526,Sierra,2020-10-28,0,0,0,0
8527,Siskiyou,2020-10-28,0,0,0,0
8528,Solano,2020-10-28,0,87,0,77
8529,Sonoma,2020-10-28,0,142,0,140
8530,Stanislaus,2020-10-28,3,332,1,409
8531,Sutter,2020-10-28,0,13,0,12
8532,Tehama,2020-10-28,0,8,0,5
8533,Trinity,2020-10-28,0,0,0,0
8534,Tulare,2020-10-28,1,311,1,297
8535,Tuolumne,2020-10-28,0,8,0,4
8537,Ventura,2020-10-28,1,202,0,153
8538,Yolo,2020-10-28,0,77,2,60
8539,Yuba,2020-10-28,0,10,0,10
8540,Alameda,2020-10-27,2,464,2,400
8541,Alpine,2020-10-27,0,0,0,0
8542,Amador,2020-10-27,0,16,0,16
8543,Butte,2020-10-27,0,61,0,56
8544,Calaveras,2020-10-27,0,24,0,13
8546,Colusa,2020-10-27,0,6,0,6
8547,Contra Costa,2020-10-27,1,277,1,246
8548,Del Norte,2020-10-27,0,1,0,2
8549,El Dorado,2020-10-27,0,5,0,4
8550,Fresno,2020-10-27,0,548,1,442
8551,Glenn,2020-10-27,0,4,0,3
8552,Humboldt,2020-10-27,0,9,0,7
8553,Imperial,2020-10-27,1,364,0,333
8554,Inyo,2020-10-27,0,15,0,14
8555,Kern,2020-10-27,2,465,4,436
8556,Kings,2020-10-27,0,87,1,83
8557,Lake,2020-10-27,0,18,0,15
8558,Lassen,2020-10-27,0,0,0,0
8559,Los Angeles,2020-10-27,14,7637,29,7008
8560,Madera,2020-10-27,0,114,0,53
8561,Marin,2020-10-27,0,148,22,126
8562,Mariposa,2020-10-27,0,2,0,2
8563,Mendocino,2020-10-27,1,21,0,20
8564,Merced,2020-10-27,2,164,0,150
8565,Modoc,2020-10-27,0,0,0,0
8566,Mono,2020-10-27,0,2,0,1
8567,Monterey,2020-10-27,0,108,1,88
8568,Napa,2020-10-27,2,18,1,15
8569,Nevada,2020-10-27,0,10,0,8
8570,Orange,2020-10-27,1,1646,6,1448
8572,Placer,2020-10-27,0,61,0,57
8573,Plumas,2020-10-27,0,0,0,0
8574,Riverside,2020-10-27,6,1451,5,1299
8575,Sacramento,2020-10-27,2,583,5,501
8576,San Benito,2020-10-27,0,15,0,15
8577,San Bernardino,2020-10-27,6,1358,1,1154
8578,San Diego,2020-10-27,4,983,7,877
8579,San Francisco,2020-10-27,1,166,2,140
8580,San Joaquin,2020-10-27,1,533,1,496
8581,San Luis Obispo,2020-10-27,0,39,0,31
8582,San Mateo,2020-10-27,0,173,0,156
8583,Santa Barbara,2020-10-27,0,152,3,125
8584,Santa Clara,2020-10-27,2,509,2,367
8585,Santa Cruz,2020-10-27,0,27,0,24
8586,Shasta,2020-10-27,0,40,0,29
8587,Sierra,2020-10-27,0,0,0,0
8588,Siskiyou,2020-10-27,0,0,0,0
8589,Solano,2020-10-27,1,87,15,77
8590,Sonoma,2020-10-27,1,142,0,140
8591,Stanislaus,2020-10-27,0,329,8,408
8592,Sutter,2020-10-27,0,13,0,12
8593,Tehama,2020-10-27,0,8,0,5
8594,Trinity,2020-10-27,0,0,0,0
8595,Tulare,2020-10-27,0,310,0,296
8596,Tuolumne,2020-10-27,1,8,0,4
8598,Ventura,2020-10-27,0,201,-1,153
8599,Yolo,2020-10-27,0,77,0,58
8600,Yuba,2020-10-27,0,10,0,10
8601,Alameda,2020-10-26,1,462,0,398
8602,Alpine,2020-10-26,0,0,0,0
8603,Amador,2020-10-26,0,16,0,16
8604,Butte,2020-10-26,0,61,0,56
8605,Calaveras,2020-10-26,0,24,0,13
8607,Colusa,2020-10-26,0,6,0,6
8608,Contra Costa,2020-10-26,1,276,0,245
8609,Del Norte,2020-10-26,0,1,0,2
8610,El Dorado,2020-10-26,0,5,0,4
8611,Fresno,2020-10-26,3,548,0,441
8612,Glenn,2020-10-26,0,4,0,3
8613,Humboldt,2020-10-26,0,9,0,7
8614,Imperial,2020-10-26,1,363,0,333
8615,Inyo,2020-10-26,0,15,0,14
8616,Kern,2020-10-26,1,463,0,432
8617,Kings,2020-10-26,1,87,0,82
8618,Lake,2020-10-26,1,18,0,15
8619,Lassen,2020-10-26,0,0,0,0
8620,Los Angeles,2020-10-26,18,7623,6,6979
8621,Madera,2020-10-26,0,114,0,53
8622,Marin,2020-10-26,0,148,2,104
8623,Mariposa,2020-10-26,0,2,0,2
8624,Mendocino,2020-10-26,0,20,0,20
8625,Merced,2020-10-26,0,162,0,150
8626,Modoc,2020-10-26,0,0,0,0
8627,Mono,2020-10-26,0,2,0,1
8628,Monterey,2020-10-26,0,108,0,87
8629,Napa,2020-10-26,1,16,0,14
8630,Nevada,2020-10-26,0,10,0,8
8631,Orange,2020-10-26,3,1645,-1,1442
8633,Placer,2020-10-26,0,61,0,57
8634,Plumas,2020-10-26,0,0,0,0
8635,Riverside,2020-10-26,5,1445,5,1294
8636,Sacramento,2020-10-26,4,581,0,496
8637,San Benito,2020-10-26,0,15,0,15
8638,San Bernardino,2020-10-26,8,1352,0,1153
8639,San Diego,2020-10-26,5,979,0,870
8640,San Francisco,2020-10-26,0,165,1,138
8641,San Joaquin,2020-10-26,2,532,0,495
8642,San Luis Obispo,2020-10-26,1,39,0,31
8643,San Mateo,2020-10-26,0,173,0,156
8644,Santa Barbara,2020-10-26,0,152,0,122
8645,Santa Clara,2020-10-26,4,507,0,365
8646,Santa Cruz,2020-10-26,0,27,0,24
8647,Shasta,2020-10-26,0,40,0,29
8648,Sierra,2020-10-26,0,0,0,0
8649,Siskiyou,2020-10-26,0,0,0,0
8650,Solano,2020-10-26,0,86,2,62
8651,Sonoma,2020-10-26,0,141,0,140
8652,Stanislaus,2020-10-26,2,329,0,400
8653,Sutter,2020-10-26,0,13,0,12
8654,Tehama,2020-10-26,0,8,0,5
8655,Trinity,2020-10-26,0,0,0,0
8656,Tulare,2020-10-26,0,310,0,296
8657,Tuolumne,2020-10-26,0,7,0,4
8659,Ventura,2020-10-26,2,201,0,154
8660,Yolo,2020-10-26,1,77,0,58
8661,Yuba,2020-10-26,0,10,0,10
8662,Alameda,2020-10-25,0,461,0,398
8663,Alpine,2020-10-25,0,0,0,0
8664,Amador,2020-10-25,0,16,0,16
8665,Butte,2020-10-25,0,61,0,56
8666,Calaveras,2020-10-25,0,24,0,13
8668,Colusa,2020-10-25,0,6,0,6
8669,Contra Costa,2020-10-25,0,275,1,245
8670,Del Norte,2020-10-25,0,1,0,2
8671,El Dorado,2020-10-25,0,5,0,4
8672,Fresno,2020-10-25,0,545,0,441
8673,Glenn,2020-10-25,0,4,0,3
8674,Humboldt,2020-10-25,0,9,0,7
8675,Imperial,2020-10-25,0,362,0,333
8676,Inyo,2020-10-25,0,15,0,14
8677,Kern,2020-10-25,1,462,0,432
8678,Kings,2020-10-25,0,86,0,82
8679,Lake,2020-10-25,0,17,0,15
8680,Lassen,2020-10-25,0,0,0,0
8681,Los Angeles,2020-10-25,15,7605,4,6973
8682,Madera,2020-10-25,0,114,0,53
