,county,date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
12837,Butte,2020-11-13,19,1,453,1,10,20
12838,Santa Barbara,2020-11-13,13,3,688,0,53,16
12839,Amador,2020-11-13,4,1,51,0,6,5
12840,San Bernardino,2020-11-13,334,54,4089,8,95,388
12841,Yuba,2020-11-13,7,0,265,0,4,7
12842,Inyo,2020-11-13,1,0,29,0,3,1
12843,Humboldt,2020-11-13,3,4,281,2,3,7
12844,Kings,2020-11-13,26,0,193,0,13,26
12845,Tuolumne,2020-11-13,9,0,84,0,2,9
12846,Nevada,2020-11-13,4,0,126,0,2,4
12847,Fresno,2020-11-13,131,16,1657,2,22,147
12848,San Benito,2020-11-13,2,0,25,0,0,2
12849,Contra Costa,2020-11-13,46,10,1543,2,37,56
12850,Sacramento,2020-11-13,172,18,2546,3,64,190
12851,San Joaquin,2020-11-13,68,6,1035,1,32,74
12852,Orange,2020-11-13,235,37,5924,3,188,272
12853,Kern,2020-11-13,63,3,1287,0,53,66
12854,Los Angeles,2020-11-13,1014,282,20222,24,658,1296
12855,San Mateo,2020-11-13,19,6,734,0,34,25
12856,Riverside,2020-11-13,314,50,3461,4,56,364
12857,San Diego,2020-11-13,298,51,6941,4,255,349
12858,Plumas,2020-11-13,0,0,35,0,0,0
12859,Solano,2020-11-13,41,12,577,0,10,53
12860,Sonoma,2020-11-13,20,5,576,1,4,25
12861,Colusa,2020-11-13,3,1,48,0,0,4
12862,Sutter,2020-11-13,0,0,14,0,0,0
12863,Shasta,2020-11-13,27,1,561,0,3,28
12864,Mendocino,2020-11-13,5,0,177,0,7,5
12865,Imperial,2020-11-13,63,0,266,0,3,63
12866,Modoc,2020-11-13,0,0,41,0,0,0
12867,Stanislaus,2020-11-13,84,16,1291,3,21,100
12868,Tehama,2020-11-13,7,0,59,0,3,7
12869,Santa Clara,2020-11-13,131,12,3063,1,66,143
12870,Alameda,2020-11-13,74,38,2458,6,98,112
12871,San Luis Obispo,2020-11-13,7,2,460,0,27,9
12872,Lake,2020-11-13,2,1,77,0,1,3
12873,Santa Cruz,2020-11-13,17,1,389,0,4,18
12874,Yolo,2020-11-13,10,0,96,0,6,10
12875,Madera,2020-11-13,10,9,329,0,18,19
12876,Siskiyou,2020-11-13,4,0,25,0,0,4
12877,Lake,2020-11-14,2,1,77,0,1,3
12878,Lassen,2020-11-14,0,0,25,0,0,0
12879,San Joaquin,2020-11-14,72,9,1030,0,29,81
12880,Mariposa,2020-11-14,0,0,19,0,0,0
12881,El Dorado,2020-11-14,4,0,189,0,6,4
12882,San Mateo,2020-11-14,23,6,734,0,38,29
12883,Santa Cruz,2020-11-14,19,0,389,0,3,19
12884,Yolo,2020-11-14,14,0,96,0,4,14
12885,Santa Barbara,2020-11-14,15,4,688,0,60,19
12886,Stanislaus,2020-11-14,93,13,1284,2,24,106
12887,Modoc,2020-11-14,0,0,41,0,0,0
12888,Shasta,2020-11-14,22,22,561,1,8,44
12889,Monterey,2020-11-14,51,1,717,0,22,52
12890,Sacramento,2020-11-14,170,23,2566,4,67,193
12891,Humboldt,2020-11-14,3,3,281,2,4,6
12892,Fresno,2020-11-14,146,21,1673,1,17,167
12893,Kings,2020-11-14,28,0,193,0,12,28
12894,Nevada,2020-11-14,4,1,126,0,4,5
12895,Imperial,2020-11-14,62,0,266,0,3,62
12896,Solano,2020-11-14,38,8,554,0,7,46
12897,Placer,2020-11-14,50,12,794,0,24,62
12898,Tuolumne,2020-11-14,12,0,84,0,2,12
12899,Butte,2020-11-14,21,0,453,0,13,21
12900,Colusa,2020-11-14,4,2,48,0,0,6
12901,Del Norte,2020-11-14,0,0,52,0,1,0
12902,Madera,2020-11-14,10,6,329,0,19,16
12903,Kern,2020-11-14,70,3,1269,0,47,73
12904,Napa,2020-11-14,8,0,351,0,26,8
12905,San Bernardino,2020-11-14,362,57,4084,10,92,419
12906,Mono,2020-11-14,0,0,17,0,2,0
12907,Alameda,2020-11-14,69,36,2483,6,100,105
12908,Los Angeles,2020-11-14,1049,346,20221,38,690,1395
12909,Plumas,2020-11-14,0,0,35,0,0,0
12910,Merced,2020-11-14,13,0,271,0,11,13
12911,Mendocino,2020-11-14,4,0,177,0,5,4
12912,San Luis Obispo,2020-11-14,8,2,460,2,25,10
12913,Sonoma,2020-11-14,19,3,534,0,3,22
12914,Tulare,2020-11-14,54,6,675,0,21,60
12915,Amador,2020-11-14,2,1,51,0,6,3
12916,Inyo,2020-11-14,0,0,29,0,3,0
12917,Ventura,2020-11-14,38,6,1241,0,35,44
12918,Siskiyou,2020-11-14,7,0,56,0,8,7
12919,Orange,2020-11-14,242,44,5900,4,173,286
12920,Riverside,2020-11-14,310,58,3370,11,57,368
12921,Contra Costa,2020-11-14,45,12,1526,1,38,57
12922,San Benito,2020-11-14,1,0,25,0,2,1
12923,Santa Clara,2020-11-14,135,12,3032,2,72,147
12924,Marin,2020-11-14,9,4,358,0,17,13
12925,Trinity,2020-11-14,0,0,25,0,0,0
12926,Yuba,2020-11-14,9,1,265,1,6,10
12927,Sutter,2020-11-14,0,0,14,0,0,0
12928,Glenn,2020-11-14,0,0,47,0,0,0
12929,San Diego,2020-11-14,317,46,6931,7,262,363
12930,San Francisco,2020-11-14,38,2,1890,1,68,40
12931,Tehama,2020-11-14,9,0,59,0,1,9
12932,Calaveras,2020-11-14,2,0,33,0,4,2
12933,Napa,2020-11-15,7,0,351,0,25,7
12934,Humboldt,2020-11-15,3,1,275,0,4,4
12935,Placer,2020-11-15,53,13,794,1,20,66
12936,San Joaquin,2020-11-15,76,7,1005,1,28,83
12937,Tehama,2020-11-15,8,0,59,0,4,8
12938,Nevada,2020-11-15,4,1,118,0,3,5
12939,Sutter,2020-11-15,0,0,14,0,0,0
12940,San Luis Obispo,2020-11-15,10,0,460,0,34,10
12941,Plumas,2020-11-15,0,0,35,0,0,0
12942,San Diego,2020-11-15,317,53,6918,10,273,370
12943,Tulare,2020-11-15,54,5,675,0,26,59
12944,Del Norte,2020-11-15,0,0,51,0,0,0
12945,Lake,2020-11-15,2,0,77,0,2,2
12946,Tuolumne,2020-11-15,6,0,84,0,2,6
12947,Ventura,2020-11-15,40,5,1238,0,37,45
12948,Sonoma,2020-11-15,18,2,551,2,4,20
12949,Santa Cruz,2020-11-15,14,0,389,0,2,14
12950,Stanislaus,2020-11-15,94,14,1284,2,26,108
12951,San Benito,2020-11-15,2,0,25,0,1,2
12952,San Mateo,2020-11-15,18,6,735,0,39,24
12953,Siskiyou,2020-11-15,7,0,56,0,7,7
12954,Solano,2020-11-15,41,8,554,0,6,49
12955,Yolo,2020-11-15,15,0,96,0,4,15
12956,Orange,2020-11-15,257,45,5853,3,192,302
12957,San Bernardino,2020-11-15,378,64,4083,12,109,442
12958,El Dorado,2020-11-15,3,0,189,0,6,3
12959,Glenn,2020-11-15,0,0,47,0,0,0
12960,Inyo,2020-11-15,0,0,29,0,3,0
12961,Santa Clara,2020-11-15,150,8,3016,0,70,158
12962,Colusa,2020-11-15,3,2,48,0,0,5
12963,Alameda,2020-11-15,71,39,2483,5,107,110
12964,Shasta,2020-11-15,26,0,561,0,8,26
12965,Trinity,2020-11-15,0,0,25,0,0,0
12966,Marin,2020-11-15,9,4,358,0,17,13
12967,Los Angeles,2020-11-15,1126,277,20107,43,654,1403
12968,San Francisco,2020-11-15,39,3,1841,1,70,42
12969,Calaveras,2020-11-15,2,0,33,0,5,2
12970,Monterey,2020-11-15,51,1,717,0,22,52
12971,Sacramento,2020-11-15,172,20,2561,4,82,192
12972,Modoc,2020-11-15,0,1,41,0,0,1
12973,Madera,2020-11-15,11,13,329,0,15,24
12974,Mariposa,2020-11-15,1,0,19,0,0,1
12975,Riverside,2020-11-15,320,68,3372,12,46,388
12976,Contra Costa,2020-11-15,48,19,1526,2,40,67
12977,Yuba,2020-11-15,11,0,265,0,9,11
12978,Butte,2020-11-15,21,0,453,0,13,21
12979,Lassen,2020-11-15,2,0,25,0,0,2
12980,Fresno,2020-11-15,155,12,1662,2,10,167
12981,Kings,2020-11-15,28,1,193,0,13,29
12982,Imperial,2020-11-15,62,0,266,0,0,62
12983,Mendocino,2020-11-15,5,1,177,0,4,6
12984,Kern,2020-11-15,80,9,1266,0,51,89
12985,Mono,2020-11-15,0,0,17,0,1,0
12986,Merced,2020-11-15,13,0,271,0,11,13
12987,Amador,2020-11-15,2,0,51,0,5,2
12988,Santa Barbara,2020-11-15,17,5,688,0,55,22
12989,Butte,2020-11-16,23,0,453,0,16,23
12990,Yolo,2020-11-16,14,0,96,0,2,14
12991,Lake,2020-11-16,1,0,77,0,2,1
12992,Stanislaus,2020-11-16,102,20,1272,1,17,122
12993,Mono,2020-11-16,0,0,17,0,2,0
12994,Yuba,2020-11-16,15,0,265,0,7,15
12995,Santa Barbara,2020-11-16,19,5,688,0,62,24
12996,San Joaquin,2020-11-16,78,8,1005,1,30,86
12997,Orange,2020-11-16,270,73,5829,13,204,343
12998,Calaveras,2020-11-16,2,0,33,0,5,2
12999,El Dorado,2020-11-16,5,0,189,0,5,5
13000,San Luis Obispo,2020-11-16,7,0,460,0,32,7
13001,Fresno,2020-11-16,151,21,1660,3,21,172
13002,Lassen,2020-11-16,1,0,25,0,0,1
13003,Monterey,2020-11-16,43,1,717,0,25,44
13004,San Benito,2020-11-16,2,0,25,0,0,2
13005,Trinity,2020-11-16,0,0,25,0,0,0
13006,Madera,2020-11-16,11,5,329,1,14,16
13007,Siskiyou,2020-11-16,6,0,56,0,9,6
13008,Riverside,2020-11-16,338,59,3452,10,51,397
13009,Santa Clara,2020-11-16,153,9,2997,1,76,162
13010,Solano,2020-11-16,41,8,558,1,7,49
13011,Alameda,2020-11-16,89,28,2438,3,110,117
13012,Mendocino,2020-11-16,6,1,177,0,3,7
13013,San Diego,2020-11-16,345,57,6920,10,287,402
13014,San Bernardino,2020-11-16,411,69,4078,9,111,480
13015,Humboldt,2020-11-16,2,5,274,2,3,7
13016,Merced,2020-11-16,20,0,271,0,9,20
13017,Placer,2020-11-16,68,18,793,3,22,86
13018,Tuolumne,2020-11-16,6,0,84,0,3,6
13019,Ventura,2020-11-16,49,5,1227,2,33,54
13020,Del Norte,2020-11-16,0,0,51,0,3,0
13021,Amador,2020-11-16,3,0,51,0,6,3
13022,San Mateo,2020-11-16,22,5,708,0,40,27
13023,Los Angeles,2020-11-16,1188,286,20078,47,700,1474
13024,Inyo,2020-11-16,0,0,29,0,3,0
13025,Contra Costa,2020-11-16,63,21,1506,2,36,84
13026,Kern,2020-11-16,86,11,1276,0,46,97
13027,Tulare,2020-11-16,60,6,683,0,29,66
13028,Glenn,2020-11-16,0,0,47,0,0,0
13029,San Francisco,2020-11-16,38,6,1835,2,86,44
13030,Kings,2020-11-16,33,1,193,0,12,34
13031,Modoc,2020-11-16,0,0,41,0,0,0
13032,Marin,2020-11-16,12,2,360,0,14,14
13033,Shasta,2020-11-16,26,0,561,0,4,26
13034,Nevada,2020-11-16,4,0,133,0,0,4
13035,Colusa,2020-11-16,4,1,48,0,0,5
13036,Napa,2020-11-16,7,0,351,0,25,7
13037,Plumas,2020-11-16,0,0,35,0,0,0
13038,Santa Cruz,2020-11-16,14,0,389,0,4,14
13039,Mariposa,2020-11-16,1,0,19,0,0,1
13040,Sutter,2020-11-16,0,0,14,0,0,0
13041,Tehama,2020-11-16,7,0,59,0,2,7
13042,Imperial,2020-11-16,64,2,265,0,1,66
13043,Sonoma,2020-11-16,17,5,548,1,4,22
13044,Sacramento,2020-11-16,191,29,2518,8,83,220
13045,Yuba,2020-11-17,20,0,265,0,5,20
13046,Sacramento,2020-11-17,208,20,2585,6,61,228
13047,Orange,2020-11-17,291,71,5937,10,171,362
13048,Lassen,2020-11-17,0,0,25,0,0,0
13049,Tehama,2020-11-17,7,0,59,0,2,7
13050,Nevada,2020-11-17,7,1,129,0,2,8
13051,Calaveras,2020-11-17,1,0,33,0,5,1
13052,San Bernardino,2020-11-17,417,67,4095,12,96,484
13053,Solano,2020-11-17,48,11,579,2,5,59
13054,Ventura,2020-11-17,50,8,1234,4,29,58
13055,Marin,2020-11-17,13,2,361,0,16,15
13056,Humboldt,2020-11-17,3,3,272,1,1,6
13057,Merced,2020-11-17,19,0,271,0,6,19
13058,Fresno,2020-11-17,162,22,1676,3,15,184
13059,Placer,2020-11-17,74,21,795,3,22,95
13060,Butte,2020-11-17,23,0,453,0,12,23
13061,Modoc,2020-11-17,0,1,41,0,0,1
13062,San Benito,2020-11-17,2,0,25,0,0,2
13063,Amador,2020-11-17,2,0,51,0,5,2
13064,Shasta,2020-11-17,26,0,561,0,7,26
13065,El Dorado,2020-11-17,5,2,189,2,5,7
13066,Lake,2020-11-17,1,0,77,0,3,1
13067,San Joaquin,2020-11-17,78,4,1006,2,26,82
13068,Riverside,2020-11-17,350,59,3469,12,46,409
13069,Stanislaus,2020-11-17,101,23,1288,2,19,124
13070,Siskiyou,2020-11-17,5,0,56,0,9,5
13071,Santa Barbara,2020-11-17,20,0,688,0,60,20
13072,Colusa,2020-11-17,4,0,48,0,0,4
13073,Del Norte,2020-11-17,0,0,52,0,2,0
13074,Alameda,2020-11-17,95,24,2474,4,99,119
13075,Sutter,2020-11-17,0,0,14,0,0,0
13076,Imperial,2020-11-17,62,1,265,0,1,63
13077,Sonoma,2020-11-17,21,2,572,0,5,23
13078,San Francisco,2020-11-17,37,11,1898,3,63,48
13079,Trinity,2020-11-17,0,0,25,0,0,0
13080,Tulare,2020-11-17,55,3,679,0,23,58
13081,Kern,2020-11-17,87,9,1305,0,45,96
13082,Santa Clara,2020-11-17,163,16,3044,1,65,179
13083,San Diego,2020-11-17,367,51,6939,11,254,418
13084,Los Angeles,2020-11-17,1238,304,20249,31,607,1542
13085,Tuolumne,2020-11-17,7,0,84,0,1,7
13086,San Mateo,2020-11-17,26,9,711,1,33,35
13087,Mono,2020-11-17,1,0,17,0,2,1
13088,Monterey,2020-11-17,48,0,717,0,17,48
13089,Yolo,2020-11-17,14,0,96,0,2,14
13090,Madera,2020-11-17,10,13,329,0,13,23
13091,Mendocino,2020-11-17,3,0,177,0,2,3
13092,San Luis Obispo,2020-11-17,10,2,460,0,27,12
13093,Inyo,2020-11-17,0,0,29,0,4,0
13094,Mariposa,2020-11-17,0,0,19,0,0,0
13095,Napa,2020-11-17,5,0,351,0,24,5
13096,Kings,2020-11-17,39,0,193,0,11,39
13097,Glenn,2020-11-17,0,0,47,0,0,0
13098,Contra Costa,2020-11-17,67,8,1536,0,42,75
13099,Santa Cruz,2020-11-17,17,1,389,0,3,18
13100,Plumas,2020-11-17,0,0,35,0,0,0
13101,San Diego,2020-11-18,369,65,6942,9,247,434
13102,Santa Clara,2020-11-18,167,17,3059,0,53,184
13103,Del Norte,2020-11-18,0,0,51,0,4,0
13104,Tehama,2020-11-18,10,0,59,0,0,10
13105,Glenn,2020-11-18,0,0,47,0,0,0
13106,Riverside,2020-11-18,362,65,3484,6,40,427
13107,Alameda,2020-11-18,103,30,2501,4,94,133
13108,Monterey,2020-11-18,48,0,717,0,17,48
13109,San Bernardino,2020-11-18,439,57,4093,8,89,496
13110,Santa Cruz,2020-11-18,20,1,389,0,1,21
13111,San Luis Obispo,2020-11-18,12,0,460,0,22,12
13112,Trinity,2020-11-18,0,0,25,0,0,0
13113,Napa,2020-11-18,5,0,351,0,26,5
13114,Nevada,2020-11-18,8,0,134,0,2,8
13115,Imperial,2020-11-18,67,3,265,0,2,70
13116,San Joaquin,2020-11-18,83,5,1033,1,33,88
13117,Sonoma,2020-11-18,23,4,603,0,6,27
13118,Lassen,2020-11-18,1,0,25,0,0,1
13119,Plumas,2020-11-18,0,1,35,0,0,1
13120,Ventura,2020-11-18,50,7,1257,3,30,57
13121,Colusa,2020-11-18,4,0,48,0,0,4
13122,El Dorado,2020-11-18,8,1,189,0,7,9
13123,Placer,2020-11-18,81,27,804,1,25,108
13124,Stanislaus,2020-11-18,111,15,1295,1,22,126
13125,Modoc,2020-11-18,0,0,41,0,0,0
13126,Tulare,2020-11-18,57,6,679,1,23,63
13127,Marin,2020-11-18,7,2,368,0,14,9
13128,Tuolumne,2020-11-18,8,0,84,0,1,8
13129,San Mateo,2020-11-18,27,6,712,0,29,33
13130,Sacramento,2020-11-18,227,22,2595,5,65,249
13131,Mariposa,2020-11-18,0,0,19,0,0,0
13132,Los Angeles,2020-11-18,1298,330,20283,40,585,1628
13133,Calaveras,2020-11-18,1,0,33,0,4,1
13134,Merced,2020-11-18,22,0,271,0,11,22
13135,Mono,2020-11-18,1,0,17,0,2,1
13136,Madera,2020-11-18,12,9,329,0,17,21
13137,San Benito,2020-11-18,2,0,25,0,1,2
13138,Contra Costa,2020-11-18,67,16,1535,3,31,83
13139,Fresno,2020-11-18,170,19,1699,1,19,189
13140,Sutter,2020-11-18,0,0,14,0,0,0
13141,San Francisco,2020-11-18,39,8,1933,2,52,47
13142,Lake,2020-11-18,2,0,77,0,1,2
13143,Butte,2020-11-18,22,0,453,0,12,22
13144,Humboldt,2020-11-18,3,3,271,1,2,6
13145,Yolo,2020-11-18,12,0,96,0,2,12
13146,Solano,2020-11-18,53,12,588,2,15,65
13147,Orange,2020-11-18,304,55,5953,9,182,359
13148,Mendocino,2020-11-18,5,0,177,0,6,5
13149,Santa Barbara,2020-11-18,20,2,688,0,59,22
13150,Kern,2020-11-18,95,7,1315,0,41,102
13151,Yuba,2020-11-18,22,0,265,0,6,22
13152,Shasta,2020-11-18,29,0,561,0,2,29
13153,Kings,2020-11-18,40,0,193,0,11,40
13154,Inyo,2020-11-18,0,0,29,0,4,0
13155,Amador,2020-11-18,1,1,51,1,2,2
13156,Siskiyou,2020-11-18,6,0,56,0,7,6
13157,San Bernardino,2020-11-19,458,54,4100,5,91,512
13158,San Luis Obispo,2020-11-19,9,1,460,0,23,10
13159,Lake,2020-11-19,2,0,77,0,2,2
13160,Monterey,2020-11-19,48,0,717,0,21,48
13161,Siskiyou,2020-11-19,4,0,56,0,9,4
13162,Ventura,2020-11-19,54,1,1234,2,29,55
13163,Santa Cruz,2020-11-19,22,1,389,0,1,23
13164,Santa Barbara,2020-11-19,17,3,688,0,68,20
13165,Del Norte,2020-11-19,0,0,52,0,3,0
13166,Tulare,2020-11-19,51,8,679,1,18,59
13167,Placer,2020-11-19,86,23,808,1,25,109
13168,Kings,2020-11-19,45,0,193,0,11,45
13169,Santa Clara,2020-11-19,178,18,3064,0,51,196
13170,Nevada,2020-11-19,12,1,119,0,2,13
13171,Amador,2020-11-19,2,0,51,0,5,2
13172,San Benito,2020-11-19,1,0,25,0,1,1
13173,San Mateo,2020-11-19,25,7,729,1,28,32
13174,Mariposa,2020-11-19,0,0,19,0,0,0
13175,Trinity,2020-11-19,0,0,25,0,0,0
13176,Kern,2020-11-19,101,8,1310,0,46,109
13177,Orange,2020-11-19,333,41,5908,4,175,374
13178,Contra Costa,2020-11-19,68,12,1523,1,38,80
13179,Sonoma,2020-11-19,26,5,591,1,6,31
13180,Shasta,2020-11-19,38,1,561,0,1,39
13181,Butte,2020-11-19,24,1,453,0,14,25
13182,San Diego,2020-11-19,393,54,6939,12,238,447
13183,Los Angeles,2020-11-19,1391,304,20341,36,584,1695
13184,Colusa,2020-11-19,4,0,48,0,0,4
13185,Lassen,2020-11-19,1,0,25,0,0,1
13186,Napa,2020-11-19,7,0,351,0,28,7
13187,Modoc,2020-11-19,0,0,41,0,0,0
13188,Merced,2020-11-19,30,1,272,0,9,31
13189,Mendocino,2020-11-19,5,0,177,0,4,5
13190,Humboldt,2020-11-19,3,3,267,0,5,6
13191,Stanislaus,2020-11-19,112,7,1292,1,16,119
13192,Yuba,2020-11-19,22,0,265,0,6,22
13193,Tehama,2020-11-19,11,0,59,0,0,11
13194,El Dorado,2020-11-19,8,0,189,0,10,8
13195,Solano,2020-11-19,54,10,609,1,18,64
13196,Yolo,2020-11-19,13,0,96,0,0,13
13197,Plumas,2020-11-19,0,0,35,0,0,0
13198,San Francisco,2020-11-19,42,4,1942,4,53,46
13199,Tuolumne,2020-11-19,8,0,84,0,1,8
13200,Riverside,2020-11-19,375,65,3478,7,38,440
13201,Glenn,2020-11-19,0,0,47,0,0,0
13202,Madera,2020-11-19,12,9,329,0,12,21
13203,San Joaquin,2020-11-19,84,6,1036,2,22,90
13204,Alameda,2020-11-19,104,30,2506,5,88,134
13205,Sacramento,2020-11-19,231,28,2596,4,64,259
13206,Mono,2020-11-19,0,0,17,0,2,0
13207,Marin,2020-11-19,7,2,364,0,20,9
13208,Imperial,2020-11-19,61,5,265,0,0,66
13209,Inyo,2020-11-19,1,0,29,0,2,1
13210,Calaveras,2020-11-19,1,0,33,0,5,1
13211,Fresno,2020-11-19,171,29,1718,4,25,200
13212,Sutter,2020-11-19,0,0,14,0,0,0
13213,Inyo,2020-11-20,1,0,29,0,2,1
13214,Placer,2020-11-20,88,21,806,3,21,109
13215,Kern,2020-11-20,109,2,1301,0,42,111
13216,Tulare,2020-11-20,58,8,679,0,21,66
13217,San Diego,2020-11-20,411,51,6792,5,243,462
13218,Kings,2020-11-20,47,0,193,0,11,47
13219,Madera,2020-11-20,14,11,329,0,5,25
13220,Yolo,2020-11-20,14,0,96,0,1,14
13221,Trinity,2020-11-20,0,0,25,0,0,0
13222,Mono,2020-11-20,0,0,17,0,1,0
13223,San Joaquin,2020-11-20,97,8,1034,3,30,105
13224,Santa Cruz,2020-11-20,24,2,387,1,1,26
13225,Sonoma,2020-11-20,24,7,575,3,5,31
13226,Mariposa,2020-11-20,0,0,19,0,0,0
13227,Sacramento,2020-11-20,239,27,2572,6,77,266
13228,Colusa,2020-11-20,5,2,48,0,0,7
13229,Glenn,2020-11-20,0,0,47,0,0,0
13230,Imperial,2020-11-20,59,5,265,0,0,64
13231,Modoc,2020-11-20,0,0,41,0,0,0
13232,Yuba,2020-11-20,24,0,265,0,2,24
13233,Santa Barbara,2020-11-20,21,3,688,1,45,24
13234,Los Angeles,2020-11-20,1401,317,20307,45,614,1718
13235,Lassen,2020-11-20,1,0,25,0,0,1
13236,Marin,2020-11-20,6,2,354,1,20,8
13237,Lake,2020-11-20,2,0,77,0,1,2
13238,Riverside,2020-11-20,385,55,3439,6,51,440
13239,Fresno,2020-11-20,190,27,1698,2,20,217
13240,Contra Costa,2020-11-20,71,11,1548,0,37,82
13241,Ventura,2020-11-20,65,7,1237,3,13,72
13242,San Benito,2020-11-20,1,0,25,0,0,1
13243,Humboldt,2020-11-20,3,1,277,0,0,4
13244,San Luis Obispo,2020-11-20,10,2,460,0,25,12
13245,Solano,2020-11-20,57,8,585,0,13,65
13246,Merced,2020-11-20,29,0,272,0,5,29
13247,Calaveras,2020-11-20,0,0,33,0,3,0
13248,Santa Clara,2020-11-20,184,13,3054,1,56,197
13249,Plumas,2020-11-20,0,0,35,0,0,0
13250,Mendocino,2020-11-20,5,0,177,0,5,5
13251,El Dorado,2020-11-20,8,0,189,0,6,8
13252,Stanislaus,2020-11-20,127,16,1294,1,14,143
13253,Alameda,2020-11-20,97,31,2507,5,89,128
13254,Siskiyou,2020-11-20,5,0,56,0,9,5
13255,Del Norte,2020-11-20,0,0,51,0,2,0
13256,Napa,2020-11-20,6,0,351,0,28,6
13257,San Francisco,2020-11-20,49,4,1921,3,57,53
13258,Tuolumne,2020-11-20,8,0,84,0,2,8
13259,Sutter,2020-11-20,0,0,14,0,0,0
13260,Orange,2020-11-20,365,47,5955,8,190,412
13261,Nevada,2020-11-20,9,0,116,0,2,9
13262,San Bernardino,2020-11-20,509,52,4112,7,68,561
13263,Amador,2020-11-20,3,0,51,0,4,3
13264,Butte,2020-11-20,29,1,453,0,16,30
13265,Tehama,2020-11-20,11,0,59,0,1,11
13266,Monterey,2020-11-20,52,0,717,0,25,52
13267,San Mateo,2020-11-20,26,12,741,1,34,38
13268,Shasta,2020-11-20,40,3,561,0,4,43
13269,Orange,2020-11-21,380,39,5822,7,168,419
13270,Alameda,2020-11-21,108,24,2513,4,92,132
13271,San Bernardino,2020-11-21,495,64,4067,10,93,559
13272,Los Angeles,2020-11-21,1482,346,20246,48,647,1828
13273,San Diego,2020-11-21,439,46,6780,6,238,485
13274,Tehama,2020-11-21,12,0,59,0,1,12
13275,Imperial,2020-11-21,57,0,265,0,-1,57
13276,Monterey,2020-11-21,54,0,717,0,21,54
13277,Nevada,2020-11-21,9,0,115,0,2,9
13278,Modoc,2020-11-21,0,0,41,0,0,0
13279,Mariposa,2020-11-21,0,0,19,0,0,0
13280,Merced,2020-11-21,28,1,271,0,7,29
13281,Mono,2020-11-21,1,0,17,0,2,1
13282,Santa Barbara,2020-11-21,21,3,688,0,44,24
13283,Yuba,2020-11-21,21,0,265,0,5,21
13284,Riverside,2020-11-21,409,54,3387,7,47,463
13285,Kings,2020-11-21,45,1,193,0,8,46
13286,Solano,2020-11-21,60,7,581,0,11,67
13287,Santa Clara,2020-11-21,190,19,3047,1,48,209
13288,Yolo,2020-11-21,14,2,96,0,0,16
13289,Glenn,2020-11-21,0,0,47,0,0,0
13290,Del Norte,2020-11-21,0,0,51,0,2,0
13291,Siskiyou,2020-11-21,4,0,56,0,9,4
13292,Contra Costa,2020-11-21,70,11,1553,2,37,81
13293,Placer,2020-11-21,97,24,811,2,24,121
13294,Santa Cruz,2020-11-21,25,0,388,0,2,25
13295,Lassen,2020-11-21,2,0,25,0,0,2
13296,Amador,2020-11-21,2,0,51,0,3,2
13297,Trinity,2020-11-21,0,0,25,0,0,0
13298,Napa,2020-11-21,6,0,506,0,25,6
13299,Marin,2020-11-21,6,2,347,1,20,8
13300,San Benito,2020-11-21,1,0,25,0,1,1
13301,Mendocino,2020-11-21,3,0,177,0,5,3
13302,San Francisco,2020-11-21,52,5,1896,2,65,57
13303,Kern,2020-11-21,117,3,1312,0,43,120
13304,San Luis Obispo,2020-11-21,11,1,460,0,26,12
13305,Sutter,2020-11-21,0,0,14,0,0,0
13306,Fresno,2020-11-21,203,21,1690,3,18,224
13307,Inyo,2020-11-21,1,0,29,0,3,1
13308,San Joaquin,2020-11-21,107,8,1036,3,23,115
13309,Sacramento,2020-11-21,255,22,2563,4,83,277
13310,Madera,2020-11-21,18,6,329,0,6,24
13311,Lake,2020-11-21,1,0,77,0,2,1
13312,Colusa,2020-11-21,5,3,48,0,0,8
13313,El Dorado,2020-11-21,10,0,189,0,5,10
13314,Humboldt,2020-11-21,4,1,265,0,3,5
13315,Tuolumne,2020-11-21,9,0,84,0,0,9
13316,Tulare,2020-11-21,58,9,679,0,18,67
13317,Ventura,2020-11-21,62,6,1230,7,22,68
13318,Stanislaus,2020-11-21,129,6,1298,1,19,135
13319,Butte,2020-11-21,23,0,453,0,14,23
13320,Plumas,2020-11-21,0,0,35,0,0,0
13321,Calaveras,2020-11-21,0,0,33,0,3,0
13322,Shasta,2020-11-21,39,4,561,0,3,43
13323,Sonoma,2020-11-21,24,0,576,0,6,24
13324,San Mateo,2020-11-21,30,10,728,0,31,40
13325,Trinity,2020-11-22,0,0,25,0,0,0
13326,Yolo,2020-11-22,15,0,96,0,5,15
13327,Ventura,2020-11-22,63,10,1216,4,23,73
13328,San Luis Obispo,2020-11-22,16,1,460,1,26,17
13329,San Mateo,2020-11-22,32,10,719,0,35,42
13330,Butte,2020-11-22,25,0,453,0,14,25
13331,Merced,2020-11-22,19,0,271,0,6,19
13332,Glenn,2020-11-22,0,0,47,0,0,0
13333,Sacramento,2020-11-22,255,22,2549,6,82,277
13334,Santa Barbara,2020-11-22,23,2,688,0,49,25
13335,Madera,2020-11-22,20,10,329,1,4,30
13336,Colusa,2020-11-22,5,3,48,0,0,8
13337,Fresno,2020-11-22,232,15,1706,0,19,247
13338,San Francisco,2020-11-22,47,2,1852,2,67,49
