,county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
16246,Madera,2020-06-23,25,700,36,369
16247,Marin,2020-06-23,256,1974,110,1139
16248,Mariposa,2020-06-23,1,26,0,18
16249,Mendocino,2020-06-23,5,77,13,61
16250,Merced,2020-06-23,87,1235,37,656
16251,Modoc,2020-06-23,0,1,0,0
16252,Mono,2020-06-23,0,44,1,35
16253,Monterey,2020-06-23,61,1773,53,1346
16254,Napa,2020-06-23,24,360,8,230
16255,Nevada,2020-06-23,5,122,2,81
16256,Orange,2020-06-23,929,17948,360,11071
16258,Placer,2020-06-23,30,705,13,525
16259,Plumas,2020-06-23,2,9,0,6
16260,Riverside,2020-06-23,975,19518,521,14469
16261,Sacramento,2020-06-23,216,3195,131,2374
16262,San Benito,2020-06-23,9,244,3,167
16263,San Bernardino,2020-06-23,775,15105,638,9771
16264,San Diego,2020-06-23,490,14523,198,11296
16265,San Francisco,2020-06-23,93,3668,177,3177
16266,San Joaquin,2020-06-23,246,3802,170,2502
16267,San Luis Obispo,2020-06-23,31,640,23,445
16268,San Mateo,2020-06-23,80,3177,94,2907
16269,Santa Barbara,2020-06-23,92,3412,51,2498
16270,Santa Clara,2020-06-23,159,4798,120,3700
16271,Santa Cruz,2020-06-23,13,397,23,313
16272,Shasta,2020-06-23,3,158,4,81
16273,Sierra,2020-06-23,0,2,0,1
16274,Siskiyou,2020-06-23,0,29,1,24
16275,Solano,2020-06-23,78,1505,157,941
16276,Sonoma,2020-06-23,46,1224,52,912
16277,Stanislaus,2020-06-23,189,3095,66,1850
16278,Sutter,2020-06-23,9,153,12,112
16279,Tehama,2020-06-23,4,80,12,50
16280,Trinity,2020-06-23,0,2,0,2
16281,Tulare,2020-06-23,138,4607,271,3456
16282,Tuolumne,2020-06-23,11,27,1,9
16284,Ventura,2020-06-23,150,3225,144,2209
16285,Yolo,2020-06-23,27,547,17,350
16286,Yuba,2020-06-23,5,54,-1,35
16287,Alameda,2020-06-22,196,5968,109,4944
16288,Alpine,2020-06-22,0,1,0,1
16289,Amador,2020-06-22,5,20,0,12
16290,Butte,2020-06-22,14,166,7,104
16291,Calaveras,2020-06-22,0,40,0,20
16292,California,2020-06-22,8836,235821,5019,183073
16293,Colusa,2020-06-22,8,37,0,7
16294,Contra Costa,2020-06-22,126,2961,81,2363
16295,Del Norte,2020-06-22,1,48,0,46
16296,El Dorado,2020-06-22,9,203,5,137
16297,Fresno,2020-06-22,564,6842,129,3425
16298,Glenn,2020-06-22,9,114,0,40
16299,Humboldt,2020-06-22,2,149,2,110
16300,Imperial,2020-06-22,180,7061,-1,4700
16301,Inyo,2020-06-22,2,29,0,26
16302,Kern,2020-06-22,291,6203,64,3982
16303,Kings,2020-06-22,62,2374,179,1513
16304,Lake,2020-06-22,5,53,1,37
16305,Lassen,2020-06-22,94,113,0,7
16306,Los Angeles,2020-06-22,2361,96541,2542,85925
16307,Madera,2020-06-22,34,675,14,333
16308,Marin,2020-06-22,158,1718,122,1029
16309,Mariposa,2020-06-22,3,25,0,18
16310,Mendocino,2020-06-22,3,72,0,48
16311,Merced,2020-06-22,93,1148,42,619
16312,Modoc,2020-06-22,0,1,0,0
16313,Mono,2020-06-22,0,44,0,34
16314,Monterey,2020-06-22,73,1712,66,1293
16315,Napa,2020-06-22,15,336,4,222
16316,Nevada,2020-06-22,3,117,0,79
16317,Orange,2020-06-22,829,17019,148,10711
16319,Placer,2020-06-22,29,675,14,512
16320,Plumas,2020-06-22,0,7,0,6
16321,Riverside,2020-06-22,709,18543,420,13948
16322,Sacramento,2020-06-22,200,2979,87,2243
16323,San Benito,2020-06-22,14,235,13,164
16324,San Bernardino,2020-06-22,773,14330,208,9133
16325,San Diego,2020-06-22,547,14033,302,11098
16326,San Francisco,2020-06-22,106,3575,0,3000
16327,San Joaquin,2020-06-22,239,3556,144,2332
16328,San Luis Obispo,2020-06-22,25,609,4,422
16329,San Mateo,2020-06-22,43,3097,32,2813
16330,Santa Barbara,2020-06-22,107,3320,17,2447
16331,Santa Clara,2020-06-22,138,4639,66,3580
16332,Santa Cruz,2020-06-22,10,384,0,290
16333,Shasta,2020-06-22,9,155,2,77
16334,Sierra,2020-06-22,0,2,0,1
16335,Siskiyou,2020-06-22,0,29,0,23
16336,Solano,2020-06-22,105,1427,1,784
16337,Sonoma,2020-06-22,51,1178,24,860
16338,Stanislaus,2020-06-22,188,2906,96,1784
16339,Sutter,2020-06-22,8,144,4,100
16340,Tehama,2020-06-22,11,76,3,38
16341,Trinity,2020-06-22,0,2,0,2
16342,Tulare,2020-06-22,167,4469,12,3185
16343,Tuolumne,2020-06-22,3,16,0,8
16345,Ventura,2020-06-22,177,3075,44,2065
16346,Yolo,2020-06-22,32,520,10,333
16347,Yuba,2020-06-22,4,49,1,36
16348,Alameda,2020-06-21,63,5772,77,4835
16349,Alpine,2020-06-21,0,1,0,1
16350,Amador,2020-06-21,0,15,0,12
16351,Butte,2020-06-21,7,152,3,97
16352,Calaveras,2020-06-21,0,40,0,20
16353,California,2020-06-21,3770,226985,4230,178054
16354,Colusa,2020-06-21,3,29,0,7
16355,Contra Costa,2020-06-21,58,2835,51,2282
16356,Del Norte,2020-06-21,0,47,0,46
16357,El Dorado,2020-06-21,5,194,2,132
16358,Fresno,2020-06-21,125,6278,74,3296
16359,Glenn,2020-06-21,5,105,0,40
16360,Humboldt,2020-06-21,0,147,0,108
16361,Imperial,2020-06-21,76,6881,85,4701
16362,Inyo,2020-06-21,0,27,0,26
16363,Kern,2020-06-21,162,5912,82,3918
16364,Kings,2020-06-21,24,2312,3,1334
16365,Lake,2020-06-21,0,48,-1,36
16366,Lassen,2020-06-21,1,19,0,7
16367,Los Angeles,2020-06-21,1040,94180,1779,83383
16368,Madera,2020-06-21,33,641,-2,319
16369,Marin,2020-06-21,20,1560,28,907
16370,Mariposa,2020-06-21,0,22,0,18
16371,Mendocino,2020-06-21,1,69,0,48
16372,Merced,2020-06-21,39,1055,11,577
16373,Modoc,2020-06-21,0,1,0,0
16374,Mono,2020-06-21,0,44,0,34
16375,Monterey,2020-06-21,36,1639,46,1227
16376,Napa,2020-06-21,9,321,6,218
16377,Nevada,2020-06-21,3,114,6,79
16378,Orange,2020-06-21,346,16190,279,10563
16380,Placer,2020-06-21,23,646,15,498
16381,Plumas,2020-06-21,1,7,0,6
16382,Riverside,2020-06-21,299,17834,507,13528
16383,Sacramento,2020-06-21,70,2779,87,2156
16384,San Benito,2020-06-21,4,221,12,151
16385,San Bernardino,2020-06-21,361,13557,207,8925
16386,San Diego,2020-06-21,323,13486,310,10796
16387,San Francisco,2020-06-21,45,3469,1,3000
16388,San Joaquin,2020-06-21,83,3317,142,2188
16389,San Luis Obispo,2020-06-21,13,584,13,418
16390,San Mateo,2020-06-21,27,3054,26,2781
16391,Santa Barbara,2020-06-21,56,3213,72,2430
16392,Santa Clara,2020-06-21,72,4501,79,3514
16393,Santa Cruz,2020-06-21,2,374,3,290
16394,Shasta,2020-06-21,6,146,9,75
16395,Sierra,2020-06-21,0,2,0,1
16396,Siskiyou,2020-06-21,1,29,1,23
16397,Solano,2020-06-21,24,1322,-1,783
16398,Sonoma,2020-06-21,36,1127,30,836
16399,Stanislaus,2020-06-21,108,2718,90,1688
16400,Sutter,2020-06-21,2,136,7,96
16401,Tehama,2020-06-21,2,65,0,35
16402,Trinity,2020-06-21,0,2,0,2
16403,Tulare,2020-06-21,72,4302,1,3173
16404,Tuolumne,2020-06-21,2,13,0,8
16406,Ventura,2020-06-21,65,2898,75,2021
16407,Yolo,2020-06-21,15,488,14,323
16408,Yuba,2020-06-21,2,45,1,35
16409,Alameda,2020-06-20,72,5709,112,4758
16410,Alpine,2020-06-20,0,1,0,1
16411,Amador,2020-06-20,0,15,0,12
16412,Butte,2020-06-20,4,145,3,94
16413,Calaveras,2020-06-20,1,40,0,20
16414,California,2020-06-20,4958,223215,4515,173824
16415,Colusa,2020-06-20,2,26,0,7
16416,Contra Costa,2020-06-20,80,2777,125,2231
16417,Del Norte,2020-06-20,0,47,0,46
16418,El Dorado,2020-06-20,9,189,6,130
16419,Fresno,2020-06-20,163,6153,113,3222
16420,Glenn,2020-06-20,6,100,0,40
16421,Humboldt,2020-06-20,1,147,2,108
16422,Imperial,2020-06-20,87,6805,112,4616
16423,Inyo,2020-06-20,0,27,0,26
16424,Kern,2020-06-20,223,5750,94,3836
16425,Kings,2020-06-20,21,2288,46,1331
16426,Lake,2020-06-20,3,48,1,37
16427,Lassen,2020-06-20,0,18,0,7
16428,Los Angeles,2020-06-20,1614,93140,2032,81604
16429,Madera,2020-06-20,20,608,21,321
16430,Marin,2020-06-20,29,1540,50,879
16431,Mariposa,2020-06-20,1,22,0,18
16432,Mendocino,2020-06-20,1,68,0,48
16433,Merced,2020-06-20,43,1016,37,566
16434,Modoc,2020-06-20,0,1,0,0
16435,Mono,2020-06-20,0,44,0,34
16436,Monterey,2020-06-20,30,1603,22,1181
16437,Napa,2020-06-20,10,312,3,212
16438,Nevada,2020-06-20,3,111,2,73
16439,Orange,2020-06-20,522,15844,312,10284
16441,Placer,2020-06-20,17,623,19,483
16442,Plumas,2020-06-20,0,6,1,6
16443,Riverside,2020-06-20,407,17535,311,13021
16444,Sacramento,2020-06-20,84,2709,93,2069
16445,San Benito,2020-06-20,1,217,3,139
16446,San Bernardino,2020-06-20,404,13196,264,8718
16447,San Diego,2020-06-20,361,13163,134,10486
16448,San Francisco,2020-06-20,55,3424,31,2999
16449,San Joaquin,2020-06-20,122,3234,77,2046
16450,San Luis Obispo,2020-06-20,15,571,13,405
16451,San Mateo,2020-06-20,29,3027,42,2755
16452,Santa Barbara,2020-06-20,73,3157,74,2358
16453,Santa Clara,2020-06-20,75,4429,59,3435
16454,Santa Cruz,2020-06-20,10,372,4,287
16455,Shasta,2020-06-20,4,140,8,66
16456,Sierra,2020-06-20,0,2,0,1
16457,Siskiyou,2020-06-20,0,28,1,22
16458,Solano,2020-06-20,38,1298,29,784
16459,Sonoma,2020-06-20,28,1091,3,806
16460,Stanislaus,2020-06-20,111,2610,49,1598
16461,Sutter,2020-06-20,1,134,0,89
16462,Tehama,2020-06-20,1,63,0,35
16463,Trinity,2020-06-20,0,2,0,2
16464,Tulare,2020-06-20,72,4230,119,3172
16465,Tuolumne,2020-06-20,1,11,0,8
16467,Ventura,2020-06-20,84,2833,81,1946
16468,Yolo,2020-06-20,19,473,6,309
16469,Yuba,2020-06-20,1,43,1,34
16470,Alameda,2020-06-19,131,5637,57,4646
16471,Alpine,2020-06-19,0,1,0,1
16472,Amador,2020-06-19,1,15,0,12
16473,Butte,2020-06-19,5,141,3,91
16474,Calaveras,2020-06-19,0,39,0,20
16475,California,2020-06-19,6558,218257,3893,169309
16476,Colusa,2020-06-19,4,24,0,7
16477,Contra Costa,2020-06-19,105,2697,34,2106
16478,Del Norte,2020-06-19,0,47,0,46
16479,El Dorado,2020-06-19,4,180,3,124
16480,Fresno,2020-06-19,265,5990,162,3109
16481,Glenn,2020-06-19,9,94,5,40
16482,Humboldt,2020-06-19,1,146,0,106
16483,Imperial,2020-06-19,146,6718,138,4504
16484,Inyo,2020-06-19,1,27,1,26
16485,Kern,2020-06-19,218,5527,108,3742
16486,Kings,2020-06-19,54,2267,144,1285
16487,Lake,2020-06-19,1,45,0,36
16488,Lassen,2020-06-19,1,18,2,7
16489,Los Angeles,2020-06-19,1937,91526,1328,79572
16490,Madera,2020-06-19,36,588,12,300
16491,Marin,2020-06-19,61,1511,10,829
16492,Mariposa,2020-06-19,2,21,0,18
16493,Mendocino,2020-06-19,4,67,3,48
16494,Merced,2020-06-19,51,973,43,529
16495,Modoc,2020-06-19,0,1,0,0
16496,Mono,2020-06-19,0,44,0,34
16497,Monterey,2020-06-19,67,1573,32,1159
16498,Napa,2020-06-19,15,302,4,209
16499,Nevada,2020-06-19,4,108,3,71
16500,Orange,2020-06-19,656,15322,375,9972
16502,Placer,2020-06-19,19,606,7,464
16503,Plumas,2020-06-19,0,6,0,5
16504,Riverside,2020-06-19,613,17128,300,12710
16505,Sacramento,2020-06-19,117,2625,38,1976
16506,San Benito,2020-06-19,6,216,2,136
16507,San Bernardino,2020-06-19,634,12792,313,8454
16508,San Diego,2020-06-19,422,12802,258,10352
16509,San Francisco,2020-06-19,50,3369,17,2968
16510,San Joaquin,2020-06-19,152,3112,61,1969
16511,San Luis Obispo,2020-06-19,19,556,14,392
16512,San Mateo,2020-06-19,45,2998,39,2713
16513,Santa Barbara,2020-06-19,74,3084,83,2284
16514,Santa Clara,2020-06-19,99,4354,38,3376
16515,Santa Cruz,2020-06-19,17,362,8,283
16516,Shasta,2020-06-19,11,136,7,58
16517,Sierra,2020-06-19,0,2,0,1
16518,Siskiyou,2020-06-19,0,28,3,21
16519,Solano,2020-06-19,38,1260,20,755
16520,Sonoma,2020-06-19,41,1063,14,803
16521,Stanislaus,2020-06-19,133,2499,54,1549
16522,Sutter,2020-06-19,4,133,4,89
16523,Tehama,2020-06-19,5,62,4,35
16524,Trinity,2020-06-19,0,2,0,2
16525,Tulare,2020-06-19,120,4158,48,3053
16526,Tuolumne,2020-06-19,0,10,0,8
16528,Ventura,2020-06-19,126,2749,84,1865
16529,Yolo,2020-06-19,33,454,9,303
16530,Yuba,2020-06-19,1,42,1,33
16531,Alameda,2020-06-18,121,5506,104,4589
16532,Alpine,2020-06-18,0,1,0,1
16533,Amador,2020-06-18,1,14,2,12
16534,Butte,2020-06-18,9,136,7,88
16535,Calaveras,2020-06-18,0,39,0,20
16536,California,2020-06-18,6440,211699,4317,165416
16537,Colusa,2020-06-18,1,20,0,7
16538,Contra Costa,2020-06-18,98,2592,52,2072
16539,Del Norte,2020-06-18,0,47,1,46
16540,El Dorado,2020-06-18,7,176,5,121
16541,Fresno,2020-06-18,224,5725,146,2947
16542,Glenn,2020-06-18,7,85,4,35
16543,Humboldt,2020-06-18,2,145,1,106
16544,Imperial,2020-06-18,169,6572,258,4366
16545,Inyo,2020-06-18,1,26,0,25
16546,Kern,2020-06-18,199,5309,87,3634
16547,Kings,2020-06-18,30,2213,44,1141
16548,Lake,2020-06-18,1,44,4,36
16549,Lassen,2020-06-18,3,17,0,5
16550,Los Angeles,2020-06-18,1998,89589,1078,78244
16551,Madera,2020-06-18,22,552,30,288
16552,Marin,2020-06-18,192,1450,48,819
16553,Mariposa,2020-06-18,1,19,0,18
16554,Mendocino,2020-06-18,2,63,3,45
16555,Merced,2020-06-18,71,922,26,486
16556,Modoc,2020-06-18,0,1,0,0
16557,Mono,2020-06-18,0,44,0,34
16558,Monterey,2020-06-18,52,1506,50,1127
16559,Napa,2020-06-18,15,287,3,205
16560,Nevada,2020-06-18,4,104,11,68
16561,Orange,2020-06-18,603,14666,319,9597
16563,Placer,2020-06-18,22,587,30,457
16564,Plumas,2020-06-18,0,6,0,5
16565,Riverside,2020-06-18,635,16515,551,12410
16566,Sacramento,2020-06-18,110,2508,49,1938
16567,San Benito,2020-06-18,5,210,18,134
16568,San Bernardino,2020-06-18,553,12158,471,8141
16569,San Diego,2020-06-18,380,12380,238,10094
16570,San Francisco,2020-06-18,39,3319,45,2951
16571,San Joaquin,2020-06-18,170,2960,83,1908
16572,San Luis Obispo,2020-06-18,16,537,16,378
16573,San Mateo,2020-06-18,57,2953,25,2674
16574,Santa Barbara,2020-06-18,73,3010,54,2201
16575,Santa Clara,2020-06-18,90,4255,74,3338
16576,Santa Cruz,2020-06-18,6,345,10,275
16577,Shasta,2020-06-18,2,125,0,51
16578,Sierra,2020-06-18,0,2,0,1
16579,Siskiyou,2020-06-18,1,28,2,18
16580,Solano,2020-06-18,50,1222,13,735
16581,Sonoma,2020-06-18,25,1022,41,789
16582,Stanislaus,2020-06-18,122,2366,108,1495
16583,Sutter,2020-06-18,6,129,6,85
16584,Tehama,2020-06-18,15,57,7,31
16585,Trinity,2020-06-18,0,2,0,2
16586,Tulare,2020-06-18,109,4038,123,3005
16587,Tuolumne,2020-06-18,1,10,1,8
16589,Ventura,2020-06-18,99,2623,52,1781
16590,Yolo,2020-06-18,20,421,17,294
16591,Yuba,2020-06-18,1,41,2,32
16592,Alameda,2020-06-17,118,5385,57,4485
16593,Alpine,2020-06-17,0,1,0,1
16594,Amador,2020-06-17,0,13,0,10
16595,Butte,2020-06-17,4,127,2,81
16596,Calaveras,2020-06-17,3,39,1,20
16597,California,2020-06-17,6433,205259,4084,161099
16598,Colusa,2020-06-17,3,19,0,7
16599,Contra Costa,2020-06-17,90,2494,49,2020
16600,Del Norte,2020-06-17,0,47,0,45
16601,El Dorado,2020-06-17,6,169,1,116
16602,Fresno,2020-06-17,240,5501,70,2801
16603,Glenn,2020-06-17,4,78,1,31
16604,Humboldt,2020-06-17,4,143,0,105
16605,Imperial,2020-06-17,153,6403,169,4108
16606,Inyo,2020-06-17,0,25,1,25
16607,Kern,2020-06-17,222,5110,51,3547
16608,Kings,2020-06-17,47,2183,53,1097
16609,Lake,2020-06-17,0,43,1,32
16610,Lassen,2020-06-17,2,14,0,5
16611,Los Angeles,2020-06-17,2022,87591,2115,77166
16612,Madera,2020-06-17,26,530,19,258
16613,Marin,2020-06-17,53,1258,46,771
16614,Mariposa,2020-06-17,0,18,1,18
16615,Mendocino,2020-06-17,1,61,7,42
16616,Merced,2020-06-17,48,851,24,460
16617,Modoc,2020-06-17,0,1,0,0
16618,Mono,2020-06-17,0,44,0,34
16619,Monterey,2020-06-17,48,1454,58,1077
16620,Napa,2020-06-17,15,272,6,202
16621,Nevada,2020-06-17,3,100,4,57
16622,Orange,2020-06-17,585,14063,115,9278
16624,Placer,2020-06-17,30,565,35,427
16625,Plumas,2020-06-17,0,6,0,5
16626,Riverside,2020-06-17,675,15880,221,11859
16627,Sacramento,2020-06-17,111,2398,64,1889
16628,San Benito,2020-06-17,8,205,6,116
16629,San Bernardino,2020-06-17,541,11605,207,7670
16630,San Diego,2020-06-17,361,12000,124,9856
16631,San Francisco,2020-06-17,52,3280,13,2906
16632,San Joaquin,2020-06-17,152,2790,107,1825
16633,San Luis Obispo,2020-06-17,24,521,19,362
16634,San Mateo,2020-06-17,55,2896,31,2649
16635,Santa Barbara,2020-06-17,67,2937,57,2147
16636,Santa Clara,2020-06-17,108,4165,36,3264
16637,Santa Cruz,2020-06-17,16,339,8,265
16638,Shasta,2020-06-17,9,123,0,51
16639,Sierra,2020-06-17,0,2,0,1
16640,Siskiyou,2020-06-17,1,27,1,16
16641,Solano,2020-06-17,88,1172,28,722
16642,Sonoma,2020-06-17,31,997,9,748
16643,Stanislaus,2020-06-17,154,2244,109,1387
16644,Sutter,2020-06-17,7,123,6,79
16645,Tehama,2020-06-17,4,42,0,24
16646,Trinity,2020-06-17,0,2,0,2
16647,Tulare,2020-06-17,117,3929,80,2882
16648,Tuolumne,2020-06-17,0,9,0,7
16650,Ventura,2020-06-17,100,2524,53,1729
16651,Yolo,2020-06-17,24,401,15,277
16652,Yuba,2020-06-17,1,40,1,30
16653,Alameda,2020-06-16,125,5267,105,4428
16654,Alpine,2020-06-16,0,1,0,1
16655,Amador,2020-06-16,0,13,0,10
16656,Butte,2020-06-16,8,123,1,79
16657,Calaveras,2020-06-16,0,36,1,19
16658,California,2020-06-16,6240,198826,3455,157015
16659,Colusa,2020-06-16,2,16,0,7
16660,Contra Costa,2020-06-16,77,2404,53,1971
16661,Del Norte,2020-06-16,0,47,0,45
16662,El Dorado,2020-06-16,10,163,1,115
16663,Fresno,2020-06-16,213,5261,115,2731
16664,Glenn,2020-06-16,5,74,9,30
16665,Humboldt,2020-06-16,2,139,0,105
16666,Imperial,2020-06-16,171,6250,213,3939
16667,Inyo,2020-06-16,0,25,1,24
16668,Kern,2020-06-16,221,4888,79,3496
16669,Kings,2020-06-16,77,2136,22,1044
16670,Lake,2020-06-16,0,43,0,31
16671,Lassen,2020-06-16,0,12,0,5
16672,Los Angeles,2020-06-16,1971,85569,1346,75051
16673,Madera,2020-06-16,22,504,36,239
16674,Marin,2020-06-16,166,1205,17,725
16675,Mariposa,2020-06-16,0,18,0,17
16676,Mendocino,2020-06-16,9,60,2,35
16677,Merced,2020-06-16,46,803,22,436
16678,Modoc,2020-06-16,0,1,0,0
16679,Mono,2020-06-16,0,44,0,34
16680,Monterey,2020-06-16,66,1406,21,1019
16681,Napa,2020-06-16,8,257,9,196
16682,Nevada,2020-06-16,6,97,1,53
16683,Orange,2020-06-16,564,13478,219,9163
16685,Placer,2020-06-16,16,535,6,392
16686,Plumas,2020-06-16,0,6,1,5
16687,Riverside,2020-06-16,623,15205,262,11638
16688,Sacramento,2020-06-16,114,2287,34,1825
16689,San Benito,2020-06-16,6,197,2,110
16690,San Bernardino,2020-06-16,502,11064,274,7463
16691,San Diego,2020-06-16,339,11639,120,9732
16692,San Francisco,2020-06-16,45,3228,60,2893
16693,San Joaquin,2020-06-16,137,2638,51,1718
16694,San Luis Obispo,2020-06-16,13,497,11,343
16695,San Mateo,2020-06-16,55,2841,27,2618
16696,Santa Barbara,2020-06-16,68,2870,36,2090
16697,Santa Clara,2020-06-16,101,4057,24,3228
16698,Santa Cruz,2020-06-16,11,323,3,257
16699,Shasta,2020-06-16,6,114,1,51
16700,Sierra,2020-06-16,0,2,0,1
16701,Siskiyou,2020-06-16,1,26,1,15
16702,Solano,2020-06-16,62,1084,56,694
16703,Sonoma,2020-06-16,29,966,13,739
16704,Stanislaus,2020-06-16,116,2090,25,1278
16705,Sutter,2020-06-16,10,116,2,73
16706,Tehama,2020-06-16,0,38,7,24
16707,Trinity,2020-06-16,0,2,0,2
16708,Tulare,2020-06-16,115,3812,140,2802
16709,Tuolumne,2020-06-16,0,9,0,7
16711,Ventura,2020-06-16,82,2424,20,1676
16712,Yolo,2020-06-16,20,377,7,262
16713,Yuba,2020-06-16,0,39,1,29
16714,Alameda,2020-06-15,146,5142,52,4323
16715,Alpine,2020-06-15,0,1,0,1
16716,Amador,2020-06-15,0,13,0,10
16717,Butte,2020-06-15,7,115,0,78
16718,Calaveras,2020-06-15,1,36,0,18
16719,California,2020-06-15,6161,192586,2108,153560
16720,Colusa,2020-06-15,1,14,0,7
16721,Contra Costa,2020-06-15,69,2327,25,1918
16722,Del Norte,2020-06-15,0,47,0,45
16723,El Dorado,2020-06-15,4,153,4,114
16724,Fresno,2020-06-15,184,5048,31,2616
16725,Glenn,2020-06-15,15,69,0,21
16726,Humboldt,2020-06-15,4,137,0,105
16727,Imperial,2020-06-15,226,6079,-4,3726
16728,Inyo,2020-06-15,1,25,0,23
16729,Kern,2020-06-15,209,4667,89,3417
16730,Kings,2020-06-15,51,2059,0,1022
16731,Lake,2020-06-15,3,43,0,31
16732,Lassen,2020-06-15,0,12,0,5
16733,Los Angeles,2020-06-15,2092,83598,773,73705
16734,Madera,2020-06-15,18,482,0,203
16735,Marin,2020-06-15,165,1039,19,708
16736,Mariposa,2020-06-15,0,18,1,17
16737,Mendocino,2020-06-15,3,51,0,33
16738,Merced,2020-06-15,50,757,11,414
16739,Modoc,2020-06-15,0,1,0,0
16740,Mono,2020-06-15,0,44,0,34
16741,Monterey,2020-06-15,61,1340,49,998
16742,Napa,2020-06-15,22,249,6,187
16743,Nevada,2020-06-15,5,91,0,52
16744,Orange,2020-06-15,425,12914,200,8944
16746,Placer,2020-06-15,24,519,17,386
16747,Plumas,2020-06-15,1,6,0,4
16748,Riverside,2020-06-15,444,14582,158,11376
16749,Sacramento,2020-06-15,85,2173,41,1791
16750,San Benito,2020-06-15,11,191,4,108
16751,San Bernardino,2020-06-15,539,10562,174,7189
16752,San Diego,2020-06-15,374,11300,170,9612
16753,San Francisco,2020-06-15,40,3183,-1,2833
16754,San Joaquin,2020-06-15,151,2501,64,1667
16755,San Luis Obispo,2020-06-15,15,484,2,332
16756,San Mateo,2020-06-15,44,2786,20,2591
16757,Santa Barbara,2020-06-15,77,2802,5,2054
16758,Santa Clara,2020-06-15,95,3956,26,3204
16759,Santa Cruz,2020-06-15,14,312,0,254
16760,Shasta,2020-06-15,6,108,2,50
16761,Sierra,2020-06-15,0,2,0,1
16762,Siskiyou,2020-06-15,1,25,1,14
16763,Solano,2020-06-15,48,1022,0,638
16764,Sonoma,2020-06-15,28,937,2,726
16765,Stanislaus,2020-06-15,147,1974,94,1253
16766,Sutter,2020-06-15,5,106,8,71
16767,Tehama,2020-06-15,3,38,0,17
16768,Trinity,2020-06-15,0,2,0,2
16769,Tulare,2020-06-15,132,3697,16,2662
16770,Tuolumne,2020-06-15,0,9,0,7
16772,Ventura,2020-06-15,98,2342,46,1656
16773,Yolo,2020-06-15,16,357,1,255
16774,Yuba,2020-06-15,1,39,0,28
16775,Alameda,2020-06-14,65,4996,75,4271
16776,Alpine,2020-06-14,0,1,0,1
16777,Amador,2020-06-14,1,13,0,10
16778,Butte,2020-06-14,8,108,6,78
16779,Calaveras,2020-06-14,2,35,0,18
16780,California,2020-06-14,2844,186425,2597,151452
16781,Colusa,2020-06-14,1,13,0,7
16782,Contra Costa,2020-06-14,36,2258,25,1893
16783,Del Norte,2020-06-14,0,47,0,45
16784,El Dorado,2020-06-14,4,149,0,110
16785,Fresno,2020-06-14,98,4864,86,2585
16786,Glenn,2020-06-14,2,54,0,21
16787,Humboldt,2020-06-14,1,133,1,105
16788,Imperial,2020-06-14,71,5853,84,3730
16789,Inyo,2020-06-14,0,24,0,23
16790,Kern,2020-06-14,109,4458,89,3328
16791,Kings,2020-06-14,19,2008,-1,1022
16792,Lake,2020-06-14,1,40,2,31
16793,Lassen,2020-06-14,0,12,0,5
16794,Los Angeles,2020-06-14,908,81506,994,72932
16795,Madera,2020-06-14,4,464,0,203
16796,Marin,2020-06-14,31,874,12,689
16797,Mariposa,2020-06-14,0,18,0,16
16798,Mendocino,2020-06-14,0,48,0,33
16799,Merced,2020-06-14,19,707,27,403
16800,Modoc,2020-06-14,0,1,0,0
16801,Mono,2020-06-14,0,44,-1,34
16802,Monterey,2020-06-14,38,1279,49,949
16803,Napa,2020-06-14,3,227,10,181
16804,Nevada,2020-06-14,2,86,0,52
16805,Orange,2020-06-14,242,12489,163,8744
16807,Placer,2020-06-14,11,495,23,369
16808,Plumas,2020-06-14,0,5,0,4
16809,Riverside,2020-06-14,280,14138,287,11218
16810,Sacramento,2020-06-14,53,2088,37,1750
16811,San Benito,2020-06-14,7,180,5,104
16812,San Bernardino,2020-06-14,226,10023,130,7015
16813,San Diego,2020-06-14,171,10926,126,9442
16814,San Francisco,2020-06-14,20,3143,0,2834
16815,San Joaquin,2020-06-14,81,2350,142,1603
16816,San Luis Obispo,2020-06-14,11,469,4,330
16817,San Mateo,2020-06-14,12,2742,20,2571
16818,Santa Barbara,2020-06-14,58,2725,50,2049
16819,Santa Clara,2020-06-14,41,3861,37,3178
16820,Santa Cruz,2020-06-14,6,298,0,254
16821,Shasta,2020-06-14,2,102,0,48
16822,Sierra,2020-06-14,0,2,0,1
16823,Siskiyou,2020-06-14,0,24,0,13
16824,Solano,2020-06-14,28,974,1,638
16825,Sonoma,2020-06-14,15,909,13,724
16826,Stanislaus,2020-06-14,56,1827,37,1159
16827,Sutter,2020-06-14,1,101,1,63
16828,Tehama,2020-06-14,1,35,0,17
16829,Trinity,2020-06-14,0,2,0,2
16830,Tulare,2020-06-14,32,3565,20,2646
16831,Tuolumne,2020-06-14,0,9,0,7
16833,Ventura,2020-06-14,46,2244,43,1610
16834,Yolo,2020-06-14,21,341,3,254
16835,Yuba,2020-06-14,0,38,0,28
16836,Alameda,2020-06-13,71,4931,29,4196
16837,Alpine,2020-06-13,0,1,0,1
16838,Amador,2020-06-13,0,12,0,10
16839,Butte,2020-06-13,4,100,1,72
16840,Calaveras,2020-06-13,3,33,0,18
16841,California,2020-06-13,3551,183581,3212,148855
16842,Colusa,2020-06-13,0,12,0,7
