,county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
2493,Tehama,2021-02-04,23,4422,18,4327
2494,Trinity,2021-02-04,0,285,0,260
2495,Tulare,2021-02-04,165,45715,145,44983
2496,Tuolumne,2021-02-04,11,3638,17,3585
2498,Ventura,2021-02-04,331,73689,471,72595
2499,Yolo,2021-02-04,25,12398,49,11982
2500,Yuba,2021-02-04,18,5220,11,5135
2501,Alameda,2021-02-03,344,76633,326,74968
2502,Alpine,2021-02-03,0,72,0,72
2503,Amador,2021-02-03,31,3347,6,3281
2504,Butte,2021-02-03,25,10548,48,10355
2505,Calaveras,2021-02-03,9,1827,13,1799
2506,California,2021-02-03,11445,3370882,13176,3294447
2507,Colusa,2021-02-03,8,1795,4,1773
2508,Contra Costa,2021-02-03,277,59191,211,57762
2509,Del Norte,2021-02-03,6,885,1,869
2510,El Dorado,2021-02-03,40,8716,23,8428
2511,Fresno,2021-02-03,307,92142,206,89748
2512,Glenn,2021-02-03,11,2145,8,2098
2513,Humboldt,2021-02-03,13,2927,16,2800
2514,Imperial,2021-02-03,52,26559,46,26363
2515,Inyo,2021-02-03,3,1135,-3,1071
2516,Kern,2021-02-03,303,88813,286,86771
2517,Kings,2021-02-03,89,21207,46,20831
2518,Lake,2021-02-03,20,2955,12,2869
2519,Lassen,2021-02-03,7,4985,2,4910
2520,Los Angeles,2021-02-03,3352,1132025,4317,1101890
2521,Madera,2021-02-03,50,14946,10,14605
2522,Marin,2021-02-03,29,12580,39,12406
2523,Mariposa,2021-02-03,3,363,2,347
2524,Mendocino,2021-02-03,33,3350,26,3236
2525,Merced,2021-02-03,88,26990,93,26520
2526,Modoc,2021-02-03,5,322,2,308
2527,Mono,2021-02-03,2,1158,-1,1146
2528,Monterey,2021-02-03,135,40201,129,39500
2529,Napa,2021-02-03,29,8693,29,8534
2530,Nevada,2021-02-03,15,3733,24,3572
2531,Orange,2021-02-03,786,238174,955,234738
2533,Placer,2021-02-03,52,19066,31,18646
2534,Plumas,2021-02-03,0,616,-1,559
2535,Riverside,2021-02-03,825,271519,1118,269019
2536,Sacramento,2021-02-03,287,88810,308,87415
2537,San Benito,2021-02-03,13,5550,19,5463
2538,San Bernardino,2021-02-03,665,276123,991,271477
2539,San Diego,2021-02-03,1042,251696,968,241015
2540,San Francisco,2021-02-03,158,32633,195,31983
2541,San Joaquin,2021-02-03,209,62744,268,61976
2542,San Luis Obispo,2021-02-03,93,18424,111,17922
2543,San Mateo,2021-02-03,174,37376,223,36227
2544,Santa Barbara,2021-02-03,167,30123,170,29121
2545,Santa Clara,2021-02-03,485,105302,406,103278
2546,Santa Cruz,2021-02-03,57,14094,39,13611
2547,Shasta,2021-02-03,26,10458,51,10422
2548,Sierra,2021-02-03,0,47,0,42
2549,Siskiyou,2021-02-03,7,1302,16,1268
2550,Solano,2021-02-03,97,28683,94,28057
2551,Sonoma,2021-02-03,120,26711,101,26155
2552,Stanislaus,2021-02-03,219,47891,292,46598
2553,Sutter,2021-02-03,22,8488,39,8379
2554,Tehama,2021-02-03,14,4399,20,4309
2555,Trinity,2021-02-03,0,285,0,260
2556,Tulare,2021-02-03,154,45550,118,44838
2557,Tuolumne,2021-02-03,12,3627,20,3568
2559,Ventura,2021-02-03,413,73358,567,72124
2560,Yolo,2021-02-03,43,12373,47,11933
2561,Yuba,2021-02-03,18,5202,13,5124
2562,Alameda,2021-02-02,358,76289,268,74642
2563,Alpine,2021-02-02,0,72,0,72
2564,Amador,2021-02-02,11,3316,41,3275
2565,Butte,2021-02-02,41,10523,44,10307
2566,Calaveras,2021-02-02,20,1818,1,1786
2567,California,2021-02-02,12531,3359437,10501,3281271
2568,Colusa,2021-02-02,6,1787,6,1769
2569,Contra Costa,2021-02-02,244,58914,227,57551
2570,Del Norte,2021-02-02,4,879,3,868
2571,El Dorado,2021-02-02,37,8676,68,8405
2572,Fresno,2021-02-02,342,91835,270,89542
2573,Glenn,2021-02-02,16,2134,4,2090
2574,Humboldt,2021-02-02,20,2914,11,2784
2575,Imperial,2021-02-02,47,26507,93,26317
2576,Inyo,2021-02-02,10,1132,2,1074
2577,Kern,2021-02-02,403,88510,315,86485
2578,Kings,2021-02-02,93,21118,39,20785
2579,Lake,2021-02-02,16,2935,14,2857
2580,Lassen,2021-02-02,20,4978,1,4908
