,county,date,all_hospital_beds,icu_available_beds
2375,Santa Cruz,2020-05-10,397,16
2376,Riverside,2020-05-10,3856,177
2377,Lake,2020-05-10,110,0
2378,San Francisco,2020-05-10,2619,102
2379,Trinity,2020-05-10,54,0
2380,Tulare,2020-05-10,920,26
2381,Tuolumne,2020-05-10,151,2
2382,Contra Costa,2020-05-10,1628,110
2383,Tehama,2020-05-10,106,3
2384,Stanislaus,2020-05-10,1369,80
2385,Monterey,2020-05-10,829,108
2386,Sutter,2020-05-10,14,0
2387,Madera,2020-05-10,530,30
2388,Solano,2020-05-10,707,48
2389,Merced,2020-05-10,242,4
2390,San Benito,2020-05-10,25,1
2391,San Joaquin,2020-05-10,1366,19
2392,Shasta,2020-05-10,667,8
2393,Santa Clara,2020-05-10,3306,179
2394,San Luis Obispo,2020-05-10,526,24
2395,Nevada,2020-05-10,107,5
2396,Yuba,2020-05-10,445,6
2397,Santa Barbara,2020-05-10,717,81
2398,Fresno,2020-05-10,2056,89
2399,Orange,2020-05-10,6836,353
2400,Inyo,2020-05-10,42,3
2401,San Mateo,2020-05-10,1096,43
2402,Sonoma,2020-05-10,871,50
2403,Kern,2020-05-10,1728,96
2404,Alameda,2020-05-10,2446,125
2405,San Luis Obispo,2020-05-11,526,22
2406,Stanislaus,2020-05-11,1374,74
2407,Calaveras,2020-05-11,50,8
2408,Monterey,2020-05-11,829,109
2409,Kings,2020-05-11,199,4
2410,Colusa,2020-05-11,88,6
2411,Trinity,2020-05-11,54,0
2412,Del Norte,2020-05-11,51,0
2413,Amador,2020-05-11,51,2
2414,Yuba,2020-05-11,445,9
2415,Alameda,2020-05-11,2446,125
2416,Tuolumne,2020-05-11,151,2
2417,Marin,2020-05-11,390,12
2418,Tulare,2020-05-11,920,20
2419,Sutter,2020-05-11,14,0
2420,El Dorado,2020-05-11,171,8
2421,Santa Cruz,2020-05-11,397,16
2422,Placer,2020-05-11,753,36
2423,Mendocino,2020-05-11,180,5
2424,Lake,2020-05-11,110,5
2425,Orange,2020-05-11,6836,362
2426,Contra Costa,2020-05-11,1628,105
2427,Tehama,2020-05-11,106,6
2428,Napa,2020-05-11,387,13
2429,Nevada,2020-05-11,114,7
2430,Inyo,2020-05-11,42,3
2431,Mariposa,2020-05-11,30,0
2432,San Benito,2020-05-11,25,2
2433,Sonoma,2020-05-11,871,50
2434,Los Angeles,2020-05-11,23866,1242
2435,Butte,2020-05-11,448,25
2436,Solano,2020-05-11,707,45
2437,Siskiyou,2020-05-11,65,5
2438,Modoc,2020-05-11,41,0
2439,Humboldt,2020-05-11,352,5
2440,Kern,2020-05-11,1724,77
2441,Lassen,2020-05-11,25,0
2442,Santa Barbara,2020-05-11,717,89
2443,San Francisco,2020-05-11,2619,107
2444,San Bernardino,2020-05-11,4821,178
2445,San Joaquin,2020-05-11,1366,34
2446,Glenn,2020-05-11,0,0
2447,San Diego,2020-05-11,6089,374
2448,Fresno,2020-05-11,2057,87
2449,Sacramento,2020-05-11,2335,93
2450,Mono,2020-05-11,17,2
2451,San Mateo,2020-05-11,1096,43
2452,Yolo,2020-05-11,186,4
2453,Santa Clara,2020-05-11,3306,193
2454,Plumas,2020-05-11,45,0
2455,Ventura,2020-05-11,1301,48
2456,Riverside,2020-05-11,3935,184
2457,Shasta,2020-05-11,667,9
2458,Merced,2020-05-11,242,7
2459,Imperial,2020-05-11,323,10
2460,Madera,2020-05-11,528,27
2461,Yolo,2020-05-12,186,5
2462,Mendocino,2020-05-12,180,4
2463,Tulare,2020-05-12,920,17
2464,San Diego,2020-05-12,6136,357
2465,Riverside,2020-05-12,3924,172
2466,Tuolumne,2020-05-12,151,3
2467,Placer,2020-05-12,753,32
2468,Sutter,2020-05-12,14,0
2469,San Luis Obispo,2020-05-12,526,28
2470,Inyo,2020-05-12,42,4
2471,Mariposa,2020-05-12,30,0
2472,Orange,2020-05-12,6836,358
2473,San Bernardino,2020-05-12,4821,180
2474,Yuba,2020-05-12,445,11
2475,Shasta,2020-05-12,667,9
2476,Napa,2020-05-12,387,6
2477,Kern,2020-05-12,1729,72
2478,Madera,2020-05-12,528,31
2479,Humboldt,2020-05-12,352,6
2480,Calaveras,2020-05-12,50,8
2481,San Benito,2020-05-12,25,2
2482,Merced,2020-05-12,242,5
2483,Amador,2020-05-12,51,1
2484,Lassen,2020-05-12,25,0
2485,Ventura,2020-05-12,1319,42
2486,El Dorado,2020-05-12,199,10
2487,Los Angeles,2020-05-12,23941,1267
2488,Plumas,2020-05-12,45,0
2489,Trinity,2020-05-12,54,0
2490,Santa Cruz,2020-05-12,397,11
2491,San Mateo,2020-05-12,1096,35
2492,Modoc,2020-05-12,41,0
2493,San Joaquin,2020-05-12,1366,26
2494,Tehama,2020-05-12,106,6
2495,Nevada,2020-05-12,111,5
2496,Butte,2020-05-12,448,25
2497,Contra Costa,2020-05-12,1628,121
2498,Mono,2020-05-12,17,2
2499,Monterey,2020-05-12,829,106
2500,Imperial,2020-05-12,330,8
2501,Santa Barbara,2020-05-12,717,83
2502,Solano,2020-05-12,707,48
2503,Lake,2020-05-12,110,1
2504,Alameda,2020-05-12,2446,116
2505,Kings,2020-05-12,199,0
2506,Siskiyou,2020-05-12,65,3
2507,San Francisco,2020-05-12,2619,100
2508,Marin,2020-05-12,390,13
2509,Stanislaus,2020-05-12,1369,81
2510,Fresno,2020-05-12,2061,84
2511,Sacramento,2020-05-12,2373,94
2512,Del Norte,2020-05-12,51,1
2513,Colusa,2020-05-12,88,5
2514,Sonoma,2020-05-12,871,49
2515,Glenn,2020-05-12,0,0
2516,Santa Clara,2020-05-12,3306,180
2517,Los Angeles,2020-05-13,23951,1253
2518,Del Norte,2020-05-13,51,3
2519,Tuolumne,2020-05-13,151,5
2520,Alameda,2020-05-13,2446,117
2521,Contra Costa,2020-05-13,1628,108
2522,Placer,2020-05-13,753,37
2523,San Francisco,2020-05-13,2619,108
2524,Sacramento,2020-05-13,2371,105
2525,Napa,2020-05-13,487,10
2526,Yolo,2020-05-13,186,6
2527,Stanislaus,2020-05-13,1369,79
2528,Humboldt,2020-05-13,352,5
2529,Solano,2020-05-13,707,41
2530,Santa Clara,2020-05-13,3306,194
2531,Monterey,2020-05-13,829,106
2532,Amador,2020-05-13,51,1
2533,Lake,2020-05-13,110,2
2534,Yuba,2020-05-13,445,12
2535,San Luis Obispo,2020-05-13,526,24
2536,Sutter,2020-05-13,14,0
2537,Fresno,2020-05-13,2051,78
2538,Merced,2020-05-13,242,10
2539,Kings,2020-05-13,199,0
2540,Nevada,2020-05-13,112,7
2541,Tulare,2020-05-13,920,22
2542,Trinity,2020-05-13,54,0
2543,Imperial,2020-05-13,317,8
2544,El Dorado,2020-05-13,199,11
2545,Calaveras,2020-05-13,50,11
2546,San Benito,2020-05-13,25,1
2547,Glenn,2020-05-13,0,0
2548,San Joaquin,2020-05-13,1366,32
2549,Marin,2020-05-13,390,16
2550,Plumas,2020-05-13,45,0
2551,Santa Cruz,2020-05-13,397,15
2552,Modoc,2020-05-13,41,0
2553,San Diego,2020-05-13,6144,346
2554,Mendocino,2020-05-13,180,2
2555,Lassen,2020-05-13,25,0
2556,Siskiyou,2020-05-13,65,5
2557,Butte,2020-05-13,448,19
2558,San Mateo,2020-05-13,1096,38
2559,Sonoma,2020-05-13,871,53
2560,Riverside,2020-05-13,4002,180
2561,Shasta,2020-05-13,667,5
2562,Orange,2020-05-13,7007,393
2563,Mariposa,2020-05-13,30,0
2564,Madera,2020-05-13,528,26
2565,Tehama,2020-05-13,106,5
2566,Inyo,2020-05-13,42,4
2567,Mono,2020-05-13,17,2
2568,Santa Barbara,2020-05-13,717,67
2569,Ventura,2020-05-13,1312,37
2570,Kern,2020-05-13,1718,73
2571,San Bernardino,2020-05-13,4821,153
2572,Colusa,2020-05-13,88,5
2573,Orange,2020-05-14,7007,385
2574,Sonoma,2020-05-14,871,51
2575,Riverside,2020-05-14,4015,180
2576,Mono,2020-05-14,17,2
2577,Los Angeles,2020-05-14,23919,1230
2578,San Diego,2020-05-14,6151,354
2579,Madera,2020-05-14,528,29
2580,Amador,2020-05-14,51,0
2581,San Mateo,2020-05-14,1096,45
2582,Plumas,2020-05-14,45,0
2583,San Bernardino,2020-05-14,4821,182
2584,Butte,2020-05-14,448,19
2585,Shasta,2020-05-14,667,8
2586,Modoc,2020-05-14,41,0
2587,Santa Cruz,2020-05-14,397,13
2588,Trinity,2020-05-14,54,0
2589,Ventura,2020-05-14,1340,48
2590,Fresno,2020-05-14,2134,82
2591,San Francisco,2020-05-14,2619,111
2592,Mendocino,2020-05-14,180,3
2593,San Luis Obispo,2020-05-14,526,21
2594,Stanislaus,2020-05-14,1369,85
2595,Marin,2020-05-14,390,12
2596,Sacramento,2020-05-14,2393,91
2597,Colusa,2020-05-14,88,6
2598,Tulare,2020-05-14,920,21
2599,Sutter,2020-05-14,14,0
2600,Nevada,2020-05-14,110,7
2601,Lassen,2020-05-14,25,0
2602,Tuolumne,2020-05-14,151,5
2603,Santa Clara,2020-05-14,3306,172
2604,Mariposa,2020-05-14,30,0
2605,Kern,2020-05-14,1721,58
2606,Monterey,2020-05-14,829,104
2607,Merced,2020-05-14,242,5
2608,Humboldt,2020-05-14,352,3
2609,Calaveras,2020-05-14,50,10
2610,Solano,2020-05-14,707,47
2611,Del Norte,2020-05-14,51,5
2612,Lake,2020-05-14,110,2
2613,Glenn,2020-05-14,0,0
2614,Alameda,2020-05-14,2446,118
2615,Placer,2020-05-14,753,29
2616,Inyo,2020-05-14,42,4
2617,Napa,2020-05-14,487,10
2618,Santa Barbara,2020-05-14,717,64
2619,Imperial,2020-05-14,327,6
2620,San Benito,2020-05-14,25,1
2621,Tehama,2020-05-14,106,5
2622,El Dorado,2020-05-14,199,11
2623,Kings,2020-05-14,199,2
2624,San Joaquin,2020-05-14,1366,27
2625,Contra Costa,2020-05-14,1628,121
2626,Siskiyou,2020-05-14,65,4
2627,Yuba,2020-05-14,445,10
2628,Yolo,2020-05-14,186,3
2629,Sonoma,2020-05-15,871,51
2630,Butte,2020-05-15,448,14
2631,Mono,2020-05-15,17,2
2632,Calaveras,2020-05-15,50,10
2633,Tuolumne,2020-05-15,151,3
2634,Lassen,2020-05-15,25,0
2635,Riverside,2020-05-15,4015,182
2636,Sutter,2020-05-15,14,0
2637,Los Angeles,2020-05-15,23901,1229
2638,San Luis Obispo,2020-05-15,526,22
2639,Santa Clara,2020-05-15,3318,164
2640,Monterey,2020-05-15,829,109
2641,San Benito,2020-05-15,25,1
2642,Tulare,2020-05-15,920,15
2643,Placer,2020-05-15,753,32
2644,Contra Costa,2020-05-15,1628,114
2645,Lake,2020-05-15,110,2
2646,Merced,2020-05-15,242,7
2647,San Francisco,2020-05-15,2619,85
2648,Glenn,2020-05-15,0,0
2649,Napa,2020-05-15,387,6
2650,Modoc,2020-05-15,41,0
2651,Alameda,2020-05-15,2446,117
2652,Solano,2020-05-15,707,50
2653,Kings,2020-05-15,199,4
2654,Yuba,2020-05-15,445,12
2655,Tehama,2020-05-15,106,4
2656,Stanislaus,2020-05-15,1369,80
2657,Marin,2020-05-15,390,11
2658,Kern,2020-05-15,1721,82
2659,Del Norte,2020-05-15,51,2
2660,San Diego,2020-05-15,6126,332
2661,Shasta,2020-05-15,667,7
2662,Colusa,2020-05-15,88,6
2663,San Bernardino,2020-05-15,4821,168
2664,Inyo,2020-05-15,42,4
2665,Plumas,2020-05-15,45,0
2666,Humboldt,2020-05-15,352,6
2667,Orange,2020-05-15,7007,339
2668,El Dorado,2020-05-15,199,10
2669,Fresno,2020-05-15,2128,81
2670,Nevada,2020-05-15,119,7
2671,Trinity,2020-05-15,54,0
2672,Amador,2020-05-15,51,0
2673,Madera,2020-05-15,528,29
2674,San Joaquin,2020-05-15,1366,28
2675,Yolo,2020-05-15,186,3
2676,Ventura,2020-05-15,1340,54
2677,Siskiyou,2020-05-15,65,5
2678,San Mateo,2020-05-15,1096,40
2679,Santa Cruz,2020-05-15,397,13
2680,Sacramento,2020-05-15,2410,100
2681,Imperial,2020-05-15,262,0
2682,Santa Barbara,2020-05-15,717,64
2683,Mariposa,2020-05-15,30,0
2684,Mendocino,2020-05-15,180,4
2685,Solano,2020-05-16,707,46
2686,Plumas,2020-05-16,45,0
2687,Stanislaus,2020-05-16,1369,82
2688,Butte,2020-05-16,448,20
2689,Placer,2020-05-16,753,38
2690,Kern,2020-05-16,1713,77
2691,Tehama,2020-05-16,106,4
2692,Alameda,2020-05-16,2446,114
2693,Marin,2020-05-16,390,15
2694,El Dorado,2020-05-16,199,8
2695,Riverside,2020-05-16,3957,194
2696,Yuba,2020-05-16,445,11
2697,Kings,2020-05-16,199,2
2698,Lake,2020-05-16,110,2
2699,Mendocino,2020-05-16,180,5
2700,Los Angeles,2020-05-16,23918,1207
2701,Ventura,2020-05-16,1333,47
2702,Monterey,2020-05-16,811,104
2703,Santa Clara,2020-05-16,3318,177
2704,San Joaquin,2020-05-16,1366,21
2705,Sacramento,2020-05-16,2370,100
2706,Siskiyou,2020-05-16,65,3
2707,Santa Barbara,2020-05-16,717,63
2708,Inyo,2020-05-16,42,4
2709,San Mateo,2020-05-16,1096,43
2710,San Luis Obispo,2020-05-16,526,25
2711,Lassen,2020-05-16,25,0
2712,Amador,2020-05-16,51,2
2713,San Benito,2020-05-16,25,2
2714,Mariposa,2020-05-16,30,0
2715,Tuolumne,2020-05-16,151,6
2716,Imperial,2020-05-16,260,8
2717,Colusa,2020-05-16,88,6
2718,Humboldt,2020-05-16,352,5
2719,Modoc,2020-05-16,41,0
2720,Napa,2020-05-16,387,6
2721,Santa Cruz,2020-05-16,397,15
2722,Tulare,2020-05-16,920,14
2723,Nevada,2020-05-16,113,7
2724,Merced,2020-05-16,242,4
2725,Madera,2020-05-16,528,28
2726,Yolo,2020-05-16,186,2
2727,San Diego,2020-05-16,6144,326
2728,Calaveras,2020-05-16,50,10
2729,Del Norte,2020-05-16,51,2
2730,Orange,2020-05-16,7007,345
2731,Glenn,2020-05-16,0,0
2732,Mono,2020-05-16,17,2
2733,Contra Costa,2020-05-16,1628,105
2734,Shasta,2020-05-16,667,7
2735,Fresno,2020-05-16,2139,85
2736,San Bernardino,2020-05-16,4821,145
2737,San Francisco,2020-05-16,2619,106
2738,Trinity,2020-05-16,54,0
2739,Sutter,2020-05-16,14,0
2740,Sonoma,2020-05-16,871,54
2741,Siskiyou,2020-05-17,65,3
2742,San Benito,2020-05-17,25,1
2743,Merced,2020-05-17,242,4
2744,Trinity,2020-05-17,54,0
2745,Stanislaus,2020-05-17,1369,85
2746,Tuolumne,2020-05-17,151,3
2747,Tehama,2020-05-17,106,3
2748,Mono,2020-05-17,17,2
2749,Tulare,2020-05-17,881,14
2750,Ventura,2020-05-17,1314,45
2751,Colusa,2020-05-17,88,6
2752,San Francisco,2020-05-17,2619,101
2753,Imperial,2020-05-17,268,5
2754,Calaveras,2020-05-17,50,11
2755,Mariposa,2020-05-17,30,0
2756,Lake,2020-05-17,110,1
2757,Alameda,2020-05-17,2446,125
2758,Orange,2020-05-17,7007,341
2759,Yolo,2020-05-17,186,1
2760,Yuba,2020-05-17,445,10
2761,Santa Clara,2020-05-17,3318,192
2762,Kings,2020-05-17,199,5
2763,Plumas,2020-05-17,45,0
2764,Santa Cruz,2020-05-17,397,15
2765,Glenn,2020-05-17,0,0
2766,Inyo,2020-05-17,42,4
2767,Solano,2020-05-17,707,46
2768,Madera,2020-05-17,528,53
2769,Lassen,2020-05-17,25,0
2770,Placer,2020-05-17,753,38
2771,San Luis Obispo,2020-05-17,526,21
2772,Contra Costa,2020-05-17,1628,110
2773,Del Norte,2020-05-17,51,3
2774,Fresno,2020-05-17,2133,94
2775,Napa,2020-05-17,387,6
2776,Sonoma,2020-05-17,871,55
2777,Santa Barbara,2020-05-17,717,62
2778,Monterey,2020-05-17,811,102
2779,Sutter,2020-05-17,14,0
2780,Sacramento,2020-05-17,2350,107
2781,San Diego,2020-05-17,6131,364
2782,Los Angeles,2020-05-17,23854,1233
2783,Humboldt,2020-05-17,352,6
2784,Kern,2020-05-17,1743,71
2785,Marin,2020-05-17,390,15
2786,San Mateo,2020-05-17,1096,40
2787,Mendocino,2020-05-17,180,4
2788,Shasta,2020-05-17,667,6
2789,San Bernardino,2020-05-17,4821,184
2790,Amador,2020-05-17,51,1
2791,El Dorado,2020-05-17,199,11
2792,Nevada,2020-05-17,117,7
2793,San Joaquin,2020-05-17,1366,21
2794,Modoc,2020-05-17,41,0
2795,Butte,2020-05-17,448,22
2796,Riverside,2020-05-17,3945,187
2797,Marin,2020-05-18,390,17
2798,Monterey,2020-05-18,811,106
2799,Calaveras,2020-05-18,50,11
2800,Sacramento,2020-05-18,2367,113
2801,Glenn,2020-05-18,0,0
2802,Humboldt,2020-05-18,352,3
2803,Mono,2020-05-18,17,2
2804,Lake,2020-05-18,110,3
2805,Napa,2020-05-18,387,10
2806,San Joaquin,2020-05-18,1366,31
2807,Sutter,2020-05-18,14,0
2808,San Mateo,2020-05-18,1096,41
2809,San Benito,2020-05-18,25,1
2810,Imperial,2020-05-18,187,11
2811,El Dorado,2020-05-18,199,13
2812,Stanislaus,2020-05-18,1369,77
2813,Kern,2020-05-18,1704,72
2814,Santa Cruz,2020-05-18,397,15
2815,Modoc,2020-05-18,41,0
2816,Solano,2020-05-18,707,42
2817,Amador,2020-05-18,51,4
2818,San Luis Obispo,2020-05-18,526,22
2819,Ventura,2020-05-18,1307,39
2820,Inyo,2020-05-18,42,4
2821,Contra Costa,2020-05-18,1628,122
2822,Lassen,2020-05-18,25,0
2823,Santa Barbara,2020-05-18,717,70
2824,San Bernardino,2020-05-18,4821,197
2825,Riverside,2020-05-18,3994,210
2826,Plumas,2020-05-18,45,0
2827,Colusa,2020-05-18,88,5
2828,Tulare,2020-05-18,920,29
2829,San Francisco,2020-05-18,2619,115
2830,Alameda,2020-05-18,2968,120
2831,Sonoma,2020-05-18,871,53
2832,Fresno,2020-05-18,2135,99
2833,Tuolumne,2020-05-18,151,1
2834,Nevada,2020-05-18,107,8
2835,Del Norte,2020-05-18,51,2
2836,Tehama,2020-05-18,106,3
2837,Orange,2020-05-18,7007,387
2838,Trinity,2020-05-18,54,0
2839,Kings,2020-05-18,199,2
2840,San Diego,2020-05-18,6040,341
2841,Los Angeles,2020-05-18,23910,1221
2842,Santa Clara,2020-05-18,3318,201
2843,Mendocino,2020-05-18,180,4
2844,Merced,2020-05-18,242,7
2845,Yuba,2020-05-18,445,13
2846,Siskiyou,2020-05-18,65,4
2847,Mariposa,2020-05-18,30,0
2848,Shasta,2020-05-18,667,5
2849,Butte,2020-05-18,448,22
2850,Placer,2020-05-18,753,40
2851,Yolo,2020-05-18,186,3
2852,Madera,2020-05-18,528,4
2853,Solano,2020-05-19,707,42
2854,Humboldt,2020-05-19,352,6
2855,Colusa,2020-05-19,88,5
2856,San Francisco,2020-05-19,2619,114
2857,Tulare,2020-05-19,920,22
2858,Kern,2020-05-19,1735,72
2859,Ventura,2020-05-19,1336,41
2860,San Joaquin,2020-05-19,1366,27
2861,Shasta,2020-05-19,667,4
2862,Riverside,2020-05-19,3999,191
2863,Sonoma,2020-05-19,871,54
2864,Lake,2020-05-19,110,1
2865,El Dorado,2020-05-19,199,10
2866,Calaveras,2020-05-19,50,11
2867,Imperial,2020-05-19,200,10
2868,Mariposa,2020-05-19,30,0
2869,Mono,2020-05-19,17,2
2870,Yuba,2020-05-19,445,10
2871,Los Angeles,2020-05-19,23675,1216
2872,Orange,2020-05-19,7007,352
2873,Marin,2020-05-19,390,14
2874,Madera,2020-05-19,528,23
2875,Fresno,2020-05-19,2138,88
2876,Contra Costa,2020-05-19,1628,117
2877,Santa Cruz,2020-05-19,397,13
2878,Trinity,2020-05-19,54,0
2879,Tuolumne,2020-05-19,151,1
2880,Lassen,2020-05-19,25,0
2881,Siskiyou,2020-05-19,65,3
2882,Placer,2020-05-19,753,38
2883,Tehama,2020-05-19,106,6
2884,Stanislaus,2020-05-19,1369,87
2885,Napa,2020-05-19,387,14
2886,Mendocino,2020-05-19,180,6
2887,Nevada,2020-05-19,113,9
2888,San Bernardino,2020-05-19,4821,206
2889,Alameda,2020-05-19,2968,122
2890,San Mateo,2020-05-19,1096,26
2891,Plumas,2020-05-19,45,0
2892,Amador,2020-05-19,51,3
2893,Santa Barbara,2020-05-19,717,61
2894,Del Norte,2020-05-19,51,1
2895,San Benito,2020-05-19,25,1
2896,San Diego,2020-05-19,6142,311
2897,Merced,2020-05-19,242,2
2898,Inyo,2020-05-19,42,4
2899,Sutter,2020-05-19,14,0
2900,Monterey,2020-05-19,811,102
2901,Kings,2020-05-19,199,0
2902,Santa Clara,2020-05-19,3318,195
2903,Yolo,2020-05-19,186,4
2904,Butte,2020-05-19,448,23
2905,Sacramento,2020-05-19,2392,115
2906,San Luis Obispo,2020-05-19,526,20
2907,Glenn,2020-05-19,0,0
2908,Modoc,2020-05-19,41,0
2909,Santa Clara,2020-05-20,3318,170
2910,Solano,2020-05-20,707,44
2911,San Benito,2020-05-20,25,0
2912,Merced,2020-05-20,242,1
2913,San Francisco,2020-05-20,2619,113
2914,Fresno,2020-05-20,2140,97
2915,Mariposa,2020-05-20,30,0
2916,Stanislaus,2020-05-20,1369,80
2917,Yolo,2020-05-20,186,7
2918,Alameda,2020-05-20,2968,112
2919,Plumas,2020-05-20,45,0
2920,Tehama,2020-05-20,106,7
2921,Tuolumne,2020-05-20,151,4
2922,Kings,2020-05-20,199,5
2923,Siskiyou,2020-05-20,65,4
2924,Santa Barbara,2020-05-20,717,60
2925,Del Norte,2020-05-20,51,0
2926,Trinity,2020-05-20,54,0
2927,Tulare,2020-05-20,920,21
2928,Napa,2020-05-20,387,6
2929,Glenn,2020-05-20,0,0
2930,Kern,2020-05-20,1735,66
2931,Marin,2020-05-20,390,20
2932,Modoc,2020-05-20,41,0
2933,Mono,2020-05-20,17,2
2934,San Diego,2020-05-20,6207,322
2935,Sonoma,2020-05-20,871,52
2936,Sacramento,2020-05-20,2378,106
2937,Humboldt,2020-05-20,352,4
2938,Butte,2020-05-20,448,20
2939,Los Angeles,2020-05-20,23670,1253
2940,Inyo,2020-05-20,42,2
2941,Colusa,2020-05-20,88,6
2942,Shasta,2020-05-20,667,6
2943,Mendocino,2020-05-20,180,7
2944,Riverside,2020-05-20,4010,144
2945,Contra Costa,2020-05-20,1628,128
2946,Lake,2020-05-20,110,3
2947,Placer,2020-05-20,753,45
2948,San Bernardino,2020-05-20,4821,213
2949,Imperial,2020-05-20,214,8
2950,Nevada,2020-05-20,116,9
2951,San Luis Obispo,2020-05-20,526,21
2952,Sutter,2020-05-20,14,0
2953,Yuba,2020-05-20,445,11
2954,Monterey,2020-05-20,811,103
2955,Amador,2020-05-20,51,2
2956,San Joaquin,2020-05-20,1366,27
2957,El Dorado,2020-05-20,199,7
2958,Calaveras,2020-05-20,50,10
2959,Lassen,2020-05-20,25,0
2960,Ventura,2020-05-20,1339,39
2961,San Mateo,2020-05-20,1096,25
2962,Madera,2020-05-20,528,21
2963,Santa Cruz,2020-05-20,397,16
2964,Orange,2020-05-20,7007,382
2965,Ventura,2020-05-21,1329,44
2966,San Mateo,2020-05-21,1096,26
2967,Humboldt,2020-05-21,352,5
2968,Sonoma,2020-05-21,871,49
2969,Orange,2020-05-21,6993,401
2970,El Dorado,2020-05-21,199,6
2971,Trinity,2020-05-21,54,0
2972,San Bernardino,2020-05-21,4821,225
2973,Placer,2020-05-21,753,35
2974,Kings,2020-05-21,199,2
2975,Tuolumne,2020-05-21,151,2
2976,Madera,2020-05-21,528,18
2977,Riverside,2020-05-21,4020,129
2978,Alameda,2020-05-21,2968,114
2979,Tehama,2020-05-21,106,8
2980,San Benito,2020-05-21,25,0
2981,Imperial,2020-05-21,210,10
2982,Colusa,2020-05-21,88,6
2983,Los Angeles,2020-05-21,23620,1199
2984,Yolo,2020-05-21,186,5
2985,Tulare,2020-05-21,920,9
2986,Stanislaus,2020-05-21,1369,82
2987,Siskiyou,2020-05-21,65,4
2988,Calaveras,2020-05-21,50,9
2989,Mono,2020-05-21,17,2
2990,Amador,2020-05-21,51,1
2991,Napa,2020-05-21,387,0
2992,Glenn,2020-05-21,0,0
2993,Fresno,2020-05-21,2144,99
2994,Inyo,2020-05-21,42,2
2995,Monterey,2020-05-21,811,103
2996,Del Norte,2020-05-21,51,1
2997,Shasta,2020-05-21,667,5
2998,Merced,2020-05-21,242,3
2999,Butte,2020-05-21,448,17
3000,Lassen,2020-05-21,25,0
3001,Santa Barbara,2020-05-21,717,58
3002,Marin,2020-05-21,390,18
3003,San Joaquin,2020-05-21,1366,28
3004,Kern,2020-05-21,1728,73
3005,Yuba,2020-05-21,445,8
3006,Sutter,2020-05-21,14,0
3007,Mariposa,2020-05-21,30,0
3008,Plumas,2020-05-21,45,0
3009,Santa Cruz,2020-05-21,397,14
3010,Nevada,2020-05-21,112,6
3011,San Luis Obispo,2020-05-21,473,20
3012,Contra Costa,2020-05-21,1628,118
3013,Sacramento,2020-05-21,2409,108
3014,Lake,2020-05-21,110,3
3015,Modoc,2020-05-21,41,0
3016,San Diego,2020-05-21,6180,313
3017,Santa Clara,2020-05-21,3318,167
3018,Solano,2020-05-21,707,45
3019,Mendocino,2020-05-21,180,7
3020,San Francisco,2020-05-21,2619,103
3021,Santa Cruz,2020-05-22,397,11
3022,San Luis Obispo,2020-05-22,469,21
3023,Sonoma,2020-05-22,871,47
3024,Santa Barbara,2020-05-22,717,60
3025,Del Norte,2020-05-22,51,4
3026,Ventura,2020-05-22,1345,42
3027,Solano,2020-05-22,707,45
3028,Marin,2020-05-22,390,15
3029,Orange,2020-05-22,6993,397
3030,Riverside,2020-05-22,4029,130
3031,Lassen,2020-05-22,25,0
3032,Shasta,2020-05-22,667,13
3033,Contra Costa,2020-05-22,1628,113
3034,Stanislaus,2020-05-22,1374,81
3035,Merced,2020-05-22,242,4
3036,San Diego,2020-05-22,6221,333
3037,Mendocino,2020-05-22,180,6
3038,San Joaquin,2020-05-22,1366,23
3039,Plumas,2020-05-22,45,0
3040,Butte,2020-05-22,448,17
3041,Santa Clara,2020-05-22,3318,170
3042,Siskiyou,2020-05-22,65,5
3043,Kern,2020-05-22,1761,64
3044,Yolo,2020-05-22,186,7
3045,Inyo,2020-05-22,42,3
3046,Trinity,2020-05-22,54,0
3047,Mono,2020-05-22,17,2
3048,San Mateo,2020-05-22,1096,40
3049,Humboldt,2020-05-22,352,3
3050,Glenn,2020-05-22,0,0
3051,Madera,2020-05-22,528,21
3052,El Dorado,2020-05-22,199,8
3053,San Francisco,2020-05-22,2619,84
3054,Tulare,2020-05-22,881,31
3055,Sutter,2020-05-22,14,0
3056,Napa,2020-05-22,387,0
3057,Kings,2020-05-22,199,4
3058,Tehama,2020-05-22,106,7
3059,San Bernardino,2020-05-22,4821,218
3060,Los Angeles,2020-05-22,23628,1187
3061,Mariposa,2020-05-22,30,0
3062,Monterey,2020-05-22,811,104
3063,Colusa,2020-05-22,88,6
3064,Imperial,2020-05-22,210,9
3065,San Benito,2020-05-22,25,1
3066,Lake,2020-05-22,110,3
3067,Amador,2020-05-22,51,1
3068,Tuolumne,2020-05-22,151,2
3069,Nevada,2020-05-22,119,8
3070,Calaveras,2020-05-22,50,9
3071,Yuba,2020-05-22,445,4
3072,Modoc,2020-05-22,41,0
3073,Sacramento,2020-05-22,2400,106
3074,Alameda,2020-05-22,2968,119
3075,Placer,2020-05-22,753,42
3076,Fresno,2020-05-22,2135,89
3077,San Luis Obispo,2020-05-23,462,27
3078,Plumas,2020-05-23,45,0
3079,Sutter,2020-05-23,14,0
3080,Glenn,2020-05-23,0,0
3081,San Francisco,2020-05-23,2619,83
3082,Modoc,2020-05-23,41,0
