,county,date,all_hospital_beds,icu_available_beds
11749,Santa Clara,2020-10-24,2990,72
11750,Butte,2020-10-24,451,12
11751,Lassen,2020-10-24,25,0
11752,Shasta,2020-10-24,561,5
11753,Yuba,2020-10-24,265,12
11754,Amador,2020-10-24,51,4
11755,Merced,2020-10-24,271,9
11756,Sacramento,2020-10-24,2370,68
11757,Siskiyou,2020-10-25,56,11
11758,Tulare,2020-10-25,677,27
11759,Yuba,2020-10-25,265,18
11760,Riverside,2020-10-25,3368,79
11761,Orange,2020-10-25,5740,168
11762,Imperial,2020-10-25,259,2
11763,Plumas,2020-10-25,35,0
11764,Fresno,2020-10-25,1644,22
11765,San Benito,2020-10-25,25,3
11766,Butte,2020-10-25,453,12
11767,Merced,2020-10-25,271,8
11768,Glenn,2020-10-25,47,0
11769,Mono,2020-10-25,17,2
11770,Inyo,2020-10-25,29,4
11771,Kings,2020-10-25,193,14
11772,San Mateo,2020-10-25,691,31
11773,Amador,2020-10-25,51,6
11774,Tuolumne,2020-10-25,84,0
11775,San Bernardino,2020-10-25,4016,128
11776,Marin,2020-10-25,353,21
11777,Contra Costa,2020-10-25,1451,35
11778,Madera,2020-10-25,263,18
11779,Calaveras,2020-10-25,33,6
11780,San Joaquin,2020-10-25,1003,50
11781,Shasta,2020-10-25,561,5
11782,Tehama,2020-10-25,59,1
11783,Colusa,2020-10-25,48,0
11784,Nevada,2020-10-25,119,8
11785,Sutter,2020-10-25,14,0
11786,Santa Clara,2020-10-25,2959,93
11787,San Luis Obispo,2020-10-25,460,26
11788,Lake,2020-10-25,65,1
11789,Mariposa,2020-10-25,19,0
11790,Santa Cruz,2020-10-25,389,8
11791,Santa Barbara,2020-10-25,688,54
11792,Los Angeles,2020-10-25,19948,807
11793,Alameda,2020-10-25,2420,119
11794,Sonoma,2020-10-25,533,9
11795,Placer,2020-10-25,783,25
11796,Kern,2020-10-25,1305,59
11797,El Dorado,2020-10-25,189,8
11798,San Diego,2020-10-25,6979,320
11799,Trinity,2020-10-25,25,0
11800,Ventura,2020-10-25,1256,55
11801,Humboldt,2020-10-25,271,6
11802,Del Norte,2020-10-25,51,0
11803,Modoc,2020-10-25,41,0
11804,Solano,2020-10-25,545,12
11805,Yolo,2020-10-25,97,5
11806,Stanislaus,2020-10-25,1311,22
11807,Monterey,2020-10-25,717,26
11808,Mendocino,2020-10-25,150,4
11809,Lassen,2020-10-25,25,0
11810,Sacramento,2020-10-25,2338,70
11811,San Francisco,2020-10-25,1824,69
11812,Napa,2020-10-25,200,9
11813,Tulare,2020-10-26,679,20
11814,Colusa,2020-10-26,48,0
11815,San Francisco,2020-10-26,1820,74
11816,Plumas,2020-10-26,35,0
11817,Inyo,2020-10-26,29,4
11818,Ventura,2020-10-26,1200,60
11819,Santa Barbara,2020-10-26,688,62
11820,San Benito,2020-10-26,25,3
11821,Del Norte,2020-10-26,52,2
11822,Tehama,2020-10-26,59,0
11823,Kings,2020-10-26,193,15
11824,San Bernardino,2020-10-26,4030,125
11825,Glenn,2020-10-26,47,0
11826,Monterey,2020-10-26,717,25
11827,Orange,2020-10-26,5738,191
11828,Madera,2020-10-26,263,20
11829,Marin,2020-10-26,351,19
11830,Placer,2020-10-26,777,33
11831,San Mateo,2020-10-26,697,33
11832,Calaveras,2020-10-26,33,6
11833,Stanislaus,2020-10-26,1308,26
11834,San Diego,2020-10-26,6994,318
11835,Lake,2020-10-26,65,2
11836,Modoc,2020-10-26,41,0
11837,Tuolumne,2020-10-26,84,0
11838,Mono,2020-10-26,17,2
11839,Mariposa,2020-10-26,19,0
11840,Sacramento,2020-10-26,2421,91
11841,Lassen,2020-10-26,25,0
11842,Alameda,2020-10-26,2380,114
11843,Sonoma,2020-10-26,556,9
11844,Amador,2020-10-26,51,6
11845,Fresno,2020-10-26,1651,24
11846,Contra Costa,2020-10-26,1428,57
11847,Butte,2020-10-26,453,12
11848,Trinity,2020-10-26,25,0
11849,Nevada,2020-10-26,144,5
11850,Santa Clara,2020-10-26,2944,82
11851,Riverside,2020-10-26,3386,77
11852,Imperial,2020-10-26,259,2
11853,Sutter,2020-10-26,14,0
11854,Siskiyou,2020-10-26,56,10
11855,Shasta,2020-10-26,561,2
11856,Kern,2020-10-26,1313,63
11857,Humboldt,2020-10-26,275,3
11858,Los Angeles,2020-10-26,19943,814
11859,San Luis Obispo,2020-10-26,460,22
11860,El Dorado,2020-10-26,189,8
11861,Napa,2020-10-26,351,27
11862,Yuba,2020-10-26,265,15
11863,Solano,2020-10-26,534,8
11864,Merced,2020-10-26,271,10
11865,Yolo,2020-10-26,96,13
11866,Santa Cruz,2020-10-26,389,7
11867,San Joaquin,2020-10-26,1004,51
11868,Mendocino,2020-10-26,150,4
11869,Orange,2020-10-27,5842,176
11870,Butte,2020-10-27,453,9
11871,Modoc,2020-10-27,41,0
11872,Inyo,2020-10-27,29,4
11873,Riverside,2020-10-27,3437,69
11874,Glenn,2020-10-27,47,0
11875,San Mateo,2020-10-27,700,35
11876,Mariposa,2020-10-27,19,0
11877,San Francisco,2020-10-27,1822,64
11878,Tehama,2020-10-27,59,2
11879,Yuba,2020-10-27,265,14
11880,San Bernardino,2020-10-27,3997,109
11881,Fresno,2020-10-27,1659,23
11882,Contra Costa,2020-10-27,1467,47
11883,Imperial,2020-10-27,259,1
11884,Madera,2020-10-27,263,28
11885,Alameda,2020-10-27,2412,116
11886,Solano,2020-10-27,550,8
11887,San Benito,2020-10-27,50,3
11888,Santa Clara,2020-10-27,3017,64
11889,Trinity,2020-10-27,25,0
11890,Tulare,2020-10-27,677,19
11891,Lake,2020-10-27,65,2
11892,Amador,2020-10-27,51,6
11893,Mendocino,2020-10-27,150,4
11894,Tuolumne,2020-10-27,84,1
11895,Napa,2020-10-27,351,22
11896,Merced,2020-10-27,271,8
11897,Kern,2020-10-27,1339,67
11898,Plumas,2020-10-27,35,0
11899,Lassen,2020-10-27,25,0
11900,San Diego,2020-10-27,6997,286
11901,Yolo,2020-10-27,96,5
11902,Shasta,2020-10-27,561,3
11903,Siskiyou,2020-10-27,56,7
11904,Sutter,2020-10-27,14,0
11905,Colusa,2020-10-27,48,0
11906,Humboldt,2020-10-27,264,6
11907,Sacramento,2020-10-27,2340,77
11908,San Joaquin,2020-10-27,983,41
11909,Calaveras,2020-10-27,33,4
11910,Stanislaus,2020-10-27,1326,12
11911,San Luis Obispo,2020-10-27,460,29
11912,Del Norte,2020-10-27,52,1
11913,El Dorado,2020-10-27,189,7
11914,Sonoma,2020-10-27,548,11
11915,Marin,2020-10-27,450,17
11916,Placer,2020-10-27,784,29
11917,Nevada,2020-10-27,131,4
11918,Ventura,2020-10-27,1213,56
11919,Santa Cruz,2020-10-27,389,6
11920,Santa Barbara,2020-10-27,688,61
11921,Mono,2020-10-27,17,2
11922,Kings,2020-10-27,193,14
11923,Monterey,2020-10-27,717,19
11924,Los Angeles,2020-10-27,20060,762
11925,Amador,2020-10-28,51,3
11926,Glenn,2020-10-28,47,0
11927,Plumas,2020-10-28,35,0
11928,Humboldt,2020-10-28,271,7
11929,Marin,2020-10-28,355,12
11930,San Bernardino,2020-10-28,4004,103
11931,Solano,2020-10-28,565,9
11932,Monterey,2020-10-28,717,26
11933,Santa Clara,2020-10-28,3034,64
11934,Madera,2020-10-28,263,28
11935,Fresno,2020-10-28,1670,23
11936,Colusa,2020-10-28,48,0
11937,Kings,2020-10-28,193,15
11938,San Benito,2020-10-28,50,2
11939,San Joaquin,2020-10-28,1003,39
11940,Merced,2020-10-28,271,6
11941,Napa,2020-10-28,351,23
11942,San Mateo,2020-10-28,692,34
11943,Trinity,2020-10-28,25,0
11944,Lassen,2020-10-28,25,0
11945,Calaveras,2020-10-28,33,3
11946,Santa Barbara,2020-10-28,688,63
11947,Lake,2020-10-28,65,1
11948,Butte,2020-10-28,453,5
11949,Shasta,2020-10-28,561,5
11950,Kern,2020-10-28,1343,60
11951,Tulare,2020-10-28,677,19
11952,Imperial,2020-10-28,259,0
11953,Sacramento,2020-10-28,2467,69
11954,Riverside,2020-10-28,3424,64
11955,Stanislaus,2020-10-28,1336,19
11956,Tehama,2020-10-28,59,0
11957,Sutter,2020-10-28,14,0
11958,Modoc,2020-10-28,41,0
11959,Contra Costa,2020-10-28,1476,52
11960,Sonoma,2020-10-28,549,10
11961,Nevada,2020-10-28,112,4
11962,Los Angeles,2020-10-28,20061,738
11963,Siskiyou,2020-10-28,56,8
11964,San Diego,2020-10-28,6993,269
11965,Yuba,2020-10-28,265,14
11966,Placer,2020-10-28,798,29
11967,Mono,2020-10-28,17,2
11968,Del Norte,2020-10-28,52,2
11969,Santa Cruz,2020-10-28,389,7
11970,San Luis Obispo,2020-10-28,460,29
11971,Tuolumne,2020-10-28,84,2
11972,El Dorado,2020-10-28,189,5
11973,Ventura,2020-10-28,1234,62
11974,Yolo,2020-10-28,96,3
11975,San Francisco,2020-10-28,1852,73
11976,Mendocino,2020-10-28,150,4
11977,Alameda,2020-10-28,2415,117
11978,Orange,2020-10-28,5847,183
11979,Inyo,2020-10-28,29,3
11980,Mariposa,2020-10-28,19,0
11981,Nevada,2020-10-29,131,3
11982,Placer,2020-10-29,797,26
11983,Marin,2020-10-29,360,11
11984,Monterey,2020-10-29,717,23
11985,San Luis Obispo,2020-10-29,460,29
11986,Trinity,2020-10-29,25,0
11987,Fresno,2020-10-29,1653,23
11988,Tehama,2020-10-29,59,1
11989,Amador,2020-10-29,51,2
11990,Ventura,2020-10-29,1247,60
11991,Santa Clara,2020-10-29,3014,74
11992,Sutter,2020-10-29,14,0
11993,Madera,2020-10-29,263,25
11994,Butte,2020-10-29,453,13
11995,Napa,2020-10-29,351,24
11996,Lassen,2020-10-29,25,0
11997,Stanislaus,2020-10-29,1337,10
11998,Lake,2020-10-29,65,1
11999,Alameda,2020-10-29,2417,126
12000,Riverside,2020-10-29,3370,83
12001,Calaveras,2020-10-29,33,4
12002,Humboldt,2020-10-29,270,8
12003,San Francisco,2020-10-29,1874,71
12004,Sonoma,2020-10-29,542,8
12005,San Mateo,2020-10-29,669,35
12006,Mono,2020-10-29,17,2
12007,Santa Cruz,2020-10-29,389,10
12008,Mendocino,2020-10-29,150,4
12009,Yolo,2020-10-29,96,3
12010,Modoc,2020-10-29,41,0
12011,Glenn,2020-10-29,47,0
12012,Siskiyou,2020-10-29,56,7
12013,Shasta,2020-10-29,561,7
12014,Yuba,2020-10-29,265,14
12015,El Dorado,2020-10-29,189,6
12016,Merced,2020-10-29,271,3
12017,San Benito,2020-10-29,50,3
12018,Kings,2020-10-29,193,13
12019,Inyo,2020-10-29,30,4
12020,Del Norte,2020-10-29,52,1
12021,Orange,2020-10-29,5875,191
12022,Kern,2020-10-29,1338,58
12023,Santa Barbara,2020-10-29,688,51
12024,Sacramento,2020-10-29,2472,79
12025,Tuolumne,2020-10-29,84,2
12026,Plumas,2020-10-29,35,0
12027,Mariposa,2020-10-29,19,0
12028,Imperial,2020-10-29,259,0
12029,San Bernardino,2020-10-29,3980,100
12030,Los Angeles,2020-10-29,20056,722
12031,Contra Costa,2020-10-29,1475,49
12032,Solano,2020-10-29,563,10
12033,Colusa,2020-10-29,48,0
12034,Tulare,2020-10-29,681,18
12035,San Joaquin,2020-10-29,1014,37
12036,San Diego,2020-10-29,6992,275
12037,Mariposa,2020-10-30,19,0
12038,Solano,2020-10-30,572,9
12039,Trinity,2020-10-30,25,0
12040,Santa Barbara,2020-10-30,688,58
12041,Santa Cruz,2020-10-30,389,8
12042,Ventura,2020-10-30,1253,47
12043,Napa,2020-10-30,200,9
12044,Tulare,2020-10-30,681,19
12045,Mono,2020-10-30,17,2
12046,Sacramento,2020-10-30,2467,69
12047,San Bernardino,2020-10-30,3970,97
12048,San Francisco,2020-10-30,1861,77
12049,Marin,2020-10-30,361,15
12050,San Benito,2020-10-30,50,2
12051,Inyo,2020-10-30,29,4
12052,El Dorado,2020-10-30,189,8
12053,Yolo,2020-10-30,96,4
12054,Lake,2020-10-30,65,1
12055,Contra Costa,2020-10-30,1482,43
12056,Sonoma,2020-10-30,542,8
12057,Calaveras,2020-10-30,33,6
12058,Lassen,2020-10-30,25,0
12059,Sutter,2020-10-30,14,0
12060,Siskiyou,2020-10-30,56,8
12061,San Joaquin,2020-10-30,1015,38
12062,Stanislaus,2020-10-30,1333,15
12063,San Diego,2020-10-30,6965,248
12064,Kern,2020-10-30,1340,55
12065,Alameda,2020-10-30,2426,116
12066,Plumas,2020-10-30,35,0
12067,Madera,2020-10-30,263,20
12068,Mendocino,2020-10-30,150,3
12069,Humboldt,2020-10-30,272,5
12070,Glenn,2020-10-30,47,0
12071,Tuolumne,2020-10-30,84,3
12072,Del Norte,2020-10-30,51,0
12073,Los Angeles,2020-10-30,20077,730
12074,Modoc,2020-10-30,41,0
12075,Butte,2020-10-30,453,14
12076,Imperial,2020-10-30,259,3
12077,Colusa,2020-10-30,48,0
12078,Kings,2020-10-30,193,14
12079,Fresno,2020-10-30,1633,25
12080,Riverside,2020-10-30,3360,56
12081,Tehama,2020-10-30,59,0
12082,Merced,2020-10-30,271,7
12083,Nevada,2020-10-30,134,7
12084,Shasta,2020-10-30,561,4
12085,San Mateo,2020-10-30,688,35
12086,Yuba,2020-10-30,265,8
12087,San Luis Obispo,2020-10-30,460,30
12088,Placer,2020-10-30,793,28
12089,Amador,2020-10-30,51,2
12090,Monterey,2020-10-30,717,20
12091,Santa Clara,2020-10-30,3033,73
12092,Orange,2020-10-30,5849,174
12093,Modoc,2020-10-31,41,0
12094,Inyo,2020-10-31,29,4
12095,Butte,2020-10-31,453,12
12096,Santa Clara,2020-10-31,3028,71
12097,Plumas,2020-10-31,35,0
12098,Contra Costa,2020-10-31,1478,51
12099,San Luis Obispo,2020-10-31,460,29
12100,Shasta,2020-10-31,561,4
12101,San Benito,2020-10-31,50,2
12102,Placer,2020-10-31,792,23
12103,Amador,2020-10-31,51,3
12104,Monterey,2020-10-31,717,24
12105,Kings,2020-10-31,193,14
12106,Sutter,2020-10-31,14,0
12107,Riverside,2020-10-31,3312,76
12108,Fresno,2020-10-31,1643,29
12109,Colusa,2020-10-31,48,0
12110,Mendocino,2020-10-31,150,4
12111,Yolo,2020-10-31,96,5
12112,Mono,2020-10-31,17,2
12113,Trinity,2020-10-31,25,0
12114,Tehama,2020-10-31,59,4
12115,Calaveras,2020-10-31,33,7
12116,Humboldt,2020-10-31,259,4
12117,Kern,2020-10-31,1287,59
12118,San Francisco,2020-10-31,1803,85
12119,Sonoma,2020-10-31,533,7
12120,Nevada,2020-10-31,121,5
12121,Madera,2020-10-31,350,14
12122,San Mateo,2020-10-31,710,35
12123,Lassen,2020-10-31,25,0
12124,Los Angeles,2020-10-31,20022,777
12125,Merced,2020-10-31,271,13
12126,Mariposa,2020-10-31,19,0
12127,Santa Cruz,2020-10-31,389,6
12128,Lake,2020-10-31,65,3
12129,Yuba,2020-10-31,265,11
12130,Sacramento,2020-10-31,2340,84
12131,Marin,2020-10-31,359,17
12132,San Diego,2020-10-31,6958,258
12133,Napa,2020-10-31,351,27
12134,San Bernardino,2020-10-31,3936,102
12135,Alameda,2020-10-31,2412,124
12136,Stanislaus,2020-10-31,1331,18
12137,Tulare,2020-10-31,685,19
12138,Siskiyou,2020-10-31,56,8
12139,San Joaquin,2020-10-31,1012,33
12140,Del Norte,2020-10-31,52,3
12141,Glenn,2020-10-31,47,0
12142,El Dorado,2020-10-31,189,6
12143,Solano,2020-10-31,563,11
12144,Santa Barbara,2020-10-31,688,62
12145,Imperial,2020-10-31,259,2
12146,Tuolumne,2020-10-31,84,5
12147,Ventura,2020-10-31,1240,49
12148,Orange,2020-10-31,5833,191
12149,Calaveras,2020-11-01,33,7
12150,Tehama,2020-11-01,59,1
12151,San Joaquin,2020-11-01,1006,40
12152,Solano,2020-11-01,554,11
12153,Merced,2020-11-01,271,16
12154,Nevada,2020-11-01,137,5
12155,Ventura,2020-11-01,1229,45
12156,El Dorado,2020-11-01,189,8
12157,Shasta,2020-11-01,561,3
12158,Kern,2020-11-01,1269,53
12159,Yuba,2020-11-01,265,11
12160,Lake,2020-11-01,65,2
12161,Tulare,2020-11-01,681,24
12162,Butte,2020-11-01,453,16
12163,San Luis Obispo,2020-11-01,460,30
12164,San Diego,2020-11-01,6946,278
12165,San Bernardino,2020-11-01,3910,104
12166,Los Angeles,2020-11-01,19895,781
12167,Santa Barbara,2020-11-01,688,58
12168,Sacramento,2020-11-01,2432,86
12169,Santa Cruz,2020-11-01,389,8
12170,Yolo,2020-11-01,96,2
12171,Santa Clara,2020-11-01,2977,77
12172,Mono,2020-11-01,17,1
12173,Tuolumne,2020-11-01,84,4
12174,Imperial,2020-11-01,259,0
12175,Modoc,2020-11-01,41,0
12176,Lassen,2020-11-01,25,0
12177,Colusa,2020-11-01,48,0
12178,Monterey,2020-11-01,717,28
12179,Plumas,2020-11-01,35,0
12180,Napa,2020-11-01,351,27
12181,Contra Costa,2020-11-01,1479,49
12182,Siskiyou,2020-11-01,56,8
12183,San Benito,2020-11-01,50,2
12184,Amador,2020-11-01,51,4
12185,Inyo,2020-11-01,29,4
12186,Del Norte,2020-11-01,51,6
12187,Sonoma,2020-11-01,504,7
12188,Stanislaus,2020-11-01,1326,17
12189,Marin,2020-11-01,355,16
12190,Trinity,2020-11-01,25,0
12191,Fresno,2020-11-01,1663,32
12192,Orange,2020-11-01,5797,196
12193,Riverside,2020-11-01,3350,65
12194,Madera,2020-11-01,350,20
12195,Alameda,2020-11-01,2394,125
12196,Sutter,2020-11-01,14,0
12197,San Mateo,2020-11-01,676,37
12198,Placer,2020-11-01,787,28
12199,San Francisco,2020-11-01,1786,93
12200,Mendocino,2020-11-01,150,5
12201,Kings,2020-11-01,193,16
12202,Mariposa,2020-11-01,19,0
12203,Glenn,2020-11-01,47,0
12204,Humboldt,2020-11-01,246,0
12205,Placer,2020-11-02,789,29
12206,Monterey,2020-11-02,717,28
12207,Fresno,2020-11-02,1674,31
12208,Trinity,2020-11-02,25,0
12209,Lassen,2020-11-02,25,0
12210,Mendocino,2020-11-02,150,5
12211,Imperial,2020-11-02,259,1
12212,Napa,2020-11-02,351,27
12213,Yuba,2020-11-02,265,9
12214,Kern,2020-11-02,1307,56
12215,Contra Costa,2020-11-02,1472,41
12216,Lake,2020-11-02,65,1
12217,Santa Clara,2020-11-02,2973,82
12218,Sonoma,2020-11-02,533,8
12219,San Mateo,2020-11-02,682,41
12220,Merced,2020-11-02,271,14
12221,Madera,2020-11-02,350,21
12222,Amador,2020-11-02,51,6
12223,Tulare,2020-11-02,681,30
12224,Tehama,2020-11-02,59,2
12225,Butte,2020-11-02,453,10
12226,Ventura,2020-11-02,1225,48
12227,Glenn,2020-11-02,47,0
12228,Santa Barbara,2020-11-02,688,64
12229,Del Norte,2020-11-02,51,5
12230,Yolo,2020-11-02,96,4
12231,San Bernardino,2020-11-02,3951,121
12232,Modoc,2020-11-02,41,0
12233,Riverside,2020-11-02,3363,60
12234,Orange,2020-11-02,5744,197
12235,San Diego,2020-11-02,6957,289
12236,Tuolumne,2020-11-02,84,3
12237,San Luis Obispo,2020-11-02,460,26
12238,Calaveras,2020-11-02,33,6
12239,Marin,2020-11-02,358,16
12240,Inyo,2020-11-02,29,4
12241,Plumas,2020-11-02,35,0
12242,Kings,2020-11-02,193,13
12243,San Francisco,2020-11-02,1792,84
12244,Sutter,2020-11-02,14,0
12245,Colusa,2020-11-02,48,0
12246,Humboldt,2020-11-02,259,2
12247,Siskiyou,2020-11-02,56,7
12248,Solano,2020-11-02,552,7
12249,Mono,2020-11-02,17,2
12250,San Benito,2020-11-02,50,0
12251,Sacramento,2020-11-02,2392,100
12252,Nevada,2020-11-02,142,5
12253,Stanislaus,2020-11-02,1326,23
12254,El Dorado,2020-11-02,189,8
12255,Santa Cruz,2020-11-02,389,7
12256,Alameda,2020-11-02,2407,126
12257,Shasta,2020-11-02,561,2
12258,Los Angeles,2020-11-02,19933,807
12259,Mariposa,2020-11-02,19,0
12260,San Joaquin,2020-11-02,1007,42
12261,Humboldt,2020-11-03,262,3
12262,El Dorado,2020-11-03,189,10
12263,Fresno,2020-11-03,1677,20
12264,Stanislaus,2020-11-03,1347,21
12265,Modoc,2020-11-03,41,0
12266,San Benito,2020-11-03,50,1
12267,Shasta,2020-11-03,561,8
12268,Monterey,2020-11-03,717,32
12269,Santa Clara,2020-11-03,2999,77
12270,San Mateo,2020-11-03,712,35
12271,Orange,2020-11-03,5881,168
12272,San Joaquin,2020-11-03,1007,38
12273,Marin,2020-11-03,358,14
12274,San Francisco,2020-11-03,1889,65
12275,Plumas,2020-11-03,35,0
12276,Santa Barbara,2020-11-03,688,57
12277,Contra Costa,2020-11-03,1490,45
12278,Amador,2020-11-03,51,4
12279,Mariposa,2020-11-03,19,0
12280,Mendocino,2020-11-03,150,3
12281,Ventura,2020-11-03,1238,40
12282,Del Norte,2020-11-03,51,4
12283,Placer,2020-11-03,809,24
12284,Inyo,2020-11-03,29,4
12285,Lake,2020-11-03,65,1
12286,San Luis Obispo,2020-11-03,460,22
12287,San Bernardino,2020-11-03,3952,96
12288,Alameda,2020-11-03,2484,114
12289,Sonoma,2020-11-03,586,10
12290,Tulare,2020-11-03,681,21
12291,Sacramento,2020-11-03,2520,91
12292,Sutter,2020-11-03,14,0
12293,Siskiyou,2020-11-03,56,8
12294,Madera,2020-11-03,339,17
12295,Calaveras,2020-11-03,33,8
12296,Yolo,2020-11-03,96,5
12297,Mono,2020-11-03,17,2
12298,Merced,2020-11-03,272,12
12299,Glenn,2020-11-03,47,0
12300,Imperial,2020-11-03,259,1
12301,San Diego,2020-11-03,6978,286
12302,Santa Cruz,2020-11-03,389,7
12303,Solano,2020-11-03,562,7
12304,Tuolumne,2020-11-03,84,3
12305,Napa,2020-11-03,200,11
12306,Los Angeles,2020-11-03,20014,728
12307,Colusa,2020-11-03,48,0
12308,Butte,2020-11-03,453,7
12309,Nevada,2020-11-03,127,3
12310,Trinity,2020-11-03,25,0
12311,Riverside,2020-11-03,3405,63
12312,Tehama,2020-11-03,59,1
12313,Kern,2020-11-03,1340,52
12314,Yuba,2020-11-03,265,1
12315,Kings,2020-11-03,193,12
12316,Lassen,2020-11-03,25,0
12317,Marin,2020-11-04,352,15
12318,San Luis Obispo,2020-11-04,460,23
12319,San Mateo,2020-11-04,711,42
12320,Sacramento,2020-11-04,2535,84
12321,Sutter,2020-11-04,14,0
12322,Los Angeles,2020-11-04,20000,693
12323,San Diego,2020-11-04,6951,262
12324,Humboldt,2020-11-04,273,3
12325,Imperial,2020-11-04,259,1
12326,Colusa,2020-11-04,48,0
12327,Amador,2020-11-04,51,4
12328,Plumas,2020-11-04,35,0
12329,Shasta,2020-11-04,561,5
12330,San Francisco,2020-11-04,1891,57
12331,Mariposa,2020-11-04,19,0
12332,Del Norte,2020-11-04,51,2
12333,Santa Cruz,2020-11-04,389,6
12334,Sonoma,2020-11-04,556,7
12335,Santa Barbara,2020-11-04,688,59
12336,Mendocino,2020-11-04,152,2
12337,Merced,2020-11-04,272,11
12338,Santa Clara,2020-11-04,3036,81
12339,Fresno,2020-11-04,1656,20
12340,Orange,2020-11-04,5879,189
12341,San Benito,2020-11-04,25,2
12342,Calaveras,2020-11-04,33,8
12343,Tehama,2020-11-04,59,0
12344,Lassen,2020-11-04,25,0
12345,El Dorado,2020-11-04,189,8
12346,Kings,2020-11-04,193,14
12347,Tuolumne,2020-11-04,84,3
12348,San Bernardino,2020-11-04,3978,95
12349,Placer,2020-11-04,809,26
12350,Napa,2020-11-04,351,24
12351,Ventura,2020-11-04,1232,34
12352,San Joaquin,2020-11-04,1007,30
12353,Riverside,2020-11-04,3446,67
12354,Glenn,2020-11-04,47,0
12355,Tulare,2020-11-04,683,16
12356,Siskiyou,2020-11-04,56,8
12357,Solano,2020-11-04,539,15
12358,Contra Costa,2020-11-04,1479,40
12359,Madera,2020-11-04,329,8
12360,Trinity,2020-11-04,25,0
12361,Mono,2020-11-04,17,2
12362,Yuba,2020-11-04,265,3
12363,Butte,2020-11-04,453,12
12364,Kern,2020-11-04,1328,51
12365,Yolo,2020-11-04,96,5
12366,Stanislaus,2020-11-04,1297,20
12367,Monterey,2020-11-04,717,24
12368,Inyo,2020-11-04,29,4
12369,Modoc,2020-11-04,41,0
12370,Lake,2020-11-04,65,1
12371,Nevada,2020-11-04,120,4
12372,Alameda,2020-11-04,2505,122
12373,San Joaquin,2020-11-05,1031,35
12374,Napa,2020-11-05,351,26
12375,Calaveras,2020-11-05,33,8
12376,Butte,2020-11-05,453,16
12377,Santa Barbara,2020-11-05,688,58
12378,Tuolumne,2020-11-05,181,4
12379,Sonoma,2020-11-05,535,6
12380,Modoc,2020-11-05,41,0
12381,Tulare,2020-11-05,677,16
12382,Del Norte,2020-11-05,51,1
12383,Glenn,2020-11-05,47,0
12384,Stanislaus,2020-11-05,1296,18
12385,Lake,2020-11-05,77,2
12386,Merced,2020-11-05,271,11
12387,San Luis Obispo,2020-11-05,460,25
12388,Fresno,2020-11-05,1687,21
12389,Tehama,2020-11-05,59,0
12390,Riverside,2020-11-05,3419,70
12391,Kern,2020-11-05,1265,47
12392,Shasta,2020-11-05,561,5
12393,San Francisco,2020-11-05,1911,61
12394,Orange,2020-11-05,5855,199
12395,Monterey,2020-11-05,717,24
12396,Mono,2020-11-05,17,2
12397,Amador,2020-11-05,51,3
12398,San Benito,2020-11-05,25,2
12399,Solano,2020-11-05,540,17
12400,Los Angeles,2020-11-05,20185,688
12401,El Dorado,2020-11-05,189,7
12402,San Diego,2020-11-05,6949,258
12403,Humboldt,2020-11-05,281,6
12404,Alameda,2020-11-05,2509,126
12405,Siskiyou,2020-11-05,56,7
12406,Imperial,2020-11-05,259,0
12407,Sutter,2020-11-05,14,0
12408,Marin,2020-11-05,352,15
12409,San Bernardino,2020-11-05,4000,94
12410,Mendocino,2020-11-05,177,5
12411,Yuba,2020-11-05,265,5
12412,Inyo,2020-11-05,29,4
12413,Kings,2020-11-05,193,15
12414,Lassen,2020-11-05,25,0
12415,Colusa,2020-11-05,48,0
12416,Madera,2020-11-05,283,10
12417,Yolo,2020-11-05,96,6
12418,Santa Cruz,2020-11-05,389,8
12419,Plumas,2020-11-05,35,0
12420,Mariposa,2020-11-05,19,0
12421,Placer,2020-11-05,808,23
12422,Contra Costa,2020-11-05,1498,48
12423,Santa Clara,2020-11-05,3014,68
12424,Ventura,2020-11-05,1240,37
12425,Trinity,2020-11-05,25,0
12426,San Mateo,2020-11-05,710,32
12427,Sacramento,2020-11-05,2505,77
12428,Nevada,2020-11-05,133,4
12429,Placer,2020-11-06,809,21
12430,Fresno,2020-11-06,1683,23
12431,Tehama,2020-11-06,59,3
12432,Sonoma,2020-11-06,553,8
12433,El Dorado,2020-11-06,189,8
12434,San Diego,2020-11-06,6949,255
12435,Calaveras,2020-11-06,33,7
12436,Siskiyou,2020-11-06,56,8
12437,Alameda,2020-11-06,2508,116
12438,Lassen,2020-11-06,25,0
12439,Solano,2020-11-06,548,19
12440,Shasta,2020-11-06,561,11
12441,Del Norte,2020-11-06,51,3
12442,Colusa,2020-11-06,48,0
12443,Modoc,2020-11-06,41,0
12444,Plumas,2020-11-06,35,0
12445,Contra Costa,2020-11-06,1484,43
12446,San Francisco,2020-11-06,1937,54
12447,Santa Cruz,2020-11-06,389,7
12448,Kern,2020-11-06,1266,51
12449,Humboldt,2020-11-06,281,7
12450,Monterey,2020-11-06,717,19
12451,Nevada,2020-11-06,124,5
12452,Mendocino,2020-11-06,177,7
12453,Yolo,2020-11-06,96,6
12454,Amador,2020-11-06,51,4
12455,Glenn,2020-11-06,47,0
12456,Tulare,2020-11-06,679,15
12457,Santa Barbara,2020-11-06,688,58
12458,Merced,2020-11-06,271,10
