county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
Humboldt,4/23/2020,0,59,0,53
Imperial,4/23/2020,11,402,11,181
Inyo,4/23/2020,0,19,1,19
Kern,4/23/2020,23,965,19,732
Kings,4/23/2020,21,120,0,28
Lake,4/23/2020,0,6,0,6
Lassen,4/23/2020,0,0,0,0
Los Angeles,4/23/2020,1025,23850,1148,17548
Madera,4/23/2020,0,67,0,37
Marin,4/23/2020,2,229,7,209
Mariposa,4/23/2020,1,7,0,0
Mendocino,4/23/2020,3,8,0,5
Merced,4/23/2020,12,158,6,98
Modoc,4/23/2020,0,0,0,0
Mono,4/23/2020,1,32,0,23
Monterey,4/23/2020,7,222,7,161
Napa,4/23/2020,1,68,1,59
Nevada,4/23/2020,0,46,0,36
Orange,4/23/2020,94,2885,56,1841
Placer,4/23/2020,2,158,3,136
Plumas,4/23/2020,0,4,0,4
Riverside,4/23/2020,103,4177,113,2935
Sacramento,4/23/2020,5,1071,19,978
San Benito,4/23/2020,1,55,0,43
San Bernardino,4/23/2020,65,2228,40,1604
San Diego,4/23/2020,127,3681,152,2645
San Francisco,4/23/2020,36,1595,57,1312
San Joaquin,4/23/2020,11,551,17,479
San Luis Obispo,4/23/2020,10,218,4,146
San Mateo,4/23/2020,21,1195,25,970
Santa Barbara,4/23/2020,7,568,8,445
Santa Clara,4/23/2020,13,2341,27,1996
Santa Cruz,4/23/2020,4,137,4,110
Shasta,4/23/2020,1,35,1,27
Sierra,4/23/2020,0,1,0,0
Siskiyou,4/23/2020,0,5,0,5
Solano,4/23/2020,19,285,1,196
Sonoma,4/23/2020,3,252,2,187
Stanislaus,4/23/2020,58,414,7,254
Sutter,4/23/2020,0,35,2,24
Tehama,4/23/2020,0,1,0,1
Trinity,4/23/2020,0,0,0,0
Tulare,4/23/2020,33,663,15,440
Tuolumne,4/23/2020,0,2,0,2
Ventura,4/23/2020,10,599,14,479
Yolo,4/23/2020,0,172,4,151
Yuba,4/23/2020,0,17,0,15
Alameda,4/22/2020,30,1581,41,1275
Alpine,4/22/2020,0,1,0,1
Amador,4/22/2020,0,9,0,7
Butte,4/22/2020,0,18,0,15
Calaveras,4/22/2020,1,15,0,12
California,4/22/2020,1738,51189,1973,37369
Colusa,4/22/2020,0,3,0,3
Contra Costa,4/22/2020,15,906,6,772
Del Norte,4/22/2020,0,2,0,2
El Dorado,4/22/2020,0,49,3,39
Fresno,4/22/2020,43,724,16,388
Glenn,4/22/2020,0,8,0,3
Humboldt,4/22/2020,1,59,0,53
Imperial,4/22/2020,21,391,5,170
Inyo,4/22/2020,0,19,0,18
Kern,4/22/2020,42,942,37,713
Kings,4/22/2020,13,99,0,28
Lake,4/22/2020,0,6,0,6
Lassen,4/22/2020,0,0,0,0
Los Angeles,4/22/2020,854,22825,1304,16400
Madera,4/22/2020,0,67,0,37
Marin,4/22/2020,6,227,0,202
Mariposa,4/22/2020,1,6,0,0
Mendocino,4/22/2020,0,5,0,5
Merced,4/22/2020,4,146,3,92
Modoc,4/22/2020,0,0,0,0
Mono,4/22/2020,0,31,0,23
Monterey,4/22/2020,3,215,3,154
Napa,4/22/2020,1,67,0,58
Nevada,4/22/2020,0,46,0,36
Orange,4/22/2020,123,2791,68,1785
Placer,4/22/2020,1,156,0,133
Plumas,4/22/2020,0,4,0,4
Riverside,4/22/2020,131,4074,191,2822
Sacramento,4/22/2020,10,1066,18,959
San Benito,4/22/2020,1,54,0,43
San Bernardino,4/22/2020,61,2163,65,1564
San Diego,4/22/2020,154,3554,57,2493
San Francisco,4/22/2020,30,1559,23,1255
San Joaquin,4/22/2020,10,540,15,462
San Luis Obispo,4/22/2020,4,208,8,142
San Mateo,4/22/2020,39,1174,12,945
Santa Barbara,4/22/2020,11,561,23,437
Santa Clara,4/22/2020,39,2328,26,1969
Santa Cruz,4/22/2020,2,133,2,106
Shasta,4/22/2020,1,34,0,26
Sierra,4/22/2020,0,1,0,0
Siskiyou,4/22/2020,0,5,0,5
Solano,4/22/2020,8,266,2,195
Sonoma,4/22/2020,10,249,3,185
Stanislaus,4/22/2020,19,356,12,247
Sutter,4/22/2020,0,35,0,22
Tehama,4/22/2020,0,1,0,1
Trinity,4/22/2020,0,0,0,0
Tulare,4/22/2020,35,630,15,425
Tuolumne,4/22/2020,0,2,0,2
Ventura,4/22/2020,12,589,10,465
Yolo,4/22/2020,2,172,4,147
Yuba,4/22/2020,0,17,0,15
Alameda,4/21/2020,35,1551,53,1234
Alpine,4/21/2020,0,1,0,1
Amador,4/21/2020,0,9,0,7
Butte,4/21/2020,0,18,0,15
Calaveras,4/21/2020,0,14,0,12
California,4/21/2020,1660,49451,2135,35396
Colusa,4/21/2020,0,3,0,3
Contra Costa,4/21/2020,10,891,13,766
Del Norte,4/21/2020,0,2,0,2
El Dorado,4/21/2020,0,49,0,36
Fresno,4/21/2020,17,681,16,372
Glenn,4/21/2020,1,8,0,3
Humboldt,4/21/2020,0,58,0,53
Imperial,4/21/2020,20,370,16,165
Inyo,4/21/2020,0,19,1,18
Kern,4/21/2020,32,900,25,676
Kings,4/21/2020,10,86,9,28
Lake,4/21/2020,0,6,0,6
Lassen,4/21/2020,0,0,0,0
Los Angeles,4/21/2020,913,21971,1309,15096
Madera,4/21/2020,1,67,2,37
Marin,4/21/2020,4,221,2,202
Mariposa,4/21/2020,0,5,0,0
Mendocino,4/21/2020,0,5,0,5
Merced,4/21/2020,7,142,1,89
Modoc,4/21/2020,0,0,0,0
Mono,4/21/2020,0,31,0,23
Monterey,4/21/2020,9,212,4,151
Napa,4/21/2020,0,66,3,58
Nevada,4/21/2020,0,46,2,36
Orange,4/21/2020,81,2668,38,1717
Placer,4/21/2020,1,155,1,133
Plumas,4/21/2020,0,4,0,4
Riverside,4/21/2020,125,3943,154,2631
Sacramento,4/21/2020,11,1056,17,941
San Benito,4/21/2020,0,53,0,43
San Bernardino,4/21/2020,84,2102,155,1499
San Diego,4/21/2020,138,3400,109,2436
San Francisco,4/21/2020,33,1529,9,1232
San Joaquin,4/21/2020,4,530,25,447
San Luis Obispo,4/21/2020,13,204,2,134
San Mateo,4/21/2020,27,1135,43,933
Santa Barbara,4/21/2020,10,550,26,414
Santa Clara,4/21/2020,21,2289,23,1943
Santa Cruz,4/21/2020,2,131,2,104
Shasta,4/21/2020,0,33,0,26
Sierra,4/21/2020,0,1,0,0
Siskiyou,4/21/2020,0,5,0,5
Solano,4/21/2020,3,258,8,193
Sonoma,4/21/2020,8,239,4,182
Stanislaus,4/21/2020,14,337,7,235
Sutter,4/21/2020,1,35,0,22
Tehama,4/21/2020,0,1,0,1
Trinity,4/21/2020,0,0,0,0
Tulare,4/21/2020,11,595,9,410
Tuolumne,4/21/2020,0,2,0,2
Ventura,4/21/2020,13,577,29,455
Yolo,4/21/2020,1,170,18,143
Yuba,4/21/2020,0,17,0,15
Alameda,4/20/2020,51,1516,47,1181
Alpine,4/20/2020,0,1,0,1
Amador,4/20/2020,1,9,0,7
Butte,4/20/2020,0,18,0,15
Calaveras,4/20/2020,0,14,0,12
California,4/20/2020,1903,47791,2283,33261
Colusa,4/20/2020,0,3,0,3
Contra Costa,4/20/2020,14,881,22,753
Del Norte,4/20/2020,0,2,0,2
El Dorado,4/20/2020,0,49,0,36
Fresno,4/20/2020,36,664,30,356
Glenn,4/20/2020,0,7,0,3
Humboldt,4/20/2020,0,58,0,53
Imperial,4/20/2020,27,350,5,149
Inyo,4/20/2020,0,19,0,17
Kern,4/20/2020,25,868,22,651
Kings,4/20/2020,10,76,2,19
Lake,4/20/2020,0,6,0,6
Lassen,4/20/2020,0,0,0,0
Los Angeles,4/20/2020,995,21058,1488,13787
Madera,4/20/2020,2,66,1,35
Marin,4/20/2020,1,217,6,200
Mariposa,4/20/2020,3,5,0,0
Mendocino,4/20/2020,0,5,1,5
Merced,4/20/2020,4,135,3,88
Modoc,4/20/2020,0,0,0,0
Mono,4/20/2020,0,31,0,23
Monterey,4/20/2020,8,203,7,147
Napa,4/20/2020,2,66,6,55
Nevada,4/20/2020,1,46,0,34
Orange,4/20/2020,96,2587,88,1679
Placer,4/20/2020,0,154,1,132
Plumas,4/20/2020,0,4,0,4
Riverside,4/20/2020,144,3818,161,2477
Sacramento,4/20/2020,26,1045,12,924
San Benito,4/20/2020,2,53,3,43
San Bernardino,4/20/2020,63,2018,82,1344
San Diego,4/20/2020,166,3262,57,2327
San Francisco,4/20/2020,33,1496,70,1223
San Joaquin,4/20/2020,18,526,18,422
San Luis Obispo,4/20/2020,5,191,0,132
San Mateo,4/20/2020,44,1108,45,890
Santa Barbara,4/20/2020,9,540,11,388
Santa Clara,4/20/2020,36,2268,42,1920
Santa Cruz,4/20/2020,3,129,4,102
Shasta,4/20/2020,2,33,0,26
Sierra,4/20/2020,0,1,0,0
Siskiyou,4/20/2020,0,5,0,5
Solano,4/20/2020,8,255,11,185
Sonoma,4/20/2020,6,231,6,178
Stanislaus,4/20/2020,8,323,7,228
Sutter,4/20/2020,1,34,1,22
Tehama,4/20/2020,0,1,0,1
Trinity,4/20/2020,0,0,0,0
Tulare,4/20/2020,45,584,10,401
Tuolumne,4/20/2020,0,2,0,2
Ventura,4/20/2020,8,564,8,426
Yolo,4/20/2020,0,169,5,125
Yuba,4/20/2020,0,17,0,15
Alameda,4/19/2020,26,1465,49,1134
Alpine,4/19/2020,0,1,0,1
Amador,4/19/2020,0,8,0,7
Butte,4/19/2020,1,18,0,15
Calaveras,4/19/2020,0,14,0,12
California,4/19/2020,1054,45888,645,30978
Colusa,4/19/2020,0,3,0,3
Contra Costa,4/19/2020,12,867,10,731
Del Norte,4/19/2020,0,2,0,2
El Dorado,4/19/2020,0,49,0,36
Fresno,4/19/2020,20,628,7,326
Glenn,4/19/2020,0,7,0,3
Humboldt,4/19/2020,0,58,1,53
Imperial,4/19/2020,8,323,7,144
Inyo,4/19/2020,0,19,0,17
Kern,4/19/2020,21,843,3,629
Kings,4/19/2020,1,66,0,17
Lake,4/19/2020,0,6,0,6
Lassen,4/19/2020,0,0,0,0
Los Angeles,4/19/2020,523,20063,315,12299
Madera,4/19/2020,1,64,0,34
Marin,4/19/2020,2,216,1,194
Mariposa,4/19/2020,0,2,0,0
Mendocino,4/19/2020,0,5,0,4
Merced,4/19/2020,2,131,3,85
Modoc,4/19/2020,0,0,0,0
Mono,4/19/2020,0,31,1,23
Monterey,4/19/2020,4,195,5,140
Napa,4/19/2020,0,64,0,49
Nevada,4/19/2020,1,45,0,34
Orange,4/19/2020,64,2491,22,1591
Placer,4/19/2020,2,154,1,131
Plumas,4/19/2020,0,4,0,4
Riverside,4/19/2020,72,3674,59,2316
Sacramento,4/19/2020,12,1019,11,912
San Benito,4/19/2020,0,51,0,40
San Bernardino,4/19/2020,45,1955,7,1262
San Diego,4/19/2020,98,3096,55,2270
San Francisco,4/19/2020,39,1463,9,1153
San Joaquin,4/19/2020,9,508,12,404
San Luis Obispo,4/19/2020,4,186,3,132
San Mateo,4/19/2020,19,1064,24,845
Santa Barbara,4/19/2020,6,531,5,377
Santa Clara,4/19/2020,28,2232,16,1878
Santa Cruz,4/19/2020,2,126,2,98
Shasta,4/19/2020,0,31,0,26
Sierra,4/19/2020,0,1,0,0
Siskiyou,4/19/2020,0,5,0,5
Solano,4/19/2020,2,247,-1,174
Sonoma,4/19/2020,4,225,4,172
Stanislaus,4/19/2020,8,315,5,221
Sutter,4/19/2020,0,33,0,21
Tehama,4/19/2020,0,1,0,1
Trinity,4/19/2020,0,0,0,0
Tulare,4/19/2020,9,539,6,391
Tuolumne,4/19/2020,0,2,0,2
Ventura,4/19/2020,7,556,2,418
Yolo,4/19/2020,2,169,2,120
Yuba,4/19/2020,0,17,1,15
Alameda,4/18/2020,53,1439,42,1085
Alpine,4/18/2020,0,1,0,1
Amador,4/18/2020,0,8,0,7
Butte,4/18/2020,0,17,0,15
Calaveras,4/18/2020,0,14,1,12
California,4/18/2020,1193,44834,1370,30333
Colusa,4/18/2020,0,3,0,3
Contra Costa,4/18/2020,9,855,34,721
Del Norte,4/18/2020,0,2,0,2
El Dorado,4/18/2020,0,49,1,36
Fresno,4/18/2020,22,608,4,319
Glenn,4/18/2020,0,7,0,3
Humboldt,4/18/2020,0,58,0,52
Imperial,4/18/2020,8,315,2,137
Inyo,4/18/2020,0,19,0,17
Kern,4/18/2020,20,822,14,626
Kings,4/18/2020,2,65,2,17
Lake,4/18/2020,0,6,0,6
Lassen,4/18/2020,0,0,0,0
Los Angeles,4/18/2020,644,19540,630,11984
Madera,4/18/2020,0,63,0,34
Marin,4/18/2020,3,214,4,193
Mariposa,4/18/2020,1,2,0,0
Mendocino,4/18/2020,0,5,0,4
Merced,4/18/2020,1,129,2,82
Modoc,4/18/2020,0,0,0,0
Mono,4/18/2020,0,31,0,22
Monterey,4/18/2020,5,191,16,135
Napa,4/18/2020,2,64,3,49
Nevada,4/18/2020,1,44,0,34
Orange,4/18/2020,50,2427,73,1569
Placer,4/18/2020,0,152,0,130
Plumas,4/18/2020,0,4,0,4
Riverside,4/18/2020,127,3602,177,2257
Sacramento,4/18/2020,7,1007,19,901
San Benito,4/18/2020,0,51,2,40
San Bernardino,4/18/2020,38,1910,26,1255
San Diego,4/18/2020,90,2998,55,2215
San Francisco,4/18/2020,26,1424,54,1144
San Joaquin,4/18/2020,11,499,36,392
San Luis Obispo,4/18/2020,7,182,13,129
San Mateo,4/18/2020,14,1045,53,821
Santa Barbara,4/18/2020,5,525,23,372
Santa Clara,4/18/2020,27,2204,28,1862
Santa Cruz,4/18/2020,1,124,2,96
Shasta,4/18/2020,0,31,0,26
Sierra,4/18/2020,0,1,0,0
Siskiyou,4/18/2020,0,5,0,5
Solano,4/18/2020,1,245,2,175
Sonoma,4/18/2020,3,221,1,168
Stanislaus,4/18/2020,2,307,15,216
Sutter,4/18/2020,0,33,1,21
Tehama,4/18/2020,0,1,0,1
Trinity,4/18/2020,0,0,0,0
Tulare,4/18/2020,7,530,15,385
Tuolumne,4/18/2020,0,2,0,2
Ventura,4/18/2020,5,549,18,416
Yolo,4/18/2020,1,167,1,118
Yuba,4/18/2020,0,17,0,14
Alameda,4/17/2020,31,1386,62,1043
Alpine,4/17/2020,0,1,0,1
Amador,4/17/2020,0,8,0,7
Butte,4/17/2020,0,17,0,15
Calaveras,4/17/2020,0,14,1,11
California,4/17/2020,1587,43641,1435,28963
Colusa,4/17/2020,0,3,0,3
Contra Costa,4/17/2020,14,846,12,687
Del Norte,4/17/2020,0,2,0,2
El Dorado,4/17/2020,1,49,1,35
Fresno,4/17/2020,29,586,26,315
Glenn,4/17/2020,0,7,0,3
Humboldt,4/17/2020,0,58,5,52
Imperial,4/17/2020,14,307,3,135
Inyo,4/17/2020,2,19,0,17
Kern,4/17/2020,25,802,25,612
Kings,4/17/2020,4,63,3,15
Lake,4/17/2020,0,6,0,6
Lassen,4/17/2020,0,0,0,0
Los Angeles,4/17/2020,881,18896,568,11354
Madera,4/17/2020,2,63,0,34
Marin,4/17/2020,4,211,19,189
Mariposa,4/17/2020,0,1,-1,0
Mendocino,4/17/2020,0,5,0,4
Merced,4/17/2020,6,128,4,80
Modoc,4/17/2020,0,0,0,0
Mono,4/17/2020,0,31,0,22
Monterey,4/17/2020,3,186,3,119
Napa,4/17/2020,3,62,2,46
Nevada,4/17/2020,0,43,0,34
Orange,4/17/2020,64,2377,57,1496
Placer,4/17/2020,2,152,1,130
Plumas,4/17/2020,0,4,0,4
Riverside,4/17/2020,120,3475,167,2080
Sacramento,4/17/2020,8,1000,17,882
San Benito,4/17/2020,0,51,2,38
San Bernardino,4/17/2020,83,1872,86,1229
San Diego,4/17/2020,108,2908,71,2160
San Francisco,4/17/2020,45,1398,51,1090
San Joaquin,4/17/2020,15,488,11,356
San Luis Obispo,4/17/2020,4,175,3,116
San Mateo,4/17/2020,39,1031,23,768
Santa Barbara,4/17/2020,13,520,18,349
Santa Clara,4/17/2020,23,2177,45,1834
Santa Cruz,4/17/2020,2,123,4,94
Shasta,4/17/2020,0,31,1,26
Sierra,4/17/2020,0,1,0,0
Siskiyou,4/17/2020,0,5,0,5
Solano,4/17/2020,3,244,11,173
Sonoma,4/17/2020,5,218,22,167
Stanislaus,4/17/2020,3,305,16,201
Sutter,4/17/2020,1,33,-1,20
Tehama,4/17/2020,0,1,0,1
Trinity,4/17/2020,0,0,0,0
Tulare,4/17/2020,17,523,65,370
Tuolumne,4/17/2020,0,2,1,2
Ventura,4/17/2020,11,544,14,398
Yolo,4/17/2020,2,166,19,117
Yuba,4/17/2020,0,17,0,14
Alameda,4/16/2020,50,1355,66,981
Alpine,4/16/2020,0,1,0,1
Amador,4/16/2020,0,8,0,7
Butte,4/16/2020,0,17,1,15
Calaveras,4/16/2020,1,14,1,10
California,4/16/2020,1663,42054,1346,27528
Colusa,4/16/2020,0,3,0,3
Contra Costa,4/16/2020,22,832,30,675
Del Norte,4/16/2020,0,2,0,2
El Dorado,4/16/2020,2,48,1,34
Fresno,4/16/2020,25,557,25,289
Glenn,4/16/2020,0,7,0,3
Humboldt,4/16/2020,0,58,0,47
Imperial,4/16/2020,27,293,17,132
Inyo,4/16/2020,0,17,5,17
Kern,4/16/2020,21,777,87,587
Kings,4/16/2020,4,59,0,12
Lake,4/16/2020,0,6,2,6
Lassen,4/16/2020,0,0,0,0
Los Angeles,4/16/2020,818,18015,370,10786
Madera,4/16/2020,0,61,4,34
Marin,4/16/2020,3,207,8,170
Mariposa,4/16/2020,1,1,1,1
Mendocino,4/16/2020,1,5,0,4
Merced,4/16/2020,2,122,2,76
Modoc,4/16/2020,0,0,0,0
Mono,4/16/2020,0,31,0,22
Monterey,4/16/2020,8,183,10,116
Napa,4/16/2020,2,59,10,44
Nevada,4/16/2020,1,43,0,34
Orange,4/16/2020,102,2313,62,1439
Placer,4/16/2020,1,150,6,129
Plumas,4/16/2020,0,4,0,4
Riverside,4/16/2020,198,3355,190,1913
Sacramento,4/16/2020,9,992,26,865
San Benito,4/16/2020,0,51,2,36
San Bernardino,4/16/2020,69,1789,80,1143
San Diego,4/16/2020,87,2800,75,2089
San Francisco,4/16/2020,36,1353,33,1039
San Joaquin,4/16/2020,8,473,16,345
San Luis Obispo,4/16/2020,6,171,1,113
San Mateo,4/16/2020,54,992,38,745
Santa Barbara,4/16/2020,19,507,14,331
Santa Clara,4/16/2020,34,2154,97,1789
Santa Cruz,4/16/2020,4,121,-2,90
Shasta,4/16/2020,0,31,0,25
Sierra,4/16/2020,0,1,0,0
Siskiyou,4/16/2020,0,5,0,5
Solano,4/16/2020,5,241,9,162
Sonoma,4/16/2020,1,213,5,145
Stanislaus,4/16/2020,7,302,11,185
Sutter,4/16/2020,0,32,2,21
Tehama,4/16/2020,0,1,0,1
Trinity,4/16/2020,0,0,0,0
Tulare,4/16/2020,17,506,16,305
Tuolumne,4/16/2020,0,2,0,1
Ventura,4/16/2020,14,533,19,384
Yolo,4/16/2020,4,164,5,98
Yuba,4/16/2020,0,17,-1,14
Alameda,4/15/2020,46,1305,72,915
Alpine,4/15/2020,0,1,0,1
Amador,4/15/2020,0,8,1,7
Butte,4/15/2020,0,17,1,14
Calaveras,4/15/2020,0,13,4,9
California,4/15/2020,1642,40391,1758,26182
Colusa,4/15/2020,0,3,0,3
Contra Costa,4/15/2020,12,810,28,645
Del Norte,4/15/2020,0,2,0,2
El Dorado,4/15/2020,0,46,3,33
Fresno,4/15/2020,24,532,20,264
Glenn,4/15/2020,0,7,0,3
Humboldt,4/15/2020,0,58,3,47
Imperial,4/15/2020,19,266,29,115
Inyo,4/15/2020,0,17,0,12
Kern,4/15/2020,23,756,47,500
Kings,4/15/2020,1,55,0,12
Lake,4/15/2020,0,6,1,4
Lassen,4/15/2020,0,0,0,0
Los Angeles,4/15/2020,889,17197,468,10416
Madera,4/15/2020,1,61,1,30
Marin,4/15/2020,4,204,15,162
Mariposa,4/15/2020,0,0,0,0
Mendocino,4/15/2020,0,4,0,4
Merced,4/15/2020,6,120,13,74
Modoc,4/15/2020,0,0,0,0
Mono,4/15/2020,0,31,0,22
Monterey,4/15/2020,5,175,8,106
Napa,4/15/2020,0,57,1,34
Nevada,4/15/2020,0,42,0,34
Orange,4/15/2020,98,2211,15,1377
Placer,4/15/2020,1,149,6,123
Plumas,4/15/2020,0,4,1,4
Riverside,4/15/2020,138,3157,256,1723
Sacramento,4/15/2020,9,983,102,839
San Benito,4/15/2020,3,51,0,34
San Bernardino,4/15/2020,56,1720,130,1063
San Diego,4/15/2020,94,2713,82,2014
San Francisco,4/15/2020,54,1317,38,1006
San Joaquin,4/15/2020,10,465,49,329
San Luis Obispo,4/15/2020,2,165,3,112
San Mateo,4/15/2020,20,938,26,707
Santa Barbara,4/15/2020,25,488,25,317
Santa Clara,4/15/2020,33,2120,131,1692
Santa Cruz,4/15/2020,8,117,8,92
Shasta,4/15/2020,0,31,1,25
Sierra,4/15/2020,0,1,0,0
Siskiyou,4/15/2020,0,5,0,5
Solano,4/15/2020,3,236,13,153
Sonoma,4/15/2020,4,212,7,140
Stanislaus,4/15/2020,13,295,38,174
Sutter,4/15/2020,1,32,0,19
Tehama,4/15/2020,0,1,0,1
Trinity,4/15/2020,0,0,0,0
Tulare,4/15/2020,22,489,61,289
Tuolumne,4/15/2020,0,2,1,1
Ventura,4/15/2020,13,519,37,365
Yolo,4/15/2020,4,160,12,93
Yuba,4/15/2020,1,17,1,15
Alameda,4/14/2020,37,1259,22,843
Alpine,4/14/2020,0,1,0,1
Amador,4/14/2020,0,8,0,6
Butte,4/14/2020,0,17,0,13
Calaveras,4/14/2020,1,13,0,5
California,4/14/2020,1466,38749,1171,24424
Colusa,4/14/2020,0,3,0,3
Contra Costa,4/14/2020,16,798,48,617
Del Norte,4/14/2020,0,2,0,2
El Dorado,4/14/2020,2,46,1,30
Fresno,4/14/2020,21,508,39,244
Glenn,4/14/2020,0,7,0,3
Humboldt,4/14/2020,0,58,0,44
Imperial,4/14/2020,18,247,4,86
Inyo,4/14/2020,0,17,0,12
Kern,4/14/2020,25,733,107,453
Kings,4/14/2020,4,54,3,12
Lake,4/14/2020,0,6,0,3
Lassen,4/14/2020,0,0,0,0
Los Angeles,4/14/2020,711,16308,581,9948
Madera,4/14/2020,1,60,0,29
Marin,4/14/2020,4,200,3,147
Mariposa,4/14/2020,0,0,0,0
Mendocino,4/14/2020,0,4,0,4
Merced,4/14/2020,1,114,1,61
Modoc,4/14/2020,0,0,0,0
Mono,4/14/2020,0,31,1,22
Monterey,4/14/2020,6,170,12,98
Napa,4/14/2020,2,57,3,33
Nevada,4/14/2020,0,42,10,34
Orange,4/14/2020,71,2113,49,1362
Placer,4/14/2020,1,148,1,117
Plumas,4/14/2020,0,4,0,3
Riverside,4/14/2020,140,3019,7,1467
Sacramento,4/14/2020,12,974,14,737
San Benito,4/14/2020,1,48,1,34
San Bernardino,4/14/2020,74,1664,13,933
San Diego,4/14/2020,84,2619,83,1932
San Francisco,4/14/2020,38,1263,20,968
San Joaquin,4/14/2020,14,455,25,280
San Luis Obispo,4/14/2020,4,163,3,109
San Mateo,4/14/2020,31,918,2,681
Santa Barbara,4/14/2020,19,463,21,292
Santa Clara,4/14/2020,41,2087,21,1561
Santa Cruz,4/14/2020,6,109,2,84
Shasta,4/14/2020,1,31,0,24
Sierra,4/14/2020,0,1,0,0
Siskiyou,4/14/2020,0,5,0,5
Solano,4/14/2020,3,233,4,140
Sonoma,4/14/2020,7,208,0,133
Stanislaus,4/14/2020,6,282,6,136
Sutter,4/14/2020,0,31,1,19
Tehama,4/14/2020,0,1,0,1
Trinity,4/14/2020,0,0,0,0
Tulare,4/14/2020,37,467,43,228
Tuolumne,4/14/2020,0,2,0,0
Ventura,4/14/2020,21,506,19,328
Yolo,4/14/2020,6,156,0,81
Yuba,4/14/2020,0,16,1,14
Alameda,4/13/2020,45,1222,47,821
Alpine,4/13/2020,0,1,0,1
Amador,4/13/2020,0,8,0,6
Butte,4/13/2020,0,17,0,13
Calaveras,4/13/2020,0,12,0,5
California,4/13/2020,1505,37283,905,23253
Colusa,4/13/2020,0,3,0,3
Contra Costa,4/13/2020,13,782,16,569
Del Norte,4/13/2020,0,2,0,2
El Dorado,4/13/2020,0,44,1,29
Fresno,4/13/2020,31,487,0,205
Glenn,4/13/2020,0,7,0,3
Humboldt,4/13/2020,0,58,1,44
Imperial,4/13/2020,21,229,4,82
Inyo,4/13/2020,2,17,0,12
Kern,4/13/2020,32,708,27,346
Kings,4/13/2020,2,50,0,9
Lake,4/13/2020,0,6,0,3
Lassen,4/13/2020,0,0,0,0
Los Angeles,4/13/2020,709,15597,234,9367
Madera,4/13/2020,1,59,0,29
Marin,4/13/2020,11,196,6,144
Mariposa,4/13/2020,0,0,0,0
Mendocino,4/13/2020,0,4,0,4
Merced,4/13/2020,6,113,2,60
Modoc,4/13/2020,0,0,0,0
Mono,4/13/2020,0,31,1,21
Monterey,4/13/2020,14,164,1,86
Napa,4/13/2020,2,55,1,30
Nevada,4/13/2020,0,42,0,24
Orange,4/13/2020,60,2042,30,1313
Placer,4/13/2020,2,147,2,116
Plumas,4/13/2020,0,4,0,3
Riverside,4/13/2020,181,2879,130,1460
Sacramento,4/13/2020,37,962,34,723
San Benito,4/13/2020,2,47,0,33
San Bernardino,4/13/2020,75,1590,93,920
San Diego,4/13/2020,91,2535,43,1849
San Francisco,4/13/2020,28,1225,62,948
San Joaquin,4/13/2020,18,441,9,255
San Luis Obispo,4/13/2020,2,159,4,106
San Mateo,4/13/2020,19,887,15,679
Santa Barbara,4/13/2020,24,444,10,271
Santa Clara,4/13/2020,24,2046,79,1540
Santa Cruz,4/13/2020,1,103,2,82
Shasta,4/13/2020,0,30,0,24
Sierra,4/13/2020,0,1,0,0
Siskiyou,4/13/2020,0,5,0,5
Solano,4/13/2020,6,230,0,136
Sonoma,4/13/2020,3,201,2,133
Stanislaus,4/13/2020,8,276,13,130
Sutter,4/13/2020,1,31,0,18
Tehama,4/13/2020,0,1,0,1
Trinity,4/13/2020,0,0,0,0
Tulare,4/13/2020,10,430,19,185
Tuolumne,4/13/2020,0,2,0,0
Ventura,4/13/2020,10,485,3,309
Yolo,4/13/2020,14,150,14,81
Yuba,4/13/2020,0,16,0,13
Alameda,4/12/2020,42,1177,23,774
Alpine,4/12/2020,0,1,0,1
Amador,4/12/2020,0,8,0,6
Butte,4/12/2020,0,17,0,13
Calaveras,4/12/2020,0,12,0,5
California,4/12/2020,969,35778,554,22348
Colusa,4/12/2020,0,3,0,3
Contra Costa,4/12/2020,9,769,3,553
Del Norte,4/12/2020,0,2,0,2
El Dorado,4/12/2020,0,44,-1,28
Fresno,4/12/2020,10,456,4,205
Glenn,4/12/2020,0,7,0,3
Humboldt,4/12/2020,0,58,5,43
Imperial,4/12/2020,11,208,0,78
Inyo,4/12/2020,0,15,0,12
Kern,4/12/2020,27,676,15,319
Kings,4/12/2020,3,48,0,9
Lake,4/12/2020,0,6,0,3
Lassen,4/12/2020,0,0,0,0
Los Angeles,4/12/2020,469,14888,310,9133
Madera,4/12/2020,1,58,0,29
Marin,4/12/2020,2,185,2,138
Mariposa,4/12/2020,0,0,0,0
Mendocino,4/12/2020,0,4,0,4
Merced,4/12/2020,3,107,-1,58
Modoc,4/12/2020,0,0,0,0
Mono,4/12/2020,0,31,0,20
Monterey,4/12/2020,6,150,7,85
Napa,4/12/2020,0,53,0,29
Nevada,4/12/2020,0,42,0,24
Orange,4/12/2020,61,1982,16,1283
Placer,4/12/2020,0,145,1,114
Plumas,4/12/2020,0,4,0,3
Riverside,4/12/2020,81,2698,70,1330
Sacramento,4/12/2020,11,925,4,689
San Benito,4/12/2020,0,45,0,33
San Bernardino,4/12/2020,36,1515,1,827
San Diego,4/12/2020,66,2444,43,1806
