county,date,total_doses
Sacramento,1/25/2021,4284
San Benito,1/25/2021,67
San Bernardino,1/25/2021,6808
San Diego,1/25/2021,11705
San Francisco,1/25/2021,4534
San Joaquin,1/25/2021,1902
San Luis Obispo,1/25/2021,2070
San Mateo,1/25/2021,4364
Santa Barbara,1/25/2021,1232
Santa Clara,1/25/2021,8252
Santa Cruz,1/25/2021,1056
Shasta,1/25/2021,752
Siskiyou,1/25/2021,183
Solano,1/25/2021,1565
Sonoma,1/25/2021,2143
Stanislaus,1/25/2021,3093
Sutter,1/25/2021,301
Tehama,1/25/2021,30
Trinity,1/25/2021,14
Tulare,1/25/2021,1276
Tuolumne,1/25/2021,48
Ventura,1/25/2021,3107
Yolo,1/25/2021,718
Yuba,1/25/2021,81
Alameda,1/24/2021,2080
Amador,1/24/2021,26
Butte,1/24/2021,7
Calaveras,1/24/2021,15
Contra Costa,1/24/2021,1559
Del Norte,1/24/2021,1
El Dorado,1/24/2021,125
Fresno,1/24/2021,547
Glenn,1/24/2021,1
Humboldt,1/24/2021,221
Imperial,1/24/2021,11
Kern,1/24/2021,161
Kings,1/24/2021,2
Lake,1/24/2021,4
Lassen,1/24/2021,1
Los Angeles,1/24/2021,15627
Madera,1/24/2021,101
Marin,1/24/2021,605
Mendocino,1/24/2021,4
Merced,1/24/2021,33
Monterey,1/24/2021,58
Napa,1/24/2021,275
Nevada,1/24/2021,104
Orange,1/24/2021,9819
Placer,1/24/2021,502
Plumas,1/24/2021,1
Riverside,1/24/2021,3067
Sacramento,1/24/2021,1498
San Benito,1/24/2021,11
San Bernardino,1/24/2021,1187
San Diego,1/24/2021,11222
San Francisco,1/24/2021,2419
San Joaquin,1/24/2021,328
San Luis Obispo,1/24/2021,242
San Mateo,1/24/2021,1558
Santa Barbara,1/24/2021,846
Santa Clara,1/24/2021,2842
Santa Cruz,1/24/2021,113
Shasta,1/24/2021,25
Solano,1/24/2021,371
Sonoma,1/24/2021,756
Stanislaus,1/24/2021,287
Sutter,1/24/2021,16
Tulare,1/24/2021,29
Tuolumne,1/24/2021,523
Ventura,1/24/2021,446
Yolo,1/24/2021,201
Yuba,1/24/2021,9
Alameda,1/23/2021,3260
Alpine,1/23/2021,1
Amador,1/23/2021,51
Butte,1/23/2021,123
Calaveras,1/23/2021,23
Colusa,1/23/2021,35
Contra Costa,1/23/2021,2004
Del Norte,1/23/2021,1
El Dorado,1/23/2021,731
Fresno,1/23/2021,3017
Glenn,1/23/2021,13
Humboldt,1/23/2021,583
Imperial,1/23/2021,1048
Inyo,1/23/2021,53
Kern,1/23/2021,1241
Kings,1/23/2021,26
Lake,1/23/2021,121
Lassen,1/23/2021,1
Los Angeles,1/23/2021,33701
Madera,1/23/2021,102
Marin,1/23/2021,1846
Mariposa,1/23/2021,113
Mendocino,1/23/2021,155
Merced,1/23/2021,307
Mono,1/23/2021,598
Monterey,1/23/2021,237
Napa,1/23/2021,394
Nevada,1/23/2021,171
Orange,1/23/2021,13093
Placer,1/23/2021,1185
Plumas,1/23/2021,92
Riverside,1/23/2021,5948
Sacramento,1/23/2021,3708
San Benito,1/23/2021,32
San Bernardino,1/23/2021,3096
San Diego,1/23/2021,14202
San Francisco,1/23/2021,3068
San Joaquin,1/23/2021,890
San Luis Obispo,1/23/2021,309
San Mateo,1/23/2021,2877
Santa Barbara,1/23/2021,1732
Santa Clara,1/23/2021,3771
Santa Cruz,1/23/2021,401
Shasta,1/23/2021,69
Sierra,1/23/2021,2
Siskiyou,1/23/2021,6
Solano,1/23/2021,727
Sonoma,1/23/2021,755
Stanislaus,1/23/2021,341
Sutter,1/23/2021,396
Tehama,1/23/2021,264
Trinity,1/23/2021,3
Tulare,1/23/2021,439
Tuolumne,1/23/2021,664
Ventura,1/23/2021,1181
Yolo,1/23/2021,610
Yuba,1/23/2021,201
Alameda,1/22/2021,6896
Alpine,1/22/2021,31
Amador,1/22/2021,133
Butte,1/22/2021,986
Calaveras,1/22/2021,399
Colusa,1/22/2021,39
Contra Costa,1/22/2021,6319
Del Norte,1/22/2021,19
El Dorado,1/22/2021,1088
Fresno,1/22/2021,3287
Glenn,1/22/2021,337
Humboldt,1/22/2021,676
Imperial,1/22/2021,467
Inyo,1/22/2021,62
Kern,1/22/2021,2687
Kings,1/22/2021,122
Lake,1/22/2021,308
Lassen,1/22/2021,32
Los Angeles,1/22/2021,47378
Madera,1/22/2021,253
Marin,1/22/2021,1680
Mariposa,1/22/2021,49
Mendocino,1/22/2021,147
Merced,1/22/2021,1298
Modoc,1/22/2021,2
Mono,1/22/2021,4
Monterey,1/22/2021,1011
Napa,1/22/2021,1495
Nevada,1/22/2021,339
Orange,1/22/2021,13475
Placer,1/22/2021,2264
Plumas,1/22/2021,3
Riverside,1/22/2021,8592
Sacramento,1/22/2021,4920
San Benito,1/22/2021,229
San Bernardino,1/22/2021,6475
San Diego,1/22/2021,17465
San Francisco,1/22/2021,3133
San Joaquin,1/22/2021,1861
San Luis Obispo,1/22/2021,1514
San Mateo,1/22/2021,2831
Santa Barbara,1/22/2021,2991
Santa Clara,1/22/2021,8634
Santa Cruz,1/22/2021,1795
Shasta,1/22/2021,445
Sierra,1/22/2021,1
Siskiyou,1/22/2021,1331
Solano,1/22/2021,1609
Sonoma,1/22/2021,2695
Stanislaus,1/22/2021,1056
Sutter,1/22/2021,265
Tehama,1/22/2021,215
Trinity,1/22/2021,4
Tulare,1/22/2021,1048
Tuolumne,1/22/2021,165
Ventura,1/22/2021,3586
Yolo,1/22/2021,742
Yuba,1/22/2021,102
Alameda,1/21/2021,7606
Alpine,1/21/2021,1
Amador,1/21/2021,251
Butte,1/21/2021,1472
Calaveras,1/21/2021,458
Colusa,1/21/2021,57
Contra Costa,1/21/2021,6911
Del Norte,1/21/2021,43
El Dorado,1/21/2021,1135
Fresno,1/21/2021,4313
Glenn,1/21/2021,123
Humboldt,1/21/2021,957
Imperial,1/21/2021,416
Inyo,1/21/2021,120
Kern,1/21/2021,2144
Kings,1/21/2021,185
Lake,1/21/2021,303
Lassen,1/21/2021,145
Los Angeles,1/21/2021,48148
Madera,1/21/2021,229
Marin,1/21/2021,1677
Mariposa,1/21/2021,56
Mendocino,1/21/2021,524
Merced,1/21/2021,1007
Modoc,1/21/2021,158
Mono,1/21/2021,3
Monterey,1/21/2021,834
Napa,1/21/2021,1329
Nevada,1/21/2021,334
Orange,1/21/2021,10739
Placer,1/21/2021,2517
Plumas,1/21/2021,112
Riverside,1/21/2021,8115
Sacramento,1/21/2021,5101
San Benito,1/21/2021,123
San Bernardino,1/21/2021,5973
San Diego,1/21/2021,17333
San Francisco,1/21/2021,3257
San Joaquin,1/21/2021,1868
San Luis Obispo,1/21/2021,1567
San Mateo,1/21/2021,2786
Santa Barbara,1/21/2021,3077
Santa Clara,1/21/2021,8420
Santa Cruz,1/21/2021,1695
Shasta,1/21/2021,629
Sierra,1/21/2021,55
Siskiyou,1/21/2021,42
Solano,1/21/2021,2304
Sonoma,1/21/2021,2193
Stanislaus,1/21/2021,3592
Sutter,1/21/2021,431
Tehama,1/21/2021,215
Trinity,1/21/2021,14
Tulare,1/21/2021,1503
Tuolumne,1/21/2021,58
Ventura,1/21/2021,3822
Yolo,1/21/2021,634
Yuba,1/21/2021,210
Alameda,1/20/2021,6565
Alpine,1/20/2021,19
Amador,1/20/2021,182
Butte,1/20/2021,1342
Calaveras,1/20/2021,372
Colusa,1/20/2021,114
Contra Costa,1/20/2021,6532
Del Norte,1/20/2021,157
El Dorado,1/20/2021,1004
Fresno,1/20/2021,2965
Glenn,1/20/2021,162
Humboldt,1/20/2021,810
Imperial,1/20/2021,289
Inyo,1/20/2021,141
Kern,1/20/2021,2434
Kings,1/20/2021,223
Lake,1/20/2021,374
Lassen,1/20/2021,184
Los Angeles,1/20/2021,45156
Madera,1/20/2021,232
Marin,1/20/2021,1769
Mariposa,1/20/2021,22
Mendocino,1/20/2021,548
Merced,1/20/2021,571
Modoc,1/20/2021,11
Mono,1/20/2021,233
Monterey,1/20/2021,511
Napa,1/20/2021,818
Nevada,1/20/2021,258
Orange,1/20/2021,8155
Placer,1/20/2021,2225
Plumas,1/20/2021,121
Riverside,1/20/2021,7946
Sacramento,1/20/2021,4715
San Benito,1/20/2021,262
San Bernardino,1/20/2021,6781
San Diego,1/20/2021,18107
San Francisco,1/20/2021,2657
San Joaquin,1/20/2021,2020
San Luis Obispo,1/20/2021,1881
San Mateo,1/20/2021,2615
Santa Barbara,1/20/2021,1979
Santa Clara,1/20/2021,7850
Santa Cruz,1/20/2021,1224
Shasta,1/20/2021,665
Sierra,1/20/2021,1
Siskiyou,1/20/2021,45
Solano,1/20/2021,1895
Sonoma,1/20/2021,2048
Stanislaus,1/20/2021,987
Sutter,1/20/2021,255
Tehama,1/20/2021,302
Trinity,1/20/2021,18
Tulare,1/20/2021,2363
Tuolumne,1/20/2021,74
Ventura,1/20/2021,4037
Yolo,1/20/2021,645
Yuba,1/20/2021,131
Alameda,1/19/2021,5475
Amador,1/19/2021,120
Butte,1/19/2021,485
Calaveras,1/19/2021,199
Colusa,1/19/2021,8
Contra Costa,1/19/2021,6994
Del Norte,1/19/2021,119
El Dorado,1/19/2021,629
Fresno,1/19/2021,4262
Glenn,1/19/2021,28
Humboldt,1/19/2021,606
Imperial,1/19/2021,168
Inyo,1/19/2021,115
Kern,1/19/2021,1828
Kings,1/19/2021,376
Lake,1/19/2021,267
Lassen,1/19/2021,187
Los Angeles,1/19/2021,37898
Madera,1/19/2021,551
Marin,1/19/2021,1142
Mariposa,1/19/2021,1
Mendocino,1/19/2021,327
Merced,1/19/2021,713
Modoc,1/19/2021,5
Mono,1/19/2021,206
Monterey,1/19/2021,569
Napa,1/19/2021,999
Nevada,1/19/2021,230
Orange,1/19/2021,7372
Placer,1/19/2021,2536
Plumas,1/19/2021,36
Riverside,1/19/2021,7353
Sacramento,1/19/2021,4555
San Benito,1/19/2021,147
San Bernardino,1/19/2021,6235
San Diego,1/19/2021,14817
San Francisco,1/19/2021,2542
San Joaquin,1/19/2021,1801
San Luis Obispo,1/19/2021,1582
San Mateo,1/19/2021,2756
Santa Barbara,1/19/2021,1630
Santa Clara,1/19/2021,8318
Santa Cruz,1/19/2021,1616
Shasta,1/19/2021,1014
Sierra,1/19/2021,33
Siskiyou,1/19/2021,21
Solano,1/19/2021,1618
Sonoma,1/19/2021,2079
Stanislaus,1/19/2021,1231
Sutter,1/19/2021,100
Tehama,1/19/2021,289
Trinity,1/19/2021,31
Tulare,1/19/2021,1003
Tuolumne,1/19/2021,469
Ventura,1/19/2021,3001
Yolo,1/19/2021,535
Yuba,1/19/2021,79
Alameda,1/18/2021,3224
Amador,1/18/2021,31
Butte,1/18/2021,342
Calaveras,1/18/2021,131
Colusa,1/18/2021,4
Contra Costa,1/18/2021,3192
Del Norte,1/18/2021,2
El Dorado,1/18/2021,415
Fresno,1/18/2021,3066
Glenn,1/18/2021,17
Humboldt,1/18/2021,267
Imperial,1/18/2021,1053
Inyo,1/18/2021,58
Kern,1/18/2021,1637
Kings,1/18/2021,170
Lake,1/18/2021,240
Lassen,1/18/2021,5
Los Angeles,1/18/2021,15235
Madera,1/18/2021,73
Marin,1/18/2021,359
Mariposa,1/18/2021,2
Mendocino,1/18/2021,482
Merced,1/18/2021,262
Modoc,1/18/2021,1
Mono,1/18/2021,63
Monterey,1/18/2021,396
Napa,1/18/2021,1072
Nevada,1/18/2021,148
Orange,1/18/2021,9708
Placer,1/18/2021,974
Plumas,1/18/2021,2
Riverside,1/18/2021,3687
Sacramento,1/18/2021,2840
San Benito,1/18/2021,38
San Bernardino,1/18/2021,4245
San Diego,1/18/2021,12355
San Francisco,1/18/2021,1381
San Joaquin,1/18/2021,673
San Luis Obispo,1/18/2021,1370
San Mateo,1/18/2021,1392
Santa Barbara,1/18/2021,1150
Santa Clara,1/18/2021,5198
Santa Cruz,1/18/2021,1026
Shasta,1/18/2021,597
Sierra,1/18/2021,2
Siskiyou,1/18/2021,75
Solano,1/18/2021,1405
Sonoma,1/18/2021,1092
Stanislaus,1/18/2021,2146
Sutter,1/18/2021,116
Tehama,1/18/2021,10
Trinity,1/18/2021,31
Tulare,1/18/2021,695
Tuolumne,1/18/2021,46
Ventura,1/18/2021,2201
Yolo,1/18/2021,476
Yuba,1/18/2021,60
Alameda,1/17/2021,1863
Amador,1/17/2021,22
Butte,1/17/2021,239
Calaveras,1/17/2021,10
Colusa,1/17/2021,3
Contra Costa,1/17/2021,1639
Del Norte,1/17/2021,1
El Dorado,1/17/2021,96
Fresno,1/17/2021,968
Glenn,1/17/2021,4
Humboldt,1/17/2021,4
Imperial,1/17/2021,10
Kern,1/17/2021,69
Kings,1/17/2021,8
Lake,1/17/2021,14
Lassen,1/17/2021,1
Los Angeles,1/17/2021,5131
Madera,1/17/2021,325
Marin,1/17/2021,1233
Mariposa,1/17/2021,2
Mendocino,1/17/2021,552
Merced,1/17/2021,48
Monterey,1/17/2021,313
Napa,1/17/2021,337
Nevada,1/17/2021,36
Orange,1/17/2021,8114
Placer,1/17/2021,557
Riverside,1/17/2021,3599
Sacramento,1/17/2021,1620
San Benito,1/17/2021,10
San Bernardino,1/17/2021,1180
San Diego,1/17/2021,8488
San Francisco,1/17/2021,1914
San Joaquin,1/17/2021,1591
San Luis Obispo,1/17/2021,65
San Mateo,1/17/2021,1301
Santa Barbara,1/17/2021,124
Santa Clara,1/17/2021,3214
Santa Cruz,1/17/2021,284
Shasta,1/17/2021,26
Solano,1/17/2021,984
Sonoma,1/17/2021,662
Stanislaus,1/17/2021,246
Sutter,1/17/2021,25
Tehama,1/17/2021,13
Tulare,1/17/2021,139
Tuolumne,1/17/2021,4
Ventura,1/17/2021,261
Yolo,1/17/2021,184
Yuba,1/17/2021,13
Alameda,1/16/2021,3105
Amador,1/16/2021,18
Butte,1/16/2021,583
Calaveras,1/16/2021,13
Colusa,1/16/2021,12
Contra Costa,1/16/2021,1698
El Dorado,1/16/2021,171
Fresno,1/16/2021,3129
Glenn,1/16/2021,34
Humboldt,1/16/2021,167
Imperial,1/16/2021,77
Inyo,1/16/2021,74
Kern,1/16/2021,657
Kings,1/16/2021,31
Lake,1/16/2021,131
Lassen,1/16/2021,34
Los Angeles,1/16/2021,17059
Madera,1/16/2021,374
Marin,1/16/2021,1103
Mariposa,1/16/2021,12
Mendocino,1/16/2021,776
Merced,1/16/2021,200
Modoc,1/16/2021,1
Mono,1/16/2021,4
Monterey,1/16/2021,365
Napa,1/16/2021,351
Nevada,1/16/2021,292
Orange,1/16/2021,8594
Placer,1/16/2021,1468
Plumas,1/16/2021,58
Riverside,1/16/2021,3595
Sacramento,1/16/2021,2082
San Benito,1/16/2021,28
San Bernardino,1/16/2021,2247
San Diego,1/16/2021,10673
San Francisco,1/16/2021,2260
San Joaquin,1/16/2021,1129
San Luis Obispo,1/16/2021,99
San Mateo,1/16/2021,3112
Santa Barbara,1/16/2021,1267
Santa Clara,1/16/2021,4402
Santa Cruz,1/16/2021,433
Shasta,1/16/2021,900
Siskiyou,1/16/2021,7
Solano,1/16/2021,1253
Sonoma,1/16/2021,1070
Stanislaus,1/16/2021,466
Sutter,1/16/2021,390
Tehama,1/16/2021,274
Trinity,1/16/2021,4
Tulare,1/16/2021,1868
Tuolumne,1/16/2021,6
Ventura,1/16/2021,484
Yolo,1/16/2021,737
Yuba,1/16/2021,184
Alameda,1/15/2021,5768
Alpine,1/15/2021,1
Amador,1/15/2021,56
Butte,1/15/2021,1167
Calaveras,1/15/2021,113
Colusa,1/15/2021,43
Contra Costa,1/15/2021,5283
Del Norte,1/15/2021,107
El Dorado,1/15/2021,661
Fresno,1/15/2021,3586
Glenn,1/15/2021,41
Humboldt,1/15/2021,371
Imperial,1/15/2021,240
Inyo,1/15/2021,162
Kern,1/15/2021,2623
Kings,1/15/2021,412
Lake,1/15/2021,209
Lassen,1/15/2021,33
Los Angeles,1/15/2021,33346
Madera,1/15/2021,594
Marin,1/15/2021,1141
Mariposa,1/15/2021,40
Mendocino,1/15/2021,1849
Merced,1/15/2021,562
Modoc,1/15/2021,6
Mono,1/15/2021,60
Monterey,1/15/2021,1027
Napa,1/15/2021,1431
Nevada,1/15/2021,392
Orange,1/15/2021,9992
Placer,1/15/2021,1897
Plumas,1/15/2021,62
Riverside,1/15/2021,6127
Sacramento,1/15/2021,4360
San Benito,1/15/2021,211
San Bernardino,1/15/2021,5908
San Diego,1/15/2021,14869
San Francisco,1/15/2021,2732
San Joaquin,1/15/2021,1426
San Luis Obispo,1/15/2021,733
San Mateo,1/15/2021,4332
Santa Barbara,1/15/2021,1790
Santa Clara,1/15/2021,9471
Santa Cruz,1/15/2021,1462
Shasta,1/15/2021,634
Sierra,1/15/2021,2
Siskiyou,1/15/2021,35
Solano,1/15/2021,1641
Sonoma,1/15/2021,1549
Stanislaus,1/15/2021,2769
Sutter,1/15/2021,432
Tehama,1/15/2021,248
Tulare,1/15/2021,1597
Tuolumne,1/15/2021,472
Ventura,1/15/2021,2857
Yolo,1/15/2021,617
Yuba,1/15/2021,200
Alameda,1/14/2021,5544
Alpine,1/14/2021,1
Amador,1/14/2021,146
Butte,1/14/2021,1637
Calaveras,1/14/2021,135
Colusa,1/14/2021,35
Contra Costa,1/14/2021,4250
Del Norte,1/14/2021,52
El Dorado,1/14/2021,669
Fresno,1/14/2021,4115
Glenn,1/14/2021,183
Humboldt,1/14/2021,514
Imperial,1/14/2021,260
Inyo,1/14/2021,58
Kern,1/14/2021,2173
Kings,1/14/2021,206
Lake,1/14/2021,118
Lassen,1/14/2021,161
Los Angeles,1/14/2021,28914
Madera,1/14/2021,555
Marin,1/14/2021,1064
Mariposa,1/14/2021,56
Mendocino,1/14/2021,626
Merced,1/14/2021,330
Modoc,1/14/2021,129
Mono,1/14/2021,74
Monterey,1/14/2021,1039
Napa,1/14/2021,1043
Nevada,1/14/2021,228
Orange,1/14/2021,9799
Placer,1/14/2021,1726
Plumas,1/14/2021,96
Riverside,1/14/2021,5410
Sacramento,1/14/2021,4527
San Benito,1/14/2021,116
San Bernardino,1/14/2021,4715
San Diego,1/14/2021,12201
San Francisco,1/14/2021,2381
San Joaquin,1/14/2021,1467
San Luis Obispo,1/14/2021,728
San Mateo,1/14/2021,3723
Santa Barbara,1/14/2021,1239
Santa Clara,1/14/2021,8049
Santa Cruz,1/14/2021,539
Shasta,1/14/2021,442
Sierra,1/14/2021,35
Siskiyou,1/14/2021,26
Solano,1/14/2021,1703
Sonoma,1/14/2021,1514
Stanislaus,1/14/2021,2194
Sutter,1/14/2021,145
Tehama,1/14/2021,226
Trinity,1/14/2021,3
Tulare,1/14/2021,491
Tuolumne,1/14/2021,126
Ventura,1/14/2021,2714
Yolo,1/14/2021,376
Yuba,1/14/2021,109
Alameda,1/13/2021,4975
Alpine,1/13/2021,32
Amador,1/13/2021,39
Butte,1/13/2021,1443
Calaveras,1/13/2021,106
Colusa,1/13/2021,21
Contra Costa,1/13/2021,4635
Del Norte,1/13/2021,84
El Dorado,1/13/2021,690
Fresno,1/13/2021,3505
Glenn,1/13/2021,153
Humboldt,1/13/2021,473
Imperial,1/13/2021,379
Inyo,1/13/2021,87
Kern,1/13/2021,1834
Kings,1/13/2021,413
Lake,1/13/2021,125
Lassen,1/13/2021,162
Los Angeles,1/13/2021,28968
Madera,1/13/2021,179
Marin,1/13/2021,1172
Mariposa,1/13/2021,16
Mendocino,1/13/2021,478
Merced,1/13/2021,371
Modoc,1/13/2021,24
Mono,1/13/2021,234
Monterey,1/13/2021,1218
Napa,1/13/2021,1266
Nevada,1/13/2021,259
Orange,1/13/2021,10073
Placer,1/13/2021,1616
Plumas,1/13/2021,54
Riverside,1/13/2021,4356
Sacramento,1/13/2021,3731
San Benito,1/13/2021,186
San Bernardino,1/13/2021,4533
San Diego,1/13/2021,11394
San Francisco,1/13/2021,2792
San Joaquin,1/13/2021,1360
San Luis Obispo,1/13/2021,882
San Mateo,1/13/2021,3403
Santa Barbara,1/13/2021,1227
Santa Clara,1/13/2021,7275
Santa Cruz,1/13/2021,517
Shasta,1/13/2021,541
Sierra,1/13/2021,4
Siskiyou,1/13/2021,157
Solano,1/13/2021,1397
Sonoma,1/13/2021,2055
Stanislaus,1/13/2021,1409
Sutter,1/13/2021,156
Tehama,1/13/2021,72
Trinity,1/13/2021,7
Tulare,1/13/2021,449
Tuolumne,1/13/2021,230
Ventura,1/13/2021,2922
Yolo,1/13/2021,760
Yuba,1/13/2021,119
Alameda,1/12/2021,4724
Amador,1/12/2021,62
Butte,1/12/2021,695
Calaveras,1/12/2021,86
Colusa,1/12/2021,11
Contra Costa,1/12/2021,3883
Del Norte,1/12/2021,50
El Dorado,1/12/2021,684
Fresno,1/12/2021,2494
Glenn,1/12/2021,42
Humboldt,1/12/2021,476
Imperial,1/12/2021,404
Inyo,1/12/2021,139
Kern,1/12/2021,1869
Kings,1/12/2021,352
Lake,1/12/2021,70
Lassen,1/12/2021,50
Los Angeles,1/12/2021,28862
Madera,1/12/2021,391
Marin,1/12/2021,936
Mariposa,1/12/2021,15
Mendocino,1/12/2021,385
Merced,1/12/2021,276
Modoc,1/12/2021,94
Mono,1/12/2021,284
Monterey,1/12/2021,458
Napa,1/12/2021,1265
Nevada,1/12/2021,605
Orange,1/12/2021,8660
Placer,1/12/2021,1630
Plumas,1/12/2021,154
Riverside,1/12/2021,3372
Sacramento,1/12/2021,4377
San Benito,1/12/2021,153
San Bernardino,1/12/2021,4212
San Diego,1/12/2021,11057
San Francisco,1/12/2021,3072
San Joaquin,1/12/2021,1394
San Luis Obispo,1/12/2021,598
San Mateo,1/12/2021,3241
Santa Barbara,1/12/2021,1426
Santa Clara,1/12/2021,6591
Santa Cruz,1/12/2021,733
Shasta,1/12/2021,451
Sierra,1/12/2021,40
Siskiyou,1/12/2021,320
Solano,1/12/2021,1522
Sonoma,1/12/2021,1547
Stanislaus,1/12/2021,1444
Sutter,1/12/2021,201
Tehama,1/12/2021,115
Trinity,1/12/2021,8
Tulare,1/12/2021,1388
Tuolumne,1/12/2021,98
Ventura,1/12/2021,3022
Yolo,1/12/2021,474
Yuba,1/12/2021,107
Alameda,1/11/2021,4439
Alpine,1/11/2021,30
Amador,1/11/2021,124
Butte,1/11/2021,987
Calaveras,1/11/2021,62
Colusa,1/11/2021,12
Contra Costa,1/11/2021,3790
Del Norte,1/11/2021,40
El Dorado,1/11/2021,648
Fresno,1/11/2021,2127
Glenn,1/11/2021,30
Humboldt,1/11/2021,285
Imperial,1/11/2021,401
Inyo,1/11/2021,97
Kern,1/11/2021,1548
Kings,1/11/2021,515
Lake,1/11/2021,138
Lassen,1/11/2021,27
Los Angeles,1/11/2021,25552
Madera,1/11/2021,224
Marin,1/11/2021,460
Mariposa,1/11/2021,23
Mendocino,1/11/2021,99
Merced,1/11/2021,225
Modoc,1/11/2021,92
Mono,1/11/2021,7
Monterey,1/11/2021,1057
Napa,1/11/2021,804
Nevada,1/11/2021,183
Orange,1/11/2021,9311
Placer,1/11/2021,1422
Plumas,1/11/2021,59
Riverside,1/11/2021,4480
Sacramento,1/11/2021,4299
San Benito,1/11/2021,96
San Bernardino,1/11/2021,4976
San Diego,1/11/2021,10159
San Francisco,1/11/2021,2455
San Joaquin,1/11/2021,1461
San Luis Obispo,1/11/2021,526
San Mateo,1/11/2021,2396
Santa Barbara,1/11/2021,839
Santa Clara,1/11/2021,5550
Santa Cruz,1/11/2021,712
Shasta,1/11/2021,352
Sierra,1/11/2021,3
Siskiyou,1/11/2021,226
Solano,1/11/2021,1314
Sonoma,1/11/2021,1379
Stanislaus,1/11/2021,1504
Sutter,1/11/2021,133
Tehama,1/11/2021,47
Trinity,1/11/2021,40
Tulare,1/11/2021,1201
Tuolumne,1/11/2021,115
Ventura,1/11/2021,2443
Yolo,1/11/2021,560
Yuba,1/11/2021,72
Alameda,1/10/2021,1024
Amador,1/10/2021,7
Butte,1/10/2021,19
Calaveras,1/10/2021,2
Colusa,1/10/2021,1
Contra Costa,1/10/2021,351
El Dorado,1/10/2021,180
Fresno,1/10/2021,511
Glenn,1/10/2021,1
Humboldt,1/10/2021,84
Imperial,1/10/2021,1
Inyo,1/10/2021,53
Kern,1/10/2021,190
Kings,1/10/2021,15
Lake,1/10/2021,3
Los Angeles,1/10/2021,4601
Madera,1/10/2021,17
Marin,1/10/2021,123
Mendocino,1/10/2021,8
Merced,1/10/2021,10
Modoc,1/10/2021,1
Mono,1/10/2021,4
Monterey,1/10/2021,271
Napa,1/10/2021,167
Nevada,1/10/2021,17
Orange,1/10/2021,4176
Placer,1/10/2021,326
Riverside,1/10/2021,1656
Sacramento,1/10/2021,1239
San Benito,1/10/2021,15
San Bernardino,1/10/2021,1006
San Diego,1/10/2021,1842
San Francisco,1/10/2021,911
San Joaquin,1/10/2021,215
San Luis Obispo,1/10/2021,10
San Mateo,1/10/2021,649
Santa Barbara,1/10/2021,63
Santa Clara,1/10/2021,1825
Santa Cruz,1/10/2021,72
Shasta,1/10/2021,5
Solano,1/10/2021,249
Sonoma,1/10/2021,465
Stanislaus,1/10/2021,45
Sutter,1/10/2021,402
Tehama,1/10/2021,1
Tulare,1/10/2021,49
Tuolumne,1/10/2021,3
Ventura,1/10/2021,335
Yolo,1/10/2021,390
Yuba,1/10/2021,116
Alameda,1/9/2021,2018
Alpine,1/9/2021,2
Amador,1/9/2021,11
Butte,1/9/2021,11
Calaveras,1/9/2021,6
Colusa,1/9/2021,3
Contra Costa,1/9/2021,1570
El Dorado,1/9/2021,190
Fresno,1/9/2021,624
Humboldt,1/9/2021,69
Imperial,1/9/2021,24
Inyo,1/9/2021,87
Kern,1/9/2021,226
Kings,1/9/2021,63
Lake,1/9/2021,62
Lassen,1/9/2021,12
Los Angeles,1/9/2021,12278
Madera,1/9/2021,36
Marin,1/9/2021,612
Mariposa,1/9/2021,1
Mendocino,1/9/2021,8
Merced,1/9/2021,24
Mono,1/9/2021,4
Monterey,1/9/2021,962
Napa,1/9/2021,263
Nevada,1/9/2021,63
Orange,1/9/2021,4954
Placer,1/9/2021,443
Plumas,1/9/2021,2
Riverside,1/9/2021,2060
Sacramento,1/9/2021,1282
San Benito,1/9/2021,43
San Bernardino,1/9/2021,1391
San Diego,1/9/2021,2926
San Francisco,1/9/2021,1392
San Joaquin,1/9/2021,369
San Luis Obispo,1/9/2021,206
San Mateo,1/9/2021,1174
Santa Barbara,1/9/2021,567
Santa Clara,1/9/2021,2916
Santa Cruz,1/9/2021,460
Shasta,1/9/2021,72
Siskiyou,1/9/2021,2
Solano,1/9/2021,880
Sonoma,1/9/2021,651
Stanislaus,1/9/2021,288
Sutter,1/9/2021,44
Tehama,1/9/2021,7
Tulare,1/9/2021,738
Tuolumne,1/9/2021,1
Ventura,1/9/2021,722
Yolo,1/9/2021,403
Yuba,1/9/2021,19
Alameda,1/8/2021,4703
Alpine,1/8/2021,4
Amador,1/8/2021,84
Butte,1/8/2021,570
Calaveras,1/8/2021,66
Colusa,1/8/2021,9
Contra Costa,1/8/2021,3345
Del Norte,1/8/2021,77
El Dorado,1/8/2021,965
Fresno,1/8/2021,1762
Glenn,1/8/2021,11
Humboldt,1/8/2021,415
Imperial,1/8/2021,190
Inyo,1/8/2021,9
Kern,1/8/2021,1625
Kings,1/8/2021,246
Lake,1/8/2021,139
Lassen,1/8/2021,50
Los Angeles,1/8/2021,32832
Madera,1/8/2021,411
Marin,1/8/2021,964
Mariposa,1/8/2021,106
Mendocino,1/8/2021,94
Merced,1/8/2021,533
Modoc,1/8/2021,105
Mono,1/8/2021,2
Monterey,1/8/2021,1087
Napa,1/8/2021,412
Nevada,1/8/2021,220
Orange,1/8/2021,9307
Placer,1/8/2021,1179
Plumas,1/8/2021,12
Riverside,1/8/2021,4012
