,county,date,confirmed_patients,suspected_patients,total_covid_patients
14614,Siskiyou,2020-12-15,6,1,7
14615,San Bernardino,2020-12-15,1413,92,1505
14616,Del Norte,2020-12-15,1,0,1
14617,San Luis Obispo,2020-12-15,34,2,36
14618,Riverside,2020-12-15,1000,116,1116
14619,Placer,2020-12-15,187,11,198
14620,Marin,2020-12-15,34,2,36
14621,Los Angeles,2020-12-15,4864,344,5208
14622,Monterey,2020-12-15,148,4,152
14623,Merced,2020-12-15,46,0,46
14624,Sacramento,2020-12-15,470,22,492
14625,Modoc,2020-12-15,0,0,0
14626,Calaveras,2020-12-15,6,0,6
14627,Lassen,2020-12-15,6,0,6
14628,Amador,2020-12-15,15,0,15
14629,Sutter,2020-12-15,0,0,0
14630,Tehama,2020-12-15,13,0,13
14631,San Diego,2020-12-15,1103,70,1173
14632,Santa Barbara,2020-12-15,90,2,92
14633,Mendocino,2020-12-15,16,0,16
14634,Madera,2020-12-15,36,11,47
14635,Stanislaus,2020-12-15,334,20,354
14636,Santa Clara,2020-12-15,535,18,553
14637,Tulare,2020-12-15,173,7,180
14638,Ventura,2020-12-15,226,7,233
14639,Plumas,2020-12-15,2,0,2
14640,Solano,2020-12-15,121,11,132
14641,Yolo,2020-12-15,27,0,27
14642,Alameda,2020-12-15,332,45,377
14643,Kings,2020-12-15,79,0,79
14644,San Francisco,2020-12-15,141,3,144
14645,Butte,2020-12-15,84,0,84
14646,Sonoma,2020-12-15,66,3,69
14647,Colusa,2020-12-15,4,0,4
14648,Nevada,2020-12-15,20,0,20
14649,Kern,2020-12-15,296,3,299
14650,Imperial,2020-12-15,163,1,164
14651,Napa,2020-12-15,18,0,18
14652,El Dorado,2020-12-15,32,1,33
14653,San Mateo,2020-12-15,110,14,124
14654,Contra Costa,2020-12-15,188,9,197
14655,San Benito,2020-12-15,12,0,12
14656,Inyo,2020-12-15,7,0,7
14657,Glenn,2020-12-15,5,0,5
14658,Fresno,2020-12-15,491,40,531
14659,Lake,2020-12-15,7,0,7
14660,Shasta,2020-12-15,65,0,65
14661,Humboldt,2020-12-15,4,3,7
14662,Santa Cruz,2020-12-15,54,0,54
14663,Trinity,2020-12-15,0,0,0
14664,San Joaquin,2020-12-15,305,4,309
14665,Yuba,2020-12-15,59,0,59
14666,Tuolumne,2020-12-15,3,0,3
14667,Mariposa,2020-12-15,0,0,0
14668,Mono,2020-12-15,2,0,2
14669,Santa Barbara,2020-12-16,97,5,102
14670,Fresno,2020-12-16,527,30,557
14671,Tuolumne,2020-12-16,3,0,3
14672,Humboldt,2020-12-16,6,3,9
14673,Contra Costa,2020-12-16,196,10,206
14674,Riverside,2020-12-16,1054,85,1139
14675,Sonoma,2020-12-16,65,2,67
14676,Glenn,2020-12-16,5,0,5
14677,San Joaquin,2020-12-16,315,8,323
14678,Yolo,2020-12-16,24,0,24
14679,Amador,2020-12-16,13,0,13
14680,Tehama,2020-12-16,11,0,11
14681,Sacramento,2020-12-16,478,31,509
14682,Merced,2020-12-16,59,0,59
14683,Orange,2020-12-16,1519,96,1615
14684,El Dorado,2020-12-16,28,0,28
14685,San Luis Obispo,2020-12-16,34,1,35
14686,San Bernardino,2020-12-16,1458,127,1585
14687,Lake,2020-12-16,4,0,4
14688,Monterey,2020-12-16,145,2,147
14689,Trinity,2020-12-16,0,0,0
14690,Shasta,2020-12-16,72,0,72
14691,Colusa,2020-12-16,5,0,5
14692,Solano,2020-12-16,105,16,121
14693,Del Norte,2020-12-16,1,0,1
14694,Mariposa,2020-12-16,0,0,0
14695,Kern,2020-12-16,303,8,311
14696,Alameda,2020-12-16,336,39,375
14697,Placer,2020-12-16,179,9,188
14698,San Benito,2020-12-16,12,0,12
14699,Napa,2020-12-16,22,1,23
14700,Modoc,2020-12-16,0,0,0
14701,Mono,2020-12-16,2,0,2
14702,Marin,2020-12-16,35,3,38
14703,Plumas,2020-12-16,4,0,4
14704,Calaveras,2020-12-16,4,0,4
14705,Kings,2020-12-16,75,0,75
14706,Siskiyou,2020-12-16,9,0,9
14707,Santa Cruz,2020-12-16,58,0,58
14708,Tulare,2020-12-16,173,9,182
14709,San Mateo,2020-12-16,116,13,129
14710,Madera,2020-12-16,40,9,49
14711,Sutter,2020-12-16,0,0,0
14712,Inyo,2020-12-16,7,0,7
14713,Ventura,2020-12-16,230,11,241
14714,Mendocino,2020-12-16,14,0,14
14715,Butte,2020-12-16,86,1,87
14716,San Diego,2020-12-16,1126,60,1186
14717,Imperial,2020-12-16,165,0,165
14718,Nevada,2020-12-16,18,0,18
14719,Lassen,2020-12-16,7,0,7
14720,Los Angeles,2020-12-16,5100,366,5466
14721,Yuba,2020-12-16,53,1,54
14722,Santa Clara,2020-12-16,559,26,585
14723,San Francisco,2020-12-16,140,3,143
14724,Stanislaus,2020-12-16,334,20,354
14725,Inyo,2020-12-17,9,0,9
14726,Lassen,2020-12-17,6,0,6
14727,Calaveras,2020-12-17,4,0,4
14728,Humboldt,2020-12-17,7,4,11
14729,San Benito,2020-12-17,13,0,13
14730,Placer,2020-12-17,184,11,195
14731,Del Norte,2020-12-17,1,0,1
14732,Ventura,2020-12-17,240,19,259
14733,Tehama,2020-12-17,8,0,8
14734,Sutter,2020-12-17,0,0,0
14735,Monterey,2020-12-17,151,2,153
14736,El Dorado,2020-12-17,25,0,25
14737,Fresno,2020-12-17,553,39,592
14738,San Francisco,2020-12-17,152,9,161
14739,Los Angeles,2020-12-17,5424,339,5763
14740,Mendocino,2020-12-17,13,0,13
14741,Colusa,2020-12-17,5,0,5
14742,Nevada,2020-12-17,17,0,17
14743,Kings,2020-12-17,77,0,77
14744,Solano,2020-12-17,106,19,125
14745,Sonoma,2020-12-17,70,3,73
14746,Yuba,2020-12-17,54,0,54
14747,Trinity,2020-12-17,0,0,0
14748,Santa Clara,2020-12-17,561,27,588
14749,Marin,2020-12-17,31,2,33
14750,Orange,2020-12-17,1557,78,1635
14751,Santa Cruz,2020-12-17,59,0,59
14752,Alameda,2020-12-17,352,50,402
14753,San Bernardino,2020-12-17,1492,100,1592
14754,Glenn,2020-12-17,5,0,5
14755,Shasta,2020-12-17,70,4,74
14756,Santa Barbara,2020-12-17,98,5,103
14757,San Luis Obispo,2020-12-17,35,1,36
14758,Napa,2020-12-17,22,2,24
14759,Lake,2020-12-17,6,0,6
14760,Yolo,2020-12-17,23,0,23
14761,Butte,2020-12-17,84,0,84
14762,Kern,2020-12-17,315,5,320
14763,San Diego,2020-12-17,1164,55,1219
14764,Riverside,2020-12-17,1092,94,1186
14765,Madera,2020-12-17,42,2,44
14766,Mono,2020-12-17,1,0,1
14767,Tulare,2020-12-17,177,6,183
14768,Stanislaus,2020-12-17,340,14,354
14769,San Joaquin,2020-12-17,313,10,323
14770,Mariposa,2020-12-17,0,0,0
14771,Tuolumne,2020-12-17,6,0,6
14772,Merced,2020-12-17,58,0,58
14773,Modoc,2020-12-17,0,0,0
14774,Contra Costa,2020-12-17,197,15,212
14775,Amador,2020-12-17,13,0,13
14776,Siskiyou,2020-12-17,7,0,7
14777,Imperial,2020-12-17,174,0,174
14778,Sacramento,2020-12-17,471,22,493
14779,Plumas,2020-12-17,6,0,6
14780,San Mateo,2020-12-17,129,9,138
14781,San Luis Obispo,2020-12-18,38,1,39
14782,Sonoma,2020-12-18,75,2,77
14783,Plumas,2020-12-18,5,0,5
14784,Santa Clara,2020-12-18,592,25,617
14785,San Joaquin,2020-12-18,323,11,334
14786,Placer,2020-12-18,190,14,204
14787,Glenn,2020-12-18,5,0,5
14788,Amador,2020-12-18,12,0,12
14789,Orange,2020-12-18,1601,74,1675
14790,Kern,2020-12-18,312,5,317
14791,Calaveras,2020-12-18,5,0,5
14792,Mendocino,2020-12-18,13,0,13
14793,Tehama,2020-12-18,8,0,8
14794,Merced,2020-12-18,58,0,58
14795,Lassen,2020-12-18,6,0,6
14796,Inyo,2020-12-18,10,0,10
14797,Sacramento,2020-12-18,486,22,508
14798,Madera,2020-12-18,38,2,40
14799,Alameda,2020-12-18,353,49,402
14800,Santa Cruz,2020-12-18,58,0,58
14801,Shasta,2020-12-18,67,4,71
14802,Nevada,2020-12-18,17,1,18
14803,Marin,2020-12-18,29,2,31
14804,Los Angeles,2020-12-18,5549,323,5872
14805,Solano,2020-12-18,109,16,125
14806,Santa Barbara,2020-12-18,102,5,107
14807,Yuba,2020-12-18,54,0,54
14808,Trinity,2020-12-18,0,0,0
14809,Riverside,2020-12-18,1169,88,1257
14810,Stanislaus,2020-12-18,352,10,362
14811,San Diego,2020-12-18,1204,49,1253
14812,Del Norte,2020-12-18,2,0,2
14813,San Benito,2020-12-18,12,0,12
14814,San Francisco,2020-12-18,153,9,162
14815,Tulare,2020-12-18,185,8,193
14816,Humboldt,2020-12-18,9,1,10
14817,San Mateo,2020-12-18,139,14,153
14818,Lake,2020-12-18,8,0,8
14819,Kings,2020-12-18,77,0,77
14820,Modoc,2020-12-18,0,0,0
14821,Ventura,2020-12-18,243,13,256
14822,Contra Costa,2020-12-18,223,12,235
14823,Fresno,2020-12-18,565,33,598
14824,Mariposa,2020-12-18,0,0,0
14825,San Bernardino,2020-12-18,1508,137,1645
14826,Imperial,2020-12-18,179,0,179
14827,Colusa,2020-12-18,5,0,5
14828,Sutter,2020-12-18,0,0,0
14829,Siskiyou,2020-12-18,6,0,6
14830,Tuolumne,2020-12-18,6,0,6
14831,Yolo,2020-12-18,23,0,23
14832,El Dorado,2020-12-18,22,0,22
14833,Napa,2020-12-18,22,1,23
14834,Butte,2020-12-18,74,0,74
14835,Monterey,2020-12-18,164,2,166
14836,Mono,2020-12-18,0,0,0
14837,Imperial,2020-12-19,199,0,199
14838,Calaveras,2020-12-19,5,0,5
14839,San Diego,2020-12-19,1211,53,1264
14840,San Benito,2020-12-19,12,0,12
14841,Sutter,2020-12-19,0,0,0
14842,San Francisco,2020-12-19,164,6,170
14843,Napa,2020-12-19,19,0,19
14844,Lake,2020-12-19,10,0,10
14845,Santa Clara,2020-12-19,592,22,614
14846,Nevada,2020-12-19,17,3,20
14847,Stanislaus,2020-12-19,343,11,354
14848,Orange,2020-12-19,1682,75,1757
14849,Yolo,2020-12-19,23,1,24
14850,Placer,2020-12-19,189,12,201
14851,Mariposa,2020-12-19,0,0,0
14852,Siskiyou,2020-12-19,8,0,8
14853,Sonoma,2020-12-19,71,3,74
14854,Mendocino,2020-12-19,8,0,8
14855,Santa Cruz,2020-12-19,59,0,59
14856,Merced,2020-12-19,61,0,61
14857,Riverside,2020-12-19,1178,102,1280
14858,Tulare,2020-12-19,184,2,186
14859,Inyo,2020-12-19,10,0,10
14860,San Mateo,2020-12-19,136,11,147
14861,Yuba,2020-12-19,57,0,57
14862,Tehama,2020-12-19,9,0,9
14863,Shasta,2020-12-19,60,1,61
14864,Contra Costa,2020-12-19,228,11,239
14865,Del Norte,2020-12-19,2,0,2
14866,Plumas,2020-12-19,5,0,5
14867,Alameda,2020-12-19,359,42,401
14868,Modoc,2020-12-19,0,0,0
14869,Solano,2020-12-19,114,19,133
14870,San Bernardino,2020-12-19,1508,126,1634
14871,El Dorado,2020-12-19,21,0,21
14872,Santa Barbara,2020-12-19,105,3,108
14873,Butte,2020-12-19,90,0,90
14874,Fresno,2020-12-19,575,30,605
14875,Mono,2020-12-19,0,0,0
14876,Marin,2020-12-19,22,4,26
14877,Sacramento,2020-12-19,477,25,502
14878,Trinity,2020-12-19,0,0,0
14879,Kings,2020-12-19,92,0,92
14880,Madera,2020-12-19,40,4,44
14881,Lassen,2020-12-19,5,0,5
14882,Kern,2020-12-19,331,6,337
14883,Monterey,2020-12-19,171,2,173
14884,Colusa,2020-12-19,6,0,6
14885,Los Angeles,2020-12-19,5709,309,6018
14886,San Joaquin,2020-12-19,338,9,347
14887,Ventura,2020-12-19,265,14,279
14888,Tuolumne,2020-12-19,10,0,10
14889,Humboldt,2020-12-19,7,1,8
14890,Glenn,2020-12-19,5,0,5
14891,San Luis Obispo,2020-12-19,40,0,40
14892,Amador,2020-12-19,11,0,11
14893,San Joaquin,2020-12-20,333,6,339
14894,Butte,2020-12-20,88,1,89
14895,Imperial,2020-12-20,198,0,198
14896,San Benito,2020-12-20,15,0,15
14897,Fresno,2020-12-20,569,29,598
14898,Tehama,2020-12-20,10,0,10
14899,Mono,2020-12-20,0,0,0
14900,Sutter,2020-12-20,0,0,0
14901,Mendocino,2020-12-20,10,0,10
14902,San Luis Obispo,2020-12-20,39,0,39
14903,Del Norte,2020-12-20,2,0,2
14904,Siskiyou,2020-12-20,8,0,8
14905,Tuolumne,2020-12-20,11,0,11
14906,Mariposa,2020-12-20,0,0,0
14907,Colusa,2020-12-20,6,0,6
14908,Marin,2020-12-20,26,4,30
14909,Amador,2020-12-20,8,1,9
14910,Los Angeles,2020-12-20,5866,358,6224
14911,Trinity,2020-12-20,0,0,0
14912,Contra Costa,2020-12-20,236,14,250
14913,El Dorado,2020-12-20,21,1,22
14914,Nevada,2020-12-20,21,2,23
14915,Madera,2020-12-20,34,4,38
14916,Lake,2020-12-20,8,0,8
14917,Shasta,2020-12-20,60,0,60
14918,Inyo,2020-12-20,10,0,10
14919,San Diego,2020-12-20,1248,46,1294
14920,Riverside,2020-12-20,1239,94,1333
14921,Sacramento,2020-12-20,493,262,755
14922,Yolo,2020-12-20,26,1,27
14923,Humboldt,2020-12-20,7,3,10
14924,Sonoma,2020-12-20,66,3,69
14925,Yuba,2020-12-20,58,0,58
14926,Kern,2020-12-20,326,3,329
14927,Napa,2020-12-20,18,0,18
14928,Santa Clara,2020-12-20,599,24,623
14929,Tulare,2020-12-20,196,8,204
14930,Lassen,2020-12-20,5,0,5
14931,Santa Cruz,2020-12-20,60,0,60
14932,Glenn,2020-12-20,5,0,5
14933,Plumas,2020-12-20,4,0,4
14934,San Francisco,2020-12-20,170,5,175
14935,Orange,2020-12-20,1709,72,1781
14936,Alameda,2020-12-20,373,41,414
14937,Ventura,2020-12-20,262,16,278
14938,Calaveras,2020-12-20,6,0,6
14939,Monterey,2020-12-20,166,2,168
14940,Stanislaus,2020-12-20,346,9,355
14941,Modoc,2020-12-20,0,0,0
14942,Placer,2020-12-20,181,9,190
14943,Santa Barbara,2020-12-20,103,6,109
14944,Solano,2020-12-20,110,12,122
14945,San Bernardino,2020-12-20,1545,125,1670
14946,San Mateo,2020-12-20,133,8,141
14947,Merced,2020-12-20,67,0,67
14948,Kings,2020-12-20,90,0,90
14949,San Bernardino,2020-12-21,1618,101,1719
14950,San Mateo,2020-12-21,130,7,137
14951,Stanislaus,2020-12-21,365,8,373
14952,Santa Barbara,2020-12-21,113,5,118
14953,San Diego,2020-12-21,1314,61,1375
14954,Ventura,2020-12-21,273,8,281
14955,Alameda,2020-12-21,373,38,411
14956,Colusa,2020-12-21,12,0,12
14957,Sonoma,2020-12-21,62,3,65
14958,Sacramento,2020-12-21,500,262,762
14959,Inyo,2020-12-21,10,0,10
14960,Lassen,2020-12-21,5,0,5
14961,Santa Clara,2020-12-21,599,25,624
14962,El Dorado,2020-12-21,23,0,23
14963,Modoc,2020-12-21,0,0,0
14964,Napa,2020-12-21,20,0,20
14965,San Luis Obispo,2020-12-21,44,1,45
14966,Fresno,2020-12-21,587,28,615
14967,Imperial,2020-12-21,194,1,195
14968,Los Angeles,2020-12-21,6155,305,6460
14969,Calaveras,2020-12-21,6,0,6
14970,Humboldt,2020-12-21,6,3,9
14971,Mono,2020-12-21,0,0,0
14972,Yolo,2020-12-21,24,0,24
14973,Amador,2020-12-21,8,0,8
14974,Placer,2020-12-21,175,12,187
14975,Contra Costa,2020-12-21,238,17,255
14976,Yuba,2020-12-21,62,0,62
14977,Plumas,2020-12-21,5,0,5
14978,Tulare,2020-12-21,198,8,206
14979,Solano,2020-12-21,118,16,134
14980,Shasta,2020-12-21,57,0,57
14981,Lake,2020-12-21,7,0,7
14982,Del Norte,2020-12-21,2,0,2
14983,Mendocino,2020-12-21,14,0,14
14984,Glenn,2020-12-21,5,0,5
14985,Nevada,2020-12-21,17,0,17
14986,Santa Cruz,2020-12-21,60,0,60
14987,Sutter,2020-12-21,0,0,0
14988,Madera,2020-12-21,37,6,43
14989,Trinity,2020-12-21,0,0,0
14990,Kern,2020-12-21,348,7,355
14991,Tehama,2020-12-21,10,0,10
14992,Riverside,2020-12-21,1278,102,1380
14993,San Joaquin,2020-12-21,328,7,335
14994,San Francisco,2020-12-21,162,9,171
14995,San Benito,2020-12-21,15,0,15
14996,Butte,2020-12-21,95,0,95
14997,Orange,2020-12-21,1806,72,1878
14998,Kings,2020-12-21,87,0,87
14999,Siskiyou,2020-12-21,9,0,9
15000,Tuolumne,2020-12-21,10,0,10
15001,Marin,2020-12-21,28,4,32
15002,Monterey,2020-12-21,165,2,167
15003,Mariposa,2020-12-21,0,0,0
15004,Merced,2020-12-21,66,0,66
15005,Calaveras,2020-12-22,8,0,8
15006,Lake,2020-12-22,6,0,6
15007,Riverside,2020-12-22,1322,69,1391
15008,El Dorado,2020-12-22,26,0,26
15009,Fresno,2020-12-22,560,30,590
15010,Contra Costa,2020-12-22,237,16,253
15011,Orange,2020-12-22,1854,61,1915
15012,Madera,2020-12-22,43,4,47
15013,Mendocino,2020-12-22,16,0,16
15014,Ventura,2020-12-22,312,7,319
15015,Sutter,2020-12-22,0,0,0
15016,Modoc,2020-12-22,0,0,0
15017,Stanislaus,2020-12-22,349,11,360
15018,Los Angeles,2020-12-22,6499,321,6820
15019,Plumas,2020-12-22,6,0,6
15020,Del Norte,2020-12-22,2,0,2
15021,Colusa,2020-12-22,12,0,12
15022,Alameda,2020-12-22,388,40,428
15023,San Francisco,2020-12-22,157,9,166
15024,San Benito,2020-12-22,14,0,14
15025,Mono,2020-12-22,0,0,0
15026,Siskiyou,2020-12-22,6,0,6
15027,Lassen,2020-12-22,6,0,6
15028,Tulare,2020-12-22,202,10,212
15029,Shasta,2020-12-22,59,0,59
15030,Merced,2020-12-22,67,0,67
15031,Trinity,2020-12-22,0,0,0
15032,Monterey,2020-12-22,165,1,166
15033,Napa,2020-12-22,21,0,21
15034,San Mateo,2020-12-22,145,11,156
15035,San Diego,2020-12-22,1340,70,1410
15036,Santa Barbara,2020-12-22,123,3,126
15037,Marin,2020-12-22,25,2,27
15038,Santa Cruz,2020-12-22,65,0,65
15039,Sonoma,2020-12-22,77,1,78
15040,Yuba,2020-12-22,63,0,63
15041,Imperial,2020-12-22,205,0,205
15042,Placer,2020-12-22,185,18,203
15043,Santa Clara,2020-12-22,618,28,646
15044,San Joaquin,2020-12-22,323,15,338
15045,Butte,2020-12-22,88,0,88
15046,Sacramento,2020-12-22,518,21,539
15047,Mariposa,2020-12-22,0,0,0
15048,Solano,2020-12-22,137,16,153
15049,San Bernardino,2020-12-22,1635,119,1754
15050,San Luis Obispo,2020-12-22,49,1,50
15051,Glenn,2020-12-22,5,0,5
15052,Tehama,2020-12-22,13,0,13
15053,Kings,2020-12-22,83,0,83
15054,Inyo,2020-12-22,10,0,10
15055,Nevada,2020-12-22,15,0,15
15056,Kern,2020-12-22,342,3,345
15057,Yolo,2020-12-22,25,18,43
15058,Tuolumne,2020-12-22,7,0,7
15059,Amador,2020-12-22,9,0,9
15060,Humboldt,2020-12-22,6,8,14
15061,Santa Barbara,2020-12-23,124,5,129
15062,Kings,2020-12-23,83,0,83
15063,Tuolumne,2020-12-23,10,0,10
15064,Marin,2020-12-23,25,2,27
15065,Trinity,2020-12-23,0,0,0
15066,Kern,2020-12-23,328,10,338
15067,San Mateo,2020-12-23,157,8,165
15068,San Diego,2020-12-23,1404,62,1466
15069,Humboldt,2020-12-23,5,5,10
15070,El Dorado,2020-12-23,27,1,28
15071,Siskiyou,2020-12-23,4,0,4
15072,Nevada,2020-12-23,20,0,20
15073,San Benito,2020-12-23,15,0,15
15074,Mono,2020-12-23,0,0,0
15075,Del Norte,2020-12-23,2,0,2
15076,Inyo,2020-12-23,8,0,8
15077,Shasta,2020-12-23,52,0,52
15078,Santa Cruz,2020-12-23,63,0,63
15079,Sutter,2020-12-23,0,0,0
15080,Amador,2020-12-23,9,0,9
15081,San Joaquin,2020-12-23,333,13,346
15082,Plumas,2020-12-23,6,0,6
15083,Mendocino,2020-12-23,14,0,14
15084,Santa Clara,2020-12-23,635,22,657
15085,Solano,2020-12-23,137,15,152
15086,Los Angeles,2020-12-23,6708,292,7000
15087,Alameda,2020-12-23,403,46,449
15088,Modoc,2020-12-23,0,0,0
15089,Placer,2020-12-23,193,17,210
15090,Stanislaus,2020-12-23,342,12,354
15091,Merced,2020-12-23,60,0,60
15092,San Bernardino,2020-12-23,1642,107,1749
15093,Orange,2020-12-23,1893,73,1966
15094,San Luis Obispo,2020-12-23,48,2,50
15095,Colusa,2020-12-23,17,0,17
15096,Calaveras,2020-12-23,8,0,8
15097,Monterey,2020-12-23,155,3,158
15098,Yuba,2020-12-23,58,0,58
15099,Fresno,2020-12-23,629,37,666
15100,Madera,2020-12-23,45,9,54
15101,Mariposa,2020-12-23,1,0,1
15102,Napa,2020-12-23,20,0,20
15103,Lake,2020-12-23,6,0,6
15104,Sacramento,2020-12-23,512,22,534
15105,Contra Costa,2020-12-23,243,14,257
15106,Imperial,2020-12-23,197,0,197
15107,Sonoma,2020-12-23,74,3,77
15108,Yolo,2020-12-23,27,1,28
15109,Lassen,2020-12-23,5,0,5
15110,Butte,2020-12-23,81,0,81
15111,Glenn,2020-12-23,14,0,14
15112,Riverside,2020-12-23,1327,86,1413
15113,Ventura,2020-12-23,319,14,333
15114,Tehama,2020-12-23,15,0,15
15115,San Francisco,2020-12-23,164,11,175
15116,Tulare,2020-12-23,208,4,212
15117,Los Angeles,2020-12-24,6770,286,7056
15118,Modoc,2020-12-24,1,0,1
15119,Solano,2020-12-24,129,12,141
15120,Santa Barbara,2020-12-24,120,23,143
15121,Mendocino,2020-12-24,13,2,15
15122,Madera,2020-12-24,45,4,49
15123,San Diego,2020-12-24,1405,64,1469
15124,Sacramento,2020-12-24,475,19,494
15125,San Luis Obispo,2020-12-24,47,1,48
15126,Butte,2020-12-24,84,0,84
15127,Contra Costa,2020-12-24,242,16,258
15128,San Bernardino,2020-12-24,1641,90,1731
15129,Mariposa,2020-12-24,1,0,1
15130,Fresno,2020-12-24,621,29,650
15131,Kings,2020-12-24,83,0,83
15132,San Benito,2020-12-24,16,0,16
15133,Monterey,2020-12-24,176,3,179
15134,Amador,2020-12-24,10,0,10
15135,San Francisco,2020-12-24,171,11,182
15136,San Joaquin,2020-12-24,323,5,328
15137,Placer,2020-12-24,192,19,211
15138,Glenn,2020-12-24,14,0,14
15139,Nevada,2020-12-24,21,0,21
15140,Trinity,2020-12-24,0,0,0
15141,Siskiyou,2020-12-24,5,0,5
15142,Napa,2020-12-24,21,0,21
15143,Stanislaus,2020-12-24,342,7,349
15144,Plumas,2020-12-24,4,0,4
15145,Orange,2020-12-24,1955,51,2006
15146,Colusa,2020-12-24,17,0,17
15147,San Mateo,2020-12-24,149,8,157
15148,Sonoma,2020-12-24,78,3,81
15149,Marin,2020-12-24,30,6,36
15150,El Dorado,2020-12-24,25,0,25
15151,Tuolumne,2020-12-24,6,0,6
15152,Inyo,2020-12-24,9,0,9
15153,Shasta,2020-12-24,45,3,48
15154,Mono,2020-12-24,0,0,0
15155,Santa Clara,2020-12-24,629,21,650
15156,Santa Cruz,2020-12-24,67,2,69
15157,Humboldt,2020-12-24,6,4,10
15158,Yuba,2020-12-24,57,0,57
15159,Lassen,2020-12-24,6,0,6
15160,Yolo,2020-12-24,29,0,29
15161,Lake,2020-12-24,6,0,6
15162,Calaveras,2020-12-24,6,0,6
15163,Del Norte,2020-12-24,2,0,2
15164,Kern,2020-12-24,326,3,329
15165,Tehama,2020-12-24,14,0,14
15166,Sutter,2020-12-24,0,0,0
15167,Merced,2020-12-24,54,0,54
15168,Tulare,2020-12-24,198,7,205
15169,Alameda,2020-12-24,385,37,422
15170,Riverside,2020-12-24,1336,85,1421
15171,Ventura,2020-12-24,333,13,346
15172,Imperial,2020-12-24,197,0,197
15173,Humboldt,2020-12-25,6,4,10
15174,Santa Clara,2020-12-25,633,19,652
15175,Siskiyou,2020-12-25,8,0,8
15176,Mendocino,2020-12-25,12,0,12
15177,Stanislaus,2020-12-25,349,11,360
15178,Kings,2020-12-25,82,0,82
15179,Riverside,2020-12-25,1335,85,1420
15180,San Mateo,2020-12-25,142,6,148
15181,Nevada,2020-12-25,22,0,22
15182,El Dorado,2020-12-25,26,0,26
15183,Ventura,2020-12-25,325,13,338
15184,Alameda,2020-12-25,389,38,427
15185,Los Angeles,2020-12-25,6815,309,7124
15186,Monterey,2020-12-25,168,2,170
15187,Santa Cruz,2020-12-25,68,2,70
15188,Kern,2020-12-25,333,5,338
15189,Mono,2020-12-25,0,0,0
15190,Contra Costa,2020-12-25,249,16,265
15191,Placer,2020-12-25,192,8,200
15192,Tulare,2020-12-25,199,3,202
15193,San Bernardino,2020-12-25,1625,95,1720
15194,Sutter,2020-12-25,0,0,0
15195,Inyo,2020-12-25,7,0,7
15196,Merced,2020-12-25,49,0,49
15197,San Luis Obispo,2020-12-25,46,3,49
15198,Shasta,2020-12-25,43,4,47
15199,Modoc,2020-12-25,1,0,1
15200,Yuba,2020-12-25,60,2,62
15201,Trinity,2020-12-25,0,0,0
15202,Plumas,2020-12-25,3,0,3
15203,Del Norte,2020-12-25,3,0,3
15204,Imperial,2020-12-25,185,0,185
15205,San Diego,2020-12-25,1416,41,1457
15206,Amador,2020-12-25,7,1,8
15207,Yolo,2020-12-25,25,47,72
15208,Mariposa,2020-12-25,1,0,1
15209,Tuolumne,2020-12-25,6,0,6
15210,San Benito,2020-12-25,16,0,16
15211,Tehama,2020-12-25,16,0,16
15212,Glenn,2020-12-25,16,1,17
15213,Solano,2020-12-25,133,11,144
15214,Calaveras,2020-12-25,5,0,5
15215,Orange,2020-12-25,1957,54,2011
15216,Sonoma,2020-12-25,68,1,69
15217,Napa,2020-12-25,22,0,22
15218,Lassen,2020-12-25,6,0,6
15219,Madera,2020-12-25,47,5,52
15220,Butte,2020-12-25,91,0,91
15221,Fresno,2020-12-25,617,23,640
15222,Marin,2020-12-25,30,6,36
15223,Sacramento,2020-12-25,473,20,493
15224,Colusa,2020-12-25,14,0,14
15225,San Joaquin,2020-12-25,316,11,327
15226,Lake,2020-12-25,5,0,5
15227,San Francisco,2020-12-25,164,5,169
15228,Santa Barbara,2020-12-25,117,3,120
15229,Santa Barbara,2020-12-26,121,4,125
15230,El Dorado,2020-12-26,25,0,25
15231,Shasta,2020-12-26,47,1,48
15232,Yuba,2020-12-26,65,2,67
15233,Tulare,2020-12-26,200,5,205
15234,Sonoma,2020-12-26,70,0,70
15235,Mariposa,2020-12-26,1,0,1
15236,Tehama,2020-12-26,19,0,19
15237,San Benito,2020-12-26,16,0,16
15238,Stanislaus,2020-12-26,348,17,365
15239,Los Angeles,2020-12-26,6914,303,7217
15240,Siskiyou,2020-12-26,6,0,6
15241,Ventura,2020-12-26,336,20,356
15242,Kings,2020-12-26,88,0,88
15243,San Diego,2020-12-26,1440,41,1481
15244,Imperial,2020-12-26,174,2,176
15245,Plumas,2020-12-26,3,0,3
15246,Madera,2020-12-26,44,1,45
