,date,county,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
5727,2020-12-13,Trinity,13354,1,237,0,3,4,5610,0,228,0,204,0,1,131,7389
5728,2020-12-13,Tulare,484423,259,28035,3,490,1918,287217,277,32439,163,25496,-1,340,2295,220727
5729,2020-12-13,Tuolumne,52351,43,2038,0,30,338,51638,43,2374,75,1611,0,8,208,27985
5731,2020-12-13,Ventura,852747,430,30064,7,341,3523,587830,506,35572,633,26588,0,202,5245,542399
5732,2020-12-13,Yolo,223612,79,6986,1,135,467,118397,66,7189,149,6265,0,95,985,100769
5733,2020-12-13,Yuba,79290,26,3057,0,21,150,35817,36,3388,62,2754,1,11,412,30714
5734,2020-12-12,Alameda,1685886,578,41559,8,675,7681,1174213,638,47800,746,37027,4,486,8354,904786
5735,2020-12-12,Alpine,1117,0,64,0,0,0,1311,0,24,0,63,0,0,3,549
5736,2020-12-12,Amador,38531,15,1763,1,29,85,47656,13,2011,23,1236,0,19,256,19109
5737,2020-12-12,Butte,217769,57,5749,1,126,607,118155,50,5583,31,4972,0,73,737,95899
5738,2020-12-12,Calaveras,44289,16,812,1,32,90,21568,17,882,11,708,0,21,125,15059
5740,2020-12-12,Colusa,22593,10,1067,0,8,25,9453,2,1000,22,945,0,7,88,7687
5741,2020-12-12,Contra Costa,1160099,424,32846,10,406,3866,729701,444,35316,470,29506,-1,281,5185,606861
5742,2020-12-12,Del Norte,27558,7,582,0,3,50,31821,6,626,24,529,0,1,106,17418
5743,2020-12-12,El Dorado,193098,82,4663,0,35,460,89123,72,4208,37,3706,0,9,728,75579
5744,2020-12-12,Fresno,1032227,1008,55481,15,874,5288,594209,1133,62807,685,43756,9,559,3613,492435
5745,2020-12-12,Glenn,29348,14,1269,0,10,85,13762,20,1242,8,1143,0,8,76,11265
5746,2020-12-12,Humboldt,134098,16,1386,0,22,260,67067,5,1346,18,1208,0,9,412,58481
5747,2020-12-12,Imperial,191649,86,20301,3,516,224,163738,63,23210,348,18947,2,379,1197,124922
5748,2020-12-12,Inyo,18453,13,476,0,24,17,8993,4,385,8,380,0,16,82,7702
5749,2020-12-12,Kern,927251,661,53795,8,680,2953,529994,735,60220,530,48194,5,507,4011,393219
5750,2020-12-12,Kings,156444,126,14063,1,132,912,183879,142,15642,87,13205,2,96,701,106923
5751,2020-12-12,Lake,64871,12,1435,0,23,40,34267,6,1586,27,1232,0,21,278,29433
5752,2020-12-12,Lassen,30065,1,3394,0,1,18,68492,3,3925,76,2866,0,1,296,32380
5753,2020-12-12,Los Angeles,10257557,11642,564183,158,11516,72918,9752461,13650,696754,10725,504317,71,8269,155399,10671989
5754,2020-12-12,Madera,160089,91,8536,0,155,681,115270,90,9409,117,7765,0,59,602,78548
5755,2020-12-12,Marin,260800,94,8719,0,162,1509,255286,98,9438,46,8363,0,141,1354,183739
5756,2020-12-12,Mariposa,17795,1,186,0,3,97,12030,1,181,0,164,0,3,25,6222
5757,2020-12-12,Mendocino,88439,23,1948,0,30,174,55682,16,2092,2,1771,0,24,197,44162
5758,2020-12-12,Merced,287420,119,15624,0,250,567,161329,106,15972,143,14181,2,188,1161,123898
5759,2020-12-12,Modoc,9475,0,189,0,0,1,3232,0,95,1,169,0,0,18,2570
5760,2020-12-12,Mono,13961,4,708,0,3,17,9842,6,772,9,640,0,3,102,8656
5761,2020-12-12,Monterey,448732,301,21768,1,203,1956,305334,329,24125,175,18596,1,151,1676,219811
5762,2020-12-12,Napa,139652,55,4633,0,34,380,133154,37,4782,59,4113,0,22,839,97161
5763,2020-12-12,Nevada,98710,17,2258,0,50,127,55095,9,2012,22,1981,0,10,284,40737
5764,2020-12-12,Orange,3228519,2216,116933,42,2441,12495,1743448,2268,135616,2111,100468,18,1674,16319,1421836
5766,2020-12-12,Placer,400434,156,10898,2,161,945,195512,137,11331,486,9390,2,95,1428,157562
5767,2020-12-12,Plumas,18997,7,366,0,3,14,9395,1,328,5,291,0,0,64,8011
5768,2020-12-12,Riverside,2468145,2972,134974,26,2286,12143,1367999,3154,150565,3006,118335,6,1579,14248,1082453
5769,2020-12-12,Sacramento,1567975,665,53273,9,995,5135,866983,703,57056,851,48319,4,673,7155,698437
5770,2020-12-12,San Benito,64022,48,2674,1,29,185,38214,39,2907,36,2355,0,19,155,30810
5771,2020-12-12,San Bernardino,2217398,2558,146651,51,2446,9696,1382160,2532,170068,2649,125741,8,1321,13907,1130952
5772,2020-12-12,San Diego,3370418,1955,118067,31,1677,15233,1801458,2135,107258,2490,104958,14,1151,19326,1623223
5773,2020-12-12,San Francisco,892280,228,19845,4,238,5310,1052001,233,25902,167,18413,2,167,4913,799238
5774,2020-12-12,San Joaquin,782545,330,36252,6,746,1859,449945,336,41999,156,32200,0,534,3771,332257
5775,2020-12-12,San Luis Obispo,278862,165,8503,12,102,962,234192,159,8831,47,7462,1,50,819,151322
5776,2020-12-12,San Mateo,778001,261,19359,1,214,4146,623629,273,25217,334,17574,0,177,5029,431350
5777,2020-12-12,Santa Barbara,456373,142,14450,2,190,1160,292875,133,15751,177,13174,0,144,1414,215599
5778,2020-12-12,Santa Clara,1967585,973,53435,9,978,9419,1750889,925,58848,791,45892,4,498,10463,1254047
5779,2020-12-12,Santa Cruz,273999,104,6774,0,101,893,176160,91,6698,141,5905,4,54,1159,127504
5780,2020-12-12,Shasta,177925,47,7182,1,72,272,101812,36,5375,92,6551,0,54,371,68376
5781,2020-12-12,Sierra,3115,0,23,0,0,2,1489,1,21,2,21,0,0,4,856
5782,2020-12-12,Siskiyou,43956,6,839,0,4,17,20014,4,899,9,762,0,2,162,16610
5783,2020-12-12,Solano,444255,182,14699,2,106,926,306663,132,14741,194,12748,1,93,1806,229764
5784,2020-12-12,Sonoma,496668,158,15998,0,191,1335,353316,151,17272,168,14466,0,166,1743,276406
5785,2020-12-12,Stanislaus,562303,266,28936,4,470,1273,297532,266,32300,318,26246,19,483,2557,252427
5786,2020-12-12,Sutter,105747,64,5302,0,59,230,52366,71,5780,117,4717,2,32,460,40797
5787,2020-12-12,Tehama,65885,27,2472,0,16,97,33269,15,2347,20,2252,0,9,147,27437
5788,2020-12-12,Trinity,13354,0,236,0,3,7,5606,0,228,0,204,0,1,100,7258
5789,2020-12-12,Tulare,484423,348,27776,7,487,1512,285299,370,32162,380,25333,3,341,1707,218432
5790,2020-12-12,Tuolumne,52351,15,1995,0,30,203,51300,19,2331,26,1536,0,8,167,27777
5792,2020-12-12,Ventura,852747,603,29634,7,334,4456,584307,678,35066,956,25955,0,202,6487,537154
5793,2020-12-12,Yolo,223612,101,6907,1,134,484,117930,80,7123,110,6116,0,95,850,99784
5794,2020-12-12,Yuba,79290,60,3031,1,21,207,35667,52,3352,43,2692,0,10,309,30302
5795,2020-12-11,Alameda,1685886,778,40981,13,667,13178,1166532,870,47162,595,36281,5,482,8983,896432
5796,2020-12-11,Alpine,1117,0,64,0,0,1,1311,0,24,0,63,0,0,2,546
5797,2020-12-11,Amador,38531,57,1748,2,28,1282,47571,87,1998,22,1213,1,19,346,18853
5798,2020-12-11,Butte,217769,113,5692,3,125,1073,117548,122,5533,78,4941,1,73,846,95162
5799,2020-12-11,Calaveras,44289,18,796,0,31,162,21478,20,865,13,697,0,21,132,14934
5801,2020-12-11,Colusa,22593,23,1057,0,8,64,9428,22,998,14,923,0,7,99,7599
5802,2020-12-11,Contra Costa,1160099,686,32422,6,396,7692,725835,753,34872,623,29036,6,282,5714,601676
5803,2020-12-11,Del Norte,27558,9,575,0,3,480,31771,9,620,4,505,0,1,134,17312
5804,2020-12-11,El Dorado,193098,117,4581,0,35,797,88663,111,4136,112,3669,0,9,801,74851
5805,2020-12-11,Fresno,1032227,976,54473,16,859,6321,588921,1076,61674,610,43071,10,550,4194,488822
5806,2020-12-11,Glenn,29348,18,1255,0,10,113,13677,21,1222,9,1135,0,8,93,11189
5807,2020-12-11,Humboldt,134098,21,1370,0,22,753,66807,27,1341,50,1190,0,9,480,58069
5808,2020-12-11,Imperial,191649,215,20215,10,513,998,163514,243,23147,266,18599,7,377,1253,123725
5809,2020-12-11,Inyo,18453,21,463,0,24,82,8976,7,381,7,372,1,16,87,7620
5810,2020-12-11,Kern,927251,973,53134,12,672,5234,527041,1044,59485,488,47664,3,502,4999,389208
5811,2020-12-11,Kings,156444,147,13937,1,131,958,182967,134,15500,125,13118,2,94,798,106222
5812,2020-12-11,Lake,64871,41,1423,1,23,177,34227,23,1580,38,1205,0,21,250,29155
5813,2020-12-11,Lassen,30065,18,3393,0,1,872,68474,13,3922,26,2790,1,1,424,32084
5814,2020-12-11,Los Angeles,10257557,13820,552541,239,11358,114285,9679543,16481,683104,13238,493592,49,8198,146340,10516590
5815,2020-12-11,Madera,160089,105,8445,3,155,835,114589,125,9319,203,7648,0,59,612,77946
5816,2020-12-11,Marin,260800,48,8625,2,162,1807,253777,52,9340,72,8317,1,141,1250,182385
5817,2020-12-11,Mariposa,17795,1,185,0,3,120,11933,3,180,4,164,0,3,24,6197
5818,2020-12-11,Mendocino,88439,26,1925,0,30,423,55508,22,2076,21,1769,0,24,169,43965
5819,2020-12-11,Merced,287420,249,15505,0,250,2350,160762,300,15866,282,14038,0,186,1394,122737
5820,2020-12-11,Modoc,9475,5,189,0,0,4,3231,0,95,3,168,0,0,21,2552
5821,2020-12-11,Mono,13961,5,704,0,3,79,9825,5,766,30,631,0,3,91,8554
5822,2020-12-11,Monterey,448732,494,21467,3,202,4216,303378,590,23796,155,18421,5,150,1992,218135
5823,2020-12-11,Napa,139652,98,4578,1,34,1470,132774,109,4745,80,4054,0,22,955,96322
5824,2020-12-11,Nevada,98710,37,2241,0,50,474,54968,45,2003,40,1959,0,10,327,40453
5825,2020-12-11,Orange,3228519,3041,114717,55,2399,22423,1730953,3417,133348,3060,98357,5,1656,17854,1405517
5827,2020-12-11,Placer,400434,248,10742,2,159,1873,194567,229,11194,-2,8904,3,93,1614,156134
5828,2020-12-11,Plumas,18997,11,359,0,3,19,9381,8,327,5,286,0,0,77,7947
5829,2020-12-11,Riverside,2468145,3600,132002,42,2260,19285,1355856,4071,147411,2535,115329,21,1573,14448,1068205
5830,2020-12-11,Sacramento,1567975,894,52608,9,986,8433,861848,979,56353,997,47468,5,669,7635,691282
5831,2020-12-11,San Benito,64022,56,2626,0,28,332,38029,65,2868,51,2319,0,19,162,30655
5832,2020-12-11,San Bernardino,2217398,4228,144093,58,2395,21463,1372464,4790,167536,2906,123092,7,1313,17150,1117045
5833,2020-12-11,San Diego,3370418,2556,116112,25,1646,19123,1786225,2317,105123,2867,102468,23,1137,21586,1603897
5834,2020-12-11,San Francisco,892280,311,19617,12,234,9401,1046691,380,25669,301,18246,1,165,5281,794325
5835,2020-12-11,San Joaquin,782545,606,35922,12,740,4368,448086,697,41663,816,32044,0,534,4244,328486
5836,2020-12-11,San Luis Obispo,278862,163,8338,7,90,2090,233230,145,8672,170,7415,0,49,1044,150503
5837,2020-12-11,San Mateo,778001,474,19098,0,213,7652,619483,538,24944,539,17240,0,177,4276,426321
5838,2020-12-11,Santa Barbara,456373,176,14308,0,188,2469,291715,215,15618,209,12997,1,144,1701,214185
5839,2020-12-11,Santa Clara,1967585,1116,52462,25,969,19025,1741470,1261,57923,1162,45101,3,494,11601,1243584
5840,2020-12-11,Santa Cruz,273999,169,6670,1,101,2049,175267,164,6607,119,5764,2,50,1329,126345
5841,2020-12-11,Shasta,177925,68,7135,0,71,608,101540,62,5339,147,6459,1,54,438,68005
5842,2020-12-11,Sierra,3115,0,23,0,0,6,1487,0,20,1,19,0,0,5,852
5843,2020-12-11,Siskiyou,43956,11,833,0,4,114,19997,10,895,41,753,0,2,161,16448
5844,2020-12-11,Solano,444255,367,14517,1,104,3105,305737,320,14609,537,12554,2,92,1796,227958
5845,2020-12-11,Sonoma,496668,275,15840,4,191,3803,351981,327,17121,16,14298,-1,166,2028,274663
5846,2020-12-11,Stanislaus,562303,469,28670,10,466,3160,296259,494,32034,346,25928,0,464,2993,249870
5847,2020-12-11,Sutter,105747,132,5238,1,59,561,52136,152,5709,72,4600,3,30,518,40337
5848,2020-12-11,Tehama,65885,48,2445,0,16,302,33172,55,2332,42,2232,0,9,171,27290
5849,2020-12-11,Trinity,13354,3,236,0,3,32,5599,1,228,2,204,0,1,124,7158
5850,2020-12-11,Tulare,484423,448,27428,7,480,2616,283787,507,31792,447,24953,1,338,1856,216725
5851,2020-12-11,Tuolumne,52351,258,1980,1,30,954,51097,254,2312,59,1510,0,8,151,27610
5853,2020-12-11,Ventura,852747,840,29031,14,327,7178,579851,1012,34388,924,24999,0,202,4515,530667
5854,2020-12-11,Yolo,223612,115,6806,0,133,724,117446,114,7043,110,6006,0,95,928,98934
5855,2020-12-11,Yuba,79290,65,2971,1,20,357,35460,81,3300,45,2649,0,10,335,29993
5856,2020-12-10,Alameda,1685886,824,40203,14,654,13465,1153354,1008,46292,639,35686,7,477,6670,887449
5857,2020-12-10,Alpine,1117,0,64,0,0,34,1310,0,24,5,63,0,0,1,544
5858,2020-12-10,Amador,38531,43,1691,0,26,770,46289,50,1911,70,1191,-1,18,315,18507
5859,2020-12-10,Butte,217769,139,5579,1,122,1261,116475,160,5411,130,4863,2,72,541,94316
5860,2020-12-10,Calaveras,44289,29,778,0,31,222,21316,34,845,14,684,0,21,115,14802
5862,2020-12-10,Colusa,22593,14,1034,0,8,85,9364,25,976,13,909,0,7,53,7500
5863,2020-12-10,Contra Costa,1160099,696,31736,3,390,8187,718143,702,34119,105,28413,3,276,3934,595962
5864,2020-12-10,Del Norte,27558,14,566,0,3,491,31291,17,611,20,501,-1,1,115,17178
5865,2020-12-10,El Dorado,193098,137,4464,2,35,1043,87866,121,4025,108,3557,1,9,487,74050
5866,2020-12-10,Fresno,1032227,1038,53497,2,843,7877,582600,1170,60598,507,42461,7,540,2758,484628
5867,2020-12-10,Glenn,29348,14,1237,0,10,102,13564,14,1201,19,1126,0,8,61,11096
5868,2020-12-10,Humboldt,134098,32,1349,1,22,833,66054,35,1314,54,1140,-1,9,260,57589
5869,2020-12-10,Imperial,191649,248,20000,7,503,2540,162516,261,22904,576,18333,2,370,538,122472
5870,2020-12-10,Inyo,18453,14,442,0,24,118,8894,14,374,9,365,0,15,43,7533
5871,2020-12-10,Kern,927251,1127,52161,13,660,7482,521807,1299,58441,797,47176,5,499,4161,384209
5872,2020-12-10,Kings,156444,144,13790,2,130,1557,182009,160,15366,277,12993,0,92,602,105424
5873,2020-12-10,Lake,64871,28,1382,0,22,530,34050,31,1557,9,1167,1,21,331,28905
5874,2020-12-10,Lassen,30065,67,3375,0,1,413,67602,76,3909,433,2764,0,0,197,31660
5875,2020-12-10,Los Angeles,10257557,13270,538721,237,11119,114002,9565258,16093,666623,12383,480354,74,8149,122769,10370250
5876,2020-12-10,Madera,160089,111,8340,1,152,792,113754,107,9194,229,7445,0,59,525,77334
5877,2020-12-10,Marin,260800,60,8577,0,160,2442,251970,69,9288,63,8245,2,140,1023,181135
5878,2020-12-10,Mariposa,17795,2,184,0,3,45,11813,2,177,6,160,0,3,21,6173
5879,2020-12-10,Mendocino,88439,26,1899,0,30,528,55085,38,2054,45,1748,0,24,197,43796
5880,2020-12-10,Merced,287420,239,15256,0,250,2824,158412,283,15566,168,13756,3,186,1089,121343
5881,2020-12-10,Modoc,9475,5,184,0,0,17,3227,0,95,19,165,0,0,8,2531
5882,2020-12-10,Mono,13961,17,699,0,3,156,9746,19,761,0,601,0,3,66,8463
5883,2020-12-10,Monterey,448732,406,20973,4,199,4022,299162,491,23206,375,18266,2,145,1439,216143
5884,2020-12-10,Napa,139652,89,4480,1,33,1296,131304,108,4636,116,3974,1,22,693,95367
5885,2020-12-10,Nevada,98710,53,2204,1,50,586,54494,55,1958,55,1919,0,10,250,40126
5886,2020-12-10,Orange,3228519,3067,111676,42,2344,22001,1708530,3393,129931,1534,95297,22,1651,12747,1387663
5888,2020-12-10,Placer,400434,273,10494,8,157,2057,192694,264,10965,318,8906,5,90,1180,154520
5889,2020-12-10,Plumas,18997,8,348,0,3,101,9362,11,319,10,281,0,0,59,7870
5890,2020-12-10,Riverside,2468145,3614,128402,40,2218,20555,1336571,4328,143340,2418,112794,9,1552,8678,1053757
5891,2020-12-10,Sacramento,1567975,1051,51714,21,977,9520,853415,1120,55374,1187,46471,5,664,5233,683647
5892,2020-12-10,San Benito,64022,75,2570,1,28,433,37697,73,2803,51,2268,0,19,136,30493
5893,2020-12-10,San Bernardino,2217398,4365,139865,48,2337,22711,1351001,4962,162746,5670,120186,1,1306,11119,1099895
5894,2020-12-10,San Diego,3370418,2973,113556,30,1621,22953,1767102,2883,102806,2050,99601,11,1114,16807,1582311
5895,2020-12-10,San Francisco,892280,300,19306,4,222,10330,1037290,373,25289,317,17945,1,164,4174,789044
5896,2020-12-10,San Joaquin,782545,802,35316,11,728,5696,443718,939,40966,689,31228,3,534,3323,324242
5897,2020-12-10,San Luis Obispo,278862,220,8175,2,83,1978,231140,224,8527,140,7245,2,49,765,149459
5898,2020-12-10,San Mateo,778001,476,18624,2,213,7896,611831,506,24406,279,16701,2,177,3469,422045
5899,2020-12-10,Santa Barbara,456373,200,14132,3,188,2848,289246,218,15403,158,12788,1,143,1263,212484
5900,2020-12-10,Santa Clara,1967585,1144,51346,15,944,20154,1722445,1486,56662,1027,43939,2,491,8862,1231983
5901,2020-12-10,Santa Cruz,273999,151,6501,2,100,2364,173218,167,6443,118,5645,1,48,1122,125016
5902,2020-12-10,Shasta,177925,64,7067,0,71,822,100932,62,5277,207,6312,1,53,359,67567
5903,2020-12-10,Sierra,3115,0,23,0,0,11,1481,0,20,0,18,0,0,4,847
5904,2020-12-10,Siskiyou,43956,10,822,0,4,129,19883,14,885,-1,712,0,2,117,16287
5905,2020-12-10,Solano,444255,349,14150,1,103,3149,302632,323,14289,155,12017,0,90,1222,226162
5906,2020-12-10,Sonoma,496668,274,15565,5,187,3561,348178,314,16794,288,14282,3,167,1499,272635
5907,2020-12-10,Stanislaus,562303,495,28201,9,456,3885,293099,556,31540,425,25582,1,464,2433,246877
5908,2020-12-10,Sutter,105747,110,5106,1,58,561,51575,137,5557,110,4528,3,27,379,39819
5909,2020-12-10,Tehama,65885,38,2397,0,16,340,32870,32,2277,88,2190,0,9,117,27119
5910,2020-12-10,Trinity,13354,6,233,0,3,86,5567,7,227,3,202,1,1,87,7034
5911,2020-12-10,Tulare,484423,589,26980,18,473,3366,281171,658,31285,382,24506,3,337,2633,214869
5912,2020-12-10,Tuolumne,52351,41,1722,1,29,439,50143,46,2058,132,1451,0,8,115,27459
5914,2020-12-10,Ventura,852747,855,28191,1,313,8291,572673,1031,33376,245,24075,1,202,6761,526152
5915,2020-12-10,Yolo,223612,129,6691,0,133,955,116722,130,6929,136,5896,0,95,678,98006
5916,2020-12-10,Yuba,79290,68,2906,4,19,433,35103,73,3219,91,2604,0,10,232,29658
5917,2020-12-09,Alameda,1685886,897,39379,12,640,14229,1139889,1084,45284,674,35047,1,470,8195,880779
5918,2020-12-09,Alpine,1117,1,64,0,0,29,1276,0,24,5,58,0,0,3,543
5919,2020-12-09,Amador,38531,288,1648,1,26,1602,45519,304,1861,78,1121,2,19,451,18192
5920,2020-12-09,Butte,217769,160,5440,4,121,1340,115214,192,5251,82,4733,0,70,786,93775
5921,2020-12-09,Calaveras,44289,25,749,1,31,233,21094,29,811,13,670,0,21,140,14687
5923,2020-12-09,Colusa,22593,18,1020,0,8,97,9279,26,951,21,896,1,7,72,7447
5924,2020-12-09,Contra Costa,1160099,703,31040,7,387,8482,709956,750,33417,382,28308,3,273,5537,592028
5925,2020-12-09,Del Norte,27558,14,552,0,3,348,30800,15,594,16,481,0,2,133,17063
5926,2020-12-09,El Dorado,193098,124,4327,0,33,1112,86823,139,3904,153,3449,0,8,806,73563
5927,2020-12-09,Fresno,1032227,1264,52459,16,841,8702,574723,1460,59428,380,41954,4,533,3954,481870
5928,2020-12-09,Glenn,29348,19,1223,0,10,221,13462,29,1187,13,1107,0,8,97,11035
5929,2020-12-09,Humboldt,134098,27,1317,0,21,740,65221,38,1279,27,1086,0,10,331,57329
5930,2020-12-09,Imperial,191649,517,19752,11,496,2246,159976,608,22643,189,17757,5,368,842,121934
5931,2020-12-09,Inyo,18453,23,428,3,24,82,8776,14,360,23,356,0,15,61,7490
5932,2020-12-09,Kern,927251,1286,51034,6,647,7258,514325,1413,57142,1263,46379,7,494,4517,380048
5933,2020-12-09,Kings,156444,155,13646,2,128,2647,180452,170,15206,93,12716,2,92,914,104822
5934,2020-12-09,Lake,64871,43,1354,0,22,526,33520,40,1526,31,1158,0,20,307,28574
5935,2020-12-09,Lassen,30065,164,3308,0,1,1020,67189,175,3833,166,2331,0,0,214,31463
5936,2020-12-09,Los Angeles,10257557,12624,525451,195,10882,115316,9451256,15370,650530,8233,467971,71,8075,132792,10247481
5937,2020-12-09,Madera,160089,133,8229,0,151,1133,112962,161,9087,134,7216,0,59,605,76809
5938,2020-12-09,Marin,260800,84,8517,1,160,2979,249528,101,9219,83,8182,1,138,1375,180112
5939,2020-12-09,Mariposa,17795,4,182,0,3,175,11768,4,175,4,154,1,3,28,6152
5940,2020-12-09,Mendocino,88439,42,1873,0,30,536,54557,49,2016,37,1703,1,24,158,43599
5941,2020-12-09,Merced,287420,305,15017,5,250,1961,155588,315,15283,208,13588,2,183,1506,120254
5942,2020-12-09,Modoc,9475,8,179,0,0,24,3210,1,95,8,146,0,0,15,2523
5943,2020-12-09,Mono,13961,30,682,0,3,177,9590,39,742,4,601,0,3,98,8397
5944,2020-12-09,Monterey,448732,562,20567,5,195,4149,295140,609,22715,139,17891,9,143,1655,214704
5945,2020-12-09,Napa,139652,94,4391,1,32,1726,130008,91,4528,80,3858,-1,21,965,94674
5946,2020-12-09,Nevada,98710,54,2151,2,49,655,53908,52,1903,55,1864,-1,10,320,39876
5947,2020-12-09,Orange,3228519,3218,108609,35,2302,25899,1686529,3816,126538,2357,93763,0,1629,14566,1374916
5949,2020-12-09,Placer,400434,272,10221,3,149,2105,190637,273,10701,364,8588,3,85,1747,153340
5950,2020-12-09,Plumas,18997,10,340,0,3,225,9261,10,308,13,271,0,0,71,7811
5951,2020-12-09,Riverside,2468145,3255,124788,36,2178,19383,1316016,3938,139012,2756,110376,29,1543,12328,1045079
5952,2020-12-09,Sacramento,1567975,1078,50663,12,956,10046,843895,1140,54254,649,45284,10,659,8164,678414
5953,2020-12-09,San Benito,64022,53,2495,0,27,412,37264,60,2730,37,2217,1,19,150,30357
5954,2020-12-09,San Bernardino,2217398,4341,135500,45,2289,22417,1328290,4861,157784,3840,114516,4,1305,13486,1088776
5955,2020-12-09,San Diego,3370418,3402,110583,41,1591,26131,1744149,3365,99923,2104,97551,15,1103,16597,1565504
5956,2020-12-09,San Francisco,892280,310,19006,13,218,10566,1026960,335,24916,244,17628,1,163,4384,784870
5957,2020-12-09,San Joaquin,782545,886,34514,11,717,6212,438022,984,40027,314,30539,1,531,4193,320919
5958,2020-12-09,San Luis Obispo,278862,128,7955,3,81,2460,229162,175,8303,202,7105,2,47,741,148694
5959,2020-12-09,San Mateo,778001,430,18148,1,211,8450,603935,485,23900,117,16422,0,175,3928,418576
5960,2020-12-09,Santa Barbara,456373,184,13932,1,185,2731,286398,206,15185,114,12630,1,142,1378,211221
5961,2020-12-09,Santa Clara,1967585,1294,50202,16,929,22713,1702291,1685,55176,1603,42912,5,489,10391,1223121
5962,2020-12-09,Santa Cruz,273999,180,6350,1,98,2791,170854,190,6276,153,5527,2,47,1292,123894
5963,2020-12-09,Shasta,177925,109,7003,1,71,1278,100110,96,5215,159,6105,2,52,477,67208
5964,2020-12-09,Sierra,3115,1,23,0,0,13,1470,2,20,0,18,0,0,7,843
5965,2020-12-09,Siskiyou,43956,12,812,0,4,167,19754,17,871,9,713,0,2,144,16170
5966,2020-12-09,Solano,444255,417,13801,1,102,4412,299483,422,13966,193,11862,1,90,2025,224940
5967,2020-12-09,Sonoma,496668,265,15291,4,182,4087,344617,308,16480,393,13994,0,164,1912,271136
5968,2020-12-09,Stanislaus,562303,484,27706,5,447,3489,289214,566,30984,364,25157,2,463,3242,244444
5969,2020-12-09,Sutter,105747,97,4996,2,57,571,51014,138,5420,76,4418,0,24,460,39440
5970,2020-12-09,Tehama,65885,80,2359,0,16,390,32530,53,2245,45,2102,0,9,168,27002
5971,2020-12-09,Trinity,13354,3,227,0,3,137,5481,4,220,1,199,0,0,135,6947
5972,2020-12-09,Tulare,484423,597,26391,6,455,3338,277805,652,30627,517,24124,4,334,1739,212236
5973,2020-12-09,Tuolumne,52351,29,1681,0,28,996,49704,55,2012,55,1319,1,8,153,27344
