,date,county,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
13310,2020-08-10,Humboldt,134098,6,312,0,4,399,20910,2,305,-2,277,0,4,365,20193
13311,2020-08-10,Imperial,191649,40,10557,1,322,1019,67687,75,12385,155,8465,0,165,463,56474
13312,2020-08-10,Inyo,18453,5,122,0,10,62,3377,1,125,11,97,0,1,39,2597
13313,2020-08-10,Kern,927251,247,27135,3,382,2752,207507,321,30012,819,24499,0,215,3834,173938
13314,2020-08-10,Kings,156444,43,5243,1,73,804,52929,57,6090,142,4588,0,50,693,41622
13315,2020-08-10,Lake,64871,7,271,0,2,190,11227,11,312,14,239,0,2,146,10466
13316,2020-08-10,Lassen,30065,6,703,0,0,169,19033,10,879,-1,588,0,0,138,11169
13317,2020-08-10,Los Angeles,10257557,2121,218978,44,6274,46035,3498874,3098,276899,2225,211035,19,5003,83141,3211497
13318,2020-08-10,Madera,160089,59,3311,1,82,624,34418,65,3375,43,2365,0,22,791,29061
13319,2020-08-10,Marin,260800,43,5758,0,116,1121,90655,41,6214,38,5242,0,44,2771,74634
13320,2020-08-10,Mariposa,17795,2,68,0,2,15,4572,1,66,1,57,0,2,72,3324
13321,2020-08-10,Mendocino,88439,10,447,0,14,179,19488,9,506,81,364,0,1,367,18920
13322,2020-08-10,Merced,287420,103,6897,2,124,825,48058,96,7079,178,4913,0,51,1399,39581
13323,2020-08-10,Modoc,9475,0,6,0,0,50,1224,0,2,1,5,0,0,23,841
13324,2020-08-10,Mono,13961,1,162,0,2,70,3457,1,155,10,123,0,1,42,3450
13325,2020-08-10,Monterey,448732,124,6644,0,54,2446,86062,196,7128,159,5358,0,34,1499,67016
13326,2020-08-10,Napa,139652,19,1302,0,12,518,45555,16,1318,22,1084,0,8,607,38946
13327,2020-08-10,Nevada,98710,8,391,0,7,321,18499,8,346,24,356,0,1,461,16042
13328,2020-08-10,Orange,3228519,295,46502,8,1337,7701,570374,383,54824,1201,40445,-1,721,9703,494492
13330,2020-08-10,Placer,400434,28,2625,0,34,850,61993,42,2828,87,2298,1,21,1122,49773
13331,2020-08-10,Plumas,18997,0,38,0,0,20,2687,0,34,0,27,0,0,19,2351
13332,2020-08-10,Riverside,2468145,346,48945,4,1166,4226,491441,382,54396,1402,43296,2,830,5867,404401
13333,2020-08-10,Sacramento,1567975,280,15176,4,361,4104,266887,323,16518,758,12059,1,168,4635,218597
13334,2020-08-10,San Benito,64022,19,838,0,8,400,13617,24,961,56,743,0,2,263,13016
13335,2020-08-10,San Bernardino,2217398,476,44308,15,1062,6241,437639,679,53157,1275,37367,0,579,8126,369463
13336,2020-08-10,San Diego,3370418,288,35125,2,731,4717,530793,164,29788,228,32977,0,594,5202,385595
13337,2020-08-10,San Francisco,892280,115,8330,1,99,4781,341860,165,11855,-4,6816,0,66,6044,297041
13338,2020-08-10,San Joaquin,782545,201,16335,10,435,2860,165691,247,19945,375,13308,0,240,2526,126802
13339,2020-08-10,San Luis Obispo,278862,36,2449,0,31,947,71800,48,2649,84,2208,0,15,1123,51267
13340,2020-08-10,San Mateo,778001,109,7195,1,153,2508,194154,140,10764,128,6222,0,117,2681,145152
13341,2020-08-10,Santa Barbara,456373,87,7733,1,125,1390,108720,106,8295,200,6869,0,66,1375,85396
13342,2020-08-10,Santa Clara,1967585,273,15085,11,347,8246,507561,268,17607,737,12615,1,182,9120,399851
13343,2020-08-10,Santa Cruz,273999,24,1516,0,7,894,48948,26,1350,-7,1239,0,4,837,34246
13344,2020-08-10,Shasta,177925,4,550,1,22,381,29243,4,568,23,384,0,9,440,21750
13345,2020-08-10,Sierra,3115,0,6,0,0,4,521,0,4,0,3,0,0,5,454
13346,2020-08-10,Siskiyou,43956,1,112,0,0,196,8156,3,146,14,88,0,0,68,5648
13347,2020-08-10,Solano,444255,55,4854,0,67,1741,99154,77,4970,147,4101,0,31,1747,92204
13348,2020-08-10,Sonoma,496668,141,4537,4,72,1970,122622,141,4953,109,3640,1,42,1903,99761
13349,2020-08-10,Stanislaus,562303,209,13426,2,248,1577,108955,222,15600,591,10855,0,106,2211,91684
13350,2020-08-10,Sutter,105747,34,1071,1,10,521,15903,37,1147,8,865,0,7,340,13496
13351,2020-08-10,Tehama,65885,10,329,0,1,236,11013,10,343,17,282,0,1,232,9096
13352,2020-08-10,Trinity,13354,0,6,0,0,13,1747,1,5,0,5,0,0,10,1626
13353,2020-08-10,Tulare,484423,192,12545,3,253,2242,104784,232,14883,120,10750,0,194,1616,81236
13354,2020-08-10,Tuolumne,52351,2,162,0,2,133,15007,1,226,0,143,0,1,140,12301
13356,2020-08-10,Ventura,852747,146,9691,1,142,3239,186086,260,11535,218,8851,0,85,2770,187530
13357,2020-08-10,Yolo,223612,32,2128,1,54,368,42068,28,2297,75,1840,1,45,777,34416
13358,2020-08-10,Yuba,79290,20,648,0,5,196,11073,24,776,85,527,0,1,236,9728
13359,2020-08-09,Alameda,1685886,109,15472,5,300,1458,343409,86,18114,154,13241,-1,203,4873,285402
13360,2020-08-09,Alpine,1117,0,2,0,0,1,448,0,2,0,2,0,0,12,234
13361,2020-08-09,Amador,38531,0,245,0,16,19,9953,0,263,14,153,0,2,81,4679
13362,2020-08-09,Butte,217769,17,1366,0,27,242,28686,10,1066,15,1155,0,15,517,25924
13363,2020-08-09,Calaveras,44289,1,169,0,5,18,7211,3,234,0,122,0,1,67,5425
13365,2020-08-09,Colusa,22593,1,412,0,6,16,3806,0,392,3,371,0,4,42,3200
13366,2020-08-09,Contra Costa,1160099,109,12008,1,209,1080,232841,89,12609,110,9214,1,130,5370,186854
13367,2020-08-09,Del Norte,27558,1,99,0,1,11,8635,0,120,0,69,0,0,243,7046
13368,2020-08-09,El Dorado,193098,7,868,0,3,99,29167,1,780,14,748,0,2,450,24945
13369,2020-08-09,Fresno,1032227,131,23853,1,429,759,190257,108,24762,308,17846,0,183,3198,164117
13370,2020-08-09,Glenn,29348,0,410,0,3,22,3745,0,359,10,354,0,1,89,3313
13371,2020-08-09,Humboldt,134098,4,306,0,4,68,20511,6,303,2,279,0,4,301,19828
13372,2020-08-09,Imperial,191649,15,10517,1,321,76,66668,14,12310,97,8310,0,165,288,56011
13373,2020-08-09,Inyo,18453,4,117,0,10,15,3315,3,124,0,86,0,1,26,2558
13374,2020-08-09,Kern,927251,114,26888,9,379,537,204755,109,29691,877,23680,0,215,3206,170104
13375,2020-08-09,Kings,156444,14,5200,0,72,90,52125,10,6033,79,4446,1,50,476,40929
13376,2020-08-09,Lake,64871,2,264,0,2,34,11037,0,301,4,225,0,2,110,10320
13377,2020-08-09,Lassen,30065,0,697,0,0,6,18864,0,869,0,589,0,0,139,11031
13378,2020-08-09,Los Angeles,10257557,679,216857,16,6230,12227,3452839,855,273801,1839,208810,10,4984,90883,3128356
13379,2020-08-09,Madera,160089,31,3252,1,81,96,33794,16,3310,47,2322,0,22,641,28270
13380,2020-08-09,Marin,260800,19,5715,2,116,260,89534,8,6173,86,5204,0,44,2367,71863
13381,2020-08-09,Mariposa,17795,1,66,0,2,3,4557,2,65,1,56,0,2,64,3252
13382,2020-08-09,Mendocino,88439,2,437,0,14,131,19309,0,497,19,283,0,1,296,18553
13383,2020-08-09,Merced,287420,40,6794,2,122,142,47233,21,6983,165,4735,0,51,1055,38182
13384,2020-08-09,Modoc,9475,0,6,0,0,0,1174,0,2,0,4,0,0,15,818
13385,2020-08-09,Mono,13961,0,161,0,2,1,3387,0,154,0,113,0,1,41,3408
13386,2020-08-09,Monterey,448732,57,6520,0,54,362,83616,33,6932,98,5199,1,34,818,65517
13387,2020-08-09,Napa,139652,8,1283,0,12,103,45037,3,1302,0,1062,0,8,464,38339
13388,2020-08-09,Nevada,98710,2,383,0,7,28,18178,1,338,7,332,0,1,283,15581
13389,2020-08-09,Orange,3228519,123,46207,2,1329,2921,562673,140,54441,556,39244,4,722,8489,484789
13391,2020-08-09,Placer,400434,18,2597,2,34,286,61143,7,2786,58,2211,0,20,841,48651
13392,2020-08-09,Plumas,18997,0,38,0,0,2,2667,0,34,0,27,0,0,15,2332
13393,2020-08-09,Riverside,2468145,206,48599,7,1162,1615,487215,188,54014,482,41894,5,828,3897,398534
13394,2020-08-09,Sacramento,1567975,132,14896,4,357,1326,262783,126,16195,157,11301,1,167,3612,213962
13395,2020-08-09,San Benito,64022,8,819,0,8,55,13217,4,937,3,687,0,2,156,12753
13396,2020-08-09,San Bernardino,2217398,196,43832,8,1047,1107,431398,142,52478,401,36092,48,579,5883,361337
13397,2020-08-09,San Diego,3370418,190,34837,4,729,2014,526076,66,29624,417,32749,1,594,3634,380393
13398,2020-08-09,San Francisco,892280,65,8215,0,98,2195,337079,107,11690,0,6820,0,66,4076,290997
13399,2020-08-09,San Joaquin,782545,80,16134,4,425,437,162831,51,19698,374,12933,0,240,1802,124276
13400,2020-08-09,San Luis Obispo,278862,23,2413,1,31,217,70853,19,2601,43,2124,0,15,864,50144
13401,2020-08-09,San Mateo,778001,50,7086,0,152,872,191646,79,10624,73,6094,0,117,2052,142471
13402,2020-08-09,Santa Barbara,456373,38,7646,0,124,526,107330,29,8189,71,6669,0,66,969,84021
13403,2020-08-09,Santa Clara,1967585,153,14812,2,336,2042,499315,120,17339,263,11878,0,181,7435,390731
13404,2020-08-09,Santa Cruz,273999,14,1492,0,7,392,48054,8,1324,-1,1246,0,4,456,33409
13405,2020-08-09,Shasta,177925,2,546,0,21,58,28862,1,564,18,361,0,9,286,21310
13406,2020-08-09,Sierra,3115,0,6,0,0,1,517,0,4,0,3,0,0,6,449
13407,2020-08-09,Siskiyou,43956,0,111,0,0,8,7960,0,143,1,74,0,0,66,5580
13408,2020-08-09,Solano,444255,20,4799,1,67,358,97413,12,4893,65,3954,0,31,1365,90457
13409,2020-08-09,Sonoma,496668,31,4396,0,68,419,120652,13,4812,132,3531,0,41,1356,97858
13410,2020-08-09,Stanislaus,562303,75,13217,1,246,291,107378,41,15378,301,10264,1,106,1607,89473
13411,2020-08-09,Sutter,105747,10,1037,0,9,93,15382,11,1110,27,857,0,7,214,13156
13412,2020-08-09,Tehama,65885,2,319,0,1,37,10777,2,333,14,265,0,1,163,8864
13413,2020-08-09,Trinity,13354,0,6,0,0,2,1734,0,4,0,5,0,0,7,1616
13414,2020-08-09,Tulare,484423,75,12353,1,250,410,102542,47,14651,125,10630,2,194,1298,79620
13415,2020-08-09,Tuolumne,52351,0,160,0,2,27,14874,0,225,0,143,0,1,105,12161
13417,2020-08-09,Ventura,852747,51,9545,1,141,726,182847,45,11275,171,8633,0,85,1654,184760
13418,2020-08-09,Yolo,223612,12,2096,0,53,117,41700,10,2269,40,1765,0,44,594,33639
13419,2020-08-09,Yuba,79290,9,628,0,5,83,10877,12,752,12,442,0,1,160,9492
13420,2020-08-08,Alameda,1685886,108,15363,6,295,2579,341951,94,18028,282,13087,0,204,4333,280529
13421,2020-08-08,Alpine,1117,0,2,0,0,0,447,0,2,0,2,0,0,0,222
13422,2020-08-08,Amador,38531,2,245,0,16,42,9934,3,263,14,139,0,2,51,4598
13423,2020-08-08,Butte,217769,18,1349,0,27,257,28444,11,1056,48,1140,2,15,325,25407
13424,2020-08-08,Calaveras,44289,0,168,0,5,64,7193,2,231,3,122,0,1,44,5358
13426,2020-08-08,Colusa,22593,1,411,0,6,7,3790,0,392,10,368,0,4,27,3158
13427,2020-08-08,Contra Costa,1160099,149,11899,1,208,1701,231761,116,12520,294,9104,3,129,3150,181484
13428,2020-08-08,Del Norte,27558,0,98,0,1,25,8624,0,120,0,69,0,0,201,6803
13429,2020-08-08,El Dorado,193098,5,861,0,3,158,29068,9,779,10,734,0,2,217,24495
13430,2020-08-08,Fresno,1032227,155,23722,3,428,1252,189498,127,24654,248,17538,12,183,2590,160919
13431,2020-08-08,Glenn,29348,1,410,0,3,74,3723,4,359,5,344,0,1,28,3224
13432,2020-08-08,Humboldt,134098,3,302,0,4,54,20443,0,297,3,277,0,4,129,19527
13433,2020-08-08,Imperial,191649,26,10502,1,320,98,66592,12,12296,128,8213,1,165,239,55723
13434,2020-08-08,Inyo,18453,1,113,0,10,40,3300,1,121,5,86,0,1,30,2532
13435,2020-08-08,Kern,927251,123,26774,2,370,893,204218,167,29582,660,22803,9,215,2706,166898
13436,2020-08-08,Kings,156444,17,5186,0,72,115,52035,12,6023,52,4367,1,49,823,40453
13437,2020-08-08,Lake,64871,2,262,0,2,42,11003,3,301,6,221,1,2,129,10210
13438,2020-08-08,Lassen,30065,1,697,0,0,17,18858,0,869,1,589,0,0,65,10892
13439,2020-08-08,Los Angeles,10257557,1341,216178,19,6214,26691,3440612,1997,272946,2565,206971,50,4974,53362,3037473
13440,2020-08-08,Madera,160089,32,3221,0,80,332,33698,39,3294,30,2275,2,22,484,27629
13441,2020-08-08,Marin,260800,29,5696,1,114,496,89274,29,6165,24,5118,1,44,1470,69496
13442,2020-08-08,Mariposa,17795,0,65,0,2,21,4554,0,63,2,55,0,2,49,3188
13443,2020-08-08,Mendocino,88439,14,435,0,14,232,19178,13,497,2,264,0,1,226,18257
13444,2020-08-08,Merced,287420,42,6754,1,120,201,47091,33,6962,212,4570,21,51,457,37127
13445,2020-08-08,Modoc,9475,0,6,0,0,0,1174,0,2,0,4,0,0,15,803
13446,2020-08-08,Mono,13961,0,161,0,2,1,3386,0,154,1,113,0,1,63,3367
13447,2020-08-08,Monterey,448732,75,6463,0,54,521,83254,46,6899,60,5101,0,33,713,64699
13448,2020-08-08,Napa,139652,5,1275,0,12,275,44934,3,1299,7,1062,0,8,262,37875
13449,2020-08-08,Nevada,98710,3,381,0,7,52,18150,2,337,1,325,0,1,97,15298
13450,2020-08-08,Orange,3228519,212,46084,5,1327,3177,559752,225,54301,229,38688,17,718,6659,476300
13452,2020-08-08,Placer,400434,17,2579,0,32,266,60857,19,2779,75,2153,0,20,677,47810
13453,2020-08-08,Plumas,18997,0,38,0,0,4,2665,1,34,2,27,0,0,12,2317
13454,2020-08-08,Riverside,2468145,266,48393,5,1155,2675,485600,284,53826,510,41412,13,823,3660,394637
13455,2020-08-08,Sacramento,1567975,145,14764,4,353,1404,261457,121,16069,346,11144,6,166,3022,210350
13456,2020-08-08,San Benito,64022,6,811,0,8,42,13162,4,933,37,684,0,2,110,12597
13457,2020-08-08,San Bernardino,2217398,239,43636,7,1039,1877,430291,230,52336,491,35691,7,531,4655,355454
13458,2020-08-08,San Diego,3370418,185,34647,3,725,3341,524062,162,29558,551,32332,7,593,3636,376759
13459,2020-08-08,San Francisco,892280,78,8150,0,98,2438,334884,95,11583,55,6820,0,66,4139,286921
13460,2020-08-08,San Joaquin,782545,79,16054,2,421,737,162394,93,19647,167,12559,17,240,1411,122474
13461,2020-08-08,San Luis Obispo,278862,31,2390,0,30,282,70636,29,2582,31,2081,1,15,688,49280
13462,2020-08-08,San Mateo,778001,48,7036,0,152,1212,190774,80,10545,73,6021,0,117,2279,140419
13463,2020-08-08,Santa Barbara,456373,51,7608,0,124,635,106804,52,8160,89,6598,0,66,928,83052
13464,2020-08-08,Santa Clara,1967585,201,14659,7,334,3846,497273,244,17219,206,11615,1,181,5987,383296
13465,2020-08-08,Santa Cruz,273999,18,1478,0,7,514,47662,18,1316,13,1247,-1,4,295,32953
13466,2020-08-08,Shasta,177925,5,544,0,21,72,28804,1,563,1,343,0,9,123,21024
13467,2020-08-08,Sierra,3115,0,6,0,0,0,516,0,4,0,3,0,0,2,443
13468,2020-08-08,Siskiyou,43956,3,111,0,0,9,7952,0,143,0,73,0,0,27,5514
13469,2020-08-08,Solano,444255,33,4779,1,66,388,97055,28,4881,45,3889,0,31,925,89092
13470,2020-08-08,Sonoma,496668,65,4365,0,68,573,120233,49,4799,70,3399,7,41,895,96502
13471,2020-08-08,Stanislaus,562303,120,13142,5,245,452,107087,89,15337,298,9963,7,105,957,87866
13472,2020-08-08,Sutter,105747,4,1027,0,9,100,15289,6,1099,23,830,1,7,113,12942
13473,2020-08-08,Tehama,65885,4,317,0,1,47,10740,4,331,5,251,0,1,74,8701
13474,2020-08-08,Trinity,13354,1,6,0,0,1,1732,0,4,0,5,0,0,33,1609
13475,2020-08-08,Tulare,484423,77,12278,2,249,408,102132,74,14604,213,10505,-3,192,992,78322
13476,2020-08-08,Tuolumne,52351,1,160,0,2,37,14847,2,225,7,143,0,1,76,12056
13478,2020-08-08,Ventura,852747,64,9494,2,140,1066,182121,51,11230,106,8462,1,85,1985,183106
13479,2020-08-08,Yolo,223612,25,2084,0,53,219,41583,8,2259,36,1725,7,44,393,33045
13480,2020-08-08,Yuba,79290,5,619,0,5,123,10794,6,740,17,430,0,1,110,9332
13481,2020-08-07,Alameda,1685886,228,15255,2,289,5007,339372,276,17934,331,12805,4,204,2728,276196
13482,2020-08-07,Alpine,1117,0,2,0,0,0,447,0,2,0,2,0,0,0,222
13483,2020-08-07,Amador,38531,14,243,1,16,461,9892,16,260,0,125,2,2,51,4547
13484,2020-08-07,Butte,217769,16,1331,0,27,540,28187,23,1045,32,1092,0,13,256,25082
13485,2020-08-07,Calaveras,44289,2,168,0,5,102,7129,7,229,2,119,0,1,49,5314
13487,2020-08-07,Colusa,22593,3,410,0,6,44,3783,7,392,0,358,1,4,81,3131
13488,2020-08-07,Contra Costa,1160099,194,11750,0,207,3434,230060,194,12404,227,8810,2,126,1377,178334
13489,2020-08-07,Del Norte,27558,0,98,0,1,59,8599,0,120,0,69,0,0,342,6602
13490,2020-08-07,El Dorado,193098,11,856,0,3,315,28910,9,770,21,724,1,2,153,24278
13491,2020-08-07,Fresno,1032227,288,23567,3,425,3397,188246,385,24527,259,17290,10,171,2707,158329
13492,2020-08-07,Glenn,29348,5,409,0,3,87,3649,6,355,7,339,0,1,32,3196
13493,2020-08-07,Humboldt,134098,4,299,0,4,413,20389,3,297,8,274,0,4,190,19398
13494,2020-08-07,Imperial,191649,43,10476,0,319,553,66494,88,12284,21,8085,1,164,305,55484
13495,2020-08-07,Inyo,18453,8,112,0,10,103,3260,12,120,-2,81,0,1,22,2502
13496,2020-08-07,Kern,927251,234,26651,2,368,2296,203325,323,29415,300,22143,9,206,3234,164192
13497,2020-08-07,Kings,156444,60,5169,0,72,1326,51920,90,6011,51,4315,1,48,474,39630
13498,2020-08-07,Lake,64871,3,260,0,2,169,10961,4,298,6,215,0,1,89,10081
13499,2020-08-07,Lassen,30065,2,696,0,0,91,18841,3,869,0,588,0,0,55,10827
13500,2020-08-07,Los Angeles,10257557,1953,214837,33,6195,45416,3413921,3014,270949,3034,204406,50,4924,47343,2984111
13501,2020-08-07,Madera,160089,48,3189,1,80,827,33366,81,3255,5,2245,1,20,397,27145
13502,2020-08-07,Marin,260800,32,5667,1,113,1157,88778,25,6136,36,5094,0,43,1154,68026
13503,2020-08-07,Mariposa,17795,1,65,0,2,55,4533,0,63,1,53,0,2,37,3139
13504,2020-08-07,Mendocino,88439,13,421,0,14,301,18946,13,484,2,262,0,1,131,18031
13505,2020-08-07,Merced,287420,102,6712,0,119,952,46890,139,6929,123,4358,0,30,468,36670
13506,2020-08-07,Modoc,9475,0,6,0,0,8,1174,0,2,0,4,0,0,9,788
13507,2020-08-07,Mono,13961,1,161,0,2,64,3385,0,154,1,112,0,1,45,3304
13508,2020-08-07,Monterey,448732,109,6388,2,54,1496,82733,140,6853,40,5041,0,33,647,63986
13509,2020-08-07,Napa,139652,14,1270,0,12,664,44659,17,1296,23,1055,0,8,234,37613
13510,2020-08-07,Nevada,98710,5,378,0,7,284,18098,11,335,3,324,0,1,134,15201
13511,2020-08-07,Orange,3228519,292,45872,7,1322,6658,556575,445,54076,60,38459,7,701,5970,469641
13513,2020-08-07,Placer,400434,26,2562,0,32,804,60591,35,2760,33,2078,0,20,371,47133
13514,2020-08-07,Plumas,18997,1,38,0,0,8,2661,1,33,0,25,0,0,14,2305
13515,2020-08-07,Riverside,2468145,395,48127,11,1150,4931,482925,517,53542,633,40902,29,810,3935,390977
13516,2020-08-07,Sacramento,1567975,231,14619,7,349,4023,260053,245,15948,250,10798,7,160,1815,207328
13517,2020-08-07,San Benito,64022,8,805,1,8,112,13120,13,929,21,647,0,2,89,12487
13518,2020-08-07,San Bernardino,2217398,410,43397,13,1032,6552,428414,628,52106,381,35200,8,524,4660,350799
13519,2020-08-07,San Diego,3370418,266,34462,5,722,4496,520721,239,29396,652,31781,3,586,1756,373123
13520,2020-08-07,San Francisco,892280,93,8072,1,98,4828,332446,219,11488,28,6765,6,66,3612,282782
13521,2020-08-07,San Joaquin,782545,157,15975,4,419,2018,161657,172,19554,123,12392,20,223,1012,121063
13522,2020-08-07,San Luis Obispo,278862,24,2359,0,30,1303,70354,38,2553,50,2050,1,14,615,48592
13523,2020-08-07,San Mateo,778001,109,6988,3,152,2713,189562,170,10465,63,5948,0,117,1613,138140
13524,2020-08-07,Santa Barbara,456373,60,7557,1,124,1541,106169,99,8108,-111,6509,1,66,917,82124
13525,2020-08-07,Santa Clara,1967585,230,14458,0,327,7986,493427,281,16975,129,11409,2,180,4447,377309
13526,2020-08-07,Santa Cruz,273999,21,1460,0,7,756,47148,18,1298,19,1234,1,5,289,32658
13527,2020-08-07,Shasta,177925,8,539,0,21,433,28732,12,562,-1,342,0,9,183,20901
13528,2020-08-07,Sierra,3115,0,6,0,0,2,516,1,4,0,3,0,0,2,441
13529,2020-08-07,Siskiyou,43956,0,108,0,0,52,7943,2,143,0,73,0,0,22,5487
13530,2020-08-07,Solano,444255,43,4746,1,65,1441,96667,41,4853,60,3844,2,31,5489,88167
13531,2020-08-07,Sonoma,496668,63,4300,1,68,1596,119660,81,4750,70,3329,1,34,665,95607
13532,2020-08-07,Stanislaus,562303,149,13022,4,240,1357,106635,195,15248,99,9665,0,98,795,86909
13533,2020-08-07,Sutter,105747,31,1023,1,9,244,15189,31,1093,10,807,0,6,117,12829
13534,2020-08-07,Tehama,65885,2,313,0,1,160,10693,4,327,4,246,0,1,68,8627
13535,2020-08-07,Trinity,13354,0,5,0,0,95,1731,0,4,0,5,0,0,17,1576
13536,2020-08-07,Tulare,484423,159,12201,1,247,1203,101724,205,14530,123,10292,0,195,978,77330
13537,2020-08-07,Tuolumne,52351,1,159,0,2,194,14810,1,223,0,136,0,1,41,11980
13539,2020-08-07,Ventura,852747,110,9430,0,138,2685,181055,170,11179,111,8356,4,84,3241,181121
13540,2020-08-07,Yolo,223612,24,2059,0,53,447,41364,16,2251,27,1689,1,37,362,32652
13541,2020-08-07,Yuba,79290,9,614,0,5,154,10671,9,734,6,413,0,1,164,9222
13542,2020-08-06,Alameda,1685886,234,15027,4,287,6011,334365,269,17658,334,12474,7,200,2654,273468
13543,2020-08-06,Alpine,1117,0,2,0,0,2,447,0,2,0,2,0,0,0,222
13544,2020-08-06,Amador,38531,10,229,1,15,427,9431,12,244,2,125,0,0,54,4496
13545,2020-08-06,Butte,217769,32,1315,0,27,780,27647,29,1022,22,1060,0,13,240,24826
13546,2020-08-06,Calaveras,44289,3,166,0,5,81,7027,5,222,1,117,0,1,50,5265
13548,2020-08-06,Colusa,22593,4,407,0,6,49,3739,4,385,4,358,0,3,83,3050
13549,2020-08-06,Contra Costa,1160099,163,11556,0,207,4009,226626,225,12210,221,8583,2,124,1303,176957
13550,2020-08-06,Del Norte,27558,1,98,0,1,59,8540,1,120,0,69,0,0,317,6260
13551,2020-08-06,El Dorado,193098,8,845,0,3,404,28595,12,761,11,703,0,1,154,24125
13552,2020-08-06,Fresno,1032227,230,23279,2,422,2902,184849,332,24142,406,17031,2,161,2653,155622
13553,2020-08-06,Glenn,29348,3,404,0,3,95,3562,6,349,2,332,0,1,30,3164
13554,2020-08-06,Humboldt,134098,2,295,0,4,369,19976,6,294,17,266,0,4,184,19208
13555,2020-08-06,Imperial,191649,32,10433,0,319,405,65941,67,12196,28,8064,0,163,296,55179
13556,2020-08-06,Inyo,18453,2,104,0,10,53,3157,5,108,21,83,0,1,16,2480
13557,2020-08-06,Kern,927251,185,26417,4,366,2268,201029,260,29092,303,21843,3,197,2819,160958
13558,2020-08-06,Kings,156444,45,5109,0,72,828,50594,49,5921,72,4264,0,47,437,39156
13559,2020-08-06,Lake,64871,7,257,0,2,115,10792,10,294,0,209,0,1,94,9992
13560,2020-08-06,Lassen,30065,47,694,0,0,864,18750,51,866,31,588,0,0,54,10772
13561,2020-08-06,Los Angeles,10257557,1903,212884,37,6162,47701,3368505,2846,267935,3017,201372,42,4874,39013,2936768
13562,2020-08-06,Madera,160089,42,3141,0,79,404,32539,53,3174,68,2240,0,19,380,26748
13563,2020-08-06,Marin,260800,32,5635,0,112,1159,87621,31,6111,22,5058,0,43,1189,66872
13564,2020-08-06,Mariposa,17795,0,64,0,2,28,4478,1,63,0,52,0,2,35,3102
13565,2020-08-06,Mendocino,88439,11,408,1,14,400,18645,23,471,12,260,0,1,144,17900
13566,2020-08-06,Merced,287420,137,6610,3,119,912,45938,122,6790,116,4235,0,30,437,36202
13567,2020-08-06,Modoc,9475,0,6,0,0,76,1166,0,2,1,4,0,0,8,779
13568,2020-08-06,Mono,13961,0,160,0,2,30,3321,0,154,7,111,0,1,45,3259
13569,2020-08-06,Monterey,448732,115,6279,1,52,2104,81237,160,6713,65,5001,1,33,582,63339
13570,2020-08-06,Napa,139652,12,1256,0,12,742,43995,13,1279,12,1032,0,8,223,37379
13571,2020-08-06,Nevada,98710,9,373,1,7,341,17814,13,324,-6,321,-1,1,129,15067
13572,2020-08-06,Orange,3228519,310,45580,6,1315,7020,549917,480,53631,492,38399,31,694,5530,463671
13574,2020-08-06,Placer,400434,42,2536,0,32,868,59787,36,2725,56,2045,2,20,390,46762
13575,2020-08-06,Plumas,18997,1,37,0,0,33,2653,2,32,0,25,0,0,9,2291
13576,2020-08-06,Riverside,2468145,393,47732,6,1139,5528,477994,527,53025,815,40269,20,781,3626,387042
13577,2020-08-06,Sacramento,1567975,223,14388,6,342,5237,256030,254,15703,287,10548,2,153,1830,205513
13578,2020-08-06,San Benito,64022,9,797,0,7,173,13008,10,916,13,626,0,2,79,12398
13579,2020-08-06,San Bernardino,2217398,463,42987,4,1019,6234,421862,663,51478,377,34819,12,516,4369,346139
13580,2020-08-06,San Diego,3370418,224,34196,3,717,5582,516225,249,29157,263,31129,5,583,1628,371367
13581,2020-08-06,San Francisco,892280,93,7979,0,97,4951,327618,184,11269,36,6737,0,60,3433,279170
13582,2020-08-06,San Joaquin,782545,160,15818,3,415,1966,159639,227,19382,121,12269,4,203,987,120051
13583,2020-08-06,San Luis Obispo,278862,23,2335,0,30,1201,69051,33,2515,72,2000,0,13,556,47977
13584,2020-08-06,San Mateo,778001,102,6879,0,149,2740,186849,155,10295,190,5885,1,117,1614,136527
13585,2020-08-06,Santa Barbara,456373,61,7497,1,123,1069,104628,66,8009,23,6620,2,65,794,81207
13586,2020-08-06,Santa Clara,1967585,234,14228,2,327,8566,485441,279,16694,206,11280,2,178,3938,372862
13587,2020-08-06,Santa Cruz,273999,22,1439,0,7,681,46392,20,1280,23,1215,0,4,290,32369
13588,2020-08-06,Shasta,177925,6,531,0,21,496,28299,10,550,5,343,0,9,177,20718
13589,2020-08-06,Sierra,3115,0,6,0,0,3,514,0,3,0,3,0,0,2,439
13590,2020-08-06,Siskiyou,43956,4,108,0,0,113,7891,10,141,1,73,0,0,23,5465
13591,2020-08-06,Solano,444255,51,4703,1,64,1533,95226,58,4812,34,3784,0,29,5634,82678
13592,2020-08-06,Sonoma,496668,81,4237,2,67,1997,118064,110,4669,86,3259,0,33,665,94942
13593,2020-08-06,Stanislaus,562303,158,12873,5,236,1568,105278,222,15053,158,9566,1,98,736,86114
