date,county,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests
2020-05-01,Nevada,98710,0,0,97,0,0,0,0
2020-05-01,Orange,3228519,214,23,2731,154,69,5,0
2020-05-01,Placer,400434,1,0,172,4,1,0,0
2020-05-01,Plumas,18997,0,0,16,0,0,0,0
2020-05-01,Riverside,2468145,100,2,2775,121,73,8,0
2020-05-01,Sacramento,1567975,6,0,771,14,10,0,0
2020-05-01,San Benito,64022,0,0,9,0,1,0,0
2020-05-01,San Bernardino,2217398,201,4,1718,225,64,2,0
2020-05-01,San Diego,3370418,171,9,1838,162,147,10,0
2020-05-01,San Francisco,892280,35,1,1208,31,34,3,0
2020-05-01,San Joaquin,782545,7,0,428,14,6,0,0
2020-05-01,San Luis Obispo,278862,3,0,296,9,4,0,0
2020-05-01,San Mateo,778001,36,1,627,51,28,0,0
2020-05-01,Santa Barbara,456373,16,0,339,24,9,0,0
2020-05-01,Santa Clara,1967585,33,2,2146,50,4,1,0
2020-05-01,Santa Cruz,273999,1,0,194,2,1,0,0
2020-05-01,Shasta,177925,1,0,187,0,0,0,0
2020-05-01,Sierra,3115,0,0,2,0,0,0,0
2020-05-01,Siskiyou,43956,0,0,10,0,0,0,0
2020-05-01,Solano,444255,10,0,257,4,4,0,0
2020-05-01,Sonoma,496668,9,0,409,7,9,0,0
2020-05-01,Stanislaus,562303,7,0,313,11,6,1,0
2020-05-01,Sutter,105747,0,0,30,0,0,0,0
2020-05-01,Tehama,65885,1,0,19,0,0,0,0
2020-05-01,Trinity,13354,0,0,1,0,0,0,0
2020-05-01,Tulare,484423,64,2,410,47,48,1,0
2020-05-01,Tuolumne,52351,0,0,22,0,0,0,0
2020-05-01,Ventura,852747,27,0,785,23,9,0,0
2020-05-01,Yolo,223612,1,0,123,7,1,2,0
2020-05-01,Yuba,79290,0,0,25,0,1,0,0
2020-04-30,Alameda,1685886,60,1,1227,58,35,0,0
2020-04-30,Alpine,1117,0,0,0,0,0,0,0
2020-04-30,Amador,38531,0,0,18,0,0,0,0
2020-04-30,Butte,217769,0,0,70,0,0,0,0
2020-04-30,Calaveras,44289,0,0,12,0,0,0,0
2020-04-30,Colusa,22593,0,0,5,0,0,0,0
2020-04-30,Contra Costa,1160099,20,0,805,32,15,0,0
2020-04-30,Del Norte,27558,0,0,17,0,0,0,0
2020-04-30,El Dorado,193098,2,0,75,2,0,0,0
2020-04-30,Fresno,1032227,46,0,366,64,18,0,0
2020-04-30,Glenn,29348,0,0,5,0,0,0,0
2020-04-30,Humboldt,134098,0,0,128,0,1,0,0
2020-04-30,Imperial,191649,28,0,125,24,22,0,0
2020-04-30,Inyo,18453,0,0,6,0,0,0,0
2020-04-30,Kern,927251,43,2,305,40,31,2,0
2020-04-30,Kings,156444,19,0,144,27,7,0,0
2020-04-30,Lake,64871,0,0,17,0,0,0,0
2020-04-30,Lassen,30065,0,0,2,0,0,0,0
2020-04-30,Los Angeles,10257557,974,55,21976,1241,724,56,0
2020-04-30,Madera,160089,1,0,32,0,1,0,0
2020-04-30,Marin,260800,3,0,185,3,6,0,0
2020-04-30,Mariposa,17795,0,0,40,0,2,0,0
2020-04-30,Mendocino,88439,0,0,50,0,0,0,0
2020-04-30,Merced,287420,6,0,140,6,6,0,0
2020-04-30,Modoc,9475,0,0,0,0,0,0,0
2020-04-30,Mono,13961,0,0,6,0,0,0,0
2020-04-30,Monterey,448732,8,0,92,2,9,0,0
2020-04-30,Napa,139652,2,0,106,0,1,0,0
2020-04-30,Nevada,98710,0,0,28,0,0,0,0
2020-04-30,Orange,3228519,130,3,1710,166,170,3,0
2020-04-30,Placer,400434,2,0,146,3,3,0,0
2020-04-30,Plumas,18997,0,0,4,0,0,0,0
2020-04-30,Riverside,2468145,76,5,2178,135,120,8,0
2020-04-30,Sacramento,1567975,22,3,891,35,16,2,0
2020-04-30,San Benito,64022,0,0,16,0,0,0,0
2020-04-30,San Bernardino,2217398,86,3,1461,105,45,5,0
2020-04-30,San Diego,3370418,139,10,1698,154,132,4,0
2020-04-30,San Francisco,892280,29,0,1025,37,29,3,0
2020-04-30,San Joaquin,782545,8,0,388,13,8,0,0
2020-04-30,San Luis Obispo,278862,2,0,352,3,1,0,0
2020-04-30,San Mateo,778001,26,0,676,49,24,2,0
2020-04-30,Santa Barbara,456373,13,0,327,15,13,0,0
2020-04-30,Santa Clara,1967585,17,1,1371,35,25,3,0
2020-04-30,Santa Cruz,273999,1,0,137,0,2,0,0
2020-04-30,Shasta,177925,0,0,135,0,0,0,0
2020-04-30,Sierra,3115,0,0,0,0,0,0,0
2020-04-30,Siskiyou,43956,0,0,11,0,0,0,0
2020-04-30,Solano,444255,23,2,279,20,10,1,0
2020-04-30,Sonoma,496668,8,0,470,4,3,1,0
2020-04-30,Stanislaus,562303,13,1,295,20,4,2,0
2020-04-30,Sutter,105747,0,0,22,0,0,0,0
2020-04-30,Tehama,65885,0,0,14,0,0,0,0
2020-04-30,Trinity,13354,0,0,4,0,0,0,0
2020-04-30,Tulare,484423,70,5,425,67,22,1,0
2020-04-30,Tuolumne,52351,0,0,20,0,-1,0,0
2020-04-30,Ventura,852747,22,0,627,16,17,0,0
2020-04-30,Yolo,223612,3,0,115,7,3,5,0
2020-04-30,Yuba,79290,0,0,24,1,0,0,0
2020-04-29,Alameda,1685886,58,2,1178,58,39,5,0
2020-04-29,Alpine,1117,0,0,1,0,0,0,0
2020-04-29,Amador,38531,0,0,14,0,0,0,0
2020-04-29,Butte,217769,0,0,48,0,0,0,0
2020-04-29,Calaveras,44289,0,0,14,0,0,0,0
2020-04-29,Colusa,22593,0,0,5,0,0,0,0
2020-04-29,Contra Costa,1160099,7,1,644,17,19,0,0
2020-04-29,Del Norte,27558,0,0,12,0,0,0,0
2020-04-29,El Dorado,193098,1,0,78,3,1,0,0
2020-04-29,Fresno,1032227,48,2,301,34,19,0,0
2020-04-29,Glenn,29348,2,0,3,0,0,0,0
2020-04-29,Humboldt,134098,0,0,133,0,0,0,0
2020-04-29,Imperial,191649,33,2,143,19,5,0,0
2020-04-29,Inyo,18453,0,0,8,0,0,0,0
2020-04-29,Kern,927251,41,2,321,37,28,1,0
2020-04-29,Kings,156444,13,0,114,21,23,0,0
2020-04-29,Lake,64871,0,0,24,1,0,0,0
2020-04-29,Lassen,30065,0,0,1,0,0,0,0
2020-04-29,Los Angeles,10257557,1065,54,15478,1300,1531,59,0
2020-04-29,Madera,160089,0,0,52,1,1,0,0
2020-04-29,Marin,260800,1,0,132,2,6,1,0
2020-04-29,Mariposa,17795,0,0,15,11,1,0,0
2020-04-29,Mendocino,88439,0,0,151,0,1,0,0
2020-04-29,Merced,287420,6,0,85,5,8,0,0
2020-04-29,Modoc,9475,0,0,7,0,0,0,0
2020-04-29,Mono,13961,0,0,10,0,0,0,0
2020-04-29,Monterey,448732,6,0,91,10,13,0,0
2020-04-29,Napa,139652,1,0,150,3,1,0,0
2020-04-29,Nevada,98710,0,0,38,0,0,0,0
2020-04-29,Orange,3228519,163,19,1887,150,97,1,0
2020-04-29,Placer,400434,10,0,230,12,2,0,0
2020-04-29,Plumas,18997,0,0,3,0,0,0,0
2020-04-29,Riverside,2468145,93,8,2820,144,196,3,0
2020-04-29,Sacramento,1567975,14,0,981,23,11,0,0
2020-04-29,San Benito,64022,1,0,14,0,2,0,0
2020-04-29,San Bernardino,2217398,77,9,1418,93,84,2,0
2020-04-29,San Diego,3370418,130,4,1681,136,118,2,0
2020-04-29,San Francisco,892280,35,1,1008,46,18,0,0
2020-04-29,San Joaquin,782545,6,0,408,13,8,0,0
2020-04-29,San Luis Obispo,278862,6,0,320,8,9,0,0
2020-04-29,San Mateo,778001,34,0,661,58,41,2,0
2020-04-29,Santa Barbara,456373,6,1,288,5,8,0,0
2020-04-29,Santa Clara,1967585,29,0,2288,85,17,2,0
2020-04-29,Santa Cruz,273999,0,0,134,0,1,0,0
2020-04-29,Shasta,177925,0,0,117,0,2,0,0
2020-04-29,Sierra,3115,0,0,1,0,0,0,0
2020-04-29,Siskiyou,43956,0,0,8,0,0,0,0
2020-04-29,Solano,444255,19,2,293,22,6,0,0
2020-04-29,Sonoma,496668,3,0,641,9,4,1,0
2020-04-29,Stanislaus,562303,16,1,298,18,44,0,0
2020-04-29,Sutter,105747,0,0,26,0,3,0,0
2020-04-29,Tehama,65885,0,0,7,0,0,0,0
2020-04-29,Trinity,13354,0,0,2,0,0,0,0
2020-04-29,Tulare,484423,95,10,313,57,36,0,0
2020-04-29,Tuolumne,52351,0,0,24,0,0,0,0
2020-04-29,Ventura,852747,17,2,474,22,13,1,0
2020-04-29,Yolo,223612,1,0,104,3,1,1,0
2020-04-29,Yuba,79290,0,0,39,1,0,0,0
2020-04-28,Alameda,1685886,63,1,1053,51,31,2,0
2020-04-28,Alpine,1117,0,0,0,0,0,0,0
2020-04-28,Amador,38531,0,0,15,0,0,0,0
2020-04-28,Butte,217769,1,0,65,0,0,0,0
2020-04-28,Calaveras,44289,0,0,19,0,0,0,0
2020-04-28,Colusa,22593,0,0,7,0,0,0,0
2020-04-28,Contra Costa,1160099,11,0,522,16,23,0,0
2020-04-28,Del Norte,27558,0,0,8,0,0,0,0
2020-04-28,El Dorado,193098,1,0,88,1,0,0,0
2020-04-28,Fresno,1032227,104,13,462,55,21,0,0
2020-04-28,Glenn,29348,0,0,8,0,0,0,0
2020-04-28,Humboldt,134098,0,0,155,1,1,0,0
2020-04-28,Imperial,191649,30,0,167,22,5,0,0
2020-04-28,Inyo,18453,0,0,7,0,0,0,0
2020-04-28,Kern,927251,38,2,281,29,17,1,0
2020-04-28,Kings,156444,22,0,172,47,9,0,0
2020-04-28,Lake,64871,1,0,24,0,0,0,0
2020-04-28,Lassen,30065,0,0,4,0,0,0,0
2020-04-28,Los Angeles,10257557,1014,55,15177,1312,573,53,0
2020-04-28,Madera,160089,2,0,43,1,2,0,0
2020-04-28,Marin,260800,5,0,190,5,1,0,0
2020-04-28,Mariposa,17795,1,0,5,0,0,0,0
2020-04-28,Mendocino,88439,0,0,38,0,0,0,0
2020-04-28,Merced,287420,3,0,98,6,0,0,0
2020-04-28,Modoc,9475,0,0,3,0,0,0,0
2020-04-28,Mono,13961,0,0,12,0,2,0,0
2020-04-28,Monterey,448732,7,0,103,7,6,1,0
2020-04-28,Napa,139652,3,0,127,6,3,0,0
2020-04-28,Nevada,98710,0,0,28,0,2,0,0
2020-04-28,Orange,3228519,170,6,1924,187,126,0,0
2020-04-28,Placer,400434,0,0,144,2,1,0,0
2020-04-28,Plumas,18997,0,0,40,0,0,0,0
2020-04-28,Riverside,2468145,125,15,2895,191,123,13,0
2020-04-28,Sacramento,1567975,15,3,815,17,9,0,0
2020-04-28,San Benito,64022,2,0,10,0,1,0,0
2020-04-28,San Bernardino,2217398,115,10,1373,139,149,7,0
2020-04-28,San Diego,3370418,125,6,1597,159,173,5,0
2020-04-28,San Francisco,892280,54,1,2448,76,18,0,0
2020-04-28,San Joaquin,782545,6,0,303,8,10,0,0
2020-04-28,San Luis Obispo,278862,7,0,198,8,6,0,0
2020-04-28,San Mateo,778001,23,1,741,45,37,2,0
2020-04-28,Santa Barbara,456373,13,0,422,11,3,0,0
2020-04-28,Santa Clara,1967585,18,0,1511,64,26,1,0
2020-04-28,Santa Cruz,273999,0,0,94,0,0,0,0
2020-04-28,Shasta,177925,0,0,46,0,0,0,0
2020-04-28,Sierra,3115,0,0,1,0,0,0,0
2020-04-28,Siskiyou,43956,0,0,12,0,0,0,0
2020-04-28,Solano,444255,0,0,237,4,24,0,0
2020-04-28,Sonoma,496668,9,0,423,10,6,0,0
2020-04-28,Stanislaus,562303,16,1,335,12,14,0,0
2020-04-28,Sutter,105747,1,0,18,1,-1,0,0
2020-04-28,Tehama,65885,0,0,10,0,0,0,0
2020-04-28,Trinity,13354,0,0,1,0,0,0,0
2020-04-28,Tulare,484423,71,5,335,59,44,2,0
2020-04-28,Tuolumne,52351,0,0,15,0,1,0,0
2020-04-28,Ventura,852747,15,0,421,28,4,0,0
2020-04-28,Yolo,223612,3,0,167,3,0,1,0
2020-04-28,Yuba,79290,0,0,28,0,0,0,0
2020-04-27,Alameda,1685886,60,3,1152,51,45,1,0
2020-04-27,Alpine,1117,0,0,0,0,0,0,0
2020-04-27,Amador,38531,0,0,18,0,0,0,0
2020-04-27,Butte,217769,0,0,79,1,0,0,0
2020-04-27,Calaveras,44289,0,0,7,0,0,0,0
2020-04-27,Colusa,22593,0,0,2,0,0,0,0
2020-04-27,Contra Costa,1160099,15,0,532,22,13,0,0
2020-04-27,Del Norte,27558,1,0,22,0,0,0,0
2020-04-27,El Dorado,193098,2,0,79,1,2,0,0
2020-04-27,Fresno,1032227,88,13,362,61,28,0,0
2020-04-27,Glenn,29348,0,0,4,0,0,0,0
2020-04-27,Humboldt,134098,0,0,123,0,-1,0,0
2020-04-27,Imperial,191649,35,3,174,28,18,0,0
2020-04-27,Inyo,18453,0,0,16,0,0,0,0
2020-04-27,Kern,927251,50,6,291,49,34,0,0
2020-04-27,Kings,156444,25,0,139,37,15,0,0
2020-04-27,Lake,64871,0,0,27,0,0,0,0
2020-04-27,Lassen,30065,0,0,4,0,0,0,0
2020-04-27,Los Angeles,10257557,1142,52,16596,1416,886,30,0
2020-04-27,Madera,160089,1,0,30,2,3,0,0
2020-04-27,Marin,260800,6,0,216,6,2,0,0
2020-04-27,Mariposa,17795,0,0,6,2,0,0,0
2020-04-27,Mendocino,88439,0,0,188,1,5,0,0
2020-04-27,Merced,287420,16,0,88,12,4,0,0
2020-04-27,Modoc,9475,0,0,3,0,0,0,0
2020-04-27,Mono,13961,0,0,10,0,0,0,0
2020-04-27,Monterey,448732,7,0,87,13,3,0,0
2020-04-27,Napa,139652,1,0,140,1,2,0,0
2020-04-27,Nevada,98710,0,0,24,0,2,0,0
2020-04-27,Orange,3228519,165,19,1690,179,74,2,0
2020-04-27,Placer,400434,0,0,168,4,1,0,0
2020-04-27,Plumas,18997,0,0,0,0,0,0,0
2020-04-27,Riverside,2468145,140,9,2138,187,80,5,0
2020-04-27,Sacramento,1567975,10,0,919,39,8,0,0
2020-04-27,San Benito,64022,0,0,27,3,0,0,0
2020-04-27,San Bernardino,2217398,98,8,1436,151,61,0,0
2020-04-27,San Diego,3370418,141,4,1739,169,98,2,0
2020-04-27,San Francisco,892280,39,0,1209,44,50,0,0
2020-04-27,San Joaquin,782545,8,1,369,12,8,0,0
2020-04-27,San Luis Obispo,278862,3,0,153,4,1,0,0
2020-04-27,San Mateo,778001,32,1,750,45,22,0,0
2020-04-27,Santa Barbara,456373,12,2,280,9,2,0,0
2020-04-27,Santa Clara,1967585,19,1,1314,58,7,3,0
2020-04-27,Santa Cruz,273999,0,0,173,3,7,0,0
2020-04-27,Shasta,177925,3,0,75,3,0,0,0
2020-04-27,Sierra,3115,0,0,1,0,0,0,0
2020-04-27,Siskiyou,43956,0,0,5,0,0,0,0
2020-04-27,Solano,444255,9,1,205,12,17,0,0
2020-04-27,Sonoma,496668,11,0,347,8,4,0,0
2020-04-27,Stanislaus,562303,15,1,284,16,22,1,0
2020-04-27,Sutter,105747,0,0,41,0,0,0,0
2020-04-27,Tehama,65885,0,0,16,1,0,0,0
2020-04-27,Trinity,13354,0,0,0,0,0,0,0
2020-04-27,Tulare,484423,57,3,320,84,38,0,0
2020-04-27,Tuolumne,52351,0,0,10,0,0,0,0
2020-04-27,Ventura,852747,15,0,409,37,4,0,0
2020-04-27,Yolo,223612,1,0,104,5,2,1,0
2020-04-27,Yuba,79290,1,0,31,0,0,0,0
2020-04-26,Alameda,1685886,26,2,284,16,53,0,0
2020-04-26,Alpine,1117,0,0,0,0,0,0,0
2020-04-26,Amador,38531,0,0,6,0,0,0,0
2020-04-26,Butte,217769,1,0,15,0,0,0,0
2020-04-26,Calaveras,44289,0,0,4,0,1,0,0
2020-04-26,Colusa,22593,0,0,1,0,0,0,0
2020-04-26,Contra Costa,1160099,14,0,166,14,9,1,0
2020-04-26,Del Norte,27558,1,0,8,0,1,0,0
2020-04-26,El Dorado,193098,1,0,24,0,0,0,0
2020-04-26,Fresno,1032227,30,2,84,9,17,0,0
2020-04-26,Glenn,29348,0,0,3,0,0,0,0
2020-04-26,Humboldt,134098,0,0,16,0,0,0,0
2020-04-26,Imperial,191649,16,1,45,5,40,0,0
2020-04-26,Inyo,18453,0,0,6,0,0,0,0
2020-04-26,Kern,927251,31,1,120,17,29,0,0
2020-04-26,Kings,156444,12,0,48,14,0,0,0
2020-04-26,Lake,64871,2,0,6,0,0,0,0
2020-04-26,Lassen,30065,0,0,1,0,0,0,0
2020-04-26,Los Angeles,10257557,631,55,5245,583,426,20,0
2020-04-26,Madera,160089,3,0,2,0,0,0,0
2020-04-26,Marin,260800,0,0,44,0,10,0,0
2020-04-26,Mariposa,17795,0,0,2,0,0,0,0
2020-04-26,Mendocino,88439,1,0,14,0,0,0,0
2020-04-26,Merced,287420,0,0,19,0,1,0,0
2020-04-26,Modoc,9475,0,0,0,0,0,0,0
2020-04-26,Mono,13961,0,0,3,0,0,0,0
2020-04-26,Monterey,448732,2,0,45,5,9,0,0
2020-04-26,Napa,139652,0,0,16,0,2,0,0
2020-04-26,Nevada,98710,0,0,16,0,0,0,0
2020-04-26,Orange,3228519,105,14,609,66,77,0,0
2020-04-26,Placer,400434,0,0,52,1,4,0,0
2020-04-26,Plumas,18997,0,0,3,0,0,0,0
2020-04-26,Riverside,2468145,88,5,954,73,264,2,0
2020-04-26,Sacramento,1567975,2,0,219,5,12,0,0
2020-04-26,San Benito,64022,0,0,6,0,0,0,0
2020-04-26,San Bernardino,2217398,46,5,336,31,6,0,0
2020-04-26,San Diego,3370418,100,5,782,52,100,0,0
2020-04-26,San Francisco,892280,25,0,414,20,62,1,0
2020-04-26,San Joaquin,782545,7,0,105,10,17,1,0
2020-04-26,San Luis Obispo,278862,1,0,89,0,6,0,0
2020-04-26,San Mateo,778001,16,0,238,20,16,0,0
2020-04-26,Santa Barbara,456373,8,0,75,2,7,0,0
2020-04-26,Santa Clara,1967585,17,2,522,26,52,3,0
2020-04-26,Santa Cruz,273999,0,0,48,0,4,0,0
2020-04-26,Shasta,177925,0,0,17,0,0,0,0
2020-04-26,Sierra,3115,0,0,0,0,0,0,0
2020-04-26,Siskiyou,43956,0,0,3,0,0,0,0
2020-04-26,Solano,444255,4,0,46,4,2,0,0
2020-04-26,Sonoma,496668,4,0,184,2,17,0,0
2020-04-26,Stanislaus,562303,8,0,97,8,18,0,0
2020-04-26,Sutter,105747,0,0,15,0,2,0,0
2020-04-26,Tehama,65885,0,0,2,0,0,0,0
2020-04-26,Trinity,13354,0,0,2,0,0,0,0
2020-04-26,Tulare,484423,33,5,95,29,19,0,0
2020-04-26,Tuolumne,52351,0,0,11,0,1,0,0
2020-04-26,Ventura,852747,14,1,194,9,15,1,0
2020-04-26,Yolo,223612,0,0,50,0,1,0,0
2020-04-26,Yuba,79290,1,0,17,1,0,0,0
2020-04-25,Alameda,1685886,32,0,394,23,11,2,0
2020-04-25,Alpine,1117,0,0,0,0,0,0,0
2020-04-25,Amador,38531,0,0,13,0,0,0,0
2020-04-25,Butte,217769,0,0,30,0,1,0,0
2020-04-25,Calaveras,44289,0,0,10,0,0,0,0
2020-04-25,Colusa,22593,0,0,2,0,0,0,0
2020-04-25,Contra Costa,1160099,9,1,227,6,15,1,0
2020-04-25,Del Norte,27558,0,0,5,0,0,0,0
2020-04-25,El Dorado,193098,1,0,36,0,0,0,0
2020-04-25,Fresno,1032227,19,2,134,17,10,0,0
2020-04-25,Glenn,29348,0,0,4,0,0,0,0
2020-04-25,Humboldt,134098,0,0,16,0,0,0,0
2020-04-25,Imperial,191649,17,2,6,2,0,0,0
2020-04-25,Inyo,18453,0,0,6,0,0,1,0
2020-04-25,Kern,927251,23,2,149,15,32,0,0
2020-04-25,Kings,156444,29,0,63,22,3,0,0
2020-04-25,Lake,64871,0,0,12,0,0,0,0
2020-04-25,Lassen,30065,0,0,2,0,0,0,0
2020-04-25,Los Angeles,10257557,931,54,11264,1127,591,45,0
2020-04-25,Madera,160089,0,0,12,0,0,0,0
2020-04-25,Marin,260800,0,0,66,0,4,1,0
2020-04-25,Mariposa,17795,6,0,2,0,0,0,0
2020-04-25,Mendocino,88439,0,0,16,0,0,0,0
2020-04-25,Merced,287420,3,0,33,2,1,0,0
2020-04-25,Modoc,9475,0,0,0,0,0,0,0
2020-04-25,Mono,13961,1,0,4,0,0,0,0
2020-04-25,Monterey,448732,7,0,64,2,6,0,0
2020-04-25,Napa,139652,1,0,78,2,1,0,0
2020-04-25,Nevada,98710,0,0,20,0,1,0,0
2020-04-25,Orange,3228519,107,5,929,82,102,1,0
2020-04-25,Placer,400434,2,0,68,1,0,0,0
2020-04-25,Plumas,18997,0,0,0,0,0,0,0
2020-04-25,Riverside,2468145,81,6,1196,93,-7,6,0
2020-04-25,Sacramento,1567975,6,0,291,8,6,0,0
2020-04-25,San Benito,64022,0,0,11,0,0,0,0
2020-04-25,San Bernardino,2217398,33,1,417,40,8,2,0
2020-04-25,San Diego,3370418,111,7,852,84,117,9,0
2020-04-25,San Francisco,892280,58,3,614,48,-4,0,0
2020-04-25,San Joaquin,782545,7,0,165,9,13,0,0
2020-04-25,San Luis Obispo,278862,3,0,176,3,8,0,0
2020-04-25,San Mateo,778001,22,2,338,33,50,3,0
2020-04-25,Santa Barbara,456373,7,0,236,1,7,1,0
2020-04-25,Santa Clara,1967585,25,2,741,53,19,1,0
2020-04-25,Santa Cruz,273999,4,0,45,1,1,0,0
2020-04-25,Shasta,177925,0,0,15,0,1,0,0
2020-04-25,Sierra,3115,0,0,0,0,0,0,0
2020-04-25,Siskiyou,43956,0,0,3,0,0,0,0
2020-04-25,Solano,444255,2,0,80,3,0,0,0
2020-04-25,Sonoma,496668,4,0,363,4,0,0,0
2020-04-25,Stanislaus,562303,3,0,157,3,3,0,0
2020-04-25,Sutter,105747,1,0,18,1,0,0,0
2020-04-25,Tehama,65885,0,0,9,0,0,0,0
2020-04-25,Trinity,13354,0,0,2,0,0,0,0
2020-04-25,Tulare,484423,28,2,106,26,19,1,0
2020-04-25,Tuolumne,52351,0,0,18,0,0,0,0
2020-04-25,Ventura,852747,9,0,232,10,5,0,0
2020-04-25,Yolo,223612,1,0,35,2,2,0,0
2020-04-25,Yuba,79290,1,0,12,0,0,0,0
2020-04-24,Alameda,1685886,37,1,945,30,49,4,0
2020-04-24,Alpine,1117,0,0,0,0,0,0,0
2020-04-24,Amador,38531,0,0,10,0,0,0,0
2020-04-24,Butte,217769,0,0,65,1,0,0,0
2020-04-24,Calaveras,44289,0,0,7,0,0,0,0
2020-04-24,Colusa,22593,0,0,8,0,0,0,0
2020-04-24,Contra Costa,1160099,21,0,563,22,20,0,0
2020-04-24,Del Norte,27558,0,0,11,0,0,0,0
2020-04-24,El Dorado,193098,1,0,70,0,2,0,0
2020-04-24,Fresno,1032227,31,1,293,23,23,0,0
2020-04-24,Glenn,29348,0,0,1,0,1,0,0
2020-04-24,Humboldt,134098,1,0,83,1,0,0,0
2020-04-24,Imperial,191649,19,0,106,15,51,2,0
2020-04-24,Inyo,18453,0,0,4,0,1,0,0
2020-04-24,Kern,927251,48,3,254,33,38,0,0
2020-04-24,Kings,156444,15,0,78,14,2,0,0
2020-04-24,Lake,64871,0,0,22,0,0,0,0
2020-04-24,Lassen,30065,0,0,2,0,0,0,0
2020-04-24,Los Angeles,10257557,1055,79,12600,1326,1005,52,0
2020-04-24,Madera,160089,1,0,30,0,2,0,0
2020-04-24,Marin,260800,13,0,149,15,2,0,0
2020-04-24,Mariposa,17795,1,0,9,0,0,0,0
2020-04-24,Mendocino,88439,2,0,32,3,0,0,0
2020-04-24,Merced,287420,4,0,70,3,4,0,0
2020-04-24,Modoc,9475,0,0,0,0,0,0,0
2020-04-24,Mono,13961,0,0,10,0,0,0,0
2020-04-24,Monterey,448732,4,0,94,8,6,0,0
2020-04-24,Napa,139652,7,0,83,5,0,0,0
2020-04-24,Nevada,98710,0,0,33,0,0,0,0
2020-04-24,Orange,3228519,179,23,1572,123,104,2,0
2020-04-24,Placer,400434,3,0,142,5,1,0,0
2020-04-24,Plumas,18997,0,0,4,0,0,0,0
2020-04-24,Riverside,2468145,114,5,2570,165,109,9,0
2020-04-24,Sacramento,1567975,12,0,552,16,31,0,0
2020-04-24,San Benito,64022,3,0,35,0,2,0,0
2020-04-24,San Bernardino,2217398,64,3,1428,107,63,1,0
2020-04-24,San Diego,3370418,161,12,1425,159,183,2,0
2020-04-24,San Francisco,892280,26,0,1320,49,33,1,0
2020-04-24,San Joaquin,782545,9,0,319,12,5,4,0
2020-04-24,San Luis Obispo,278862,4,0,286,2,5,0,0
2020-04-24,San Mateo,778001,41,5,776,60,34,1,0
2020-04-24,Santa Barbara,456373,10,0,274,8,5,0,0
2020-04-24,Santa Clara,1967585,32,1,1497,63,30,3,0
2020-04-24,Santa Cruz,273999,1,0,160,4,1,0,0
2020-04-24,Shasta,177925,0,0,68,0,1,1,0
2020-04-24,Sierra,3115,0,0,0,0,0,0,0
2020-04-24,Siskiyou,43956,0,0,7,0,0,0,0
2020-04-24,Solano,444255,14,0,184,10,7,0,0
2020-04-24,Sonoma,496668,12,0,198,2,12,0,0
2020-04-24,Stanislaus,562303,4,2,318,13,19,0,0
2020-04-24,Sutter,105747,0,0,27,0,0,0,0
2020-04-24,Tehama,65885,0,0,9,0,0,0,0
2020-04-24,Trinity,13354,0,0,0,0,0,0,0
2020-04-24,Tulare,484423,29,0,250,36,19,2,0
2020-04-24,Tuolumne,52351,0,0,20,0,0,0,0
2020-04-24,Ventura,852747,14,0,364,15,10,0,0
2020-04-24,Yolo,223612,3,0,71,5,4,0,0
2020-04-24,Yuba,79290,0,0,27,0,0,0,0
2020-04-23,Alameda,1685886,50,0,969,39,61,0,0
2020-04-23,Alpine,1117,0,0,0,0,0,0,0
2020-04-23,Amador,38531,0,0,14,0,1,0,0
2020-04-23,Butte,217769,0,0,54,0,0,0,0
2020-04-23,Calaveras,44289,0,0,11,0,0,0,0
2020-04-23,Colusa,22593,0,0,7,0,0,0,0
2020-04-23,Contra Costa,1160099,15,0,532,20,14,1,0
2020-04-23,Del Norte,27558,0,0,22,0,0,0,0
2020-04-23,El Dorado,193098,0,0,73,0,0,0,0
2020-04-23,Fresno,1032227,34,2,308,25,38,0,0
2020-04-23,Glenn,29348,0,0,2,0,0,0,0
2020-04-23,Humboldt,134098,0,0,91,0,0,0,0
2020-04-23,Imperial,191649,11,0,130,17,11,1,0
2020-04-23,Inyo,18453,0,0,8,0,1,0,0
2020-04-23,Kern,927251,23,0,268,32,19,0,0
2020-04-23,Kings,156444,21,0,80,11,0,0,0
2020-04-23,Lake,64871,0,0,20,0,0,0,0
2020-04-23,Lassen,30065,0,0,6,0,0,0,0
2020-04-23,Los Angeles,10257557,1025,67,8966,1160,1148,69,0
2020-04-23,Madera,160089,0,0,32,0,0,0,0
2020-04-23,Marin,260800,2,0,129,3,7,0,0
2020-04-23,Mariposa,17795,1,0,1,0,0,0,0
2020-04-23,Mendocino,88439,3,0,40,3,0,0,0
2020-04-23,Merced,287420,12,0,109,13,6,0,0
2020-04-23,Modoc,9475,0,0,1,0,0,0,0
2020-04-23,Mono,13961,1,0,0,0,0,0,0
2020-04-23,Monterey,448732,7,1,171,11,7,0,0
2020-04-23,Napa,139652,1,0,58,0,1,0,0
2020-04-23,Nevada,98710,0,0,29,0,0,0,0
2020-04-23,Orange,3228519,94,6,1413,101,56,1,0
2020-04-23,Placer,400434,2,1,156,1,3,0,0
2020-04-23,Plumas,18997,0,0,9,0,0,0,0
2020-04-23,Riverside,2468145,103,6,2973,127,113,2,0
