county,date,total_doses
Tulare,2021-02-11,1277
Tuolumne,2021-02-11,138
Ventura,2021-02-11,4590
Yolo,2021-02-11,1453
Yuba,2021-02-11,399
Alameda,2021-02-10,11366
Alpine,2021-02-10,32
Amador,2021-02-10,708
Butte,2021-02-10,1695
Calaveras,2021-02-10,500
Colusa,2021-02-10,115
Contra Costa,2021-02-10,8503
Del Norte,2021-02-10,138
El Dorado,2021-02-10,1167
Fresno,2021-02-10,3647
Glenn,2021-02-10,137
Humboldt,2021-02-10,484
Imperial,2021-02-10,397
Inyo,2021-02-10,147
Kern,2021-02-10,3713
Kings,2021-02-10,284
Lake,2021-02-10,329
Lassen,2021-02-10,184
Los Angeles,2021-02-10,66098
Madera,2021-02-10,419
Marin,2021-02-10,2316
Mariposa,2021-02-10,17
Mendocino,2021-02-10,1467
Merced,2021-02-10,1844
Modoc,2021-02-10,5
Mono,2021-02-10,441
Monterey,2021-02-10,2004
Napa,2021-02-10,1651
Nevada,2021-02-10,635
Orange,2021-02-10,20649
Placer,2021-02-10,3699
Plumas,2021-02-10,87
Riverside,2021-02-10,11688
Sacramento,2021-02-10,7438
San Benito,2021-02-10,320
San Bernardino,2021-02-10,11872
San Diego,2021-02-10,21817
San Francisco,2021-02-10,6765
San Joaquin,2021-02-10,2434
San Luis Obispo,2021-02-10,1420
San Mateo,2021-02-10,6475
Santa Barbara,2021-02-10,2749
Santa Clara,2021-02-10,12536
Santa Cruz,2021-02-10,2179
Shasta,2021-02-10,630
Sierra,2021-02-10,5
Siskiyou,2021-02-10,367
Solano,2021-02-10,2202
Sonoma,2021-02-10,4358
Stanislaus,2021-02-10,1911
Sutter,2021-02-10,649
Tehama,2021-02-10,229
Trinity,2021-02-10,113
Tulare,2021-02-10,2441
Tuolumne,2021-02-10,89
Ventura,2021-02-10,4582
Yolo,2021-02-10,1405
Yuba,2021-02-10,292
Alameda,2021-02-09,9585
Amador,2021-02-09,168
Butte,2021-02-09,949
Calaveras,2021-02-09,200
Colusa,2021-02-09,232
Contra Costa,2021-02-09,8381
Del Norte,2021-02-09,7
El Dorado,2021-02-09,875
Fresno,2021-02-09,5318
Glenn,2021-02-09,48
Humboldt,2021-02-09,376
Imperial,2021-02-09,471
Inyo,2021-02-09,193
Kern,2021-02-09,3008
Kings,2021-02-09,250
Lake,2021-02-09,323
Lassen,2021-02-09,127
Los Angeles,2021-02-09,54510
Madera,2021-02-09,472
Marin,2021-02-09,1759
Mariposa,2021-02-09,9
Mendocino,2021-02-09,101
Merced,2021-02-09,1179
Modoc,2021-02-09,197
Mono,2021-02-09,227
Monterey,2021-02-09,859
Napa,2021-02-09,1069
Nevada,2021-02-09,602
Orange,2021-02-09,17342
Placer,2021-02-09,3494
Plumas,2021-02-09,170
Riverside,2021-02-09,9568
Sacramento,2021-02-09,6627
San Benito,2021-02-09,323
San Bernardino,2021-02-09,9766
San Diego,2021-02-09,19177
San Francisco,2021-02-09,5866
San Joaquin,2021-02-09,1987
San Luis Obispo,2021-02-09,1120
San Mateo,2021-02-09,6112
Santa Barbara,2021-02-09,2423
Santa Clara,2021-02-09,10439
Santa Cruz,2021-02-09,2360
Shasta,2021-02-09,727
Sierra,2021-02-09,54
Siskiyou,2021-02-09,188
Solano,2021-02-09,1849
Sonoma,2021-02-09,3506
Stanislaus,2021-02-09,1815
Sutter,2021-02-09,235
Tehama,2021-02-09,74
Trinity,2021-02-09,19
Tulare,2021-02-09,1398
Tuolumne,2021-02-09,863
Ventura,2021-02-09,4690
Yolo,2021-02-09,844
Yuba,2021-02-09,144
Alameda,2021-02-08,7919
Alpine,2021-02-08,32
Amador,2021-02-08,90
Butte,2021-02-08,687
Calaveras,2021-02-08,33
Colusa,2021-02-08,40
Contra Costa,2021-02-08,5704
Del Norte,2021-02-08,36
El Dorado,2021-02-08,847
Fresno,2021-02-08,4233
Glenn,2021-02-08,21
Humboldt,2021-02-08,275
Imperial,2021-02-08,252
Inyo,2021-02-08,116
Kern,2021-02-08,2552
Kings,2021-02-08,167
Lake,2021-02-08,251
Lassen,2021-02-08,45
Los Angeles,2021-02-08,46083
Madera,2021-02-08,374
Marin,2021-02-08,1498
Mariposa,2021-02-08,39
Mendocino,2021-02-08,739
Merced,2021-02-08,278
Modoc,2021-02-08,9
Mono,2021-02-08,172
Monterey,2021-02-08,497
Napa,2021-02-08,828
Nevada,2021-02-08,642
Orange,2021-02-08,14555
Placer,2021-02-08,3257
Plumas,2021-02-08,16
Riverside,2021-02-08,12240
Sacramento,2021-02-08,6025
San Benito,2021-02-08,130
San Bernardino,2021-02-08,6993
San Diego,2021-02-08,19071
San Francisco,2021-02-08,6579
San Joaquin,2021-02-08,1678
San Luis Obispo,2021-02-08,848
San Mateo,2021-02-08,5211
Santa Barbara,2021-02-08,948
Santa Clara,2021-02-08,9444
Santa Cruz,2021-02-08,704
Shasta,2021-02-08,526
Siskiyou,2021-02-08,220
Solano,2021-02-08,1650
Sonoma,2021-02-08,3159
Stanislaus,2021-02-08,1991
Sutter,2021-02-08,131
Tehama,2021-02-08,34
Trinity,2021-02-08,23
Tulare,2021-02-08,945
Tuolumne,2021-02-08,90
Ventura,2021-02-08,3461
Yolo,2021-02-08,948
Yuba,2021-02-08,95
Alameda,2021-02-07,3548
Alpine,2021-02-07,1
Amador,2021-02-07,37
Butte,2021-02-07,38
Calaveras,2021-02-07,4
Colusa,2021-02-07,2
Contra Costa,2021-02-07,974
Del Norte,2021-02-07,4
El Dorado,2021-02-07,241
Fresno,2021-02-07,452
Glenn,2021-02-07,1
Humboldt,2021-02-07,378
Imperial,2021-02-07,36
Inyo,2021-02-07,3
Kern,2021-02-07,279
Kings,2021-02-07,5
Lake,2021-02-07,2
Lassen,2021-02-07,1
Los Angeles,2021-02-07,10715
Madera,2021-02-07,36
Marin,2021-02-07,1287
Mendocino,2021-02-07,29
Merced,2021-02-07,19
Mono,2021-02-07,2
Monterey,2021-02-07,311
Napa,2021-02-07,178
Nevada,2021-02-07,243
Orange,2021-02-07,11511
Placer,2021-02-07,1205
Riverside,2021-02-07,2214
Sacramento,2021-02-07,3860
San Benito,2021-02-07,14
San Bernardino,2021-02-07,840
San Diego,2021-02-07,10989
San Francisco,2021-02-07,4285
San Joaquin,2021-02-07,601
San Luis Obispo,2021-02-07,143
San Mateo,2021-02-07,1888
Santa Barbara,2021-02-07,299
Santa Clara,2021-02-07,3460
Santa Cruz,2021-02-07,905
Shasta,2021-02-07,26
Siskiyou,2021-02-07,3
Solano,2021-02-07,846
Sonoma,2021-02-07,1508
Stanislaus,2021-02-07,208
Sutter,2021-02-07,22
Tehama,2021-02-07,5
Tulare,2021-02-07,76
Tuolumne,2021-02-07,7
Ventura,2021-02-07,711
Yolo,2021-02-07,512
Yuba,2021-02-07,18
Alameda,2021-02-06,6842
Alpine,2021-02-06,1
Amador,2021-02-06,100
Butte,2021-02-06,142
Calaveras,2021-02-06,20
Colusa,2021-02-06,287
Contra Costa,2021-02-06,3427
Del Norte,2021-02-06,265
El Dorado,2021-02-06,638
Fresno,2021-02-06,2910
Glenn,2021-02-06,14
Humboldt,2021-02-06,901
Imperial,2021-02-06,875
Inyo,2021-02-06,3
Kern,2021-02-06,1722
Kings,2021-02-06,58
Lake,2021-02-06,281
Lassen,2021-02-06,70
Los Angeles,2021-02-06,35093
Madera,2021-02-06,358
Marin,2021-02-06,1419
Mariposa,2021-02-06,1
Mendocino,2021-02-06,556
Merced,2021-02-06,390
Mono,2021-02-06,140
Monterey,2021-02-06,1088
Napa,2021-02-06,427
Nevada,2021-02-06,273
Orange,2021-02-06,16257
Placer,2021-02-06,1892
Plumas,2021-02-06,8
Riverside,2021-02-06,7287
Sacramento,2021-02-06,8324
San Benito,2021-02-06,50
San Bernardino,2021-02-06,5223
San Diego,2021-02-06,19853
San Francisco,2021-02-06,5421
San Joaquin,2021-02-06,1109
San Luis Obispo,2021-02-06,159
San Mateo,2021-02-06,3268
Santa Barbara,2021-02-06,1190
Santa Clara,2021-02-06,5082
Santa Cruz,2021-02-06,2575
Shasta,2021-02-06,1721
Siskiyou,2021-02-06,15
Solano,2021-02-06,2920
Sonoma,2021-02-06,2617
Stanislaus,2021-02-06,869
Sutter,2021-02-06,730
Tehama,2021-02-06,29
Trinity,2021-02-06,208
Tulare,2021-02-06,834
Tuolumne,2021-02-06,847
Ventura,2021-02-06,2815
Yolo,2021-02-06,1922
Yuba,2021-02-06,446
Alameda,2021-02-05,10240
Alpine,2021-02-05,30
Amador,2021-02-05,315
Butte,2021-02-05,1164
Calaveras,2021-02-05,61
Colusa,2021-02-05,33
Contra Costa,2021-02-05,8372
Del Norte,2021-02-05,133
El Dorado,2021-02-05,1428
Fresno,2021-02-05,5098
Glenn,2021-02-05,320
Humboldt,2021-02-05,809
Imperial,2021-02-05,397
Inyo,2021-02-05,118
Kern,2021-02-05,4817
Kings,2021-02-05,251
Lake,2021-02-05,352
Lassen,2021-02-05,64
Los Angeles,2021-02-05,60141
Madera,2021-02-05,965
Marin,2021-02-05,2151
Mariposa,2021-02-05,177
Mendocino,2021-02-05,1306
Merced,2021-02-05,529
Modoc,2021-02-05,4
Mono,2021-02-05,623
Monterey,2021-02-05,3630
Napa,2021-02-05,704
Nevada,2021-02-05,635
Orange,2021-02-05,20551
Placer,2021-02-05,2690
Plumas,2021-02-05,24
Riverside,2021-02-05,14275
Sacramento,2021-02-05,7452
San Benito,2021-02-05,290
San Bernardino,2021-02-05,10877
San Diego,2021-02-05,24394
San Francisco,2021-02-05,5896
San Joaquin,2021-02-05,3162
San Luis Obispo,2021-02-05,1592
San Mateo,2021-02-05,6747
Santa Barbara,2021-02-05,2900
Santa Clara,2021-02-05,11759
Santa Cruz,2021-02-05,3154
Shasta,2021-02-05,1203
Sierra,2021-02-05,5
Siskiyou,2021-02-05,504
Solano,2021-02-05,3018
Sonoma,2021-02-05,4773
Stanislaus,2021-02-05,2800
Sutter,2021-02-05,278
Tehama,2021-02-05,158
Trinity,2021-02-05,348
Tulare,2021-02-05,1225
Tuolumne,2021-02-05,97
Ventura,2021-02-05,4795
Yolo,2021-02-05,1187
Yuba,2021-02-05,144
Alameda,2021-02-04,9398
Alpine,2021-02-04,8
Amador,2021-02-04,245
Butte,2021-02-04,2947
Calaveras,2021-02-04,349
Colusa,2021-02-04,142
Contra Costa,2021-02-04,7391
Del Norte,2021-02-04,70
El Dorado,2021-02-04,1230
Fresno,2021-02-04,4181
Glenn,2021-02-04,146
Humboldt,2021-02-04,631
Imperial,2021-02-04,1755
Inyo,2021-02-04,148
Kern,2021-02-04,3775
Kings,2021-02-04,390
Lake,2021-02-04,80
Lassen,2021-02-04,111
Los Angeles,2021-02-04,56570
Madera,2021-02-04,386
Marin,2021-02-04,1517
Mariposa,2021-02-04,86
Mendocino,2021-02-04,581
Merced,2021-02-04,372
Modoc,2021-02-04,154
Mono,2021-02-04,213
Monterey,2021-02-04,2691
Napa,2021-02-04,783
Nevada,2021-02-04,749
Orange,2021-02-04,19600
Placer,2021-02-04,2733
Plumas,2021-02-04,102
Riverside,2021-02-04,13567
Sacramento,2021-02-04,7533
San Benito,2021-02-04,160
San Bernardino,2021-02-04,10517
San Diego,2021-02-04,22938
San Francisco,2021-02-04,5003
San Joaquin,2021-02-04,3405
San Luis Obispo,2021-02-04,1652
San Mateo,2021-02-04,6250
Santa Barbara,2021-02-04,2776
Santa Clara,2021-02-04,10436
Santa Cruz,2021-02-04,1799
Shasta,2021-02-04,604
Sierra,2021-02-04,106
Siskiyou,2021-02-04,315
Solano,2021-02-04,1729
Sonoma,2021-02-04,4102
Stanislaus,2021-02-04,2059
Sutter,2021-02-04,666
Tehama,2021-02-04,439
Trinity,2021-02-04,33
Tulare,2021-02-04,551
Tuolumne,2021-02-04,129
Ventura,2021-02-04,4726
Yolo,2021-02-04,1783
Yuba,2021-02-04,295
Alameda,2021-02-03,7019
Alpine,2021-02-03,33
Amador,2021-02-03,140
Butte,2021-02-03,2728
Calaveras,2021-02-03,417
Colusa,2021-02-03,70
Contra Costa,2021-02-03,8214
Del Norte,2021-02-03,126
El Dorado,2021-02-03,860
Fresno,2021-02-03,3471
Glenn,2021-02-03,206
Humboldt,2021-02-03,626
Imperial,2021-02-03,482
Inyo,2021-02-03,117
Kern,2021-02-03,3648
Kings,2021-02-03,349
Lake,2021-02-03,354
Lassen,2021-02-03,99
Los Angeles,2021-02-03,51517
Madera,2021-02-03,582
Marin,2021-02-03,1572
Mariposa,2021-02-03,15
Mendocino,2021-02-03,384
Merced,2021-02-03,357
Modoc,2021-02-03,18
Mono,2021-02-03,4
Monterey,2021-02-03,2326
Napa,2021-02-03,726
Nevada,2021-02-03,806
Orange,2021-02-03,16666
Placer,2021-02-03,2883
Plumas,2021-02-03,127
Riverside,2021-02-03,12041
Sacramento,2021-02-03,6878
San Benito,2021-02-03,328
San Bernardino,2021-02-03,8903
San Diego,2021-02-03,25669
San Francisco,2021-02-03,5035
San Joaquin,2021-02-03,3000
San Luis Obispo,2021-02-03,1699
San Mateo,2021-02-03,4849
Santa Barbara,2021-02-03,1946
Santa Clara,2021-02-03,9091
Santa Cruz,2021-02-03,2184
Shasta,2021-02-03,649
Sierra,2021-02-03,6
Siskiyou,2021-02-03,311
Solano,2021-02-03,2183
Sonoma,2021-02-03,3900
Stanislaus,2021-02-03,2453
Sutter,2021-02-03,443
Tehama,2021-02-03,353
Trinity,2021-02-03,6
Tulare,2021-02-03,602
Tuolumne,2021-02-03,236
Ventura,2021-02-03,4446
Yolo,2021-02-03,1513
Yuba,2021-02-03,225
Alameda,2021-02-02,7358
Amador,2021-02-02,214
Butte,2021-02-02,1928
Calaveras,2021-02-02,110
Colusa,2021-02-02,42
Contra Costa,2021-02-02,7702
Del Norte,2021-02-02,142
El Dorado,2021-02-02,807
Fresno,2021-02-02,2684
Glenn,2021-02-02,27
Humboldt,2021-02-02,399
Imperial,2021-02-02,683
Inyo,2021-02-02,129
Kern,2021-02-02,2881
Kings,2021-02-02,206
Lake,2021-02-02,525
Lassen,2021-02-02,175
Los Angeles,2021-02-02,43594
Madera,2021-02-02,245
Marin,2021-02-02,1310
Mariposa,2021-02-02,8
Mendocino,2021-02-02,680
Merced,2021-02-02,301
Modoc,2021-02-02,170
Mono,2021-02-02,5
Monterey,2021-02-02,2139
Napa,2021-02-02,571
Nevada,2021-02-02,512
Orange,2021-02-02,15235
Placer,2021-02-02,2340
Plumas,2021-02-02,20
Riverside,2021-02-02,9357
Sacramento,2021-02-02,6743
San Benito,2021-02-02,222
San Bernardino,2021-02-02,10230
San Diego,2021-02-02,21768
San Francisco,2021-02-02,4616
San Joaquin,2021-02-02,2547
San Luis Obispo,2021-02-02,1890
San Mateo,2021-02-02,3125
Santa Barbara,2021-02-02,1806
Santa Clara,2021-02-02,7939
Santa Cruz,2021-02-02,1006
Shasta,2021-02-02,601
Sierra,2021-02-02,58
Siskiyou,2021-02-02,285
Solano,2021-02-02,2480
Sonoma,2021-02-02,3396
Stanislaus,2021-02-02,1232
Sutter,2021-02-02,240
Tehama,2021-02-02,310
Trinity,2021-02-02,10
Tulare,2021-02-02,668
Tuolumne,2021-02-02,647
Ventura,2021-02-02,4368
Yolo,2021-02-02,1317
Yuba,2021-02-02,121
Alameda,2021-02-01,5862
Alpine,2021-02-01,23
Amador,2021-02-01,61
Butte,2021-02-01,1733
Calaveras,2021-02-01,53
Colusa,2021-02-01,27
Contra Costa,2021-02-01,5465
Del Norte,2021-02-01,40
El Dorado,2021-02-01,781
Fresno,2021-02-01,3298
Glenn,2021-02-01,29
Humboldt,2021-02-01,303
Imperial,2021-02-01,440
Inyo,2021-02-01,12
Kern,2021-02-01,2399
Kings,2021-02-01,198
Lake,2021-02-01,162
Lassen,2021-02-01,61
Los Angeles,2021-02-01,37288
Madera,2021-02-01,259
Marin,2021-02-01,1053
Mariposa,2021-02-01,56
Mendocino,2021-02-01,364
Merced,2021-02-01,368
Modoc,2021-02-01,24
Mono,2021-02-01,29
Monterey,2021-02-01,1644
Napa,2021-02-01,310
Nevada,2021-02-01,290
Orange,2021-02-01,13837
Placer,2021-02-01,2045
Plumas,2021-02-01,15
Riverside,2021-02-01,10774
Sacramento,2021-02-01,5824
San Benito,2021-02-01,133
San Bernardino,2021-02-01,7403
San Diego,2021-02-01,19529
San Francisco,2021-02-01,3724
San Joaquin,2021-02-01,2469
San Luis Obispo,2021-02-01,1651
San Mateo,2021-02-01,2897
Santa Barbara,2021-02-01,931
Santa Clara,2021-02-01,7741
Santa Cruz,2021-02-01,1227
Shasta,2021-02-01,500
Sierra,2021-02-01,1
Siskiyou,2021-02-01,194
Solano,2021-02-01,1454
Sonoma,2021-02-01,2459
Stanislaus,2021-02-01,1238
Sutter,2021-02-01,161
Tehama,2021-02-01,79
Trinity,2021-02-01,2
Tulare,2021-02-01,1164
Tuolumne,2021-02-01,25
Ventura,2021-02-01,3909
Yolo,2021-02-01,838
Yuba,2021-02-01,149
Alameda,2021-01-31,2124
Amador,2021-01-31,32
Butte,2021-01-31,15
Calaveras,2021-01-31,5
Colusa,2021-01-31,7
Contra Costa,2021-01-31,745
El Dorado,2021-01-31,206
Fresno,2021-01-31,230
Glenn,2021-01-31,1
Humboldt,2021-01-31,307
Imperial,2021-01-31,24
Inyo,2021-01-31,32
Kern,2021-01-31,400
Lake,2021-01-31,14
Los Angeles,2021-01-31,12925
Madera,2021-01-31,9
Marin,2021-01-31,449
Mariposa,2021-01-31,1
Mendocino,2021-01-31,274
Merced,2021-01-31,47
Mono,2021-01-31,242
Monterey,2021-01-31,494
Napa,2021-01-31,649
Nevada,2021-01-31,100
Orange,2021-01-31,13745
Placer,2021-01-31,778
Plumas,2021-01-31,3
Riverside,2021-01-31,5181
Sacramento,2021-01-31,2221
San Benito,2021-01-31,22
San Bernardino,2021-01-31,925
San Diego,2021-01-31,13557
San Francisco,2021-01-31,2381
San Joaquin,2021-01-31,1546
San Luis Obispo,2021-01-31,30
San Mateo,2021-01-31,1899
Santa Barbara,2021-01-31,1460
Santa Clara,2021-01-31,2554
Santa Cruz,2021-01-31,227
Shasta,2021-01-31,29
Solano,2021-01-31,474
Sonoma,2021-01-31,769
Stanislaus,2021-01-31,363
Sutter,2021-01-31,27
Tehama,2021-01-31,1
Trinity,2021-01-31,1
Tulare,2021-01-31,50
Tuolumne,2021-01-31,8
Ventura,2021-01-31,827
Yolo,2021-01-31,250
Yuba,2021-01-31,17
Alameda,2021-01-30,3229
Amador,2021-01-30,165
Butte,2021-01-30,32
Calaveras,2021-01-30,26
Colusa,2021-01-30,27
Contra Costa,2021-01-30,2027
Del Norte,2021-01-30,8
El Dorado,2021-01-30,605
Fresno,2021-01-30,1386
Glenn,2021-01-30,4
Humboldt,2021-01-30,949
Imperial,2021-01-30,65
Inyo,2021-01-30,11
Kern,2021-01-30,1319
Kings,2021-01-30,1422
Lake,2021-01-30,553
Los Angeles,2021-01-30,29638
Madera,2021-01-30,504
Marin,2021-01-30,1710
Mariposa,2021-01-30,3
Mendocino,2021-01-30,45
Merced,2021-01-30,262
Mono,2021-01-30,201
Monterey,2021-01-30,410
Napa,2021-01-30,785
Nevada,2021-01-30,229
Orange,2021-01-30,12838
Placer,2021-01-30,1709
Plumas,2021-01-30,7
Riverside,2021-01-30,9026
Sacramento,2021-01-30,4470
San Benito,2021-01-30,45
San Bernardino,2021-01-30,3061
San Diego,2021-01-30,15291
San Francisco,2021-01-30,3709
San Joaquin,2021-01-30,2106
San Luis Obispo,2021-01-30,30
San Mateo,2021-01-30,3218
Santa Barbara,2021-01-30,1893
Santa Clara,2021-01-30,3776
Santa Cruz,2021-01-30,1045
Shasta,2021-01-30,613
Sierra,2021-01-30,3
Siskiyou,2021-01-30,3
Solano,2021-01-30,705
Sonoma,2021-01-30,2568
Stanislaus,2021-01-30,283
Sutter,2021-01-30,780
Tehama,2021-01-30,102
Trinity,2021-01-30,13
Tulare,2021-01-30,1670
Tuolumne,2021-01-30,708
Ventura,2021-01-30,3014
Yolo,2021-01-30,1515
Yuba,2021-01-30,410
Alameda,2021-01-29,7760
Amador,2021-01-29,93
Butte,2021-01-29,1668
Calaveras,2021-01-29,400
Colusa,2021-01-29,40
Contra Costa,2021-01-29,7363
Del Norte,2021-01-29,49
El Dorado,2021-01-29,922
Fresno,2021-01-29,1683
Glenn,2021-01-29,295
Humboldt,2021-01-29,1121
Imperial,2021-01-29,422
Inyo,2021-01-29,24
Kern,2021-01-29,3737
Kings,2021-01-29,85
Lake,2021-01-29,618
Lassen,2021-01-29,23
Los Angeles,2021-01-29,48426
Madera,2021-01-29,465
Marin,2021-01-29,2172
Mariposa,2021-01-29,57
Mendocino,2021-01-29,387
Merced,2021-01-29,853
Modoc,2021-01-29,3
Monterey,2021-01-29,1216
Napa,2021-01-29,246
Nevada,2021-01-29,590
Orange,2021-01-29,13404
Placer,2021-01-29,1813
Plumas,2021-01-29,7
Riverside,2021-01-29,11799
Sacramento,2021-01-29,5209
San Benito,2021-01-29,284
San Bernardino,2021-01-29,8068
San Diego,2021-01-29,19389
San Francisco,2021-01-29,4668
San Joaquin,2021-01-29,2104
San Luis Obispo,2021-01-29,1722
San Mateo,2021-01-29,2877
Santa Barbara,2021-01-29,1322
Santa Clara,2021-01-29,9386
Santa Cruz,2021-01-29,1724
Shasta,2021-01-29,829
Sierra,2021-01-29,1
Siskiyou,2021-01-29,245
Solano,2021-01-29,1621
Sonoma,2021-01-29,2915
Stanislaus,2021-01-29,2405
Sutter,2021-01-29,397
Tehama,2021-01-29,320
Trinity,2021-01-29,2
Tulare,2021-01-29,1119
Tuolumne,2021-01-29,69
Ventura,2021-01-29,4202
Yolo,2021-01-29,849
Yuba,2021-01-29,150
Alameda,2021-01-28,7721
Alpine,2021-01-28,2
Amador,2021-01-28,337
Butte,2021-01-28,2249
Calaveras,2021-01-28,162
Colusa,2021-01-28,78
Contra Costa,2021-01-28,6694
Del Norte,2021-01-28,291
El Dorado,2021-01-28,1056
Fresno,2021-01-28,4384
Glenn,2021-01-28,145
Humboldt,2021-01-28,1439
Imperial,2021-01-28,634
Inyo,2021-01-28,93
Kern,2021-01-28,2822
Kings,2021-01-28,322
Lake,2021-01-28,449
Lassen,2021-01-28,85
Los Angeles,2021-01-28,47790
Madera,2021-01-28,532
Marin,2021-01-28,1989
Mariposa,2021-01-28,119
Mendocino,2021-01-28,544
Merced,2021-01-28,1129
Modoc,2021-01-28,144
Mono,2021-01-28,6
Monterey,2021-01-28,1993
Napa,2021-01-28,370
Nevada,2021-01-28,449
Orange,2021-01-28,12805
Placer,2021-01-28,1754
Plumas,2021-01-28,23
Riverside,2021-01-28,11322
Sacramento,2021-01-28,5195
San Benito,2021-01-28,152
San Bernardino,2021-01-28,8455
San Diego,2021-01-28,20459
San Francisco,2021-01-28,3712
San Joaquin,2021-01-28,1969
San Luis Obispo,2021-01-28,1457
San Mateo,2021-01-28,2757
Santa Barbara,2021-01-28,880
Santa Clara,2021-01-28,9311
Santa Cruz,2021-01-28,1718
Shasta,2021-01-28,841
Sierra,2021-01-28,53
Siskiyou,2021-01-28,228
Solano,2021-01-28,1803
Sonoma,2021-01-28,4044
Stanislaus,2021-01-28,2161
Sutter,2021-01-28,522
Tehama,2021-01-28,334
Trinity,2021-01-28,13
Tulare,2021-01-28,1184
Tuolumne,2021-01-28,27
Ventura,2021-01-28,3827
Yolo,2021-01-28,1039
Yuba,2021-01-28,209
Alameda,2021-01-27,6627
Alpine,2021-01-27,1
Amador,2021-01-27,295
Butte,2021-01-27,2070
Calaveras,2021-01-27,132
Colusa,2021-01-27,107
Contra Costa,2021-01-27,8150
Del Norte,2021-01-27,62
El Dorado,2021-01-27,888
Fresno,2021-01-27,2214
Glenn,2021-01-27,188
Humboldt,2021-01-27,1249
Imperial,2021-01-27,575
Inyo,2021-01-27,23
Kern,2021-01-27,3543
Kings,2021-01-27,316
Lake,2021-01-27,339
Lassen,2021-01-27,79
Los Angeles,2021-01-27,47737
Madera,2021-01-27,737
Marin,2021-01-27,1625
Mariposa,2021-01-27,19
Mendocino,2021-01-27,424
Merced,2021-01-27,971
Modoc,2021-01-27,40
Mono,2021-01-27,5
Monterey,2021-01-27,854
Napa,2021-01-27,620
Nevada,2021-01-27,400
Orange,2021-01-27,13270
Placer,2021-01-27,1803
Plumas,2021-01-27,25
Riverside,2021-01-27,10487
Sacramento,2021-01-27,5692
San Benito,2021-01-27,231
San Bernardino,2021-01-27,8199
San Diego,2021-01-27,19767
San Francisco,2021-01-27,4390
San Joaquin,2021-01-27,1682
San Luis Obispo,2021-01-27,1609
San Mateo,2021-01-27,2735
Santa Barbara,2021-01-27,1154
Santa Clara,2021-01-27,8526
Santa Cruz,2021-01-27,1638
Shasta,2021-01-27,457
Sierra,2021-01-27,4
Siskiyou,2021-01-27,181
Solano,2021-01-27,1740
Sonoma,2021-01-27,3574
Stanislaus,2021-01-27,1784
Sutter,2021-01-27,383
Tehama,2021-01-27,299
Trinity,2021-01-27,12
Tulare,2021-01-27,1455
Tuolumne,2021-01-27,59
Ventura,2021-01-27,3427
Yolo,2021-01-27,555
Yuba,2021-01-27,180
Alameda,2021-01-26,7187
Amador,2021-01-26,239
Butte,2021-01-26,1453
Calaveras,2021-01-26,47
Colusa,2021-01-26,9
Contra Costa,2021-01-26,7871
Del Norte,2021-01-26,18
El Dorado,2021-01-26,664
Fresno,2021-01-26,1979
Glenn,2021-01-26,29
Humboldt,2021-01-26,513
Imperial,2021-01-26,358
Inyo,2021-01-26,133
Kern,2021-01-26,2726
Kings,2021-01-26,153
Lake,2021-01-26,393
Lassen,2021-01-26,126
Los Angeles,2021-01-26,48534
Madera,2021-01-26,477
Marin,2021-01-26,1490
Mariposa,2021-01-26,32
Mendocino,2021-01-26,153
Merced,2021-01-26,896
Modoc,2021-01-26,66
Mono,2021-01-26,510
Monterey,2021-01-26,915
Napa,2021-01-26,866
Nevada,2021-01-26,393
Orange,2021-01-26,11655
Placer,2021-01-26,1822
Plumas,2021-01-26,60
Riverside,2021-01-26,9044
Sacramento,2021-01-26,4639
San Benito,2021-01-26,135
San Bernardino,2021-01-26,7060
San Diego,2021-01-26,13962
San Francisco,2021-01-26,4606
San Joaquin,2021-01-26,2077
San Luis Obispo,2021-01-26,1998
San Mateo,2021-01-26,4274
Santa Barbara,2021-01-26,2031
Santa Clara,2021-01-26,8139
Santa Cruz,2021-01-26,1669
Shasta,2021-01-26,708
Sierra,2021-01-26,64
Siskiyou,2021-01-26,150
Solano,2021-01-26,1655
Sonoma,2021-01-26,1983
Stanislaus,2021-01-26,1698
Sutter,2021-01-26,237
Tehama,2021-01-26,325
Trinity,2021-01-26,10
Tulare,2021-01-26,1495
Tuolumne,2021-01-26,81
Ventura,2021-01-26,3664
Yolo,2021-01-26,807
Yuba,2021-01-26,146
Alameda,2021-01-25,5134
Alpine,2021-01-25,16
Amador,2021-01-25,54
Butte,2021-01-25,648
Calaveras,2021-01-25,85
Colusa,2021-01-25,7
Contra Costa,2021-01-25,6561
Del Norte,2021-01-25,97
El Dorado,2021-01-25,584
Fresno,2021-01-25,2313
Glenn,2021-01-25,27
Humboldt,2021-01-25,296
Imperial,2021-01-25,217
Inyo,2021-01-25,49
Kern,2021-01-25,2369
Kings,2021-01-25,123
Lake,2021-01-25,208
Lassen,2021-01-25,12
Los Angeles,2021-01-25,38074
Madera,2021-01-25,248
Marin,2021-01-25,1108
Mariposa,2021-01-25,4
Mendocino,2021-01-25,186
Merced,2021-01-25,727
Modoc,2021-01-25,12
Mono,2021-01-25,204
Monterey,2021-01-25,778
Napa,2021-01-25,1512
Nevada,2021-01-25,262
Orange,2021-01-25,10268
Placer,2021-01-25,1627
Plumas,2021-01-25,9
Riverside,2021-01-25,7818
Sacramento,2021-01-25,4284
