county,date,total_doses
San Benito,2021-01-25,67
San Bernardino,2021-01-25,6808
San Diego,2021-01-25,11705
San Francisco,2021-01-25,4534
San Joaquin,2021-01-25,1902
San Luis Obispo,2021-01-25,2070
San Mateo,2021-01-25,4364
Santa Barbara,2021-01-25,1232
Santa Clara,2021-01-25,8252
Santa Cruz,2021-01-25,1056
Shasta,2021-01-25,752
Siskiyou,2021-01-25,183
Solano,2021-01-25,1565
Sonoma,2021-01-25,2143
Stanislaus,2021-01-25,3093
Sutter,2021-01-25,301
Tehama,2021-01-25,30
Trinity,2021-01-25,14
Tulare,2021-01-25,1276
Tuolumne,2021-01-25,48
Ventura,2021-01-25,3107
Yolo,2021-01-25,718
Yuba,2021-01-25,81
Alameda,2021-01-24,2080
Amador,2021-01-24,26
Butte,2021-01-24,7
Calaveras,2021-01-24,15
Contra Costa,2021-01-24,1559
Del Norte,2021-01-24,1
El Dorado,2021-01-24,125
Fresno,2021-01-24,547
Glenn,2021-01-24,1
Humboldt,2021-01-24,221
Imperial,2021-01-24,11
Kern,2021-01-24,161
Kings,2021-01-24,2
Lake,2021-01-24,4
Lassen,2021-01-24,1
Los Angeles,2021-01-24,15627
Madera,2021-01-24,101
Marin,2021-01-24,605
Mendocino,2021-01-24,4
Merced,2021-01-24,33
Monterey,2021-01-24,58
Napa,2021-01-24,275
Nevada,2021-01-24,104
Orange,2021-01-24,9819
Placer,2021-01-24,502
Plumas,2021-01-24,1
Riverside,2021-01-24,3067
Sacramento,2021-01-24,1498
San Benito,2021-01-24,11
San Bernardino,2021-01-24,1187
San Diego,2021-01-24,11222
San Francisco,2021-01-24,2419
San Joaquin,2021-01-24,328
San Luis Obispo,2021-01-24,242
San Mateo,2021-01-24,1558
Santa Barbara,2021-01-24,846
Santa Clara,2021-01-24,2842
Santa Cruz,2021-01-24,113
Shasta,2021-01-24,25
Solano,2021-01-24,371
Sonoma,2021-01-24,756
Stanislaus,2021-01-24,287
Sutter,2021-01-24,16
Tulare,2021-01-24,29
Tuolumne,2021-01-24,523
Ventura,2021-01-24,446
Yolo,2021-01-24,201
Yuba,2021-01-24,9
Alameda,2021-01-23,3260
Alpine,2021-01-23,1
Amador,2021-01-23,51
Butte,2021-01-23,123
Calaveras,2021-01-23,23
Colusa,2021-01-23,35
Contra Costa,2021-01-23,2004
Del Norte,2021-01-23,1
El Dorado,2021-01-23,731
Fresno,2021-01-23,3017
Glenn,2021-01-23,13
Humboldt,2021-01-23,583
Imperial,2021-01-23,1048
Inyo,2021-01-23,53
Kern,2021-01-23,1241
Kings,2021-01-23,26
Lake,2021-01-23,121
Lassen,2021-01-23,1
Los Angeles,2021-01-23,33701
Madera,2021-01-23,102
Marin,2021-01-23,1846
Mariposa,2021-01-23,113
Mendocino,2021-01-23,155
Merced,2021-01-23,307
Mono,2021-01-23,598
Monterey,2021-01-23,237
Napa,2021-01-23,394
Nevada,2021-01-23,171
Orange,2021-01-23,13093
Placer,2021-01-23,1185
Plumas,2021-01-23,92
Riverside,2021-01-23,5948
Sacramento,2021-01-23,3708
San Benito,2021-01-23,32
San Bernardino,2021-01-23,3096
San Diego,2021-01-23,14202
San Francisco,2021-01-23,3068
San Joaquin,2021-01-23,890
San Luis Obispo,2021-01-23,309
San Mateo,2021-01-23,2877
Santa Barbara,2021-01-23,1732
Santa Clara,2021-01-23,3771
Santa Cruz,2021-01-23,401
Shasta,2021-01-23,69
Sierra,2021-01-23,2
Siskiyou,2021-01-23,6
Solano,2021-01-23,727
Sonoma,2021-01-23,755
Stanislaus,2021-01-23,341
Sutter,2021-01-23,396
Tehama,2021-01-23,264
Trinity,2021-01-23,3
Tulare,2021-01-23,439
Tuolumne,2021-01-23,664
Ventura,2021-01-23,1181
Yolo,2021-01-23,610
Yuba,2021-01-23,201
Alameda,2021-01-22,6896
Alpine,2021-01-22,31
Amador,2021-01-22,133
Butte,2021-01-22,986
Calaveras,2021-01-22,399
Colusa,2021-01-22,39
Contra Costa,2021-01-22,6319
Del Norte,2021-01-22,19
El Dorado,2021-01-22,1088
Fresno,2021-01-22,3287
Glenn,2021-01-22,337
Humboldt,2021-01-22,676
Imperial,2021-01-22,467
Inyo,2021-01-22,62
Kern,2021-01-22,2687
Kings,2021-01-22,122
Lake,2021-01-22,308
Lassen,2021-01-22,32
Los Angeles,2021-01-22,47378
Madera,2021-01-22,253
Marin,2021-01-22,1680
Mariposa,2021-01-22,49
Mendocino,2021-01-22,147
Merced,2021-01-22,1298
Modoc,2021-01-22,2
Mono,2021-01-22,4
Monterey,2021-01-22,1011
Napa,2021-01-22,1495
Nevada,2021-01-22,339
Orange,2021-01-22,13475
Placer,2021-01-22,2264
Plumas,2021-01-22,3
Riverside,2021-01-22,8592
Sacramento,2021-01-22,4920
San Benito,2021-01-22,229
San Bernardino,2021-01-22,6475
San Diego,2021-01-22,17465
San Francisco,2021-01-22,3133
San Joaquin,2021-01-22,1861
San Luis Obispo,2021-01-22,1514
San Mateo,2021-01-22,2831
Santa Barbara,2021-01-22,2991
Santa Clara,2021-01-22,8634
Santa Cruz,2021-01-22,1795
Shasta,2021-01-22,445
Sierra,2021-01-22,1
Siskiyou,2021-01-22,1331
Solano,2021-01-22,1609
Sonoma,2021-01-22,2695
Stanislaus,2021-01-22,1056
Sutter,2021-01-22,265
Tehama,2021-01-22,215
Trinity,2021-01-22,4
Tulare,2021-01-22,1048
Tuolumne,2021-01-22,165
Ventura,2021-01-22,3586
Yolo,2021-01-22,742
Yuba,2021-01-22,102
Alameda,2021-01-21,7606
Alpine,2021-01-21,1
Amador,2021-01-21,251
Butte,2021-01-21,1472
Calaveras,2021-01-21,458
Colusa,2021-01-21,57
Contra Costa,2021-01-21,6911
Del Norte,2021-01-21,43
El Dorado,2021-01-21,1135
Fresno,2021-01-21,4313
Glenn,2021-01-21,123
Humboldt,2021-01-21,957
Imperial,2021-01-21,416
Inyo,2021-01-21,120
Kern,2021-01-21,2144
Kings,2021-01-21,185
Lake,2021-01-21,303
Lassen,2021-01-21,145
Los Angeles,2021-01-21,48148
Madera,2021-01-21,229
Marin,2021-01-21,1677
Mariposa,2021-01-21,56
Mendocino,2021-01-21,524
Merced,2021-01-21,1007
Modoc,2021-01-21,158
Mono,2021-01-21,3
Monterey,2021-01-21,834
Napa,2021-01-21,1329
Nevada,2021-01-21,334
Orange,2021-01-21,10739
Placer,2021-01-21,2517
Plumas,2021-01-21,112
Riverside,2021-01-21,8115
Sacramento,2021-01-21,5101
San Benito,2021-01-21,123
San Bernardino,2021-01-21,5973
San Diego,2021-01-21,17333
San Francisco,2021-01-21,3257
San Joaquin,2021-01-21,1868
San Luis Obispo,2021-01-21,1567
San Mateo,2021-01-21,2786
Santa Barbara,2021-01-21,3077
Santa Clara,2021-01-21,8420
Santa Cruz,2021-01-21,1695
Shasta,2021-01-21,629
Sierra,2021-01-21,55
Siskiyou,2021-01-21,42
Solano,2021-01-21,2304
Sonoma,2021-01-21,2193
Stanislaus,2021-01-21,3592
Sutter,2021-01-21,431
Tehama,2021-01-21,215
Trinity,2021-01-21,14
Tulare,2021-01-21,1503
Tuolumne,2021-01-21,58
Ventura,2021-01-21,3822
Yolo,2021-01-21,634
Yuba,2021-01-21,210
Alameda,2021-01-20,6565
Alpine,2021-01-20,19
Amador,2021-01-20,182
Butte,2021-01-20,1342
Calaveras,2021-01-20,372
Colusa,2021-01-20,114
Contra Costa,2021-01-20,6532
Del Norte,2021-01-20,157
El Dorado,2021-01-20,1004
Fresno,2021-01-20,2965
Glenn,2021-01-20,162
Humboldt,2021-01-20,810
Imperial,2021-01-20,289
Inyo,2021-01-20,141
Kern,2021-01-20,2434
Kings,2021-01-20,223
Lake,2021-01-20,374
Lassen,2021-01-20,184
Los Angeles,2021-01-20,45156
Madera,2021-01-20,232
Marin,2021-01-20,1769
Mariposa,2021-01-20,22
Mendocino,2021-01-20,548
Merced,2021-01-20,571
Modoc,2021-01-20,11
Mono,2021-01-20,233
Monterey,2021-01-20,511
Napa,2021-01-20,818
Nevada,2021-01-20,258
Orange,2021-01-20,8155
Placer,2021-01-20,2225
Plumas,2021-01-20,121
Riverside,2021-01-20,7946
Sacramento,2021-01-20,4715
San Benito,2021-01-20,262
San Bernardino,2021-01-20,6781
San Diego,2021-01-20,18107
San Francisco,2021-01-20,2657
San Joaquin,2021-01-20,2020
San Luis Obispo,2021-01-20,1881
San Mateo,2021-01-20,2615
Santa Barbara,2021-01-20,1979
Santa Clara,2021-01-20,7850
Santa Cruz,2021-01-20,1224
Shasta,2021-01-20,665
Sierra,2021-01-20,1
Siskiyou,2021-01-20,45
Solano,2021-01-20,1895
Sonoma,2021-01-20,2048
Stanislaus,2021-01-20,987
Sutter,2021-01-20,255
Tehama,2021-01-20,302
Trinity,2021-01-20,18
Tulare,2021-01-20,2363
Tuolumne,2021-01-20,74
Ventura,2021-01-20,4037
Yolo,2021-01-20,645
Yuba,2021-01-20,131
Alameda,2021-01-19,5475
Amador,2021-01-19,120
Butte,2021-01-19,485
Calaveras,2021-01-19,199
Colusa,2021-01-19,8
Contra Costa,2021-01-19,6994
Del Norte,2021-01-19,119
El Dorado,2021-01-19,629
Fresno,2021-01-19,4262
Glenn,2021-01-19,28
Humboldt,2021-01-19,606
Imperial,2021-01-19,168
Inyo,2021-01-19,115
Kern,2021-01-19,1828
Kings,2021-01-19,376
Lake,2021-01-19,267
Lassen,2021-01-19,187
Los Angeles,2021-01-19,37898
Madera,2021-01-19,551
Marin,2021-01-19,1142
Mariposa,2021-01-19,1
Mendocino,2021-01-19,327
Merced,2021-01-19,713
Modoc,2021-01-19,5
Mono,2021-01-19,206
Monterey,2021-01-19,569
Napa,2021-01-19,999
Nevada,2021-01-19,230
Orange,2021-01-19,7372
Placer,2021-01-19,2536
Plumas,2021-01-19,36
Riverside,2021-01-19,7353
Sacramento,2021-01-19,4555
San Benito,2021-01-19,147
San Bernardino,2021-01-19,6235
San Diego,2021-01-19,14817
San Francisco,2021-01-19,2542
San Joaquin,2021-01-19,1801
San Luis Obispo,2021-01-19,1582
San Mateo,2021-01-19,2756
Santa Barbara,2021-01-19,1630
Santa Clara,2021-01-19,8318
Santa Cruz,2021-01-19,1616
Shasta,2021-01-19,1014
Sierra,2021-01-19,33
Siskiyou,2021-01-19,21
Solano,2021-01-19,1618
Sonoma,2021-01-19,2079
Stanislaus,2021-01-19,1231
Sutter,2021-01-19,100
Tehama,2021-01-19,289
Trinity,2021-01-19,31
Tulare,2021-01-19,1003
Tuolumne,2021-01-19,469
Ventura,2021-01-19,3001
Yolo,2021-01-19,535
Yuba,2021-01-19,79
Alameda,2021-01-18,3224
Amador,2021-01-18,31
Butte,2021-01-18,342
Calaveras,2021-01-18,131
Colusa,2021-01-18,4
Contra Costa,2021-01-18,3192
Del Norte,2021-01-18,2
El Dorado,2021-01-18,415
Fresno,2021-01-18,3066
Glenn,2021-01-18,17
Humboldt,2021-01-18,267
Imperial,2021-01-18,1053
Inyo,2021-01-18,58
Kern,2021-01-18,1637
Kings,2021-01-18,170
Lake,2021-01-18,240
Lassen,2021-01-18,5
Los Angeles,2021-01-18,15235
Madera,2021-01-18,73
Marin,2021-01-18,359
Mariposa,2021-01-18,2
Mendocino,2021-01-18,482
Merced,2021-01-18,262
Modoc,2021-01-18,1
Mono,2021-01-18,63
Monterey,2021-01-18,396
Napa,2021-01-18,1072
Nevada,2021-01-18,148
Orange,2021-01-18,9708
Placer,2021-01-18,974
Plumas,2021-01-18,2
Riverside,2021-01-18,3687
Sacramento,2021-01-18,2840
San Benito,2021-01-18,38
San Bernardino,2021-01-18,4245
San Diego,2021-01-18,12355
San Francisco,2021-01-18,1381
San Joaquin,2021-01-18,673
San Luis Obispo,2021-01-18,1370
San Mateo,2021-01-18,1392
Santa Barbara,2021-01-18,1150
Santa Clara,2021-01-18,5198
Santa Cruz,2021-01-18,1026
Shasta,2021-01-18,597
Sierra,2021-01-18,2
Siskiyou,2021-01-18,75
Solano,2021-01-18,1405
Sonoma,2021-01-18,1092
Stanislaus,2021-01-18,2146
Sutter,2021-01-18,116
Tehama,2021-01-18,10
Trinity,2021-01-18,31
Tulare,2021-01-18,695
Tuolumne,2021-01-18,46
Ventura,2021-01-18,2201
Yolo,2021-01-18,476
Yuba,2021-01-18,60
Alameda,2021-01-17,1863
Amador,2021-01-17,22
Butte,2021-01-17,239
Calaveras,2021-01-17,10
Colusa,2021-01-17,3
Contra Costa,2021-01-17,1639
Del Norte,2021-01-17,1
El Dorado,2021-01-17,96
Fresno,2021-01-17,968
Glenn,2021-01-17,4
Humboldt,2021-01-17,4
Imperial,2021-01-17,10
Kern,2021-01-17,69
Kings,2021-01-17,8
Lake,2021-01-17,14
Lassen,2021-01-17,1
Los Angeles,2021-01-17,5131
Madera,2021-01-17,325
Marin,2021-01-17,1233
Mariposa,2021-01-17,2
Mendocino,2021-01-17,552
Merced,2021-01-17,48
Monterey,2021-01-17,313
Napa,2021-01-17,337
Nevada,2021-01-17,36
Orange,2021-01-17,8114
Placer,2021-01-17,557
Riverside,2021-01-17,3599
Sacramento,2021-01-17,1620
San Benito,2021-01-17,10
San Bernardino,2021-01-17,1180
San Diego,2021-01-17,8488
San Francisco,2021-01-17,1914
San Joaquin,2021-01-17,1591
San Luis Obispo,2021-01-17,65
San Mateo,2021-01-17,1301
Santa Barbara,2021-01-17,124
Santa Clara,2021-01-17,3214
Santa Cruz,2021-01-17,284
Shasta,2021-01-17,26
Solano,2021-01-17,984
Sonoma,2021-01-17,662
Stanislaus,2021-01-17,246
Sutter,2021-01-17,25
Tehama,2021-01-17,13
Tulare,2021-01-17,139
Tuolumne,2021-01-17,4
Ventura,2021-01-17,261
Yolo,2021-01-17,184
Yuba,2021-01-17,13
Alameda,2021-01-16,3105
Amador,2021-01-16,18
Butte,2021-01-16,583
Calaveras,2021-01-16,13
Colusa,2021-01-16,12
Contra Costa,2021-01-16,1698
El Dorado,2021-01-16,171
Fresno,2021-01-16,3129
Glenn,2021-01-16,34
Humboldt,2021-01-16,167
Imperial,2021-01-16,77
Inyo,2021-01-16,74
Kern,2021-01-16,657
Kings,2021-01-16,31
Lake,2021-01-16,131
Lassen,2021-01-16,34
Los Angeles,2021-01-16,17059
Madera,2021-01-16,374
Marin,2021-01-16,1103
Mariposa,2021-01-16,12
Mendocino,2021-01-16,776
Merced,2021-01-16,200
Modoc,2021-01-16,1
Mono,2021-01-16,4
Monterey,2021-01-16,365
Napa,2021-01-16,351
Nevada,2021-01-16,292
Orange,2021-01-16,8594
Placer,2021-01-16,1468
Plumas,2021-01-16,58
Riverside,2021-01-16,3595
Sacramento,2021-01-16,2082
San Benito,2021-01-16,28
San Bernardino,2021-01-16,2247
San Diego,2021-01-16,10673
San Francisco,2021-01-16,2260
San Joaquin,2021-01-16,1129
San Luis Obispo,2021-01-16,99
San Mateo,2021-01-16,3112
Santa Barbara,2021-01-16,1267
Santa Clara,2021-01-16,4402
Santa Cruz,2021-01-16,433
Shasta,2021-01-16,900
Siskiyou,2021-01-16,7
Solano,2021-01-16,1253
Sonoma,2021-01-16,1070
Stanislaus,2021-01-16,466
Sutter,2021-01-16,390
Tehama,2021-01-16,274
Trinity,2021-01-16,4
Tulare,2021-01-16,1868
Tuolumne,2021-01-16,6
Ventura,2021-01-16,484
Yolo,2021-01-16,737
Yuba,2021-01-16,184
Alameda,2021-01-15,5768
Alpine,2021-01-15,1
Amador,2021-01-15,56
Butte,2021-01-15,1167
Calaveras,2021-01-15,113
Colusa,2021-01-15,43
Contra Costa,2021-01-15,5283
Del Norte,2021-01-15,107
El Dorado,2021-01-15,661
Fresno,2021-01-15,3586
Glenn,2021-01-15,41
Humboldt,2021-01-15,371
Imperial,2021-01-15,240
Inyo,2021-01-15,162
Kern,2021-01-15,2623
Kings,2021-01-15,412
Lake,2021-01-15,209
Lassen,2021-01-15,33
Los Angeles,2021-01-15,33346
Madera,2021-01-15,594
Marin,2021-01-15,1141
Mariposa,2021-01-15,40
Mendocino,2021-01-15,1849
Merced,2021-01-15,562
Modoc,2021-01-15,6
Mono,2021-01-15,60
Monterey,2021-01-15,1027
Napa,2021-01-15,1431
Nevada,2021-01-15,392
Orange,2021-01-15,9992
Placer,2021-01-15,1897
Plumas,2021-01-15,62
Riverside,2021-01-15,6127
Sacramento,2021-01-15,4360
San Benito,2021-01-15,211
San Bernardino,2021-01-15,5908
San Diego,2021-01-15,14869
San Francisco,2021-01-15,2732
San Joaquin,2021-01-15,1426
San Luis Obispo,2021-01-15,733
San Mateo,2021-01-15,4332
Santa Barbara,2021-01-15,1790
Santa Clara,2021-01-15,9471
Santa Cruz,2021-01-15,1462
Shasta,2021-01-15,634
Sierra,2021-01-15,2
Siskiyou,2021-01-15,35
Solano,2021-01-15,1641
Sonoma,2021-01-15,1549
Stanislaus,2021-01-15,2769
Sutter,2021-01-15,432
Tehama,2021-01-15,248
Tulare,2021-01-15,1597
Tuolumne,2021-01-15,472
Ventura,2021-01-15,2857
Yolo,2021-01-15,617
Yuba,2021-01-15,200
Alameda,2021-01-14,5544
Alpine,2021-01-14,1
Amador,2021-01-14,146
Butte,2021-01-14,1637
Calaveras,2021-01-14,135
Colusa,2021-01-14,35
Contra Costa,2021-01-14,4250
Del Norte,2021-01-14,52
El Dorado,2021-01-14,669
Fresno,2021-01-14,4115
Glenn,2021-01-14,183
Humboldt,2021-01-14,514
Imperial,2021-01-14,260
Inyo,2021-01-14,58
Kern,2021-01-14,2173
Kings,2021-01-14,206
Lake,2021-01-14,118
Lassen,2021-01-14,161
Los Angeles,2021-01-14,28914
Madera,2021-01-14,555
Marin,2021-01-14,1064
Mariposa,2021-01-14,56
Mendocino,2021-01-14,626
Merced,2021-01-14,330
Modoc,2021-01-14,129
Mono,2021-01-14,74
Monterey,2021-01-14,1039
Napa,2021-01-14,1043
Nevada,2021-01-14,228
Orange,2021-01-14,9799
Placer,2021-01-14,1726
Plumas,2021-01-14,96
Riverside,2021-01-14,5410
Sacramento,2021-01-14,4527
San Benito,2021-01-14,116
San Bernardino,2021-01-14,4715
San Diego,2021-01-14,12201
San Francisco,2021-01-14,2381
San Joaquin,2021-01-14,1467
San Luis Obispo,2021-01-14,728
San Mateo,2021-01-14,3723
Santa Barbara,2021-01-14,1239
Santa Clara,2021-01-14,8049
Santa Cruz,2021-01-14,539
Shasta,2021-01-14,442
Sierra,2021-01-14,35
Siskiyou,2021-01-14,26
Solano,2021-01-14,1703
Sonoma,2021-01-14,1514
Stanislaus,2021-01-14,2194
Sutter,2021-01-14,145
Tehama,2021-01-14,226
Trinity,2021-01-14,3
Tulare,2021-01-14,491
Tuolumne,2021-01-14,126
Ventura,2021-01-14,2714
Yolo,2021-01-14,376
Yuba,2021-01-14,109
Alameda,2021-01-13,4975
Alpine,2021-01-13,32
Amador,2021-01-13,39
Butte,2021-01-13,1443
Calaveras,2021-01-13,106
Colusa,2021-01-13,21
Contra Costa,2021-01-13,4635
Del Norte,2021-01-13,84
El Dorado,2021-01-13,690
Fresno,2021-01-13,3505
Glenn,2021-01-13,153
Humboldt,2021-01-13,473
Imperial,2021-01-13,379
Inyo,2021-01-13,87
Kern,2021-01-13,1834
Kings,2021-01-13,413
Lake,2021-01-13,125
Lassen,2021-01-13,162
Los Angeles,2021-01-13,28968
Madera,2021-01-13,179
Marin,2021-01-13,1172
Mariposa,2021-01-13,16
Mendocino,2021-01-13,478
Merced,2021-01-13,371
Modoc,2021-01-13,24
Mono,2021-01-13,234
Monterey,2021-01-13,1218
Napa,2021-01-13,1266
Nevada,2021-01-13,259
Orange,2021-01-13,10073
Placer,2021-01-13,1616
Plumas,2021-01-13,54
Riverside,2021-01-13,4356
Sacramento,2021-01-13,3731
San Benito,2021-01-13,186
San Bernardino,2021-01-13,4533
San Diego,2021-01-13,11394
San Francisco,2021-01-13,2792
San Joaquin,2021-01-13,1360
San Luis Obispo,2021-01-13,882
San Mateo,2021-01-13,3403
Santa Barbara,2021-01-13,1227
Santa Clara,2021-01-13,7275
Santa Cruz,2021-01-13,517
Shasta,2021-01-13,541
Sierra,2021-01-13,4
Siskiyou,2021-01-13,157
Solano,2021-01-13,1397
Sonoma,2021-01-13,2055
Stanislaus,2021-01-13,1409
Sutter,2021-01-13,156
Tehama,2021-01-13,72
Trinity,2021-01-13,7
Tulare,2021-01-13,449
Tuolumne,2021-01-13,230
Ventura,2021-01-13,2922
Yolo,2021-01-13,760
Yuba,2021-01-13,119
Alameda,2021-01-12,4724
Amador,2021-01-12,62
Butte,2021-01-12,695
Calaveras,2021-01-12,86
Colusa,2021-01-12,11
Contra Costa,2021-01-12,3883
Del Norte,2021-01-12,50
El Dorado,2021-01-12,684
Fresno,2021-01-12,2494
Glenn,2021-01-12,42
Humboldt,2021-01-12,476
Imperial,2021-01-12,404
Inyo,2021-01-12,139
Kern,2021-01-12,1869
Kings,2021-01-12,352
Lake,2021-01-12,70
Lassen,2021-01-12,50
Los Angeles,2021-01-12,28862
Madera,2021-01-12,391
Marin,2021-01-12,936
Mariposa,2021-01-12,15
Mendocino,2021-01-12,385
Merced,2021-01-12,276
Modoc,2021-01-12,94
Mono,2021-01-12,284
Monterey,2021-01-12,458
Napa,2021-01-12,1265
Nevada,2021-01-12,605
Orange,2021-01-12,8660
Placer,2021-01-12,1630
Plumas,2021-01-12,154
Riverside,2021-01-12,3372
Sacramento,2021-01-12,4377
San Benito,2021-01-12,153
San Bernardino,2021-01-12,4212
San Diego,2021-01-12,11057
San Francisco,2021-01-12,3072
San Joaquin,2021-01-12,1394
San Luis Obispo,2021-01-12,598
San Mateo,2021-01-12,3241
Santa Barbara,2021-01-12,1426
Santa Clara,2021-01-12,6591
Santa Cruz,2021-01-12,733
Shasta,2021-01-12,451
Sierra,2021-01-12,40
Siskiyou,2021-01-12,320
Solano,2021-01-12,1522
Sonoma,2021-01-12,1547
Stanislaus,2021-01-12,1444
Sutter,2021-01-12,201
Tehama,2021-01-12,115
Trinity,2021-01-12,8
Tulare,2021-01-12,1388
Tuolumne,2021-01-12,98
Ventura,2021-01-12,3022
Yolo,2021-01-12,474
Yuba,2021-01-12,107
Alameda,2021-01-11,4439
Alpine,2021-01-11,30
Amador,2021-01-11,124
Butte,2021-01-11,987
Calaveras,2021-01-11,62
Colusa,2021-01-11,12
Contra Costa,2021-01-11,3790
Del Norte,2021-01-11,40
El Dorado,2021-01-11,648
Fresno,2021-01-11,2127
Glenn,2021-01-11,30
Humboldt,2021-01-11,285
Imperial,2021-01-11,401
Inyo,2021-01-11,97
Kern,2021-01-11,1548
Kings,2021-01-11,515
Lake,2021-01-11,138
Lassen,2021-01-11,27
Los Angeles,2021-01-11,25552
Madera,2021-01-11,224
Marin,2021-01-11,460
Mariposa,2021-01-11,23
Mendocino,2021-01-11,99
Merced,2021-01-11,225
Modoc,2021-01-11,92
Mono,2021-01-11,7
Monterey,2021-01-11,1057
Napa,2021-01-11,804
Nevada,2021-01-11,183
Orange,2021-01-11,9311
Placer,2021-01-11,1422
Plumas,2021-01-11,59
Riverside,2021-01-11,4480
Sacramento,2021-01-11,4299
San Benito,2021-01-11,96
San Bernardino,2021-01-11,4976
San Diego,2021-01-11,10159
San Francisco,2021-01-11,2455
San Joaquin,2021-01-11,1461
San Luis Obispo,2021-01-11,526
San Mateo,2021-01-11,2396
Santa Barbara,2021-01-11,839
Santa Clara,2021-01-11,5550
Santa Cruz,2021-01-11,712
Shasta,2021-01-11,352
Sierra,2021-01-11,3
Siskiyou,2021-01-11,226
Solano,2021-01-11,1314
Sonoma,2021-01-11,1379
Stanislaus,2021-01-11,1504
Sutter,2021-01-11,133
Tehama,2021-01-11,47
Trinity,2021-01-11,40
Tulare,2021-01-11,1201
Tuolumne,2021-01-11,115
Ventura,2021-01-11,2443
Yolo,2021-01-11,560
Yuba,2021-01-11,72
Alameda,2021-01-10,1024
Amador,2021-01-10,7
Butte,2021-01-10,19
Calaveras,2021-01-10,2
Colusa,2021-01-10,1
Contra Costa,2021-01-10,351
El Dorado,2021-01-10,180
Fresno,2021-01-10,511
Glenn,2021-01-10,1
Humboldt,2021-01-10,84
Imperial,2021-01-10,1
Inyo,2021-01-10,53
Kern,2021-01-10,190
Kings,2021-01-10,15
Lake,2021-01-10,3
Los Angeles,2021-01-10,4601
Madera,2021-01-10,17
Marin,2021-01-10,123
Mendocino,2021-01-10,8
Merced,2021-01-10,10
Modoc,2021-01-10,1
Mono,2021-01-10,4
Monterey,2021-01-10,271
Napa,2021-01-10,167
Nevada,2021-01-10,17
Orange,2021-01-10,4176
Placer,2021-01-10,326
Riverside,2021-01-10,1656
Sacramento,2021-01-10,1239
San Benito,2021-01-10,15
San Bernardino,2021-01-10,1006
San Diego,2021-01-10,1842
San Francisco,2021-01-10,911
San Joaquin,2021-01-10,215
San Luis Obispo,2021-01-10,10
San Mateo,2021-01-10,649
Santa Barbara,2021-01-10,63
Santa Clara,2021-01-10,1825
Santa Cruz,2021-01-10,72
Shasta,2021-01-10,5
Solano,2021-01-10,249
Sonoma,2021-01-10,465
Stanislaus,2021-01-10,45
Sutter,2021-01-10,402
Tehama,2021-01-10,1
Tulare,2021-01-10,49
Tuolumne,2021-01-10,3
Ventura,2021-01-10,335
Yolo,2021-01-10,390
Yuba,2021-01-10,116
Alameda,2021-01-09,2018
Alpine,2021-01-09,2
Amador,2021-01-09,11
Butte,2021-01-09,11
Calaveras,2021-01-09,6
Colusa,2021-01-09,3
Contra Costa,2021-01-09,1570
El Dorado,2021-01-09,190
Fresno,2021-01-09,624
Humboldt,2021-01-09,69
Imperial,2021-01-09,24
Inyo,2021-01-09,87
Kern,2021-01-09,226
Kings,2021-01-09,63
Lake,2021-01-09,62
Lassen,2021-01-09,12
Los Angeles,2021-01-09,12278
Madera,2021-01-09,36
Marin,2021-01-09,612
Mariposa,2021-01-09,1
Mendocino,2021-01-09,8
Merced,2021-01-09,24
Mono,2021-01-09,4
Monterey,2021-01-09,962
Napa,2021-01-09,263
Nevada,2021-01-09,63
Orange,2021-01-09,4954
Placer,2021-01-09,443
Plumas,2021-01-09,2
Riverside,2021-01-09,2060
Sacramento,2021-01-09,1282
San Benito,2021-01-09,43
San Bernardino,2021-01-09,1391
San Diego,2021-01-09,2926
San Francisco,2021-01-09,1392
San Joaquin,2021-01-09,369
San Luis Obispo,2021-01-09,206
San Mateo,2021-01-09,1174
Santa Barbara,2021-01-09,567
Santa Clara,2021-01-09,2916
Santa Cruz,2021-01-09,460
Shasta,2021-01-09,72
Siskiyou,2021-01-09,2
Solano,2021-01-09,880
Sonoma,2021-01-09,651
Stanislaus,2021-01-09,288
Sutter,2021-01-09,44
Tehama,2021-01-09,7
Tulare,2021-01-09,738
Tuolumne,2021-01-09,1
Ventura,2021-01-09,722
Yolo,2021-01-09,403
Yuba,2021-01-09,19
Alameda,2021-01-08,4703
Alpine,2021-01-08,4
Amador,2021-01-08,84
Butte,2021-01-08,570
Calaveras,2021-01-08,66
Colusa,2021-01-08,9
Contra Costa,2021-01-08,3345
Del Norte,2021-01-08,77
El Dorado,2021-01-08,965
Fresno,2021-01-08,1762
Glenn,2021-01-08,11
Humboldt,2021-01-08,415
Imperial,2021-01-08,190
Inyo,2021-01-08,9
Kern,2021-01-08,1625
Kings,2021-01-08,246
Lake,2021-01-08,139
Lassen,2021-01-08,50
Los Angeles,2021-01-08,32832
Madera,2021-01-08,411
Marin,2021-01-08,964
Mariposa,2021-01-08,106
Mendocino,2021-01-08,94
Merced,2021-01-08,533
Modoc,2021-01-08,105
Mono,2021-01-08,2
Monterey,2021-01-08,1087
Napa,2021-01-08,412
Nevada,2021-01-08,220
Orange,2021-01-08,9307
Placer,2021-01-08,1179
Plumas,2021-01-08,12
Riverside,2021-01-08,4012
Sacramento,2021-01-08,3270
San Benito,2021-01-08,128
